'Time','II','PLETH','ABP','III'
'[18:52:56.960]',0.211,0.392,61.719,-
'[18:52:56.968]',0.203,0.404,62.500,-
'[18:52:56.976]',0.242,0.416,60.938,-
'[18:52:56.984]',0.398,0.435,59.375,-
'[18:52:56.992]',0.680,0.455,58.594,-
'[18:52:57.000]',0.891,0.475,57.812,-
'[18:52:57.008]',0.914,0.498,57.031,-
'[18:52:57.016]',0.789,0.522,55.469,-
'[18:52:57.024]',0.625,0.545,54.688,-
'[18:52:57.032]',0.461,0.569,55.469,-
'[18:52:57.040]',0.352,0.592,56.250,-
'[18:52:57.048]',0.281,0.608,56.250,-
'[18:52:57.056]',0.242,0.620,53.906,-
'[18:52:57.064]',0.211,0.631,50.000,-
'[18:52:57.072]',0.195,0.639,46.875,-
'[18:52:57.080]',0.188,0.647,46.094,-
'[18:52:57.088]',0.188,0.651,46.094,-
'[18:52:57.096]',0.188,0.655,47.656,-
'[18:52:57.104]',0.188,0.655,49.219,-
'[18:52:57.112]',0.188,0.651,51.562,-
'[18:52:57.120]',0.195,0.647,52.344,-
'[18:52:57.128]',0.203,0.643,52.344,-
'[18:52:57.136]',0.211,0.639,50.781,-
'[18:52:57.144]',0.219,0.631,50.000,-
'[18:52:57.152]',0.227,0.624,50.000,-
'[18:52:57.160]',0.234,0.616,49.219,-
'[18:52:57.168]',0.242,0.608,47.656,-
'[18:52:57.176]',0.258,0.596,46.875,-
'[18:52:57.184]',0.273,0.584,46.875,-
'[18:52:57.192]',0.289,0.576,46.875,-
'[18:52:57.200]',0.312,0.565,46.875,-
'[18:52:57.208]',0.336,0.557,46.875,-
'[18:52:57.216]',0.375,0.549,46.094,-
'[18:52:57.224]',0.422,0.541,46.875,-
'[18:52:57.232]',0.461,0.533,50.781,-
'[18:52:57.240]',0.492,0.525,59.375,-
'[18:52:57.248]',0.516,0.522,67.969,-
'[18:52:57.256]',0.539,0.518,73.438,-
'[18:52:57.264]',0.547,0.510,76.562,-
'[18:52:57.272]',0.523,0.506,78.125,-
'[18:52:57.280]',0.469,0.502,80.469,-
'[18:52:57.288]',0.406,0.498,82.812,-
'[18:52:57.296]',0.352,0.494,83.594,-
'[18:52:57.304]',0.305,0.490,82.812,-
'[18:52:57.312]',0.266,0.486,82.031,-
'[18:52:57.320]',0.242,0.482,81.250,-
'[18:52:57.328]',0.227,0.475,79.688,-
'[18:52:57.336]',0.219,0.471,78.125,-
'[18:52:57.344]',0.211,0.467,75.781,-
'[18:52:57.352]',0.211,0.463,73.438,-
'[18:52:57.360]',0.211,0.455,71.875,-
'[18:52:57.368]',0.211,0.451,71.094,-
'[18:52:57.376]',0.211,0.443,69.531,-
'[18:52:57.384]',0.211,0.439,67.969,-
'[18:52:57.392]',0.219,0.431,65.625,-
'[18:52:57.400]',0.234,0.424,62.500,-
'[18:52:57.408]',0.250,0.416,60.938,-
'[18:52:57.416]',0.273,0.412,59.375,-
'[18:52:57.424]',0.289,0.404,58.594,-
'[18:52:57.432]',0.305,0.400,57.812,-
'[18:52:57.440]',0.336,0.396,57.812,-
'[18:52:57.448]',0.367,0.392,57.812,-
'[18:52:57.456]',0.367,0.388,57.812,-
'[18:52:57.464]',0.336,0.384,57.812,-
'[18:52:57.472]',0.297,0.380,57.031,-
'[18:52:57.480]',0.250,0.376,57.031,-
'[18:52:57.488]',0.227,0.369,56.250,-
'[18:52:57.496]',0.203,0.365,57.031,-
'[18:52:57.504]',0.188,0.357,57.031,-
'[18:52:57.512]',0.188,0.353,57.031,-
'[18:52:57.520]',0.180,0.353,57.031,-
'[18:52:57.528]',0.172,0.349,57.031,-
'[18:52:57.536]',0.180,0.349,57.812,-
'[18:52:57.544]',0.180,0.353,57.031,-
'[18:52:57.552]',0.172,0.357,57.031,-
'[18:52:57.560]',0.164,0.365,57.812,-
'[18:52:57.568]',0.195,0.380,58.594,-
'[18:52:57.576]',0.320,0.392,58.594,-
'[18:52:57.584]',0.586,0.412,57.031,-
'[18:52:57.592]',0.797,0.431,55.469,-
'[18:52:57.600]',0.836,0.455,54.688,-
'[18:52:57.608]',0.750,0.475,53.906,-
'[18:52:57.616]',0.586,0.498,53.906,-
'[18:52:57.624]',0.406,0.518,53.125,-
'[18:52:57.632]',0.273,0.537,52.344,-
'[18:52:57.640]',0.211,0.553,52.344,-
'[18:52:57.648]',0.172,0.565,51.562,-
'[18:52:57.656]',0.141,0.576,50.781,-
'[18:52:57.664]',0.117,0.588,50.781,-
'[18:52:57.672]',0.102,0.596,50.000,-
'[18:52:57.680]',0.102,0.600,50.000,-
'[18:52:57.688]',0.102,0.604,50.000,-
'[18:52:57.696]',0.102,0.604,50.000,-
'[18:52:57.704]',0.109,0.600,49.219,-
'[18:52:57.712]',0.109,0.596,49.219,-
'[18:52:57.720]',0.117,0.588,49.219,-
'[18:52:57.728]',0.125,0.580,48.438,-
'[18:52:57.736]',0.141,0.569,48.438,-
'[18:52:57.744]',0.156,0.561,48.438,-
'[18:52:57.752]',0.172,0.549,48.438,-
'[18:52:57.760]',0.172,0.541,47.656,-
'[18:52:57.768]',0.188,0.529,47.656,-
'[18:52:57.776]',0.195,0.522,46.875,-
'[18:52:57.784]',0.211,0.510,46.875,-
'[18:52:57.792]',0.242,0.502,46.875,-
'[18:52:57.800]',0.266,0.498,46.875,-
'[18:52:57.808]',0.297,0.490,46.875,-
'[18:52:57.816]',0.336,0.482,48.438,-
'[18:52:57.824]',0.375,0.475,51.562,-
'[18:52:57.832]',0.422,0.471,56.250,-
'[18:52:57.840]',0.445,0.463,62.500,-
'[18:52:57.848]',0.477,0.459,67.969,-
'[18:52:57.856]',0.492,0.455,71.875,-
'[18:52:57.864]',0.484,0.447,75.000,-
'[18:52:57.872]',0.445,0.447,77.344,-
'[18:52:57.880]',0.391,0.443,79.688,-
'[18:52:57.888]',0.336,0.439,81.250,-
'[18:52:57.896]',0.289,0.435,82.031,-
'[18:52:57.904]',0.250,0.431,82.031,-
'[18:52:57.912]',0.227,0.427,81.250,-
'[18:52:57.920]',0.211,0.424,79.688,-
'[18:52:57.928]',0.195,0.416,77.344,-
'[18:52:57.936]',0.188,0.412,75.781,-
'[18:52:57.944]',0.188,0.408,72.656,-
'[18:52:57.952]',0.188,0.404,71.094,-
'[18:52:57.960]',0.188,0.400,69.531,-
'[18:52:57.968]',0.188,0.396,67.969,-
'[18:52:57.976]',0.188,0.396,67.188,-
'[18:52:57.984]',0.188,0.392,64.844,-
'[18:52:57.992]',0.188,0.388,60.938,-
'[18:52:58.000]',0.211,0.384,57.031,-
'[18:52:58.008]',0.234,0.380,53.125,-
'[18:52:58.016]',0.250,0.376,52.344,-
'[18:52:58.024]',0.273,0.373,55.469,-
'[18:52:58.032]',0.312,0.365,59.375,-
'[18:52:58.040]',0.336,0.361,61.719,-
'[18:52:58.048]',0.344,0.357,60.938,-
'[18:52:58.056]',0.312,0.353,57.812,-
'[18:52:58.064]',0.281,0.349,56.250,-
'[18:52:58.072]',0.242,0.345,57.031,-
'[18:52:58.080]',0.219,0.341,57.031,-
'[18:52:58.088]',0.203,0.341,57.031,-
'[18:52:58.096]',0.195,0.337,57.031,-
'[18:52:58.104]',0.188,0.333,57.031,-
'[18:52:58.112]',0.188,0.333,58.594,-
'[18:52:58.120]',0.188,0.333,59.375,-
'[18:52:58.128]',0.188,0.333,59.375,-
'[18:52:58.136]',0.188,0.341,59.375,-
'[18:52:58.144]',0.180,0.345,59.375,-
'[18:52:58.152]',0.172,0.353,60.156,-
'[18:52:58.160]',0.211,0.365,59.375,-
'[18:52:58.168]',0.367,0.376,57.812,-
'[18:52:58.176]',0.633,0.396,55.469,-
'[18:52:58.184]',0.844,0.416,53.125,-
'[18:52:58.192]',0.875,0.435,52.344,-
'[18:52:58.200]',0.797,0.459,50.781,-
'[18:52:58.208]',0.641,0.486,50.000,-
'[18:52:58.216]',0.492,0.510,50.000,-
'[18:52:58.224]',0.406,0.529,50.781,-
'[18:52:58.232]',0.383,0.549,52.344,-
'[18:52:58.240]',0.375,0.565,53.125,-
'[18:52:58.248]',0.367,0.576,53.125,-
'[18:52:58.256]',0.352,0.588,52.344,-
'[18:52:58.264]',0.352,0.596,50.781,-
'[18:52:58.272]',0.344,0.600,49.219,-
'[18:52:58.280]',0.336,0.604,48.438,-
'[18:52:58.288]',0.336,0.604,50.000,-
'[18:52:58.296]',0.336,0.600,51.562,-
'[18:52:58.304]',0.336,0.596,52.344,-
'[18:52:58.312]',0.336,0.592,52.344,-
'[18:52:58.320]',0.336,0.584,51.562,-
'[18:52:58.328]',0.336,0.576,51.562,-
'[18:52:58.336]',0.336,0.565,51.562,-
'[18:52:58.344]',0.336,0.557,51.562,-
'[18:52:58.352]',0.352,0.549,50.000,-
'[18:52:58.360]',0.352,0.537,49.219,-
'[18:52:58.368]',0.367,0.529,49.219,-
'[18:52:58.376]',0.375,0.522,49.219,-
'[18:52:58.384]',0.391,0.514,47.656,-
'[18:52:58.392]',0.406,0.506,46.875,-
'[18:52:58.400]',0.445,0.498,46.094,-
'[18:52:58.408]',0.477,0.490,46.094,-
'[18:52:58.416]',0.500,0.486,48.438,-
'[18:52:58.424]',0.531,0.478,56.250,-
'[18:52:58.432]',0.555,0.475,67.969,-
'[18:52:58.440]',0.570,0.471,78.125,-
'[18:52:58.448]',0.586,0.467,82.812,-
'[18:52:58.456]',0.562,0.463,83.594,-
'[18:52:58.464]',0.523,0.459,84.375,-
'[18:52:58.472]',0.461,0.459,85.938,-
'[18:52:58.480]',0.406,0.455,86.719,-
'[18:52:58.488]',0.352,0.451,85.938,-
'[18:52:58.496]',0.312,0.447,85.156,-
'[18:52:58.504]',0.281,0.447,83.594,-
'[18:52:58.512]',0.266,0.443,82.031,-
'[18:52:58.520]',0.250,0.439,79.688,-
'[18:52:58.528]',0.250,0.435,78.906,-
'[18:52:58.536]',0.242,0.431,77.344,-
'[18:52:58.544]',0.242,0.427,75.781,-
'[18:52:58.552]',0.234,0.424,73.438,-
'[18:52:58.560]',0.234,0.420,71.094,-
'[18:52:58.568]',0.234,0.416,69.531,-
'[18:52:58.576]',0.234,0.412,68.750,-
'[18:52:58.584]',0.242,0.408,68.750,-
'[18:52:58.592]',0.266,0.408,67.969,-
'[18:52:58.600]',0.297,0.404,65.625,-
'[18:52:58.608]',0.312,0.400,61.719,-
'[18:52:58.616]',0.336,0.396,57.812,-
'[18:52:58.624]',0.375,0.392,54.688,-
'[18:52:58.632]',0.391,0.388,54.688,-
'[18:52:58.640]',0.375,0.388,57.031,-
'[18:52:58.648]',0.344,0.384,59.375,-
'[18:52:58.656]',0.312,0.384,58.594,-
'[18:52:58.664]',0.273,0.380,57.812,-
'[18:52:58.672]',0.242,0.376,57.812,-
'[18:52:58.680]',0.227,0.373,57.812,-
'[18:52:58.688]',0.211,0.369,57.031,-
'[18:52:58.696]',0.211,0.369,54.688,-
'[18:52:58.704]',0.211,0.369,50.781,-
'[18:52:58.712]',0.211,0.369,50.000,-
'[18:52:58.720]',0.203,0.369,57.031,-
'[18:52:58.728]',0.195,0.373,68.750,-
'[18:52:58.736]',0.188,0.380,74.219,-
'[18:52:58.744]',0.203,0.388,69.531,-
'[18:52:58.752]',0.305,0.400,61.719,-
'[18:52:58.760]',0.539,0.416,58.594,-
'[18:52:58.768]',0.820,0.435,60.938,-
'[18:52:58.776]',0.930,0.459,61.719,-
'[18:52:58.784]',0.875,0.482,60.938,-
'[18:52:58.792]',0.742,0.506,60.156,-
'[18:52:58.800]',0.562,0.529,60.156,-
'[18:52:58.808]',0.406,0.553,57.812,-
'[18:52:58.816]',0.312,0.573,54.688,-
'[18:52:58.824]',0.258,0.592,51.562,-
'[18:52:58.832]',0.227,0.608,50.781,-
'[18:52:58.840]',0.195,0.620,51.562,-
'[18:52:58.848]',0.188,0.624,52.344,-
'[18:52:58.856]',0.172,0.631,52.344,-
'[18:52:58.864]',0.172,0.635,51.562,-
'[18:52:58.872]',0.172,0.639,52.344,-
'[18:52:58.880]',0.172,0.639,53.906,-
'[18:52:58.888]',0.172,0.635,55.469,-
'[18:52:58.896]',0.180,0.631,55.469,-
'[18:52:58.904]',0.188,0.627,52.344,-
'[18:52:58.912]',0.195,0.620,48.438,-
'[18:52:58.920]',0.211,0.608,47.656,-
'[18:52:58.928]',0.211,0.600,48.438,-
'[18:52:58.936]',0.227,0.588,48.438,-
'[18:52:58.944]',0.242,0.580,48.438,-
'[18:52:58.952]',0.250,0.573,48.438,-
'[18:52:58.960]',0.266,0.565,50.000,-
'[18:52:58.968]',0.281,0.557,47.656,-
'[18:52:58.976]',0.305,0.545,42.969,-
'[18:52:58.984]',0.336,0.537,42.188,-
'[18:52:58.992]',0.375,0.529,48.438,-
'[18:52:59.000]',0.406,0.522,59.375,-
'[18:52:59.008]',0.445,0.518,67.188,-
'[18:52:59.016]',0.484,0.514,69.531,-
'[18:52:59.024]',0.516,0.506,69.531,-
'[18:52:59.032]',0.531,0.502,72.656,-
'[18:52:59.040]',0.516,0.502,76.562,-
'[18:52:59.048]',0.484,0.498,80.469,-
'[18:52:59.056]',0.430,0.498,82.812,-
'[18:52:59.064]',0.367,0.494,84.375,-
'[18:52:59.072]',0.320,0.494,85.156,-
'[18:52:59.080]',0.273,0.490,85.156,-
'[18:52:59.088]',0.242,0.490,84.375,-
'[18:52:59.096]',0.219,0.486,82.812,-
'[18:52:59.104]',0.211,0.482,81.250,-
'[18:52:59.112]',0.203,0.478,78.906,-
'[18:52:59.120]',0.195,0.475,76.562,-
'[18:52:59.128]',0.195,0.471,73.438,-
'[18:52:59.136]',0.195,0.467,70.312,-
'[18:52:59.144]',0.195,0.463,67.188,-
'[18:52:59.152]',0.203,0.459,64.844,-
'[18:52:59.160]',0.211,0.455,65.625,-
'[18:52:59.168]',0.211,0.451,67.969,-
'[18:52:59.176]',0.219,0.443,68.750,-
'[18:52:59.184]',0.242,0.439,65.625,-
'[18:52:59.192]',0.266,0.435,60.938,-
'[18:52:59.200]',0.281,0.431,59.375,-
'[18:52:59.208]',0.312,0.424,60.156,-
'[18:52:59.216]',0.352,0.420,60.938,-
'[18:52:59.224]',0.367,0.416,61.719,-
'[18:52:59.232]',0.344,0.412,60.938,-
'[18:52:59.240]',0.305,0.408,56.250,-
'[18:52:59.248]',0.266,0.404,51.562,-
'[18:52:59.256]',0.234,0.396,53.125,-
'[18:52:59.264]',0.211,0.392,58.594,-
'[18:52:59.272]',0.195,0.388,61.719,-
'[18:52:59.280]',0.188,0.384,59.375,-
'[18:52:59.288]',0.188,0.380,55.469,-
'[18:52:59.296]',0.188,0.380,55.469,-
'[18:52:59.304]',0.188,0.380,58.594,-
'[18:52:59.312]',0.188,0.384,61.719,-
'[18:52:59.320]',0.188,0.392,61.719,-
'[18:52:59.328]',0.188,0.400,57.812,-
'[18:52:59.336]',0.195,0.408,52.344,-
'[18:52:59.344]',0.281,0.420,49.219,-
'[18:52:59.352]',0.516,0.435,50.000,-
'[18:52:59.360]',0.766,0.455,51.562,-
'[18:52:59.368]',0.852,0.475,53.125,-
'[18:52:59.376]',0.797,0.498,53.125,-
'[18:52:59.384]',0.664,0.522,53.125,-
'[18:52:59.392]',0.492,0.541,53.125,-
'[18:52:59.400]',0.352,0.561,53.125,-
'[18:52:59.408]',0.281,0.580,51.562,-
'[18:52:59.416]',0.234,0.596,50.000,-
'[18:52:59.424]',0.203,0.608,49.219,-
'[18:52:59.432]',0.188,0.620,50.000,-
'[18:52:59.440]',0.172,0.624,50.000,-
'[18:52:59.448]',0.156,0.627,46.875,-
'[18:52:59.456]',0.156,0.631,42.969,-
'[18:52:59.464]',0.164,0.627,42.188,-
'[18:52:59.472]',0.172,0.624,44.531,-
'[18:52:59.480]',0.172,0.620,46.875,-
'[18:52:59.488]',0.188,0.612,46.875,-
'[18:52:59.496]',0.188,0.604,44.531,-
'[18:52:59.504]',0.195,0.596,43.750,-
'[18:52:59.512]',0.211,0.584,45.312,-
'[18:52:59.520]',0.227,0.573,48.438,-
'[18:52:59.528]',0.242,0.561,50.000,-
'[18:52:59.536]',0.250,0.553,50.000,-
'[18:52:59.544]',0.266,0.545,49.219,-
'[18:52:59.552]',0.281,0.533,48.438,-
'[18:52:59.560]',0.305,0.525,48.438,-
'[18:52:59.568]',0.328,0.518,48.438,-
'[18:52:59.576]',0.359,0.514,48.438,-
'[18:52:59.584]',0.391,0.510,46.875,-
'[18:52:59.592]',0.438,0.506,46.094,-
'[18:52:59.600]',0.477,0.502,50.000,-
'[18:52:59.608]',0.508,0.494,58.594,-
'[18:52:59.616]',0.531,0.490,68.750,-
'[18:52:59.624]',0.547,0.486,74.219,-
'[18:52:59.632]',0.555,0.482,72.656,-
'[18:52:59.640]',0.516,0.482,71.875,-
'[18:52:59.648]',0.461,0.478,77.344,-
'[18:52:59.656]',0.406,0.471,85.156,-
'[18:52:59.664]',0.352,0.467,89.844,-
'[18:52:59.672]',0.312,0.463,88.281,-
'[18:52:59.680]',0.273,0.459,84.375,-
'[18:52:59.688]',0.258,0.455,80.469,-
'[18:52:59.696]',0.250,0.451,77.344,-
'[18:52:59.704]',0.242,0.443,75.000,-
'[18:52:59.712]',0.234,0.439,71.875,-
'[18:52:59.720]',0.227,0.435,69.531,-
'[18:52:59.728]',0.227,0.431,67.188,-
'[18:52:59.736]',0.227,0.427,64.844,-
'[18:52:59.744]',0.227,0.424,61.719,-
'[18:52:59.752]',0.227,0.420,60.156,-
'[18:52:59.760]',0.227,0.416,60.156,-
'[18:52:59.768]',0.242,0.412,61.719,-
'[18:52:59.776]',0.266,0.408,63.281,-
'[18:52:59.784]',0.281,0.404,60.938,-
'[18:52:59.792]',0.297,0.400,54.688,-
'[18:52:59.800]',0.328,0.396,46.875,-
'[18:52:59.808]',0.367,0.392,42.188,-
'[18:52:59.816]',0.375,0.384,41.406,-
'[18:52:59.824]',0.352,0.380,43.750,-
'[18:52:59.832]',0.312,0.373,50.000,-
'[18:52:59.840]',0.281,0.369,60.156,-
'[18:52:59.848]',0.250,0.365,72.656,-
'[18:52:59.856]',0.227,0.361,77.344,-
'[18:52:59.864]',0.211,0.361,69.531,-
'[18:52:59.872]',0.211,0.357,57.812,-
'[18:52:59.880]',0.203,0.357,53.125,-
'[18:52:59.888]',0.195,0.353,56.250,-
'[18:52:59.896]',0.195,0.353,60.938,-
'[18:52:59.904]',0.203,0.357,61.719,-
'[18:52:59.912]',0.195,0.361,60.938,-
'[18:52:59.920]',0.195,0.365,61.719,-
'[18:52:59.928]',0.211,0.376,62.500,-
'[18:52:59.936]',0.305,0.388,58.594,-
'[18:52:59.944]',0.531,0.400,53.125,-
'[18:52:59.952]',0.789,0.420,50.000,-
'[18:52:59.960]',0.875,0.439,50.000,-
'[18:52:59.968]',0.820,0.463,51.562,-
'[18:52:59.976]',0.672,0.482,53.125,-
'[18:52:59.984]',0.492,0.506,53.906,-
'[18:52:59.992]',0.352,0.529,53.906,-
'[18:53:00.000]',0.273,0.549,53.125,-
'[18:53:00.008]',0.227,0.565,51.562,-
'[18:53:00.016]',0.195,0.580,50.000,-
'[18:53:00.024]',0.180,0.592,49.219,-
'[18:53:00.032]',0.172,0.600,48.438,-
'[18:53:00.040]',0.156,0.608,49.219,-
'[18:53:00.048]',0.156,0.612,50.000,-
'[18:53:00.056]',0.156,0.612,50.781,-
'[18:53:00.064]',0.164,0.612,50.000,-
'[18:53:00.072]',0.172,0.612,49.219,-
'[18:53:00.080]',0.180,0.604,49.219,-
'[18:53:00.088]',0.188,0.600,49.219,-
'[18:53:00.096]',0.195,0.588,48.438,-
'[18:53:00.104]',0.211,0.580,47.656,-
'[18:53:00.112]',0.211,0.569,46.875,-
'[18:53:00.120]',0.227,0.561,46.094,-
'[18:53:00.128]',0.234,0.549,45.312,-
'[18:53:00.136]',0.250,0.541,45.312,-
'[18:53:00.144]',0.266,0.533,46.094,-
'[18:53:00.152]',0.281,0.522,46.875,-
'[18:53:00.160]',0.297,0.514,46.875,-
'[18:53:00.168]',0.328,0.506,46.875,-
'[18:53:00.176]',0.367,0.502,46.875,-
'[18:53:00.184]',0.398,0.494,50.000,-
'[18:53:00.192]',0.438,0.486,54.688,-
'[18:53:00.200]',0.469,0.482,61.719,-
'[18:53:00.208]',0.500,0.478,67.969,-
'[18:53:00.216]',0.516,0.475,73.438,-
'[18:53:00.224]',0.516,0.471,78.125,-
'[18:53:00.232]',0.492,0.467,82.031,-
'[18:53:00.240]',0.438,0.463,85.156,-
'[18:53:00.248]',0.375,0.463,85.938,-
'[18:53:00.256]',0.320,0.459,85.156,-
'[18:53:00.264]',0.281,0.455,82.812,-
'[18:53:00.272]',0.250,0.451,81.250,-
'[18:53:00.280]',0.227,0.447,80.469,-
'[18:53:00.288]',0.211,0.443,79.688,-
'[18:53:00.296]',0.203,0.439,78.125,-
'[18:53:00.304]',0.203,0.435,76.562,-
'[18:53:00.312]',0.195,0.431,74.219,-
'[18:53:00.320]',0.195,0.427,71.875,-
'[18:53:00.328]',0.195,0.420,70.312,-
'[18:53:00.336]',0.195,0.416,67.969,-
'[18:53:00.344]',0.195,0.412,66.406,-
'[18:53:00.352]',0.203,0.412,64.844,-
'[18:53:00.360]',0.211,0.408,64.062,-
'[18:53:00.368]',0.242,0.404,63.281,-
'[18:53:00.376]',0.258,0.400,62.500,-
'[18:53:00.384]',0.281,0.396,60.938,-
'[18:53:00.392]',0.320,0.392,59.375,-
'[18:53:00.400]',0.344,0.384,58.594,-
'[18:53:00.408]',0.352,0.380,57.812,-
'[18:53:00.416]',0.320,0.376,57.031,-
'[18:53:00.424]',0.289,0.373,57.031,-
'[18:53:00.432]',0.250,0.369,57.812,-
'[18:53:00.440]',0.227,0.365,57.812,-
'[18:53:00.448]',0.211,0.361,57.031,-
'[18:53:00.456]',0.195,0.361,57.031,-
'[18:53:00.464]',0.195,0.357,58.594,-
'[18:53:00.472]',0.188,0.357,60.938,-
'[18:53:00.480]',0.188,0.357,61.719,-
'[18:53:00.488]',0.188,0.357,61.719,-
'[18:53:00.496]',0.195,0.361,60.938,-
'[18:53:00.504]',0.188,0.365,59.375,-
'[18:53:00.512]',0.180,0.373,58.594,-
'[18:53:00.520]',0.227,0.384,57.812,-
'[18:53:00.528]',0.383,0.396,57.812,-
'[18:53:00.536]',0.672,0.412,58.594,-
'[18:53:00.544]',0.891,0.427,59.375,-
'[18:53:00.552]',0.922,0.451,59.375,-
'[18:53:00.560]',0.805,0.475,56.250,-
'[18:53:00.568]',0.641,0.498,54.688,-
'[18:53:00.576]',0.461,0.522,54.688,-
'[18:53:00.584]',0.336,0.545,56.250,-
'[18:53:00.592]',0.273,0.569,56.250,-
'[18:53:00.600]',0.227,0.584,55.469,-
'[18:53:00.608]',0.203,0.604,54.688,-
'[18:53:00.616]',0.188,0.616,54.688,-
'[18:53:00.624]',0.172,0.624,54.688,-
'[18:53:00.632]',0.172,0.631,53.125,-
'[18:53:00.640]',0.172,0.631,51.562,-
'[18:53:00.648]',0.172,0.631,50.000,-
'[18:53:00.656]',0.180,0.631,50.000,-
'[18:53:00.664]',0.188,0.627,50.000,-
'[18:53:00.672]',0.195,0.624,49.219,-
'[18:53:00.680]',0.203,0.616,48.438,-
'[18:53:00.688]',0.211,0.612,49.219,-
'[18:53:00.696]',0.227,0.604,50.000,-
'[18:53:00.704]',0.234,0.592,51.562,-
'[18:53:00.712]',0.250,0.584,51.562,-
'[18:53:00.720]',0.258,0.573,51.562,-
'[18:53:00.728]',0.273,0.565,51.562,-
'[18:53:00.736]',0.297,0.557,51.562,-
'[18:53:00.744]',0.320,0.549,52.344,-
'[18:53:00.752]',0.352,0.541,50.000,-
'[18:53:00.760]',0.383,0.533,46.875,-
'[18:53:00.768]',0.430,0.529,48.438,-
'[18:53:00.776]',0.469,0.525,55.469,-
'[18:53:00.784]',0.508,0.518,64.062,-
'[18:53:00.792]',0.539,0.514,70.312,-
'[18:53:00.800]',0.562,0.510,73.438,-
'[18:53:00.808]',0.570,0.506,78.125,-
'[18:53:00.816]',0.555,0.506,83.594,-
'[18:53:00.824]',0.500,0.502,88.281,-
'[18:53:00.832]',0.445,0.498,89.062,-
'[18:53:00.840]',0.391,0.498,88.281,-
'[18:53:00.848]',0.336,0.494,88.281,-
'[18:53:00.856]',0.305,0.490,88.281,-
'[18:53:00.864]',0.281,0.490,88.281,-
'[18:53:00.872]',0.258,0.486,85.938,-
'[18:53:00.880]',0.250,0.482,82.031,-
'[18:53:00.888]',0.250,0.478,79.688,-
'[18:53:00.896]',0.242,0.478,77.344,-
'[18:53:00.904]',0.242,0.475,75.781,-
'[18:53:00.912]',0.242,0.467,72.656,-
'[18:53:00.920]',0.242,0.463,69.531,-
'[18:53:00.928]',0.234,0.459,66.406,-
'[18:53:00.936]',0.227,0.455,63.281,-
'[18:53:00.944]',0.234,0.451,60.156,-
'[18:53:00.952]',0.250,0.447,59.375,-
'[18:53:00.960]',0.281,0.439,61.719,-
'[18:53:00.968]',0.297,0.435,64.062,-
'[18:53:00.976]',0.320,0.431,63.281,-
'[18:53:00.984]',0.352,0.427,59.375,-
'[18:53:00.992]',0.375,0.420,56.250,-
'[18:53:01.000]',0.367,0.416,55.469,-
'[18:53:01.008]',0.336,0.416,57.031,-
'[18:53:01.016]',0.297,0.412,57.812,-
'[18:53:01.024]',0.266,0.408,57.812,-
'[18:53:01.032]',0.242,0.404,57.812,-
'[18:53:01.040]',0.219,0.404,58.594,-
'[18:53:01.048]',0.211,0.400,58.594,-
'[18:53:01.056]',0.203,0.400,57.812,-
'[18:53:01.064]',0.203,0.400,57.031,-
'[18:53:01.072]',0.203,0.400,57.812,-
'[18:53:01.080]',0.203,0.404,59.375,-
'[18:53:01.088]',0.195,0.408,60.938,-
'[18:53:01.096]',0.188,0.420,60.156,-
'[18:53:01.104]',0.188,0.431,59.375,-
'[18:53:01.112]',0.258,0.447,59.375,-
'[18:53:01.120]',0.461,0.467,57.812,-
'[18:53:01.128]',0.727,0.486,55.469,-
'[18:53:01.136]',0.867,0.510,53.125,-
'[18:53:01.144]',0.828,0.529,54.688,-
'[18:53:01.152]',0.703,0.553,57.812,-
'[18:53:01.160]',0.531,0.576,58.594,-
'[18:53:01.168]',0.375,0.600,56.250,-
'[18:53:01.176]',0.281,0.620,52.344,-
'[18:53:01.184]',0.227,0.639,50.000,-
'[18:53:01.192]',0.188,0.655,50.781,-
'[18:53:01.200]',0.164,0.667,53.125,-
'[18:53:01.208]',0.148,0.678,53.125,-
'[18:53:01.216]',0.141,0.682,51.562,-
'[18:53:01.224]',0.141,0.686,50.000,-
'[18:53:01.232]',0.141,0.686,50.000,-
'[18:53:01.240]',0.141,0.682,50.000,-
'[18:53:01.248]',0.156,0.678,49.219,-
'[18:53:01.256]',0.172,0.675,49.219,-
'[18:53:01.264]',0.172,0.667,49.219,-
'[18:53:01.272]',0.188,0.659,49.219,-
'[18:53:01.280]',0.195,0.651,50.000,-
'[18:53:01.288]',0.203,0.639,49.219,-
'[18:53:01.296]',0.219,0.631,48.438,-
'[18:53:01.304]',0.234,0.620,46.875,-
'[18:53:01.312]',0.250,0.608,46.094,-
'[18:53:01.320]',0.266,0.596,46.094,-
'[18:53:01.328]',0.289,0.588,46.875,-
'[18:53:01.336]',0.312,0.580,46.875,-
'[18:53:01.344]',0.344,0.573,47.656,-
'[18:53:01.352]',0.383,0.565,49.219,-
'[18:53:01.360]',0.422,0.557,52.344,-
'[18:53:01.368]',0.461,0.549,57.031,-
'[18:53:01.376]',0.492,0.541,62.500,-
'[18:53:01.384]',0.516,0.533,67.188,-
'[18:53:01.392]',0.539,0.529,71.875,-
'[18:53:01.400]',0.547,0.522,74.219,-
'[18:53:01.408]',0.516,0.518,77.344,-
'[18:53:01.416]',0.461,0.514,79.688,-
'[18:53:01.424]',0.398,0.510,82.031,-
