'Time','II','ABP','PLETH'
'[16:07:32.664]',0.594,71.875,0.408
'[16:07:32.672]',0.570,71.875,0.408
'[16:07:32.680]',0.570,72.656,0.408
'[16:07:32.688]',0.555,72.656,0.408
'[16:07:32.696]',0.531,74.219,0.404
'[16:07:32.704]',0.523,76.562,0.400
'[16:07:32.712]',0.516,81.250,0.396
'[16:07:32.720]',0.500,87.500,0.392
'[16:07:32.728]',0.492,94.531,0.388
'[16:07:32.736]',0.477,103.125,0.380
'[16:07:32.744]',0.469,111.719,0.373
'[16:07:32.752]',0.461,120.312,0.365
'[16:07:32.760]',0.461,128.125,0.357
'[16:07:32.768]',0.453,135.156,0.353
'[16:07:32.776]',0.461,140.625,0.345
'[16:07:32.784]',0.461,144.531,0.337
'[16:07:32.792]',0.469,146.094,0.325
'[16:07:32.800]',0.453,146.094,0.318
'[16:07:32.808]',0.453,144.531,0.310
'[16:07:32.816]',0.461,142.188,0.306
'[16:07:32.824]',0.469,139.062,0.302
'[16:07:32.832]',0.477,135.156,0.298
'[16:07:32.840]',0.477,131.250,0.294
'[16:07:32.848]',0.477,127.344,0.294
'[16:07:32.856]',0.484,123.438,0.294
'[16:07:32.864]',0.492,120.312,0.298
'[16:07:32.872]',0.492,117.188,0.298
'[16:07:32.880]',0.516,114.844,0.302
'[16:07:32.888]',0.539,112.500,0.302
'[16:07:32.896]',0.547,110.156,0.302
'[16:07:32.904]',0.555,107.812,0.298
'[16:07:32.912]',0.547,106.250,0.294
'[16:07:32.920]',0.547,103.906,0.286
'[16:07:32.928]',0.586,102.344,0.275
'[16:07:32.936]',0.602,100.781,0.263
'[16:07:32.944]',0.625,98.438,0.247
'[16:07:32.952]',0.617,96.094,0.239
'[16:07:32.960]',0.586,92.969,0.231
'[16:07:32.968]',0.547,90.625,0.231
'[16:07:32.976]',0.484,89.062,0.235
'[16:07:32.984]',0.445,87.500,0.251
'[16:07:32.992]',0.406,86.719,0.271
'[16:07:33.000]',0.391,85.156,0.302
'[16:07:33.008]',0.391,85.156,0.341
'[16:07:33.016]',0.406,84.375,0.380
'[16:07:33.024]',0.398,84.375,0.416
'[16:07:33.032]',0.406,85.156,0.447
'[16:07:33.040]',0.406,85.938,0.478
'[16:07:33.048]',0.414,86.719,0.498
'[16:07:33.056]',0.422,87.500,0.514
'[16:07:33.064]',0.430,88.281,0.525
'[16:07:33.072]',0.438,88.281,0.533
'[16:07:33.080]',0.430,89.062,0.533
'[16:07:33.088]',0.438,89.062,0.529
'[16:07:33.096]',0.445,89.062,0.525
'[16:07:33.104]',0.438,89.062,0.518
'[16:07:33.112]',0.547,89.062,0.510
'[16:07:33.120]',0.672,88.281,0.498
'[16:07:33.128]',0.781,88.281,0.490
'[16:07:33.136]',0.898,87.500,0.478
'[16:07:33.144]',0.977,86.719,0.471
'[16:07:33.152]',0.234,85.938,0.459
'[16:07:33.160]',-0.078,85.156,0.451
'[16:07:33.168]',-0.078,84.375,0.443
'[16:07:33.176]',0.227,84.375,0.431
'[16:07:33.184]',0.352,83.594,0.420
'[16:07:33.192]',0.406,82.812,0.408
'[16:07:33.200]',0.430,82.031,0.392
'[16:07:33.208]',0.445,81.250,0.380
'[16:07:33.216]',0.461,79.688,0.369
'[16:07:33.224]',0.477,78.906,0.357
'[16:07:33.232]',0.477,78.906,0.349
'[16:07:33.240]',0.477,78.125,0.337
'[16:07:33.248]',0.477,77.344,0.329
'[16:07:33.256]',0.492,77.344,0.322
'[16:07:33.264]',0.492,76.562,0.318
'[16:07:33.272]',0.500,75.781,0.314
'[16:07:33.280]',0.508,75.000,0.314
'[16:07:33.288]',0.523,75.000,0.314
'[16:07:33.296]',0.531,74.219,0.314
'[16:07:33.304]',0.531,73.438,0.314
'[16:07:33.312]',0.547,73.438,0.318
'[16:07:33.320]',0.562,72.656,0.322
'[16:07:33.328]',0.578,71.875,0.322
'[16:07:33.336]',0.594,71.875,0.325
'[16:07:33.344]',0.602,71.094,0.325
'[16:07:33.352]',0.586,71.094,0.329
'[16:07:33.360]',0.586,71.094,0.333
'[16:07:33.368]',0.570,71.094,0.333
'[16:07:33.376]',0.547,71.094,0.337
'[16:07:33.384]',0.547,72.656,0.341
'[16:07:33.392]',0.539,75.000,0.345
'[16:07:33.400]',0.523,78.906,0.345
'[16:07:33.408]',0.500,84.375,0.349
'[16:07:33.416]',0.477,90.625,0.353
'[16:07:33.424]',0.461,99.219,0.353
'[16:07:33.432]',0.453,107.812,0.357
'[16:07:33.440]',0.461,116.406,0.357
'[16:07:33.448]',0.445,124.219,0.361
'[16:07:33.456]',0.422,132.031,0.361
'[16:07:33.464]',0.422,138.281,0.365
'[16:07:33.472]',0.430,142.188,0.365
'[16:07:33.480]',0.422,145.312,0.365
'[16:07:33.488]',0.422,145.312,0.365
'[16:07:33.496]',0.422,143.750,0.365
'[16:07:33.504]',0.430,141.406,0.361
'[16:07:33.512]',0.438,137.500,0.361
'[16:07:33.520]',0.438,133.594,0.361
'[16:07:33.528]',0.430,129.688,0.361
'[16:07:33.536]',0.430,125.781,0.365
'[16:07:33.544]',0.438,121.875,0.365
'[16:07:33.552]',0.438,117.969,0.369
'[16:07:33.560]',0.445,114.062,0.369
'[16:07:33.568]',0.461,110.938,0.369
'[16:07:33.576]',0.484,107.812,0.369
'[16:07:33.584]',0.500,105.469,0.373
'[16:07:33.592]',0.516,103.125,0.373
'[16:07:33.600]',0.531,101.562,0.373
'[16:07:33.608]',0.539,100.000,0.376
'[16:07:33.616]',0.531,97.656,0.376
'[16:07:33.624]',0.562,95.312,0.376
'[16:07:33.632]',0.602,92.969,0.376
'[16:07:33.640]',0.625,89.844,0.380
'[16:07:33.648]',0.625,87.500,0.380
'[16:07:33.656]',0.602,85.938,0.388
'[16:07:33.664]',0.562,84.375,0.400
'[16:07:33.672]',0.508,82.812,0.416
'[16:07:33.680]',0.469,82.812,0.439
'[16:07:33.688]',0.422,82.031,0.467
'[16:07:33.696]',0.422,82.031,0.502
'[16:07:33.704]',0.422,82.031,0.537
'[16:07:33.712]',0.430,82.812,0.576
'[16:07:33.720]',0.430,83.594,0.612
'[16:07:33.728]',0.422,84.375,0.647
'[16:07:33.736]',0.430,85.156,0.671
'[16:07:33.744]',0.430,85.938,0.690
'[16:07:33.752]',0.445,85.938,0.702
'[16:07:33.760]',0.453,86.719,0.706
'[16:07:33.768]',0.445,86.719,0.710
'[16:07:33.776]',0.453,87.500,0.710
'[16:07:33.784]',0.461,87.500,0.702
'[16:07:33.792]',0.453,88.281,0.698
'[16:07:33.800]',0.461,87.500,0.686
'[16:07:33.808]',0.523,86.719,0.675
'[16:07:33.816]',0.656,85.938,0.663
'[16:07:33.824]',0.781,85.156,0.647
'[16:07:33.832]',0.867,84.375,0.631
'[16:07:33.840]',1.000,83.594,0.616
'[16:07:33.848]',0.492,83.594,0.600
'[16:07:33.856]',0.023,82.812,0.584
'[16:07:33.864]',-0.062,82.812,0.573
'[16:07:33.872]',0.172,82.812,0.557
'[16:07:33.880]',0.336,82.812,0.541
'[16:07:33.888]',0.406,82.031,0.529
'[16:07:33.896]',0.430,81.250,0.514
'[16:07:33.904]',0.445,81.250,0.498
'[16:07:33.912]',0.461,80.469,0.482
'[16:07:33.920]',0.461,79.688,0.471
'[16:07:33.928]',0.477,79.688,0.459
'[16:07:33.936]',0.477,78.906,0.447
'[16:07:33.944]',0.484,78.125,0.443
'[16:07:33.952]',0.492,78.125,0.439
'[16:07:33.960]',0.492,77.344,0.435
'[16:07:33.968]',0.508,76.562,0.435
'[16:07:33.976]',0.516,76.562,0.439
'[16:07:33.984]',0.523,75.781,0.439
'[16:07:33.992]',0.523,75.000,0.443
'[16:07:34.000]',0.547,74.219,0.443
'[16:07:34.008]',0.562,73.438,0.443
'[16:07:34.016]',0.570,72.656,0.447
'[16:07:34.024]',0.578,71.875,0.447
'[16:07:34.032]',0.586,71.094,0.447
'[16:07:34.040]',0.594,71.094,0.447
'[16:07:34.048]',0.594,70.312,0.447
'[16:07:34.056]',0.594,70.312,0.447
'[16:07:34.064]',0.570,70.312,0.447
'[16:07:34.072]',0.570,70.312,0.447
'[16:07:34.080]',0.555,71.094,0.443
'[16:07:34.088]',0.547,72.656,0.439
'[16:07:34.096]',0.531,75.781,0.435
'[16:07:34.104]',0.516,81.250,0.431
'[16:07:34.112]',0.500,87.500,0.427
'[16:07:34.120]',0.477,95.312,0.427
'[16:07:34.128]',0.477,103.906,0.424
'[16:07:34.136]',0.469,112.500,0.420
'[16:07:34.144]',0.461,121.094,0.416
'[16:07:34.152]',0.469,128.906,0.416
'[16:07:34.160]',0.461,135.938,0.416
'[16:07:34.168]',0.453,141.406,0.412
'[16:07:34.176]',0.453,144.531,0.412
'[16:07:34.184]',0.453,145.312,0.408
'[16:07:34.192]',0.453,145.312,0.404
'[16:07:34.200]',0.453,142.969,0.404
'[16:07:34.208]',0.453,140.625,0.400
'[16:07:34.216]',0.461,136.719,0.400
'[16:07:34.224]',0.461,132.812,0.396
'[16:07:34.232]',0.461,129.688,0.396
'[16:07:34.240]',0.461,125.781,0.392
'[16:07:34.248]',0.477,122.656,0.388
'[16:07:34.256]',0.461,118.750,0.384
'[16:07:34.264]',0.477,116.406,0.380
'[16:07:34.272]',0.492,113.281,0.376
'[16:07:34.280]',0.508,110.938,0.376
'[16:07:34.288]',0.523,109.375,0.373
'[16:07:34.296]',0.531,107.031,0.369
'[16:07:34.304]',0.539,105.469,0.369
'[16:07:34.312]',0.531,103.906,0.365
'[16:07:34.320]',0.539,101.562,0.361
'[16:07:34.328]',0.570,99.219,0.361
'[16:07:34.336]',0.586,96.875,0.357
'[16:07:34.344]',0.602,94.531,0.357
'[16:07:34.352]',0.594,92.188,0.361
'[16:07:34.360]',0.562,89.844,0.369
'[16:07:34.368]',0.523,87.500,0.380
'[16:07:34.376]',0.469,85.938,0.400
'[16:07:34.384]',0.430,85.156,0.431
'[16:07:34.392]',0.391,84.375,0.463
'[16:07:34.400]',0.383,83.594,0.502
'[16:07:34.408]',0.383,83.594,0.545
'[16:07:34.416]',0.391,84.375,0.584
'[16:07:34.424]',0.391,84.375,0.620
'[16:07:34.432]',0.391,85.156,0.651
'[16:07:34.440]',0.398,85.938,0.671
'[16:07:34.448]',0.406,86.719,0.690
'[16:07:34.456]',0.414,86.719,0.698
'[16:07:34.464]',0.414,87.500,0.698
'[16:07:34.472]',0.414,87.500,0.698
'[16:07:34.480]',0.422,88.281,0.698
'[16:07:34.488]',0.430,88.281,0.694
'[16:07:34.496]',0.422,88.281,0.686
'[16:07:34.504]',0.422,88.281,0.675
'[16:07:34.512]',0.516,87.500,0.667
'[16:07:34.520]',0.656,87.500,0.655
'[16:07:34.528]',0.773,86.719,0.643
'[16:07:34.536]',0.875,85.938,0.631
'[16:07:34.544]',0.945,85.156,0.624
'[16:07:34.552]',0.242,84.375,0.616
'[16:07:34.560]',-0.109,84.375,0.604
'[16:07:34.568]',-0.117,83.594,0.596
'[16:07:34.576]',0.211,82.812,0.588
'[16:07:34.584]',0.352,82.031,0.580
'[16:07:34.592]',0.406,81.250,0.573
'[16:07:34.600]',0.430,80.469,0.561
'[16:07:34.608]',0.438,79.688,0.549
'[16:07:34.616]',0.445,78.906,0.537
'[16:07:34.624]',0.453,78.125,0.525
'[16:07:34.632]',0.461,77.344,0.510
'[16:07:34.640]',0.469,76.562,0.498
'[16:07:34.648]',0.477,75.781,0.486
'[16:07:34.656]',0.484,75.000,0.478
'[16:07:34.664]',0.492,75.000,0.471
'[16:07:34.672]',0.484,74.219,0.463
'[16:07:34.680]',0.500,73.438,0.459
'[16:07:34.688]',0.508,73.438,0.455
'[16:07:34.696]',0.516,72.656,0.463
'[16:07:34.704]',0.531,71.875,0.475
'[16:07:34.712]',0.547,71.875,0.482
'[16:07:34.720]',0.555,71.094,0.486
'[16:07:34.728]',0.570,71.094,0.486
'[16:07:34.736]',0.594,70.312,0.490
'[16:07:34.744]',0.602,70.312,0.490
'[16:07:34.752]',0.594,70.312,0.486
'[16:07:34.760]',0.594,70.312,0.486
'[16:07:34.768]',0.570,70.312,0.486
'[16:07:34.776]',0.570,71.094,0.486
'[16:07:34.784]',0.562,71.875,0.486
'[16:07:34.792]',0.547,74.219,0.482
'[16:07:34.800]',0.531,78.125,0.482
'[16:07:34.808]',0.523,84.375,0.478
'[16:07:34.816]',0.500,91.406,0.478
'[16:07:34.824]',0.492,99.219,0.475
'[16:07:34.832]',0.484,107.812,0.475
'[16:07:34.840]',0.477,116.406,0.471
'[16:07:34.848]',0.469,125.000,0.471
'[16:07:34.856]',0.469,132.812,0.467
'[16:07:34.864]',0.461,139.062,0.467
'[16:07:34.872]',0.461,142.969,0.467
'[16:07:34.880]',0.461,145.312,0.463
'[16:07:34.888]',0.469,146.094,0.463
'[16:07:34.896]',0.461,144.531,0.459
'[16:07:34.904]',0.469,142.188,0.459
'[16:07:34.912]',0.477,139.062,0.455
'[16:07:34.920]',0.477,135.156,0.455
'[16:07:34.928]',0.477,132.031,0.451
'[16:07:34.936]',0.477,128.125,0.451
'[16:07:34.944]',0.477,124.219,0.451
'[16:07:34.952]',0.484,121.094,0.447
'[16:07:34.960]',0.492,117.969,0.447
'[16:07:34.968]',0.484,115.625,0.447
'[16:07:34.976]',0.500,112.500,0.447
'[16:07:34.984]',0.523,110.938,0.443
'[16:07:34.992]',0.531,108.594,0.439
'[16:07:35.000]',0.547,107.031,0.439
'[16:07:35.008]',0.547,105.469,0.435
'[16:07:35.016]',0.539,103.906,0.431
'[16:07:35.024]',0.539,101.562,0.427
'[16:07:35.032]',0.586,100.000,0.427
'[16:07:35.040]',0.617,97.656,0.424
'[16:07:35.048]',0.617,95.312,0.427
'[16:07:35.056]',0.602,92.969,0.427
'[16:07:35.064]',0.570,90.625,0.435
'[16:07:35.072]',0.516,89.062,0.447
'[16:07:35.080]',0.461,87.500,0.463
'[16:07:35.088]',0.422,85.938,0.486
'[16:07:35.096]',0.391,85.156,0.514
'[16:07:35.104]',0.383,85.156,0.541
'[16:07:35.112]',0.391,85.156,0.573
'[16:07:35.120]',0.391,85.156,0.600
'[16:07:35.128]',0.406,85.938,0.627
'[16:07:35.136]',0.391,85.938,0.647
'[16:07:35.144]',0.398,86.719,0.663
'[16:07:35.152]',0.398,86.719,0.675
'[16:07:35.160]',0.406,87.500,0.682
'[16:07:35.168]',0.398,88.281,0.682
'[16:07:35.176]',0.391,88.281,0.686
'[16:07:35.184]',0.398,88.281,0.682
'[16:07:35.192]',0.406,88.281,0.678
'[16:07:35.200]',0.406,88.281,0.671
'[16:07:35.208]',0.414,87.500,0.667
'[16:07:35.216]',0.531,87.500,0.659
'[16:07:35.224]',0.664,86.719,0.651
'[16:07:35.232]',0.766,85.938,0.643
'[16:07:35.240]',0.875,85.938,0.635
'[16:07:35.248]',0.922,85.156,0.631
'[16:07:35.256]',0.117,84.375,0.627
'[16:07:35.264]',-0.141,83.594,0.620
'[16:07:35.272]',-0.023,82.812,0.612
'[16:07:35.280]',0.219,82.812,0.604
'[16:07:35.288]',0.328,82.031,0.596
'[16:07:35.296]',0.375,81.250,0.588
'[16:07:35.304]',0.391,80.469,0.580
'[16:07:35.312]',0.414,79.688,0.569
'[16:07:35.320]',0.430,78.906,0.561
'[16:07:35.328]',0.422,78.125,0.549
'[16:07:35.336]',0.438,77.344,0.545
'[16:07:35.344]',0.445,76.562,0.537
'[16:07:35.352]',0.453,76.562,0.533
'[16:07:35.360]',0.461,75.781,0.529
'[16:07:35.368]',0.461,75.000,0.525
'[16:07:35.376]',0.484,74.219,0.525
'[16:07:35.384]',0.492,74.219,0.529
'[16:07:35.392]',0.500,73.438,0.529
'[16:07:35.400]',0.500,72.656,0.533
'[16:07:35.408]',0.516,72.656,0.533
'[16:07:35.416]',0.523,71.875,0.529
'[16:07:35.424]',0.547,71.875,0.525
'[16:07:35.432]',0.555,71.094,0.518
'[16:07:35.440]',0.570,71.094,0.510
'[16:07:35.448]',0.562,70.312,0.498
'[16:07:35.456]',0.562,70.312,0.486
'[16:07:35.464]',0.562,70.312,0.471
'[16:07:35.472]',0.555,70.312,0.451
'[16:07:35.480]',0.547,70.312,0.431
'[16:07:35.488]',0.547,71.875,0.416
'[16:07:35.496]',0.531,74.219,0.396
'[16:07:35.504]',0.516,78.125,0.380
'[16:07:35.512]',0.500,84.375,0.369
'[16:07:35.520]',0.477,91.406,0.357
'[16:07:35.528]',0.469,99.219,0.349
'[16:07:35.536]',0.461,107.812,0.341
'[16:07:35.544]',0.461,116.406,0.337
'[16:07:35.552]',0.461,125.000,0.337
'[16:07:35.560]',0.477,132.031,0.341
'[16:07:35.568]',0.477,138.281,0.341
'[16:07:35.576]',0.461,142.188,0.345
'[16:07:35.584]',0.469,144.531,0.349
'[16:07:35.592]',0.477,144.531,0.353
'[16:07:35.600]',0.461,143.750,0.357
'[16:07:35.608]',0.461,141.406,0.361
'[16:07:35.616]',0.453,138.281,0.361
'[16:07:35.624]',0.461,134.375,0.365
'[16:07:35.632]',0.469,131.250,0.369
'[16:07:35.640]',0.477,127.344,0.373
'[16:07:35.648]',0.477,123.438,0.373
'[16:07:35.656]',0.477,120.312,0.376
'[16:07:35.664]',0.484,117.188,0.376
'[16:07:35.672]',0.492,114.062,0.380
'[16:07:35.680]',0.492,111.719,0.380
'[16:07:35.688]',0.516,109.375,0.380
'[16:07:35.696]',0.523,107.812,0.380
'[16:07:35.704]',0.531,105.469,0.380
'[16:07:35.712]',0.539,103.906,0.376
'[16:07:35.720]',0.523,102.344,0.373
'[16:07:35.728]',0.531,100.000,0.373
'[16:07:35.736]',0.570,97.656,0.373
'[16:07:35.744]',0.594,95.312,0.373
'[16:07:35.752]',0.602,92.969,0.376
'[16:07:35.760]',0.578,90.625,0.384
'[16:07:35.768]',0.555,89.062,0.392
'[16:07:35.776]',0.492,86.719,0.408
'[16:07:35.784]',0.445,85.938,0.424
'[16:07:35.792]',0.406,84.375,0.447
'[16:07:35.800]',0.383,84.375,0.475
'[16:07:35.808]',0.375,83.594,0.506
'[16:07:35.816]',0.383,83.594,0.537
'[16:07:35.824]',0.383,84.375,0.565
'[16:07:35.832]',0.391,84.375,0.592
'[16:07:35.840]',0.391,85.156,0.616
'[16:07:35.848]',0.398,85.938,0.631
'[16:07:35.856]',0.406,86.719,0.647
'[16:07:35.864]',0.406,86.719,0.655
'[16:07:35.872]',0.406,87.500,0.663
'[16:07:35.880]',0.414,87.500,0.671
'[16:07:35.888]',0.422,87.500,0.671
'[16:07:35.896]',0.430,87.500,0.671
'[16:07:35.904]',0.422,87.500,0.671
'[16:07:35.912]',0.438,86.719,0.667
'[16:07:35.920]',0.562,86.719,0.663
'[16:07:35.928]',0.688,85.938,0.655
'[16:07:35.936]',0.781,85.938,0.651
'[16:07:35.944]',0.906,85.156,0.647
'[16:07:35.952]',0.930,84.375,0.643
'[16:07:35.960]',0.102,84.375,0.639
'[16:07:35.968]',-0.094,83.594,0.635
'[16:07:35.976]',0.062,82.812,0.631
'[16:07:35.984]',0.266,82.031,0.624
'[16:07:35.992]',0.375,81.250,0.620
'[16:07:36.000]',0.422,80.469,0.616
'[16:07:36.008]',0.438,79.688,0.608
'[16:07:36.016]',0.453,78.906,0.600
'[16:07:36.024]',0.461,78.125,0.592
'[16:07:36.032]',0.461,77.344,0.580
'[16:07:36.040]',0.461,76.562,0.573
'[16:07:36.048]',0.469,75.781,0.569
'[16:07:36.056]',0.477,75.000,0.561
'[16:07:36.064]',0.477,75.000,0.553
'[16:07:36.072]',0.477,74.219,0.549
'[16:07:36.080]',0.484,74.219,0.545
'[16:07:36.088]',0.500,73.438,0.541
'[16:07:36.096]',0.508,72.656,0.537
'[16:07:36.104]',0.516,71.875,0.537
'[16:07:36.112]',0.523,71.875,0.537
'[16:07:36.120]',0.539,71.094,0.537
'[16:07:36.128]',0.547,71.094,0.537
'[16:07:36.136]',0.562,70.312,0.537
'[16:07:36.144]',0.570,70.312,0.537
'[16:07:36.152]',0.570,69.531,0.537
'[16:07:36.160]',0.570,69.531,0.537
'[16:07:36.168]',0.562,69.531,0.533
'[16:07:36.176]',0.555,69.531,0.533
'[16:07:36.184]',0.539,70.312,0.529
'[16:07:36.192]',0.516,71.094,0.529
'[16:07:36.200]',0.523,74.219,0.525
'[16:07:36.208]',0.500,78.125,0.522
'[16:07:36.216]',0.484,84.375,0.518
'[16:07:36.224]',0.469,91.406,0.514
'[16:07:36.232]',0.461,100.000,0.514
'[16:07:36.240]',0.453,107.812,0.510
'[16:07:36.248]',0.453,116.406,0.506
'[16:07:36.256]',0.445,125.000,0.502
'[16:07:36.264]',0.445,132.031,0.502
'[16:07:36.272]',0.453,137.500,0.498
'[16:07:36.280]',0.453,141.406,0.494
'[16:07:36.288]',0.445,143.750,0.490
'[16:07:36.296]',0.453,143.750,0.486
'[16:07:36.304]',0.453,142.969,0.486
'[16:07:36.312]',0.461,139.844,0.486
'[16:07:36.320]',0.461,136.719,0.482
'[16:07:36.328]',0.461,133.594,0.482
'[16:07:36.336]',0.461,129.688,0.482
'[16:07:36.344]',0.477,125.781,0.478
'[16:07:36.352]',0.477,122.656,0.478
'[16:07:36.360]',0.477,118.750,0.478
'[16:07:36.368]',0.492,115.625,0.475
'[16:07:36.376]',0.492,112.500,0.471
'[16:07:36.384]',0.500,110.156,0.471
'[16:07:36.392]',0.500,108.594,0.467
'[16:07:36.400]',0.523,106.250,0.463
'[16:07:36.408]',0.531,104.688,0.463
'[16:07:36.416]',0.547,102.344,0.459
'[16:07:36.424]',0.539,100.781,0.455
'[16:07:36.432]',0.547,98.438,0.455
'[16:07:36.440]',0.562,96.875,0.455
'[16:07:36.448]',0.609,94.531,0.451
'[16:07:36.456]',0.625,92.188,0.455
'[16:07:36.464]',0.617,89.844,0.455
'[16:07:36.472]',0.586,87.500,0.463
'[16:07:36.480]',0.562,85.938,0.475
'[16:07:36.488]',0.500,84.375,0.490
'[16:07:36.496]',0.461,83.594,0.514
'[16:07:36.504]',0.422,82.812,0.541
'[16:07:36.512]',0.406,82.812,0.569
'[16:07:36.520]',0.406,82.812,0.596
'[16:07:36.528]',0.406,83.594,0.627
'[16:07:36.536]',0.406,84.375,0.651
'[16:07:36.544]',0.406,84.375,0.671
'[16:07:36.552]',0.414,85.156,0.682
'[16:07:36.560]',0.422,85.156,0.694
'[16:07:36.568]',0.430,85.938,0.702
'[16:07:36.576]',0.422,85.938,0.706
'[16:07:36.584]',0.422,86.719,0.706
'[16:07:36.592]',0.430,86.719,0.706
'[16:07:36.600]',0.438,85.938,0.702
'[16:07:36.608]',0.438,85.938,0.698
'[16:07:36.616]',0.438,85.938,0.690
'[16:07:36.624]',0.484,85.156,0.682
'[16:07:36.632]',0.594,85.156,0.675
'[16:07:36.640]',0.695,84.375,0.667
'[16:07:36.648]',0.750,84.375,0.659
'[16:07:36.656]',0.891,83.594,0.651
'[16:07:36.664]',0.594,83.594,0.643
'[16:07:36.672]',0.070,82.812,0.635
'[16:07:36.680]',-0.047,82.031,0.627
'[16:07:36.688]',0.133,81.250,0.620
'[16:07:36.696]',0.312,80.469,0.612
'[16:07:36.704]',0.391,80.469,0.604
'[16:07:36.712]',0.422,79.688,0.596
'[16:07:36.720]',0.453,78.125,0.584
'[16:07:36.728]',0.461,77.344,0.576
'[16:07:36.736]',0.477,76.562,0.569
'[16:07:36.744]',0.477,75.781,0.553
'[16:07:36.752]',0.477,75.000,0.537
'[16:07:36.760]',0.477,74.219,0.522
'[16:07:36.768]',0.492,73.438,0.514
'[16:07:36.776]',0.500,72.656,0.506
'[16:07:36.784]',0.492,72.656,0.502
'[16:07:36.792]',0.500,71.875,0.498
'[16:07:36.800]',0.508,71.094,0.494
'[16:07:36.808]',0.516,71.094,0.490
'[16:07:36.816]',0.523,70.312,0.490
'[16:07:36.824]',0.539,70.312,0.490
'[16:07:36.832]',0.555,69.531,0.490
'[16:07:36.840]',0.562,68.750,0.490
'[16:07:36.848]',0.570,68.750,0.490
'[16:07:36.856]',0.586,68.750,0.490
'[16:07:36.864]',0.602,68.750,0.490
'[16:07:36.872]',0.594,67.969,0.490
'[16:07:36.880]',0.586,67.969,0.490
'[16:07:36.888]',0.578,67.969,0.486
'[16:07:36.896]',0.570,68.750,0.486
'[16:07:36.904]',0.570,70.312,0.486
'[16:07:36.912]',0.562,73.438,0.482
'[16:07:36.920]',0.539,77.344,0.482
'[16:07:36.928]',0.523,83.594,0.478
'[16:07:36.936]',0.500,90.625,0.475
'[16:07:36.944]',0.492,99.219,0.475
'[16:07:36.952]',0.477,107.812,0.471
'[16:07:36.960]',0.477,116.406,0.467
'[16:07:36.968]',0.477,124.219,0.463
'[16:07:36.976]',0.461,130.469,0.459
'[16:07:36.984]',0.469,135.938,0.455
'[16:07:36.992]',0.469,139.844,0.451
'[16:07:37.000]',0.461,141.406,0.451
'[16:07:37.008]',0.461,141.406,0.447
'[16:07:37.016]',0.461,140.625,0.443
'[16:07:37.024]',0.469,137.500,0.443
'[16:07:37.032]',0.461,134.375,0.439
'[16:07:37.040]',0.469,131.250,0.435
'[16:07:37.048]',0.477,127.344,0.435
'[16:07:37.056]',0.477,124.219,0.435
'[16:07:37.064]',0.477,120.312,0.435
'[16:07:37.072]',0.477,117.188,0.431
'[16:07:37.080]',0.484,114.062,0.431
'[16:07:37.088]',0.492,111.719,0.431
'[16:07:37.096]',0.492,109.375,0.427
'[16:07:37.104]',0.516,107.031,0.427
'[16:07:37.112]',0.523,104.688,0.427
'[16:07:37.120]',0.531,103.125,0.427
'[16:07:37.128]',0.547,101.562,0.424
'[16:07:37.136]',0.547,99.219,0.424
'[16:07:37.144]',0.547,97.656,0.420
'[16:07:37.152]',0.586,95.312,0.420
'[16:07:37.160]',0.617,92.969,0.420
'[16:07:37.168]',0.625,90.625,0.420
'[16:07:37.176]',0.625,88.281,0.424
'[16:07:37.184]',0.594,86.719,0.427
'[16:07:37.192]',0.555,85.156,0.439
'[16:07:37.200]',0.492,83.594,0.455
'[16:07:37.208]',0.445,82.812,0.475
'[16:07:37.216]',0.406,82.031,0.498
'[16:07:37.224]',0.406,82.031,0.525
'[16:07:37.232]',0.406,82.031,0.549
'[16:07:37.240]',0.406,82.812,0.576
'[16:07:37.248]',0.414,82.812,0.596
'[16:07:37.256]',0.406,83.594,0.608
'[16:07:37.264]',0.406,84.375,0.624
'[16:07:37.272]',0.406,84.375,0.631
'[16:07:37.280]',0.406,85.156,0.639
'[16:07:37.288]',0.406,85.156,0.643
'[16:07:37.296]',0.406,85.156,0.647
'[16:07:37.304]',0.406,85.156,0.643
'[16:07:37.312]',0.422,85.156,0.639
'[16:07:37.320]',0.422,85.156,0.635
'[16:07:37.328]',0.414,84.375,0.627
'[16:07:37.336]',0.461,83.594,0.624
'[16:07:37.344]',0.570,83.594,0.616
'[16:07:37.352]',0.656,82.812,0.608
'[16:07:37.360]',0.703,82.812,0.604
'[16:07:37.368]',0.875,82.031,0.596
'[16:07:37.376]',0.586,81.250,0.588
'[16:07:37.384]',0.117,81.250,0.580
'[16:07:37.392]',-0.016,80.469,0.573
'[16:07:37.400]',0.117,79.688,0.569
'[16:07:37.408]',0.281,78.906,0.561
'[16:07:37.416]',0.375,78.906,0.553
'[16:07:37.424]',0.406,78.125,0.545
'[16:07:37.432]',0.430,77.344,0.537
'[16:07:37.440]',0.445,76.562,0.525
'[16:07:37.448]',0.453,75.781,0.518
'[16:07:37.456]',0.461,75.000,0.514
'[16:07:37.464]',0.461,74.219,0.506
'[16:07:37.472]',0.461,73.438,0.498
'[16:07:37.480]',0.469,72.656,0.494
'[16:07:37.488]',0.469,72.656,0.490
'[16:07:37.496]',0.477,71.875,0.482
'[16:07:37.504]',0.477,71.875,0.478
'[16:07:37.512]',0.484,71.094,0.478
