'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[13:39:51.912]',0.385,-,0.570,0.640,0.180,1.033,108.874,37.004
'[13:39:51.920]',0.375,-,0.590,0.625,0.178,1.029,114.979,37.004
'[13:39:51.928]',0.365,-,0.585,0.610,0.177,1.025,120.010,37.004
'[13:39:51.936]',0.355,-,0.605,0.600,0.176,1.022,123.820,37.004
'[13:39:51.944]',0.360,-,0.590,0.575,0.175,1.021,126.604,37.004
'[13:39:51.952]',0.355,-,0.600,0.580,0.172,1.020,128.411,37.004
'[13:39:51.960]',0.370,-,0.585,0.535,0.170,1.019,129.486,37.004
'[13:39:51.968]',0.360,-,0.590,0.525,0.167,1.018,129.974,37.004
'[13:39:51.976]',0.385,-,0.560,0.490,0.165,1.018,130.072,37.004
'[13:39:51.984]',0.390,-,0.565,0.475,0.162,1.020,129.828,37.004
'[13:39:51.992]',0.415,-,0.540,0.450,0.160,1.022,129.241,37.004
'[13:39:52.000]',0.415,-,0.550,0.450,0.157,1.023,128.509,37.004
'[13:39:52.008]',0.435,-,0.520,0.430,0.155,1.023,127.483,37.004
'[13:39:52.016]',0.430,-,0.540,0.435,0.152,1.023,126.311,37.004
'[13:39:52.024]',0.450,-,0.520,0.425,0.149,1.023,124.748,37.004
'[13:39:52.032]',0.440,-,0.530,0.435,0.144,1.022,122.989,37.004
'[13:39:52.040]',0.450,-,0.520,0.430,0.140,1.021,120.889,37.004
'[13:39:52.048]',0.435,-,0.530,0.440,0.136,1.019,118.447,37.004
'[13:39:52.056]',0.440,-,0.535,0.430,0.131,1.017,115.663,37.004
'[13:39:52.064]',0.430,-,0.520,0.435,0.127,1.016,112.537,37.004
'[13:39:52.072]',0.440,-,0.530,0.440,0.122,1.015,109.118,37.004
'[13:39:52.080]',0.430,-,0.520,0.435,0.119,1.014,105.357,37.004
'[13:39:52.088]',0.430,-,0.540,0.440,0.116,1.016,101.352,37.004
'[13:39:52.096]',0.440,-,0.520,0.430,0.113,1.020,97.053,37.004
'[13:39:52.104]',0.425,-,0.540,0.445,0.110,1.025,92.608,37.004
'[13:39:52.112]',0.430,-,0.520,0.425,0.108,1.038,88.261,37.004
'[13:39:52.120]',0.415,-,0.540,0.430,0.105,1.062,83.914,37.004
'[13:39:52.128]',0.430,-,0.520,0.425,0.103,1.099,79.909,37.004
'[13:39:52.136]',0.405,-,0.545,0.430,0.101,1.152,76.294,37.004
'[13:39:52.144]',0.415,-,0.530,0.420,0.099,1.222,73.071,37.004
'[13:39:52.152]',0.400,-,0.550,0.435,0.097,1.308,70.238,37.004
'[13:39:52.160]',0.405,-,0.540,0.420,0.096,1.410,67.942,37.004
'[13:39:52.168]',0.390,-,0.550,0.430,0.095,1.522,65.988,37.004
'[13:39:52.176]',0.405,-,0.535,0.420,0.094,1.642,64.425,37.004
'[13:39:52.184]',0.395,-,0.545,0.435,0.094,1.751,63.253,37.004
'[13:39:52.192]',0.405,-,0.535,0.425,0.094,1.852,62.374,37.004
'[13:39:52.200]',0.400,-,0.550,0.430,0.094,1.966,61.739,37.004
'[13:39:52.208]',0.410,-,0.530,0.425,0.094,2.083,61.251,37.004
'[13:39:52.216]',0.395,-,0.545,0.430,0.095,2.197,60.860,37.004
'[13:39:52.224]',0.405,-,0.530,0.430,0.095,2.306,60.567,37.004
'[13:39:52.232]',0.400,-,0.545,0.435,0.095,2.407,60.322,37.004
'[13:39:52.240]',0.405,-,0.535,0.440,0.096,2.500,59.981,37.004
'[13:39:52.248]',0.400,-,0.545,0.430,0.097,2.584,59.736,37.004
'[13:39:52.256]',0.405,-,0.540,0.440,0.097,2.659,59.443,37.004
'[13:39:52.264]',0.395,-,0.550,0.450,0.099,2.725,59.101,37.004
'[13:39:52.272]',0.400,-,0.555,0.440,0.100,2.782,58.808,37.004
'[13:39:52.280]',0.405,-,0.535,0.435,0.101,2.830,58.418,37.004
'[13:39:52.288]',0.395,-,0.550,0.450,0.103,2.861,57.978,37.004
'[13:39:52.296]',0.405,-,0.535,0.445,0.105,2.882,57.538,37.004
'[13:39:52.304]',0.390,-,0.560,0.455,0.106,2.900,57.050,37.004
'[13:39:52.312]',0.405,-,0.540,0.440,0.108,2.915,56.464,37.004
'[13:39:52.320]',0.390,-,0.555,0.450,0.110,2.923,55.975,37.004
'[13:39:52.328]',0.410,-,0.530,0.440,0.112,2.922,55.438,37.004
'[13:39:52.336]',0.405,-,0.545,0.450,0.113,2.913,54.852,37.004
'[13:39:52.344]',0.435,-,0.520,0.430,0.114,2.895,54.217,37.004
'[13:39:52.352]',0.420,-,0.540,0.445,0.115,2.869,53.680,37.004
'[13:39:52.360]',0.425,-,0.545,0.440,0.116,2.834,53.045,37.004
'[13:39:52.368]',0.380,-,0.585,0.465,0.118,2.790,52.507,37.004
'[13:39:52.376]',0.350,-,0.595,0.460,0.119,2.738,51.970,37.004
'[13:39:52.384]',0.310,-,0.635,0.485,0.120,2.685,51.433,37.004
'[13:39:52.392]',0.315,-,0.615,0.480,0.122,2.629,50.847,37.004
'[13:39:52.400]',0.320,-,0.615,0.485,0.123,2.566,50.358,37.004
'[13:39:52.408]',0.350,-,0.585,0.470,0.125,2.499,49.870,37.004
'[13:39:52.416]',0.350,-,0.590,0.475,0.126,2.429,49.381,37.004
'[13:39:52.424]',0.375,-,0.560,0.460,0.128,2.360,48.942,37.004
'[13:39:52.432]',0.370,-,0.575,0.475,0.129,2.290,48.405,37.004
'[13:39:52.440]',0.385,-,0.560,0.465,0.131,2.223,47.965,37.004
'[13:39:52.448]',0.375,-,0.575,0.475,0.133,2.158,47.623,37.004
'[13:39:52.456]',0.385,-,0.560,0.465,0.135,2.097,47.183,37.004
'[13:39:52.464]',0.380,-,0.555,0.475,0.136,2.037,46.793,37.004
'[13:39:52.472]',0.385,-,0.570,0.485,0.138,1.981,46.353,37.004
'[13:39:52.480]',0.395,-,0.545,0.475,0.140,1.930,45.962,37.004
'[13:39:52.488]',0.385,-,0.565,0.485,0.141,1.886,45.620,37.004
'[13:39:52.496]',0.395,-,0.550,0.470,0.143,1.847,45.230,37.004
'[13:39:52.504]',0.380,-,0.575,0.480,0.144,1.807,44.937,37.004
'[13:39:52.512]',0.390,-,0.555,0.470,0.146,1.769,44.546,37.004
'[13:39:52.520]',0.375,-,0.575,0.480,0.148,1.734,44.155,37.004
'[13:39:52.528]',0.410,-,0.540,0.435,0.149,1.701,43.862,37.004
'[13:39:52.536]',0.460,-,0.520,0.385,0.151,1.670,43.471,37.004
'[13:39:52.544]',0.430,-,0.550,0.365,0.152,1.640,43.178,37.004
'[13:39:52.552]',0.435,-,0.600,0.650,0.153,1.612,42.836,37.004
'[13:39:52.560]',-0.205,-,1.065,1.245,0.155,1.585,42.592,37.004
'[13:39:52.568]',-0.500,-,1.341,1.501,0.156,1.558,42.446,37.004
'[13:39:52.576]',-0.500,-,1.350,1.486,0.158,1.533,42.299,37.004
'[13:39:52.584]',-0.500,-,1.231,0.655,0.160,1.511,42.250,37.004
'[13:39:52.592]',-0.200,-,0.920,0.445,0.161,1.492,42.104,37.004
'[13:39:52.600]',0.175,-,0.695,0.425,0.163,1.471,41.908,37.004
'[13:39:52.608]',0.425,-,0.525,0.390,0.166,1.450,41.713,37.004
'[13:39:52.616]',0.495,-,0.495,0.405,0.168,1.428,41.566,37.004
'[13:39:52.624]',0.535,-,0.460,0.385,0.170,1.407,41.273,37.004
'[13:39:52.632]',0.545,-,0.465,0.400,0.172,1.386,41.029,37.004
'[13:39:52.640]',0.545,-,0.450,0.380,0.174,1.366,40.785,37.004
'[13:39:52.648]',0.545,-,0.465,0.400,0.176,1.346,40.589,37.004
'[13:39:52.656]',0.550,-,0.450,0.405,0.177,1.327,40.443,37.004
'[13:39:52.664]',0.545,-,0.465,0.410,0.179,1.309,40.248,37.004
'[13:39:52.672]',0.540,-,0.460,0.420,0.180,1.291,40.003,37.004
'[13:39:52.680]',0.525,-,0.475,0.400,0.182,1.274,39.759,37.004
'[13:39:52.688]',0.535,-,0.480,0.420,0.183,1.260,39.368,37.004
'[13:39:52.696]',0.540,-,0.465,0.425,0.184,1.248,38.978,37.004
'[13:39:52.704]',0.525,-,0.495,0.435,0.185,1.236,38.538,37.004
'[13:39:52.712]',0.530,-,0.475,0.430,0.187,1.222,38.098,37.004
'[13:39:52.720]',0.505,-,0.500,0.445,0.189,1.208,37.610,37.004
'[13:39:52.728]',0.515,-,0.490,0.450,0.190,1.196,37.170,37.004
'[13:39:52.736]',0.500,-,0.505,0.475,0.192,1.184,36.682,37.004
'[13:39:52.744]',0.515,-,0.495,0.470,0.194,1.171,36.291,37.004
'[13:39:52.752]',0.500,-,0.510,0.500,0.197,1.159,35.900,37.004
'[13:39:52.760]',0.500,-,0.495,0.500,0.199,1.148,35.559,37.004
'[13:39:52.768]',0.495,-,0.520,0.540,0.201,1.137,35.217,37.004
'[13:39:52.776]',0.500,-,0.510,0.535,0.204,1.126,35.070,37.004
'[13:39:52.784]',0.475,-,0.535,0.570,0.206,1.119,35.168,37.004
'[13:39:52.792]',0.480,-,0.520,0.580,0.209,1.114,35.803,37.004
'[13:39:52.800]',0.455,-,0.555,0.615,0.211,1.108,37.366,37.004
'[13:39:52.808]',0.455,-,0.540,0.620,0.214,1.100,40.345,37.004
'[13:39:52.816]',0.425,-,0.580,0.645,0.218,1.092,44.937,37.004
'[13:39:52.824]',0.415,-,0.575,0.650,0.221,1.083,50.944,37.004
'[13:39:52.832]',0.400,-,0.595,0.665,0.226,1.075,57.783,37.004
'[13:39:52.840]',0.390,-,0.590,0.650,0.231,1.068,65.256,37.004
'[13:39:52.848]',0.360,-,0.615,0.645,0.237,1.062,73.120,37.004
'[13:39:52.856]',0.360,-,0.605,0.630,0.243,1.057,81.130,37.004
'[13:39:52.864]',0.345,-,0.630,0.615,0.251,1.053,89.092,37.004
'[13:39:52.872]',0.340,-,0.615,0.605,0.258,1.050,96.858,37.004
'[13:39:52.880]',0.325,-,0.635,0.595,0.265,1.050,104.038,37.004
'[13:39:52.888]',0.315,-,0.645,0.600,0.272,1.051,110.437,37.004
'[13:39:52.896]',0.325,-,0.630,0.575,0.279,1.050,115.858,37.004
'[13:39:52.904]',0.300,-,0.655,0.580,0.286,1.047,120.156,37.004
'[13:39:52.912]',0.310,-,0.635,0.550,0.293,1.043,123.429,37.004
'[13:39:52.920]',0.295,-,0.660,0.540,0.300,1.039,125.725,37.004
'[13:39:52.928]',0.315,-,0.635,0.510,0.308,1.035,127.190,37.004
'[13:39:52.936]',0.300,-,0.655,0.495,0.315,1.031,127.972,37.004
'[13:39:52.944]',0.325,-,0.620,0.465,0.323,1.027,128.313,37.004
'[13:39:52.952]',0.320,-,0.625,0.450,0.330,1.024,128.313,37.004
'[13:39:52.960]',0.340,-,0.595,0.405,0.336,1.022,127.972,37.004
'[13:39:52.968]',0.355,-,0.610,0.410,0.343,1.021,127.434,37.004
'[13:39:52.976]',0.375,-,0.590,0.390,0.349,1.019,126.555,37.004
'[13:39:52.984]',0.370,-,0.600,0.405,0.356,1.020,125.432,37.004
'[13:39:52.992]',0.390,-,0.570,0.380,0.363,1.021,124.015,37.004
'[13:39:53.000]',0.380,-,0.590,0.380,0.369,1.019,122.159,37.004
'[13:39:53.008]',0.385,-,0.570,0.370,0.376,1.017,120.108,37.004
'[13:39:53.016]',0.375,-,0.590,0.380,0.382,1.014,117.812,37.004
'[13:39:53.024]',0.395,-,0.565,0.370,0.388,1.011,115.126,37.004
'[13:39:53.032]',0.375,-,0.590,0.380,0.394,1.008,112.048,37.004
'[13:39:53.040]',0.380,-,0.585,0.375,0.398,1.004,108.678,37.004
'[13:39:53.048]',0.355,-,0.600,0.370,0.404,1.000,105.015,37.004
'[13:39:53.056]',0.365,-,0.585,0.380,0.408,0.997,101.010,37.004
'[13:39:53.064]',0.370,-,0.575,0.370,0.412,0.997,96.760,37.004
'[13:39:53.072]',0.360,-,0.595,0.380,0.416,1.002,92.218,37.004
'[13:39:53.080]',0.345,-,0.590,0.360,0.420,1.013,87.724,37.004
'[13:39:53.088]',0.350,-,0.610,0.365,0.423,1.031,83.279,37.004
'[13:39:53.096]',0.330,-,0.595,0.355,0.426,1.062,79.127,37.004
'[13:39:53.104]',0.325,-,0.620,0.365,0.429,1.107,75.220,37.004
'[13:39:53.112]',0.345,-,0.600,0.355,0.432,1.168,71.850,37.004
'[13:39:53.120]',0.335,-,0.615,0.375,0.435,1.246,68.919,37.004
'[13:39:53.128]',0.350,-,0.590,0.360,0.438,1.339,66.428,37.004
'[13:39:53.136]',0.335,-,0.615,0.365,0.441,1.446,64.425,37.004
'[13:39:53.144]',0.330,-,0.595,0.345,0.443,1.561,62.814,37.004
'[13:39:53.152]',0.320,-,0.615,0.365,0.446,1.682,61.495,37.004
'[13:39:53.160]',0.335,-,0.595,0.360,0.448,1.807,60.567,37.004
'[13:39:53.168]',0.335,-,0.610,0.375,0.451,1.932,59.785,37.004
'[13:39:53.176]',0.340,-,0.600,0.365,0.453,2.053,59.248,37.004
'[13:39:53.184]',0.315,-,0.625,0.375,0.455,2.152,58.808,37.004
'[13:39:53.192]',0.330,-,0.605,0.360,0.457,2.239,58.466,37.004
'[13:39:53.200]',0.320,-,0.615,0.380,0.460,2.332,58.222,37.004
'[13:39:53.208]',0.335,-,0.590,0.370,0.462,2.425,57.978,37.004
'[13:39:53.216]',0.320,-,0.615,0.380,0.464,2.512,57.783,37.004
'[13:39:53.224]',0.335,-,0.595,0.375,0.466,2.593,57.538,37.004
'[13:39:53.232]',0.335,-,0.615,0.385,0.470,2.667,57.245,37.004
'[13:39:53.240]',0.345,-,0.590,0.380,0.473,2.731,56.903,37.004
'[13:39:53.248]',0.335,-,0.615,0.385,0.477,2.787,56.610,37.004
'[13:39:53.256]',0.345,-,0.590,0.375,0.481,2.834,56.220,37.004
'[13:39:53.264]',0.330,-,0.610,0.380,0.485,2.873,55.878,37.004
'[13:39:53.272]',0.325,-,0.595,0.390,0.489,2.904,55.438,37.004
'[13:39:53.280]',0.335,-,0.610,0.380,0.493,2.920,54.998,37.004
'[13:39:53.288]',0.360,-,0.590,0.400,0.498,2.924,54.510,37.004
'[13:39:53.296]',0.370,-,0.580,0.395,0.502,2.924,53.973,37.004
'[13:39:53.304]',0.365,-,0.590,0.405,0.507,2.916,53.484,37.004
'[13:39:53.312]',0.380,-,0.570,0.395,0.512,2.899,52.996,37.004
'[13:39:53.320]',0.370,-,0.590,0.400,0.518,2.874,52.507,37.004
'[13:39:53.328]',0.385,-,0.570,0.385,0.523,2.840,51.921,37.004
'[13:39:53.336]',0.340,-,0.615,0.405,0.528,2.798,51.482,37.004
'[13:39:53.344]',0.330,-,0.620,0.415,0.533,2.748,50.993,37.004
'[13:39:53.352]',0.305,-,0.650,0.435,0.538,2.693,50.554,37.004
'[13:39:53.360]',0.285,-,0.640,0.430,0.542,2.633,50.114,37.004
'[13:39:53.368]',0.260,-,0.670,0.435,0.547,2.570,49.723,37.004
'[13:39:53.376]',0.310,-,0.630,0.425,0.552,2.504,49.381,37.004
'[13:39:53.384]',0.325,-,0.635,0.445,0.556,2.443,49.039,37.004
'[13:39:53.392]',0.355,-,0.590,0.430,0.561,2.383,48.698,37.004
'[13:39:53.400]',0.355,-,0.605,0.445,0.566,2.319,48.307,37.004
'[13:39:53.408]',0.370,-,0.580,0.440,0.570,2.254,47.867,37.004
'[13:39:53.416]',0.360,-,0.590,0.455,0.574,2.191,47.476,37.004
'[13:39:53.424]',0.375,-,0.575,0.440,0.578,2.128,47.135,37.004
'[13:39:53.432]',0.360,-,0.590,0.450,0.582,2.069,46.793,37.004
'[13:39:53.440]',0.365,-,0.580,0.435,0.585,2.014,46.402,37.004
'[13:39:53.448]',0.360,-,0.595,0.450,0.589,1.962,46.060,37.004
'[13:39:53.456]',0.370,-,0.585,0.455,0.591,1.913,45.669,37.004
'[13:39:53.464]',0.345,-,0.610,0.450,0.594,1.868,45.278,37.004
'[13:39:53.472]',0.340,-,0.600,0.460,0.597,1.826,44.839,37.004
'[13:39:53.480]',0.345,-,0.620,0.450,0.600,1.791,44.546,37.004
'[13:39:53.488]',0.335,-,0.610,0.465,0.603,1.760,44.155,37.004
'[13:39:53.496]',0.350,-,0.615,0.455,0.606,1.727,43.862,37.004
'[13:39:53.504]',0.340,-,0.590,0.465,0.609,1.696,43.569,37.004
'[13:39:53.512]',0.405,-,0.565,0.385,0.612,1.667,43.227,37.004
'[13:39:53.520]',0.370,-,0.615,0.430,0.614,1.639,42.983,37.004
'[13:39:53.528]',0.395,-,0.660,0.690,0.617,1.613,42.787,37.004
'[13:39:53.536]',-0.230,-,1.140,1.205,0.619,1.588,42.690,37.004
'[13:39:53.544]',-0.500,-,1.370,1.501,0.620,1.564,42.543,37.004
'[13:39:53.552]',-0.500,-,1.376,1.146,0.622,1.542,42.446,37.004
'[13:39:53.560]',-0.500,-,1.245,0.510,0.624,1.519,42.299,37.004
'[13:39:53.568]',-0.240,-,0.976,0.435,0.625,1.497,42.104,37.004
'[13:39:53.576]',0.150,-,0.720,0.440,0.627,1.475,41.908,37.004
'[13:39:53.584]',0.385,-,0.585,0.450,0.628,1.457,41.713,37.004
'[13:39:53.592]',0.470,-,0.520,0.440,0.629,1.442,41.566,37.004
'[13:39:53.600]',0.490,-,0.515,0.450,0.629,1.423,41.371,37.004
'[13:39:53.608]',0.525,-,0.480,0.440,0.630,1.405,41.176,37.004
'[13:39:53.616]',0.525,-,0.495,0.455,0.630,1.386,40.980,37.004
'[13:39:53.624]',0.545,-,0.470,0.450,0.631,1.369,40.883,37.004
'[13:39:53.632]',0.535,-,0.490,0.470,0.630,1.352,40.785,37.004
'[13:39:53.640]',0.550,-,0.470,0.465,0.630,1.335,40.687,37.004
'[13:39:53.648]',0.540,-,0.485,0.480,0.629,1.320,40.541,37.004
'[13:39:53.656]',0.555,-,0.470,0.475,0.628,1.306,40.248,37.004
'[13:39:53.664]',0.540,-,0.485,0.485,0.626,1.293,39.906,37.004
'[13:39:53.672]',0.545,-,0.475,0.495,0.624,1.282,39.564,37.004
'[13:39:53.680]',0.540,-,0.470,0.485,0.622,1.273,39.124,37.004
'[13:39:53.688]',0.535,-,0.495,0.500,0.620,1.264,38.733,37.004
'[13:39:53.696]',0.545,-,0.480,0.510,0.618,1.253,38.343,37.004
'[13:39:53.704]',0.535,-,0.495,0.525,0.616,1.242,38.050,37.004
'[13:39:53.712]',0.545,-,0.475,0.515,0.613,1.230,37.756,37.004
'[13:39:53.720]',0.535,-,0.495,0.545,0.611,1.217,37.366,37.004
'[13:39:53.728]',0.545,-,0.475,0.555,0.608,1.205,37.122,37.004
'[13:39:53.736]',0.530,-,0.500,0.580,0.604,1.195,36.877,37.004
'[13:39:53.744]',0.540,-,0.485,0.590,0.602,1.184,36.682,37.004
'[13:39:53.752]',0.525,-,0.505,0.615,0.599,1.173,36.633,37.004
'[13:39:53.760]',0.540,-,0.490,0.630,0.597,1.163,36.877,37.004
'[13:39:53.768]',0.525,-,0.510,0.660,0.594,1.154,37.756,37.004
'[13:39:53.776]',0.520,-,0.500,0.675,0.591,1.147,39.613,37.004
'[13:39:53.784]',0.500,-,0.530,0.705,0.588,1.142,42.836,37.004
'[13:39:53.792]',0.505,-,0.520,0.705,0.585,1.139,47.672,37.004
'[13:39:53.800]',0.475,-,0.555,0.735,0.581,1.134,53.680,37.004
'[13:39:53.808]',0.465,-,0.545,0.720,0.577,1.128,60.567,37.004
'[13:39:53.816]',0.445,-,0.575,0.730,0.573,1.121,68.040,37.004
'[13:39:53.824]',0.435,-,0.565,0.700,0.569,1.114,75.904,37.004
'[13:39:53.832]',0.405,-,0.595,0.695,0.564,1.109,84.012,37.004
'[13:39:53.840]',0.400,-,0.590,0.660,0.560,1.103,91.925,37.004
'[13:39:53.848]',0.365,-,0.625,0.650,0.556,1.098,99.495,37.004
'[13:39:53.856]',0.365,-,0.615,0.625,0.552,1.094,106.382,37.004
'[13:39:53.864]',0.345,-,0.640,0.615,0.548,1.090,112.390,37.004
'[13:39:53.872]',0.340,-,0.630,0.600,0.543,1.086,117.421,37.004
'[13:39:53.880]',0.325,-,0.650,0.590,0.539,1.085,121.426,37.004
'[13:39:53.888]',0.335,-,0.635,0.560,0.533,1.085,124.504,37.004
'[13:39:53.896]',0.325,-,0.630,0.540,0.528,1.083,126.604,37.004
'[13:39:53.904]',0.335,-,0.650,0.510,0.523,1.079,127.972,37.004
'[13:39:53.912]',0.345,-,0.620,0.490,0.518,1.076,128.851,37.004
'[13:39:53.920]',0.340,-,0.630,0.465,0.513,1.072,129.241,37.004
'[13:39:53.928]',0.360,-,0.610,0.445,0.509,1.069,129.193,37.004
'[13:39:53.936]',0.355,-,0.625,0.425,0.504,1.066,128.753,37.004
'[13:39:53.944]',0.370,-,0.600,0.405,0.500,1.065,127.923,37.004
'[13:39:53.952]',0.365,-,0.615,0.410,0.495,1.063,126.848,37.004
'[13:39:53.960]',0.385,-,0.590,0.395,0.490,1.062,125.481,37.004
'[13:39:53.968]',0.380,-,0.605,0.405,0.484,1.060,123.820,37.004
'[13:39:53.976]',0.390,-,0.585,0.395,0.479,1.059,121.866,37.004
'[13:39:53.984]',0.385,-,0.595,0.405,0.473,1.060,119.619,37.004
'[13:39:53.992]',0.390,-,0.580,0.400,0.467,1.061,117.030,37.004
'[13:39:54.000]',0.380,-,0.595,0.420,0.462,1.059,114.198,37.004
'[13:39:54.008]',0.395,-,0.575,0.405,0.457,1.056,110.974,37.004
'[13:39:54.016]',0.380,-,0.595,0.420,0.452,1.052,107.408,37.004
'[13:39:54.024]',0.390,-,0.580,0.405,0.447,1.049,103.598,37.004
'[13:39:54.032]',0.385,-,0.590,0.410,0.442,1.047,99.447,37.004
'[13:39:54.040]',0.390,-,0.575,0.395,0.437,1.047,95.099,37.004
'[13:39:54.048]',0.375,-,0.595,0.405,0.432,1.052,90.655,37.004
'[13:39:54.056]',0.385,-,0.580,0.390,0.427,1.065,86.161,37.004
'[13:39:54.064]',0.375,-,0.590,0.405,0.422,1.090,81.814,37.004
'[13:39:54.072]',0.380,-,0.575,0.385,0.417,1.128,77.662,37.004
'[13:39:54.080]',0.365,-,0.595,0.400,0.412,1.174,74.048,37.004
'[13:39:54.088]',0.370,-,0.580,0.390,0.407,1.230,70.873,37.004
'[13:39:54.096]',0.375,-,0.595,0.400,0.401,1.306,68.235,37.004
'[13:39:54.104]',0.360,-,0.585,0.395,0.396,1.398,65.988,37.004
'[13:39:54.112]',0.370,-,0.590,0.390,0.389,1.503,64.181,37.004
'[13:39:54.120]',0.360,-,0.600,0.405,0.383,1.618,62.667,37.004
'[13:39:54.128]',0.370,-,0.580,0.395,0.376,1.739,61.495,37.004
'[13:39:54.136]',0.360,-,0.600,0.405,0.370,1.863,60.567,37.004
'[13:39:54.144]',0.370,-,0.580,0.395,0.364,1.986,59.785,37.004
'[13:39:54.152]',0.360,-,0.600,0.415,0.357,2.108,59.248,37.004
'[13:39:54.160]',0.370,-,0.585,0.405,0.351,2.224,58.808,37.004
'[13:39:54.168]',0.360,-,0.600,0.415,0.345,2.334,58.466,37.004
'[13:39:54.176]',0.370,-,0.585,0.405,0.340,2.437,58.222,37.004
'[13:39:54.184]',0.360,-,0.595,0.420,0.335,2.517,57.929,37.004
'[13:39:54.192]',0.375,-,0.580,0.405,0.330,2.584,57.685,37.004
'[13:39:54.200]',0.360,-,0.590,0.425,0.325,2.653,57.343,37.004
'[13:39:54.208]',0.380,-,0.575,0.410,0.320,2.734,57.099,37.004
'[13:39:54.216]',0.360,-,0.600,0.430,0.315,2.816,56.806,37.004
'[13:39:54.224]',0.375,-,0.585,0.420,0.312,2.882,56.464,37.004
'[13:39:54.232]',0.360,-,0.605,0.430,0.308,2.934,56.122,37.004
'[13:39:54.240]',0.370,-,0.585,0.425,0.304,2.975,55.731,37.004
'[13:39:54.248]',0.360,-,0.605,0.430,0.301,3.005,55.292,37.004
'[13:39:54.256]',0.370,-,0.585,0.425,0.299,3.024,54.852,37.004
'[13:39:54.264]',0.360,-,0.600,0.435,0.296,3.034,54.363,37.004
'[13:39:54.272]',0.375,-,0.585,0.425,0.293,3.033,53.875,37.004
'[13:39:54.280]',0.385,-,0.595,0.430,0.290,3.022,53.338,37.004
'[13:39:54.288]',0.405,-,0.575,0.435,0.287,3.000,52.947,37.004
'[13:39:54.296]',0.410,-,0.565,0.430,0.285,2.973,52.410,37.004
'[13:39:54.304]',0.395,-,0.585,0.430,0.282,2.938,51.921,37.004
'[13:39:54.312]',0.365,-,0.610,0.445,0.279,2.896,51.433,37.004
'[13:39:54.320]',0.340,-,0.620,0.460,0.277,2.847,50.944,37.004
'[13:39:54.328]',0.310,-,0.650,0.470,0.274,2.790,50.407,37.004
'[13:39:54.336]',0.290,-,0.660,0.480,0.271,2.727,49.919,37.004
'[13:39:54.344]',0.295,-,0.650,0.475,0.269,2.660,49.479,37.004
'[13:39:54.352]',0.310,-,0.655,0.480,0.265,2.589,48.991,37.004
'[13:39:54.360]',0.340,-,0.615,0.470,0.262,2.517,48.551,37.004
'[13:39:54.368]',0.350,-,0.605,0.475,0.259,2.445,48.063,37.004
'[13:39:54.376]',0.365,-,0.585,0.465,0.256,2.373,47.623,37.004
'[13:39:54.384]',0.360,-,0.595,0.470,0.253,2.310,47.183,37.004
'[13:39:54.392]',0.385,-,0.580,0.465,0.250,2.251,46.695,37.004
'[13:39:54.400]',0.375,-,0.590,0.480,0.248,2.191,46.304,37.004
'[13:39:54.408]',0.395,-,0.565,0.475,0.246,2.130,45.865,37.004
'[13:39:54.416]',0.380,-,0.590,0.485,0.243,2.070,45.474,37.004
'[13:39:54.424]',0.395,-,0.565,0.475,0.241,2.014,45.132,37.004
'[13:39:54.432]',0.380,-,0.590,0.495,0.238,1.961,44.741,37.004
'[13:39:54.440]',0.395,-,0.565,0.480,0.235,1.912,44.350,37.004
'[13:39:54.448]',0.385,-,0.585,0.495,0.232,1.866,44.057,37.004
'[13:39:54.456]',0.405,-,0.565,0.485,0.228,1.824,43.715,37.004
'[13:39:54.464]',0.385,-,0.585,0.480,0.225,1.785,43.374,37.004
'[13:39:54.472]',0.405,-,0.560,0.495,0.222,1.749,43.032,37.004
'[13:39:54.480]',0.425,-,0.555,0.450,0.219,1.718,42.739,37.004
'[13:39:54.488]',0.475,-,0.520,0.385,0.216,1.692,42.446,37.004
'[13:39:54.496]',0.435,-,0.575,0.440,0.213,1.664,42.152,37.004
'[13:39:54.504]',0.450,-,0.635,0.725,0.211,1.635,41.908,37.004
'[13:39:54.512]',-0.320,-,1.175,1.361,0.208,1.608,41.713,37.004
'[13:39:54.520]',-0.500,-,1.381,1.501,0.206,1.581,41.615,37.004
'[13:39:54.528]',-0.500,-,1.396,1.285,0.204,1.554,41.469,37.004
'[13:39:54.536]',-0.500,-,1.211,0.630,0.202,1.529,41.371,37.004
'[13:39:54.544]',-0.140,-,0.905,0.470,0.200,1.504,41.224,37.004
'[13:39:54.552]',0.245,-,0.665,0.440,0.199,1.480,41.127,37.004
'[13:39:54.560]',0.460,-,0.520,0.420,0.198,1.457,40.931,37.004
'[13:39:54.568]',0.515,-,0.490,0.425,0.197,1.434,40.736,37.004
'[13:39:54.576]',0.555,-,0.465,0.405,0.195,1.413,40.541,37.004
'[13:39:54.584]',0.565,-,0.470,0.425,0.194,1.397,40.296,37.004
'[13:39:54.592]',0.575,-,0.450,0.410,0.192,1.382,40.101,37.004
'[13:39:54.600]',0.570,-,0.460,0.435,0.190,1.367,39.906,37.004
'[13:39:54.608]',0.585,-,0.445,0.430,0.188,1.351,39.759,37.004
'[13:39:54.616]',0.570,-,0.470,0.445,0.187,1.334,39.613,37.004
'[13:39:54.624]',0.575,-,0.450,0.440,0.185,1.317,39.417,37.004
