'Time','II','CVP','V','ABP','PLETH','I'
'[14:12:07.368]',0.438,-,0.898,71.094,-,-
'[14:12:07.376]',0.445,-,0.906,71.094,-,-
'[14:12:07.384]',0.461,-,0.906,71.094,-,-
'[14:12:07.392]',0.469,-,0.906,71.823,-,-
'[14:12:07.400]',0.477,-,0.906,73.281,-,-
'[14:12:07.408]',0.492,-,0.906,76.562,-,-
'[14:12:07.416]',0.492,-,0.906,81.302,-,-
'[14:12:07.424]',0.492,-,0.913,88.229,-,-
'[14:12:07.432]',0.516,-,0.921,97.708,-,-
'[14:12:07.440]',0.523,-,0.929,108.646,-,-
'[14:12:07.448]',0.539,-,0.929,118.854,-,-
'[14:12:07.456]',0.539,-,0.929,129.062,-,-
'[14:12:07.464]',0.547,-,0.937,136.719,-,-
'[14:12:07.472]',0.539,-,0.929,140.729,-,-
'[14:12:07.480]',0.523,-,0.921,142.917,-,-
'[14:12:07.488]',0.516,-,0.906,142.917,-,-
'[14:12:07.496]',0.500,-,0.906,140.729,-,-
'[14:12:07.504]',0.492,-,0.890,138.177,-,-
'[14:12:07.512]',0.492,-,0.890,135.260,-,-
'[14:12:07.520]',0.492,-,0.874,132.708,-,-
'[14:12:07.528]',0.484,-,0.874,131.250,-,-
'[14:12:07.536]',0.477,-,0.866,130.521,-,-
'[14:12:07.544]',0.477,-,0.866,129.792,-,-
'[14:12:07.552]',0.477,-,0.850,129.062,-,-
'[14:12:07.560]',0.469,-,0.858,129.062,-,-
'[14:12:07.568]',0.477,-,0.858,129.062,-,-
'[14:12:07.576]',0.492,-,0.866,129.062,-,-
'[14:12:07.584]',0.500,-,0.866,127.969,-,-
'[14:12:07.592]',0.492,-,0.874,127.239,-,-
'[14:12:07.600]',0.508,-,0.882,126.510,-,-
'[14:12:07.608]',0.516,-,0.890,125.052,-,-
'[14:12:07.616]',0.531,-,0.890,123.594,-,-
'[14:12:07.624]',0.539,-,0.890,121.771,-,-
'[14:12:07.632]',0.547,-,0.898,119.583,-,-
'[14:12:07.640]',0.547,-,0.890,117.031,-,-
'[14:12:07.648]',0.562,-,0.906,114.844,-,-
'[14:12:07.656]',0.539,-,0.874,112.656,-,-
'[14:12:07.664]',0.523,-,0.866,110.104,-,-
'[14:12:07.672]',0.500,-,0.858,107.917,-,-
'[14:12:07.680]',0.477,-,0.850,104.635,-,-
'[14:12:07.688]',0.445,-,0.843,101.719,-,-
'[14:12:07.696]',0.438,-,0.835,97.708,-,-
'[14:12:07.704]',0.438,-,0.835,93.698,-,-
'[14:12:07.712]',0.438,-,0.843,89.687,-,-
'[14:12:07.720]',0.438,-,0.850,86.771,-,-
'[14:12:07.728]',0.430,-,0.850,84.219,-,-
'[14:12:07.736]',0.445,-,0.835,82.760,-,-
'[14:12:07.744]',0.438,-,0.850,82.031,-,-
'[14:12:07.752]',0.430,-,0.866,82.031,-,-
'[14:12:07.760]',0.461,-,0.898,82.031,-,-
'[14:12:07.768]',0.555,-,0.961,82.760,-,-
'[14:12:07.776]',0.750,-,1.055,83.489,-,-
'[14:12:07.784]',0.938,-,1.102,84.219,-,-
'[14:12:07.792]',0.961,-,1.000,85.312,-,-
'[14:12:07.800]',0.766,-,0.866,86.042,-,-
'[14:12:07.808]',0.570,-,0.772,86.042,-,-
'[14:12:07.816]',0.484,-,0.756,86.042,-,-
'[14:12:07.824]',0.445,-,0.819,86.042,-,-
'[14:12:07.832]',0.422,-,0.835,85.312,-,-
'[14:12:07.840]',0.398,-,0.835,84.219,-,-
'[14:12:07.848]',0.398,-,0.835,82.760,-,-
'[14:12:07.856]',0.391,-,0.835,82.031,-,-
'[14:12:07.864]',0.398,-,0.835,82.031,-,-
'[14:12:07.872]',0.391,-,0.835,81.302,-,-
'[14:12:07.880]',0.398,-,0.835,79.844,-,-
'[14:12:07.888]',0.398,-,0.835,78.750,-,-
'[14:12:07.896]',0.398,-,0.835,78.021,-,-
'[14:12:07.904]',0.406,-,0.835,77.292,-,-
'[14:12:07.912]',0.398,-,0.835,75.833,-,-
'[14:12:07.920]',0.414,-,0.835,75.104,-,-
'[14:12:07.928]',0.422,-,0.835,75.104,-,-
'[14:12:07.936]',0.422,-,0.835,74.375,-,-
'[14:12:07.944]',0.438,-,0.843,74.375,-,-
'[14:12:07.952]',0.445,-,0.843,74.375,-,-
'[14:12:07.960]',0.445,-,0.850,74.375,-,-
'[14:12:07.968]',0.453,-,0.843,75.104,-,-
'[14:12:07.976]',0.453,-,0.850,75.104,-,-
'[14:12:07.984]',0.461,-,0.850,73.281,-,-
'[14:12:07.992]',0.469,-,0.866,71.823,-,-
'[14:12:08.000]',0.477,-,0.866,70.365,-,-
'[14:12:08.008]',0.484,-,0.874,71.094,-,-
'[14:12:08.016]',0.500,-,0.890,75.104,-,-
'[14:12:08.024]',0.508,-,0.890,80.573,-,-
'[14:12:08.032]',0.516,-,0.906,88.958,-,-
'[14:12:08.040]',0.531,-,0.906,98.437,-,-
'[14:12:08.048]',0.547,-,0.921,107.917,-,-
'[14:12:08.056]',0.562,-,0.929,117.031,-,-
'[14:12:08.064]',0.562,-,0.929,126.510,-,-
'[14:12:08.072]',0.562,-,0.929,134.531,-,-
'[14:12:08.080]',0.562,-,0.929,140.729,-,-
'[14:12:08.088]',0.539,-,0.929,144.375,-,-
'[14:12:08.096]',0.523,-,0.921,145.469,-,-
'[14:12:08.104]',0.508,-,0.906,144.375,-,-
'[14:12:08.112]',0.500,-,0.906,142.187,-,-
'[14:12:08.120]',0.492,-,0.898,140.000,-,-
'[14:12:08.128]',0.492,-,0.890,137.448,-,-
'[14:12:08.136]',0.477,-,0.890,135.260,-,-
'[14:12:08.144]',0.477,-,0.890,134.531,-,-
'[14:12:08.152]',0.477,-,0.890,134.531,-,-
'[14:12:08.160]',0.477,-,0.890,133.437,-,-
'[14:12:08.168]',0.477,-,0.882,131.979,-,-
'[14:12:08.176]',0.469,-,0.890,131.250,-,-
'[14:12:08.184]',0.492,-,0.890,131.250,-,-
'[14:12:08.192]',0.500,-,0.913,131.250,-,-
'[14:12:08.200]',0.516,-,0.921,130.521,-,-
'[14:12:08.208]',0.516,-,0.929,130.521,-,-
'[14:12:08.216]',0.531,-,0.929,129.792,-,-
'[14:12:08.224]',0.531,-,0.937,127.239,-,-
'[14:12:08.232]',0.547,-,0.945,125.052,-,-
'[14:12:08.240]',0.555,-,0.929,123.594,-,-
'[14:12:08.248]',0.570,-,0.929,121.042,-,-
'[14:12:08.256]',0.586,-,0.929,119.583,-,-
'[14:12:08.264]',0.570,-,0.906,118.125,-,-
'[14:12:08.272]',0.547,-,0.890,114.844,-,-
'[14:12:08.280]',0.531,-,0.882,112.656,-,-
'[14:12:08.288]',0.500,-,0.874,109.375,-,-
'[14:12:08.296]',0.477,-,0.858,105.364,-,-
'[14:12:08.304]',0.461,-,0.850,101.719,-,-
'[14:12:08.312]',0.445,-,0.835,96.979,-,-
'[14:12:08.320]',0.414,-,0.827,92.969,-,-
'[14:12:08.328]',0.398,-,0.835,89.687,-,-
'[14:12:08.336]',0.422,-,0.827,87.500,-,-
'[14:12:08.344]',0.438,-,0.843,85.312,-,-
'[14:12:08.352]',0.445,-,0.843,84.219,-,-
'[14:12:08.360]',0.445,-,0.866,83.489,-,-
'[14:12:08.368]',0.516,-,0.890,83.489,-,-
'[14:12:08.376]',0.602,-,0.961,84.219,-,-
'[14:12:08.384]',0.797,-,1.063,85.312,-,-
'[14:12:08.392]',1.008,-,1.165,86.042,-,-
'[14:12:08.400]',1.062,-,1.102,86.042,-,-
'[14:12:08.408]',0.883,-,0.921,86.771,-,-
'[14:12:08.416]',0.656,-,0.764,87.500,-,-
'[14:12:08.424]',0.531,-,0.724,87.500,-,-
'[14:12:08.432]',0.477,-,0.748,87.500,-,-
'[14:12:08.440]',0.438,-,0.787,87.500,-,-
'[14:12:08.448]',0.422,-,0.795,86.771,-,-
'[14:12:08.456]',0.398,-,0.787,86.042,-,-
'[14:12:08.464]',0.398,-,0.795,85.312,-,-
'[14:12:08.472]',0.391,-,0.795,84.219,-,-
'[14:12:08.480]',0.398,-,0.795,83.489,-,-
'[14:12:08.488]',0.398,-,0.795,82.031,-,-
'[14:12:08.496]',0.406,-,0.803,81.302,-,-
'[14:12:08.504]',0.406,-,0.803,79.844,-,-
'[14:12:08.512]',0.414,-,0.811,78.021,-,-
'[14:12:08.520]',0.422,-,0.811,77.292,-,-
'[14:12:08.528]',0.422,-,0.819,76.562,-,-
'[14:12:08.536]',0.422,-,0.819,75.833,-,-
'[14:12:08.544]',0.422,-,0.827,75.104,-,-
'[14:12:08.552]',0.438,-,0.819,74.375,-,-
'[14:12:08.560]',0.430,-,0.819,74.375,-,-
'[14:12:08.568]',0.438,-,0.819,74.375,-,-
'[14:12:08.576]',0.438,-,0.835,73.281,-,-
'[14:12:08.584]',0.445,-,0.835,73.281,-,-
'[14:12:08.592]',0.445,-,0.835,72.552,-,-
'[14:12:08.600]',0.461,-,0.835,72.552,-,-
'[14:12:08.608]',0.469,-,0.850,72.552,-,-
'[14:12:08.616]',0.477,-,0.850,73.281,-,-
'[14:12:08.624]',0.492,-,0.866,75.104,-,-
'[14:12:08.632]',0.508,-,0.866,79.844,-,-
'[14:12:08.640]',0.516,-,0.866,86.771,-,-
'[14:12:08.648]',0.523,-,0.874,95.156,-,-
'[14:12:08.656]',0.531,-,0.874,106.094,-,-
'[14:12:08.664]',0.547,-,0.890,116.302,-,-
'[14:12:08.672]',0.547,-,0.890,125.781,-,-
'[14:12:08.680]',0.547,-,0.890,134.531,-,-
'[14:12:08.688]',0.531,-,0.874,140.000,-,-
'[14:12:08.696]',0.516,-,0.866,143.646,-,-
'[14:12:08.704]',0.500,-,0.866,144.375,-,-
'[14:12:08.712]',0.492,-,0.850,143.646,-,-
'[14:12:08.720]',0.484,-,0.827,142.187,-,-
'[14:12:08.728]',0.477,-,0.811,140.000,-,-
'[14:12:08.736]',0.469,-,0.803,137.448,-,-
'[14:12:08.744]',0.461,-,0.803,135.260,-,-
'[14:12:08.752]',0.453,-,0.795,133.437,-,-
'[14:12:08.760]',0.453,-,0.803,132.708,-,-
'[14:12:08.768]',0.453,-,0.795,131.979,-,-
'[14:12:08.776]',0.445,-,0.803,131.979,-,-
'[14:12:08.784]',0.461,-,0.803,131.250,-,-
'[14:12:08.792]',0.461,-,0.811,131.250,-,-
'[14:12:08.800]',0.469,-,0.819,130.521,-,-
'[14:12:08.808]',0.477,-,0.835,129.792,-,-
'[14:12:08.816]',0.484,-,0.835,129.062,-,-
'[14:12:08.824]',0.492,-,0.850,127.239,-,-
'[14:12:08.832]',0.508,-,0.866,125.781,-,-
'[14:12:08.840]',0.516,-,0.866,124.323,-,-
'[14:12:08.848]',0.531,-,0.874,122.500,-,-
'[14:12:08.856]',0.531,-,0.874,121.042,-,-
'[14:12:08.864]',0.539,-,0.882,119.583,-,-
'[14:12:08.872]',0.547,-,0.874,117.031,-,-
'[14:12:08.880]',0.523,-,0.866,114.844,-,-
'[14:12:08.888]',0.508,-,0.858,112.656,-,-
'[14:12:08.896]',0.492,-,0.858,110.104,-,-
'[14:12:08.904]',0.477,-,0.850,107.187,-,-
'[14:12:08.912]',0.445,-,0.843,102.448,-,-
'[14:12:08.920]',0.445,-,0.835,98.437,-,-
'[14:12:08.928]',0.438,-,0.835,93.698,-,-
'[14:12:08.936]',0.438,-,0.835,88.958,-,-
'[14:12:08.944]',0.430,-,0.843,86.042,-,-
'[14:12:08.952]',0.445,-,0.843,83.489,-,-
'[14:12:08.960]',0.438,-,0.850,82.031,-,-
'[14:12:08.968]',0.422,-,0.850,81.302,-,-
'[14:12:08.976]',0.406,-,0.882,81.302,-,-
'[14:12:08.984]',0.469,-,0.913,82.031,-,-
'[14:12:08.992]',0.570,-,0.976,82.760,-,-
'[14:12:09.000]',0.781,-,1.087,84.219,-,-
'[14:12:09.008]',0.945,-,1.126,85.312,-,-
'[14:12:09.016]',0.969,-,1.008,86.042,-,-
'[14:12:09.024]',0.773,-,0.906,86.042,-,-
'[14:12:09.032]',0.594,-,0.803,86.042,-,-
'[14:12:09.040]',0.508,-,0.795,86.042,-,-
'[14:12:09.048]',0.445,-,0.835,86.042,-,-
'[14:12:09.056]',0.406,-,0.843,85.312,-,-
'[14:12:09.064]',0.391,-,0.850,84.219,-,-
'[14:12:09.072]',0.375,-,0.843,83.489,-,-
'[14:12:09.080]',0.375,-,0.850,82.760,-,-
'[14:12:09.088]',0.375,-,0.850,81.302,-,-
'[14:12:09.096]',0.375,-,0.850,80.573,-,-
'[14:12:09.104]',0.383,-,0.843,79.844,-,-
'[14:12:09.112]',0.391,-,0.850,78.750,-,-
'[14:12:09.120]',0.391,-,0.850,78.021,-,-
'[14:12:09.128]',0.398,-,0.858,77.292,-,-
'[14:12:09.136]',0.398,-,0.850,76.562,-,-
'[14:12:09.144]',0.398,-,0.858,75.833,-,-
'[14:12:09.152]',0.414,-,0.850,75.104,-,-
'[14:12:09.160]',0.422,-,0.850,75.104,-,-
'[14:12:09.168]',0.430,-,0.850,74.375,-,-
'[14:12:09.176]',0.430,-,0.850,74.375,-,-
'[14:12:09.184]',0.438,-,0.843,74.375,-,-
'[14:12:09.192]',0.438,-,0.850,73.281,-,-
'[14:12:09.200]',0.445,-,0.850,73.281,-,-
'[14:12:09.208]',0.445,-,0.858,72.552,-,-
'[14:12:09.216]',0.461,-,0.858,71.823,-,-
'[14:12:09.224]',0.461,-,0.866,71.823,-,-
'[14:12:09.232]',0.469,-,0.866,72.552,-,-
'[14:12:09.240]',0.477,-,0.866,75.104,-,-
'[14:12:09.248]',0.492,-,0.874,78.750,-,-
'[14:12:09.256]',0.492,-,0.866,86.042,-,-
'[14:12:09.264]',0.500,-,0.882,94.427,-,-
'[14:12:09.272]',0.516,-,0.890,104.635,-,-
'[14:12:09.280]',0.531,-,0.898,115.573,-,-
'[14:12:09.288]',0.531,-,0.906,125.052,-,-
'[14:12:09.296]',0.539,-,0.906,132.708,-,-
'[14:12:09.304]',0.531,-,0.906,138.177,-,-
'[14:12:09.312]',0.523,-,0.913,142.187,-,-
'[14:12:09.320]',0.508,-,0.906,142.917,-,-
'[14:12:09.328]',0.492,-,0.898,141.458,-,-
'[14:12:09.336]',0.492,-,0.890,140.000,-,-
'[14:12:09.344]',0.477,-,0.898,136.719,-,-
'[14:12:09.352]',0.477,-,0.890,134.531,-,-
'[14:12:09.360]',0.477,-,0.906,131.979,-,-
'[14:12:09.368]',0.477,-,0.898,130.521,-,-
'[14:12:09.376]',0.469,-,0.898,129.062,-,-
'[14:12:09.384]',0.469,-,0.890,127.969,-,-
'[14:12:09.392]',0.461,-,0.898,127.969,-,-
'[14:12:09.400]',0.469,-,0.898,127.969,-,-
'[14:12:09.408]',0.484,-,0.906,127.239,-,-
'[14:12:09.416]',0.508,-,0.921,127.239,-,-
'[14:12:09.424]',0.516,-,0.929,126.510,-,-
'[14:12:09.432]',0.523,-,0.921,125.781,-,-
'[14:12:09.440]',0.531,-,0.929,124.323,-,-
'[14:12:09.448]',0.547,-,0.929,122.500,-,-
'[14:12:09.456]',0.547,-,0.929,121.042,-,-
'[14:12:09.464]',0.555,-,0.929,119.583,-,-
'[14:12:09.472]',0.562,-,0.921,118.125,-,-
'[14:12:09.480]',0.570,-,0.921,115.573,-,-
'[14:12:09.488]',0.562,-,0.906,113.385,-,-
'[14:12:09.496]',0.539,-,0.890,110.833,-,-
'[14:12:09.504]',0.516,-,0.866,107.917,-,-
'[14:12:09.512]',0.492,-,0.866,104.635,-,-
'[14:12:09.520]',0.461,-,0.850,100.625,-,-
'[14:12:09.528]',0.445,-,0.843,96.979,-,-
'[14:12:09.536]',0.438,-,0.835,92.969,-,-
'[14:12:09.544]',0.438,-,0.835,88.958,-,-
'[14:12:09.552]',0.430,-,0.835,86.042,-,-
'[14:12:09.560]',0.430,-,0.835,83.489,-,-
'[14:12:09.568]',0.430,-,0.835,82.031,-,-
'[14:12:09.576]',0.430,-,0.835,81.302,-,-
'[14:12:09.584]',0.422,-,0.843,81.302,-,-
'[14:12:09.592]',0.438,-,0.882,82.031,-,-
'[14:12:09.600]',0.500,-,0.921,82.760,-,-
'[14:12:09.608]',0.664,-,1.000,83.489,-,-
'[14:12:09.616]',0.891,-,1.087,85.312,-,-
'[14:12:09.624]',0.969,-,1.047,86.042,-,-
'[14:12:09.632]',0.852,-,0.898,86.042,-,-
'[14:12:09.640]',0.688,-,0.811,86.042,-,-
'[14:12:09.648]',0.539,-,0.756,86.042,-,-
'[14:12:09.656]',0.461,-,0.780,85.312,-,-
'[14:12:09.664]',0.406,-,0.795,84.219,-,-
'[14:12:09.672]',0.375,-,0.803,84.219,-,-
'[14:12:09.680]',0.367,-,0.795,82.760,-,-
'[14:12:09.688]',0.359,-,0.803,82.031,-,-
'[14:12:09.696]',0.367,-,0.811,81.302,-,-
'[14:12:09.704]',0.375,-,0.803,79.844,-,-
'[14:12:09.712]',0.375,-,0.811,78.750,-,-
'[14:12:09.720]',0.391,-,0.803,78.021,-,-
'[14:12:09.728]',0.383,-,0.811,77.292,-,-
'[14:12:09.736]',0.398,-,0.811,76.562,-,-
'[14:12:09.744]',0.406,-,0.819,75.833,-,-
'[14:12:09.752]',0.414,-,0.819,75.104,-,-
'[14:12:09.760]',0.422,-,0.827,74.375,-,-
'[14:12:09.768]',0.422,-,0.819,74.375,-,-
'[14:12:09.776]',0.422,-,0.819,73.281,-,-
'[14:12:09.784]',0.438,-,0.819,73.281,-,-
'[14:12:09.792]',0.438,-,0.835,72.552,-,-
'[14:12:09.800]',0.445,-,0.827,72.552,-,-
'[14:12:09.808]',0.445,-,0.827,71.823,-,-
'[14:12:09.816]',0.445,-,0.827,71.823,-,-
'[14:12:09.824]',0.445,-,0.827,71.094,-,-
'[14:12:09.832]',0.461,-,0.827,71.094,-,-
'[14:12:09.840]',0.469,-,0.835,71.823,-,-
'[14:12:09.848]',0.484,-,0.835,72.552,-,-
'[14:12:09.856]',0.492,-,0.835,75.833,-,-
'[14:12:09.864]',0.500,-,0.843,80.573,-,-
'[14:12:09.872]',0.516,-,0.850,88.229,-,-
'[14:12:09.880]',0.516,-,0.858,97.708,-,-
'[14:12:09.888]',0.531,-,0.866,107.917,-,-
'[14:12:09.896]',0.547,-,0.874,118.125,-,-
'[14:12:09.904]',0.547,-,0.890,127.239,-,-
'[14:12:09.912]',0.547,-,0.890,134.531,-,-
'[14:12:09.920]',0.531,-,0.890,138.906,-,-
'[14:12:09.928]',0.516,-,0.890,141.458,-,-
'[14:12:09.936]',0.508,-,0.890,142.187,-,-
'[14:12:09.944]',0.500,-,0.882,140.729,-,-
'[14:12:09.952]',0.492,-,0.874,138.177,-,-
'[14:12:09.960]',0.492,-,0.874,135.260,-,-
'[14:12:09.968]',0.484,-,0.866,132.708,-,-
'[14:12:09.976]',0.477,-,0.866,131.250,-,-
'[14:12:09.984]',0.484,-,0.866,129.792,-,-
'[14:12:09.992]',0.477,-,0.866,127.969,-,-
'[14:12:10.000]',0.492,-,0.866,127.969,-,-
'[14:12:10.008]',0.492,-,0.866,127.239,-,-
'[14:12:10.016]',0.492,-,0.866,127.239,-,-
'[14:12:10.024]',0.500,-,0.874,127.239,-,-
'[14:12:10.032]',0.516,-,0.882,126.510,-,-
'[14:12:10.040]',0.516,-,0.890,125.781,-,-
'[14:12:10.048]',0.523,-,0.890,125.052,-,-
'[14:12:10.056]',0.531,-,0.898,123.594,-,-
'[14:12:10.064]',0.539,-,0.906,121.771,-,-
'[14:12:10.072]',0.547,-,0.898,120.312,-,-
'[14:12:10.080]',0.547,-,0.890,118.125,-,-
'[14:12:10.088]',0.555,-,0.890,116.302,-,-
'[14:12:10.096]',0.562,-,0.882,114.114,-,-
'[14:12:10.104]',0.539,-,0.866,111.562,-,-
'[14:12:10.112]',0.516,-,0.866,109.375,-,-
'[14:12:10.120]',0.500,-,0.850,106.094,-,-
'[14:12:10.128]',0.484,-,0.858,102.448,-,-
'[14:12:10.136]',0.461,-,0.835,98.437,-,-
'[14:12:10.144]',0.445,-,0.835,94.427,-,-
'[14:12:10.152]',0.445,-,0.835,90.781,-,-
'[14:12:10.160]',0.438,-,0.835,87.500,-,-
'[14:12:10.168]',0.438,-,0.827,84.219,-,-
'[14:12:10.176]',0.438,-,0.835,82.760,-,-
'[14:12:10.184]',0.438,-,0.827,82.031,-,-
'[14:12:10.192]',0.422,-,0.835,81.302,-,-
'[14:12:10.200]',0.422,-,0.850,82.031,-,-
'[14:12:10.208]',0.469,-,0.874,82.031,-,-
'[14:12:10.216]',0.562,-,0.929,82.760,-,-
'[14:12:10.224]',0.781,-,1.031,84.219,-,-
'[14:12:10.232]',0.961,-,1.071,84.219,-,-
'[14:12:10.240]',0.984,-,0.969,85.312,-,-
'[14:12:10.248]',0.805,-,0.866,85.312,-,-
'[14:12:10.256]',0.633,-,0.780,85.312,-,-
'[14:12:10.264]',0.531,-,0.764,85.312,-,-
'[14:12:10.272]',0.477,-,0.795,84.219,-,-
'[14:12:10.280]',0.438,-,0.803,84.219,-,-
'[14:12:10.288]',0.406,-,0.803,82.760,-,-
'[14:12:10.296]',0.406,-,0.811,82.031,-,-
'[14:12:10.304]',0.398,-,0.811,81.302,-,-
'[14:12:10.312]',0.398,-,0.803,79.844,-,-
'[14:12:10.320]',0.391,-,0.803,78.750,-,-
'[14:12:10.328]',0.398,-,0.811,78.021,-,-
'[14:12:10.336]',0.398,-,0.803,77.292,-,-
'[14:12:10.344]',0.406,-,0.811,76.562,-,-
'[14:12:10.352]',0.406,-,0.803,75.833,-,-
'[14:12:10.360]',0.406,-,0.811,75.104,-,-
'[14:12:10.368]',0.414,-,0.803,75.104,-,-
'[14:12:10.376]',0.414,-,0.811,74.375,-,-
'[14:12:10.384]',0.422,-,0.811,73.281,-,-
'[14:12:10.392]',0.422,-,0.827,73.281,-,-
'[14:12:10.400]',0.438,-,0.819,72.552,-,-
'[14:12:10.408]',0.445,-,0.835,72.552,-,-
'[14:12:10.416]',0.453,-,0.835,71.823,-,-
'[14:12:10.424]',0.453,-,0.835,71.823,-,-
'[14:12:10.432]',0.461,-,0.835,71.094,-,-
'[14:12:10.440]',0.453,-,0.835,71.094,-,-
'[14:12:10.448]',0.469,-,0.843,71.094,-,-
'[14:12:10.456]',0.477,-,0.850,71.823,-,-
'[14:12:10.464]',0.492,-,0.850,74.375,-,-
'[14:12:10.472]',0.492,-,0.850,78.021,-,-
'[14:12:10.480]',0.500,-,0.866,84.219,-,-
'[14:12:10.488]',0.516,-,0.866,92.969,-,-
'[14:12:10.496]',0.516,-,0.874,103.177,-,-
'[14:12:10.504]',0.516,-,0.882,113.385,-,-
'[14:12:10.512]',0.539,-,0.890,122.500,-,-
'[14:12:10.520]',0.547,-,0.898,131.250,-,-
'[14:12:10.528]',0.531,-,0.906,136.719,-,-
'[14:12:10.536]',0.508,-,0.890,140.729,-,-
'[14:12:10.544]',0.500,-,0.890,141.458,-,-
'[14:12:10.552]',0.492,-,0.882,141.458,-,-
'[14:12:10.560]',0.477,-,0.882,138.906,-,-
'[14:12:10.568]',0.469,-,0.874,137.448,-,-
'[14:12:10.576]',0.461,-,0.874,135.260,-,-
'[14:12:10.584]',0.469,-,0.866,132.708,-,-
'[14:12:10.592]',0.469,-,0.874,131.250,-,-
'[14:12:10.600]',0.477,-,0.874,130.521,-,-
'[14:12:10.608]',0.484,-,0.874,129.792,-,-
'[14:12:10.616]',0.500,-,0.882,129.062,-,-
'[14:12:10.624]',0.500,-,0.890,129.062,-,-
'[14:12:10.632]',0.516,-,0.898,129.062,-,-
'[14:12:10.640]',0.523,-,0.906,127.969,-,-
'[14:12:10.648]',0.531,-,0.906,127.239,-,-
'[14:12:10.656]',0.523,-,0.906,126.510,-,-
'[14:12:10.664]',0.531,-,0.921,125.052,-,-
'[14:12:10.672]',0.531,-,0.921,123.594,-,-
'[14:12:10.680]',0.531,-,0.921,121.771,-,-
'[14:12:10.688]',0.539,-,0.906,120.312,-,-
'[14:12:10.696]',0.523,-,0.906,118.854,-,-
'[14:12:10.704]',0.531,-,0.906,116.302,-,-
'[14:12:10.712]',0.539,-,0.906,114.844,-,-
'[14:12:10.720]',0.539,-,0.890,112.656,-,-
'[14:12:10.728]',0.531,-,0.882,109.375,-,-
'[14:12:10.736]',0.516,-,0.874,106.094,-,-
'[14:12:10.744]',0.477,-,0.874,103.177,-,-
'[14:12:10.752]',0.453,-,0.866,99.167,-,-
'[14:12:10.760]',0.445,-,0.866,94.427,-,-
'[14:12:10.768]',0.438,-,0.858,90.781,-,-
'[14:12:10.776]',0.438,-,0.858,87.500,-,-
'[14:12:10.784]',0.445,-,0.850,85.312,-,-
'[14:12:10.792]',0.438,-,0.866,83.489,-,-
'[14:12:10.800]',0.445,-,0.866,82.031,-,-
'[14:12:10.808]',0.438,-,0.874,82.031,-,-
'[14:12:10.816]',0.445,-,0.890,82.031,-,-
'[14:12:10.824]',0.500,-,0.929,82.760,-,-
'[14:12:10.832]',0.641,-,1.008,83.489,-,-
'[14:12:10.840]',0.867,-,1.102,84.219,-,-
'[14:12:10.848]',0.984,-,1.118,84.219,-,-
'[14:12:10.856]',0.883,-,0.945,85.312,-,-
'[14:12:10.864]',0.742,-,0.866,86.042,-,-
'[14:12:10.872]',0.578,-,0.795,86.042,-,-
'[14:12:10.880]',0.508,-,0.819,86.042,-,-
'[14:12:10.888]',0.445,-,0.835,85.312,-,-
'[14:12:10.896]',0.406,-,0.843,84.219,-,-
'[14:12:10.904]',0.398,-,0.835,83.489,-,-
'[14:12:10.912]',0.391,-,0.835,82.031,-,-
'[14:12:10.920]',0.383,-,0.835,81.302,-,-
'[14:12:10.928]',0.375,-,0.835,79.844,-,-
'[14:12:10.936]',0.383,-,0.835,78.750,-,-
'[14:12:10.944]',0.375,-,0.835,78.021,-,-
'[14:12:10.952]',0.383,-,0.827,76.562,-,-
'[14:12:10.960]',0.383,-,0.835,75.833,-,-
'[14:12:10.968]',0.391,-,0.819,75.104,-,-
'[14:12:10.976]',0.391,-,0.819,75.104,-,-
'[14:12:10.984]',0.398,-,0.819,74.375,-,-
'[14:12:10.992]',0.391,-,0.827,74.375,-,-
'[14:12:11.000]',0.406,-,0.819,73.281,-,-
'[14:12:11.008]',0.406,-,0.819,73.281,-,-
'[14:12:11.016]',0.422,-,0.811,72.552,-,-
'[14:12:11.024]',0.414,-,0.819,71.823,-,-
'[14:12:11.032]',0.422,-,0.827,71.823,-,-
'[14:12:11.040]',0.422,-,0.835,71.094,-,-
'[14:12:11.048]',0.438,-,0.835,71.094,-,-
'[14:12:11.056]',0.438,-,0.835,70.365,-,-
'[14:12:11.064]',0.453,-,0.835,71.094,-,-
'[14:12:11.072]',0.469,-,0.850,72.552,-,-
'[14:12:11.080]',0.477,-,0.866,75.833,-,-
'[14:12:11.088]',0.492,-,0.866,81.302,-,-
'[14:12:11.096]',0.500,-,0.874,88.229,-,-
'[14:12:11.104]',0.508,-,0.882,98.437,-,-
'[14:12:11.112]',0.516,-,0.890,108.646,-,-
'[14:12:11.120]',0.531,-,0.890,119.583,-,-
'[14:12:11.128]',0.531,-,0.890,129.062,-,-
'[14:12:11.136]',0.531,-,0.890,135.260,-,-
'[14:12:11.144]',0.516,-,0.890,140.000,-,-
'[14:12:11.152]',0.516,-,0.882,142.187,-,-
'[14:12:11.160]',0.500,-,0.882,142.187,-,-
'[14:12:11.168]',0.492,-,0.866,140.729,-,-
'[14:12:11.176]',0.477,-,0.866,138.177,-,-
'[14:12:11.184]',0.469,-,0.858,135.989,-,-
'[14:12:11.192]',0.461,-,0.850,133.437,-,-
'[14:12:11.200]',0.461,-,0.835,131.979,-,-
'[14:12:11.208]',0.461,-,0.843,131.250,-,-
