'Time','I','II','AVR','MCL','RESP','PLETH','ABP'
'[13:11:45.646]',-,0.625,0.405,0.780,1.000,1.251,185.021
'[13:11:45.654]',-,0.615,0.425,0.780,1.000,1.243,185.021
'[13:11:45.662]',-,0.600,0.445,0.780,1.000,1.238,185.021
'[13:11:45.670]',-,0.580,0.475,0.785,1.000,1.230,185.021
'[13:11:45.678]',-,0.565,0.495,0.780,1.000,1.221,185.021
'[13:11:45.686]',-,0.545,0.520,0.775,1.000,1.210,185.021
'[13:11:45.694]',-,0.535,0.530,0.765,1.000,1.198,185.021
'[13:11:45.702]',-,0.525,0.545,0.765,1.000,1.187,185.021
'[13:11:45.710]',-,0.530,0.545,0.765,1.000,1.175,185.021
'[13:11:45.718]',-,0.525,0.545,0.765,1.000,1.163,185.021
'[13:11:45.726]',-,0.530,0.540,0.765,1.000,1.152,185.021
'[13:11:45.734]',-,0.525,0.545,0.765,1.000,1.139,185.021
'[13:11:45.742]',-,0.540,0.535,0.765,1.000,1.126,185.021
'[13:11:45.750]',-,0.530,0.540,0.765,1.000,1.117,185.021
'[13:11:45.758]',-,0.535,0.535,0.765,1.000,1.111,185.021
'[13:11:45.766]',-,0.530,0.545,0.770,1.000,1.101,185.021
'[13:11:45.774]',-,0.535,0.535,0.775,1.000,1.087,185.021
'[13:11:45.782]',-,0.535,0.535,0.780,1.000,1.073,185.021
'[13:11:45.790]',-,0.540,0.525,0.770,1.000,1.062,185.021
'[13:11:45.798]',-,0.545,0.535,0.775,1.000,1.056,185.021
'[13:11:45.806]',-,0.535,0.520,0.775,1.000,1.060,185.021
'[13:11:45.814]',-,0.555,0.510,0.785,1.000,1.078,185.021
'[13:11:45.822]',-,0.580,0.485,0.795,1.000,1.115,185.021
'[13:11:45.830]',-,0.600,0.475,0.815,1.000,1.176,185.021
'[13:11:45.838]',-,0.595,0.470,0.810,1.000,1.261,185.021
'[13:11:45.846]',-,0.635,0.440,0.825,1.000,1.370,185.021
'[13:11:45.854]',-,0.665,0.405,0.840,1.000,1.482,185.021
'[13:11:45.862]',-,0.670,0.410,0.825,1.000,1.599,185.021
'[13:11:45.870]',-,0.635,0.430,0.815,1.000,1.741,185.021
'[13:11:45.878]',-,0.615,0.455,0.805,1.000,1.895,185.021
'[13:11:45.886]',-,0.575,0.485,0.785,1.000,2.055,185.021
'[13:11:45.894]',-,0.540,0.515,0.780,1.000,2.211,185.021
'[13:11:45.902]',-,0.520,0.540,0.775,1.000,2.360,185.021
'[13:11:45.910]',-,0.515,0.550,0.765,1.000,2.497,185.021
'[13:11:45.918]',-,0.500,0.560,0.765,1.000,2.620,185.021
'[13:11:45.926]',-,0.505,0.555,0.760,1.000,2.727,185.021
'[13:11:45.934]',-,0.500,0.560,0.765,1.000,2.820,185.021
'[13:11:45.942]',-,0.500,0.555,0.760,1.000,2.897,185.021
'[13:11:45.950]',-,0.500,0.560,0.765,1.000,2.951,185.021
'[13:11:45.958]',-,0.510,0.545,0.765,1.000,2.989,185.021
'[13:11:45.966]',-,0.515,0.550,0.765,1.000,3.024,185.021
'[13:11:45.974]',-,0.510,0.545,0.765,1.000,3.052,185.021
'[13:11:45.982]',-,0.520,0.545,0.770,1.000,3.069,185.021
'[13:11:45.990]',-,0.520,0.540,0.765,1.000,3.078,185.021
'[13:11:45.998]',-,0.525,0.535,0.765,1.000,3.078,185.021
'[13:11:46.006]',-,0.495,0.545,0.745,1.000,3.070,185.021
'[13:11:46.014]',-,0.485,0.530,0.740,1.000,3.054,185.021
'[13:11:46.022]',-,0.660,0.390,0.890,1.000,3.030,185.021
'[13:11:46.030]',-,0.925,0.130,1.005,1.000,3.001,185.021
'[13:11:46.038]',-,1.320,-0.175,1.125,1.000,2.966,185.021
'[13:11:46.046]',-,1.445,-0.245,1.005,1.000,2.925,185.021
'[13:11:46.054]',-,0.905,0.310,0.775,1.000,2.882,185.021
'[13:11:46.062]',-,0.510,0.625,0.680,1.000,2.837,185.021
'[13:11:46.070]',-,0.460,0.585,0.705,1.000,2.787,185.021
'[13:11:46.078]',-,0.500,0.545,0.745,1.000,2.733,185.021
'[13:11:46.086]',-,0.500,0.545,0.760,1.000,2.675,185.021
'[13:11:46.094]',-,0.500,0.540,0.755,1.000,2.614,185.021
'[13:11:46.102]',-,0.490,0.545,0.755,1.000,2.547,185.021
'[13:11:46.110]',-,0.495,0.540,0.750,1.000,2.477,185.021
'[13:11:46.118]',-,0.500,0.540,0.760,1.000,2.402,185.021
'[13:11:46.126]',-,0.510,0.525,0.755,1.000,2.323,185.021
'[13:11:46.134]',-,0.505,0.530,0.760,1.000,2.241,185.021
'[13:11:46.142]',-,0.515,0.525,0.760,1.000,2.159,185.021
'[13:11:46.150]',-,0.505,0.525,0.760,1.000,2.087,181.016
'[13:11:46.158]',-,0.515,0.515,0.760,1.000,2.022,101.742
'[13:11:46.166]',-,0.520,0.520,0.765,1.000,1.952,69.359
'[13:11:46.174]',-,0.525,0.505,0.765,1.000,1.885,65.256
'[13:11:46.182]',-,0.530,0.515,0.765,1.000,1.820,71.117
'[13:11:46.190]',-,0.520,0.500,0.765,1.000,1.761,77.369
'[13:11:46.198]',-,0.530,0.500,0.765,1.000,1.704,79.469
'[13:11:46.206]',-,0.535,0.495,0.765,1.000,1.652,77.125
'[13:11:46.214]',-,0.540,0.500,0.765,1.000,1.604,72.924
'[13:11:46.222]',-,0.530,0.490,0.765,1.000,1.561,69.994
'[13:11:46.230]',-,0.545,0.490,0.765,1.000,1.523,69.554
'[13:11:46.238]',-,0.540,0.480,0.765,1.000,1.489,70.824
'[13:11:46.246]',-,0.545,0.475,0.765,1.000,1.458,72.045
'[13:11:46.254]',-,0.550,0.470,0.760,1.000,1.436,72.094
'[13:11:46.262]',-,0.570,0.460,0.765,1.000,1.418,70.970
'[13:11:46.270]',-,0.565,0.450,0.760,1.000,1.399,69.554
'[13:11:46.278]',-,0.570,0.450,0.755,0.999,1.378,68.724
'[13:11:46.286]',-,0.570,0.440,0.760,0.998,1.360,69.114
'[13:11:46.294]',-,0.585,0.430,0.750,0.991,1.342,70.482
'[13:11:46.302]',-,0.580,0.425,0.755,0.985,1.326,72.631
'[13:11:46.310]',-,0.600,0.410,0.745,0.978,1.309,74.976
'[13:11:46.318]',-,0.605,0.405,0.745,0.972,1.293,77.613
'[13:11:46.326]',-,0.615,0.395,0.740,0.963,1.279,80.544
'[13:11:46.334]',-,0.610,0.405,0.745,0.955,1.265,83.914
'[13:11:46.342]',-,0.615,0.395,0.740,0.944,1.252,87.675
'[13:11:46.350]',-,0.610,0.405,0.745,0.934,1.244,91.534
'[13:11:46.358]',-,0.615,0.405,0.750,0.923,1.239,95.246
'[13:11:46.366]',-,0.605,0.420,0.750,0.913,1.231,98.616
'[13:11:46.374]',-,0.595,0.430,0.755,0.902,1.222,101.693
'[13:11:46.382]',-,0.570,0.465,0.765,0.890,1.213,104.282
'[13:11:46.390]',-,0.555,0.490,0.765,0.876,1.202,106.187
'[13:11:46.398]',-,0.535,0.515,0.770,0.862,1.191,107.310
'[13:11:46.406]',-,0.520,0.540,0.770,0.845,1.178,107.945
'[13:11:46.414]',-,0.510,0.550,0.775,0.828,1.165,108.532
'[13:11:46.422]',-,0.510,0.555,0.780,0.809,1.152,109.508
'[13:11:46.430]',-,0.515,0.560,0.790,0.790,1.137,110.681
'[13:11:46.438]',-,0.505,0.565,0.785,0.770,1.123,111.658
'[13:11:46.446]',-,0.510,0.555,0.780,0.750,1.109,111.951
'[13:11:46.454]',-,0.510,0.560,0.775,0.731,1.101,111.755
'[13:11:46.462]',-,0.515,0.550,0.775,0.712,1.093,111.609
'[13:11:46.470]',-,0.505,0.555,0.780,0.694,1.081,111.609
'[13:11:46.478]',-,0.520,0.545,0.770,0.676,1.066,111.413
'[13:11:46.486]',-,0.515,0.545,0.780,0.657,1.049,111.316
'[13:11:46.494]',-,0.515,0.545,0.775,0.638,1.031,111.951
'[13:11:46.502]',-,0.510,0.550,0.785,0.619,1.014,113.172
'[13:11:46.510]',-,0.520,0.540,0.780,0.600,1.001,114.198
'[13:11:46.518]',-,0.520,0.535,0.790,0.582,0.997,113.856
'[13:11:46.526]',-,0.550,0.510,0.790,0.565,1.006,111.804
'[13:11:46.534]',-,0.560,0.500,0.805,0.548,1.031,108.190
'[13:11:46.542]',-,0.585,0.480,0.810,0.532,1.079,103.989
'[13:11:46.550]',-,0.585,0.475,0.810,0.516,1.138,100.668
'[13:11:46.558]',-,0.630,0.435,0.815,0.500,1.213,99.105
'[13:11:46.566]',-,0.660,0.410,0.830,0.483,1.317,99.007
'[13:11:46.574]',-,0.650,0.415,0.815,0.467,1.445,99.056
'[13:11:46.582]',-,0.625,0.445,0.815,0.451,1.589,98.323
'[13:11:46.590]',-,0.605,0.465,0.800,0.436,1.746,96.760
'[13:11:46.598]',-,0.565,0.500,0.790,0.421,1.906,94.904
'[13:11:46.606]',-,0.540,0.525,0.790,0.406,2.066,93.341
'[13:11:46.614]',-,0.520,0.545,0.785,0.393,2.221,92.071
'[13:11:46.622]',-,0.510,0.550,0.775,0.381,2.365,90.801
'[13:11:46.630]',-,0.500,0.565,0.775,0.370,2.496,89.385
'[13:11:46.638]',-,0.500,0.560,0.775,0.359,2.614,87.822
'[13:11:46.646]',-,0.500,0.565,0.770,0.348,2.718,86.308
'[13:11:46.654]',-,0.495,0.570,0.775,0.337,2.797,85.184
'[13:11:46.662]',-,0.505,0.560,0.780,0.327,2.856,84.305
'[13:11:46.670]',-,0.495,0.570,0.785,0.317,2.914,83.475
'[13:11:46.678]',-,0.505,0.560,0.780,0.309,2.964,82.595
'[13:11:46.686]',-,0.500,0.570,0.790,0.301,3.004,81.667
'[13:11:46.694]',-,0.510,0.555,0.785,0.295,3.033,80.886
'[13:11:46.702]',-,0.505,0.550,0.780,0.289,3.051,80.153
'[13:11:46.710]',-,0.510,0.545,0.780,0.283,3.058,79.616
'[13:11:46.718]',-,0.490,0.555,0.765,0.278,3.056,79.127
'[13:11:46.726]',-,0.475,0.560,0.745,0.274,3.045,78.786
'[13:11:46.734]',-,0.595,0.445,0.855,0.269,3.024,78.883
'[13:11:46.742]',-,0.800,0.195,0.845,0.266,2.997,79.372
'[13:11:46.750]',-,1.175,-0.125,0.960,0.263,2.965,80.300
'[13:11:46.758]',-,1.320,-0.210,0.980,0.262,2.929,81.472
'[13:11:46.766]',-,0.945,0.280,0.875,0.260,2.888,82.156
'[13:11:46.774]',-,0.555,0.625,0.890,0.259,2.824,82.058
'[13:11:46.782]',-,0.430,0.660,0.730,0.258,2.749,82.058
'[13:11:46.790]',-,0.475,0.570,0.750,0.258,2.684,83.816
'[13:11:46.798]',-,0.495,0.555,0.770,0.258,2.624,86.552
'[13:11:46.806]',-,0.500,0.545,0.775,0.259,2.561,87.626
'[13:11:46.814]',-,0.505,0.545,0.770,0.260,2.496,85.721
'[13:11:46.822]',-,0.495,0.540,0.765,0.261,2.426,81.863
'[13:11:46.830]',-,0.505,0.545,0.765,0.262,2.353,77.662
'[13:11:46.838]',-,0.500,0.535,0.770,0.263,2.276,74.634
'[13:11:46.846]',-,0.505,0.535,0.770,0.264,2.205,73.608
'[13:11:46.854]',-,0.510,0.530,0.775,0.266,2.139,73.657
'[13:11:46.862]',-,0.515,0.530,0.770,0.268,2.065,73.120
'[13:11:46.870]',-,0.510,0.520,0.775,0.269,1.990,71.166
'[13:11:46.878]',-,0.520,0.515,0.770,0.271,1.917,69.261
'[13:11:46.886]',-,0.525,0.520,0.780,0.273,1.848,68.675
'[13:11:46.894]',-,0.540,0.510,0.775,0.275,1.782,69.554
'[13:11:46.902]',-,0.530,0.505,0.780,0.276,1.721,70.629
'[13:11:46.910]',-,0.540,0.500,0.780,0.277,1.666,71.117
'[13:11:46.918]',-,0.535,0.500,0.780,0.279,1.615,70.873
'[13:11:46.926]',-,0.545,0.495,0.780,0.280,1.569,70.384
'[13:11:46.934]',-,0.545,0.490,0.775,0.281,1.528,69.847
'[13:11:46.942]',-,0.550,0.485,0.765,0.282,1.491,69.505
'[13:11:46.950]',-,0.555,0.480,0.775,0.284,1.462,69.310
'[13:11:46.958]',-,0.570,0.470,0.765,0.286,1.440,68.968
'[13:11:46.966]',-,0.570,0.470,0.765,0.287,1.415,68.724
'[13:11:46.974]',-,0.575,0.450,0.765,0.289,1.391,68.724
'[13:11:46.982]',-,0.580,0.450,0.765,0.291,1.369,69.261
'[13:11:46.990]',-,0.585,0.440,0.760,0.293,1.347,70.189
'[13:11:46.998]',-,0.590,0.440,0.755,0.295,1.328,71.361
'[13:11:47.006]',-,0.585,0.425,0.755,0.297,1.311,72.875
'[13:11:47.014]',-,0.600,0.420,0.755,0.299,1.295,74.634
'[13:11:47.022]',-,0.605,0.405,0.745,0.301,1.281,76.734
'[13:11:47.030]',-,0.615,0.405,0.745,0.301,1.267,79.030
'[13:11:47.038]',-,0.610,0.400,0.740,0.302,1.255,81.570
'[13:11:47.046]',-,0.625,0.400,0.745,0.302,1.247,84.305
'[13:11:47.054]',-,0.615,0.405,0.750,0.302,1.242,87.284
'[13:11:47.062]',-,0.625,0.400,0.745,0.301,1.236,90.557
'[13:11:47.070]',-,0.615,0.405,0.755,0.299,1.229,93.976
'[13:11:47.078]',-,0.615,0.420,0.760,0.296,1.223,97.249
'[13:11:47.086]',-,0.605,0.435,0.770,0.293,1.216,100.033
'[13:11:47.094]',-,0.585,0.465,0.780,0.289,1.209,102.426
'[13:11:47.102]',-,0.560,0.495,0.790,0.285,1.200,104.233
'[13:11:47.110]',-,0.545,0.515,0.795,0.280,1.192,105.699
'[13:11:47.118]',-,0.525,0.540,0.800,0.275,1.182,106.920
'[13:11:47.126]',-,0.520,0.545,0.800,0.267,1.172,107.994
'[13:11:47.134]',-,0.510,0.565,0.810,0.259,1.161,108.727
'[13:11:47.142]',-,0.510,0.560,0.800,0.248,1.149,109.264
'[13:11:47.150]',-,0.500,0.565,0.805,0.238,1.140,109.557
'[13:11:47.158]',-,0.510,0.555,0.800,0.228,1.133,109.753
'[13:11:47.166]',-,0.505,0.565,0.810,0.218,1.122,109.802
'[13:11:47.174]',-,0.515,0.550,0.810,0.209,1.109,109.850
'[13:11:47.182]',-,0.505,0.560,0.810,0.199,1.096,109.655
'[13:11:47.190]',-,0.515,0.545,0.805,0.188,1.082,109.362
'[13:11:47.198]',-,0.520,0.555,0.805,0.176,1.068,108.825
'[13:11:47.206]',-,0.510,0.545,0.805,0.164,1.055,108.092
'[13:11:47.214]',-,0.520,0.545,0.810,0.152,1.041,107.310
'[13:11:47.222]',-,0.525,0.540,0.810,0.140,1.030,106.285
'[13:11:47.230]',-,0.540,0.535,0.815,0.128,1.024,105.161
'[13:11:47.238]',-,0.560,0.510,0.815,0.118,1.028,104.136
'[13:11:47.246]',-,0.575,0.490,0.815,0.107,1.043,103.012
'[13:11:47.254]',-,0.590,0.475,0.820,0.098,1.071,101.889
'[13:11:47.262]',-,0.600,0.465,0.815,0.090,1.118,100.619
'[13:11:47.270]',-,0.635,0.430,0.840,0.084,1.187,99.154
'[13:11:47.278]',-,0.675,0.400,0.850,0.078,1.278,97.591
'[13:11:47.286]',-,0.660,0.405,0.840,0.073,1.389,95.979
'[13:11:47.294]',-,0.640,0.430,0.830,0.068,1.517,94.318
'[13:11:47.302]',-,0.600,0.470,0.825,0.064,1.656,92.608
'[13:11:47.310]',-,0.570,0.495,0.810,0.060,1.801,91.045
'[13:11:47.318]',-,0.535,0.525,0.815,0.057,1.946,89.629
'[13:11:47.326]',-,0.530,0.535,0.805,0.054,2.088,88.359
'[13:11:47.334]',-,0.520,0.545,0.805,0.052,2.222,87.236
'[13:11:47.342]',-,0.520,0.550,0.795,0.050,2.344,86.259
'[13:11:47.350]',-,0.510,0.555,0.800,0.050,2.440,85.282
'[13:11:47.358]',-,0.515,0.545,0.800,0.049,2.517,84.500
'[13:11:47.366]',-,0.510,0.555,0.810,0.049,2.593,83.719
'[13:11:47.374]',-,0.520,0.545,0.805,0.049,2.663,82.986
'[13:11:47.382]',-,0.510,0.550,0.810,0.051,2.721,82.351
'[13:11:47.390]',-,0.520,0.545,0.805,0.052,2.769,81.912
'[13:11:47.398]',-,0.520,0.545,0.810,0.055,2.804,81.570
'[13:11:47.406]',-,0.525,0.540,0.805,0.057,2.828,81.228
'[13:11:47.414]',-,0.520,0.535,0.810,0.061,2.841,80.886
'[13:11:47.422]',-,0.525,0.530,0.805,0.064,2.844,80.495
'[13:11:47.430]',-,0.510,0.525,0.790,0.069,2.837,80.007
'[13:11:47.438]',-,0.485,0.550,0.775,0.073,2.822,79.567
'[13:11:47.446]',-,0.635,0.410,0.880,0.078,2.800,79.127
'[13:11:47.454]',-,0.845,0.150,0.870,0.083,2.772,78.737
'[13:11:47.462]',-,1.210,-0.165,0.960,0.088,2.741,78.444
'[13:11:47.470]',-,1.340,-0.245,0.980,0.094,2.706,78.248
'[13:11:47.478]',-,0.975,0.250,0.880,0.099,2.667,78.053
'[13:11:47.486]',-,0.575,0.610,0.905,0.104,2.623,77.858
'[13:11:47.494]',-,0.455,0.645,0.745,0.109,2.575,77.613
'[13:11:47.502]',-,0.490,0.555,0.770,0.114,2.522,77.369
'[13:11:47.510]',-,0.515,0.535,0.790,0.120,2.465,77.125
'[13:11:47.518]',-,0.515,0.535,0.800,0.126,2.404,76.783
'[13:11:47.526]',-,0.520,0.530,0.790,0.132,2.338,76.539
'[13:11:47.534]',-,0.510,0.530,0.795,0.139,2.269,76.343
'[13:11:47.542]',-,0.520,0.525,0.790,0.145,2.196,76.197
'[13:11:47.550]',-,0.515,0.530,0.795,0.151,2.129,75.904
'[13:11:47.558]',-,0.520,0.520,0.795,0.158,2.066,75.660
'[13:11:47.566]',-,0.515,0.525,0.800,0.164,1.997,75.366
'[13:11:47.574]',-,0.520,0.520,0.790,0.170,1.926,74.976
'[13:11:47.582]',-,0.520,0.520,0.795,0.176,1.856,74.683
'[13:11:47.590]',-,0.520,0.510,0.795,0.182,1.790,74.292
'[13:11:47.598]',-,0.525,0.515,0.800,0.187,1.728,73.901
'[13:11:47.606]',-,0.520,0.500,0.800,0.194,1.671,73.559
'[13:11:47.614]',-,0.535,0.500,0.805,0.200,1.619,73.071
'[13:11:47.622]',-,0.535,0.500,0.800,0.206,1.573,72.680
'[13:11:47.630]',-,0.540,0.500,0.805,0.212,1.530,72.240
'[13:11:47.638]',-,0.535,0.490,0.800,0.218,1.492,71.850
'[13:11:47.646]',-,0.545,0.485,0.800,0.223,1.462,71.410
'[13:11:47.654]',-,0.545,0.490,0.800,0.228,1.438,70.970
'[13:11:47.662]',-,0.545,0.480,0.795,0.233,1.413,70.531
'[13:11:47.670]',-,0.555,0.470,0.800,0.238,1.387,70.189
'[13:11:47.678]',-,0.565,0.470,0.790,0.244,1.364,69.749
'[13:11:47.686]',-,0.560,0.460,0.790,0.250,1.342,69.407
'[13:11:47.694]',-,0.570,0.450,0.785,0.256,1.323,69.261
'[13:11:47.702]',-,0.570,0.445,0.785,0.261,1.305,69.114
'[13:11:47.710]',-,0.590,0.430,0.775,0.267,1.289,69.359
'[13:11:47.718]',-,0.585,0.430,0.770,0.272,1.275,70.042
'[13:11:47.726]',-,0.595,0.415,0.765,0.277,1.261,71.410
'[13:11:47.734]',-,0.595,0.405,0.765,0.282,1.249,73.413
'[13:11:47.742]',-,0.610,0.400,0.760,0.287,1.239,76.099
'[13:11:47.750]',-,0.610,0.400,0.760,0.290,1.232,79.176
'[13:11:47.758]',-,0.615,0.390,0.760,0.294,1.228,82.547
'[13:11:47.766]',-,0.615,0.400,0.765,0.297,1.222,85.966
'[13:11:47.774]',-,0.615,0.395,0.765,0.300,1.214,89.482
'[13:11:47.782]',-,0.615,0.405,0.770,0.301,1.206,92.950
'[13:11:47.790]',-,0.615,0.410,0.775,0.302,1.199,96.223
'[13:11:47.798]',-,0.600,0.430,0.785,0.303,1.193,99.447
'[13:11:47.806]',-,0.590,0.450,0.790,0.303,1.186,102.280
'[13:11:47.814]',-,0.565,0.490,0.805,0.302,1.180,104.673
'[13:11:47.822]',-,0.545,0.510,0.810,0.302,1.173,106.431
'[13:11:47.830]',-,0.525,0.540,0.815,0.299,1.165,107.555
'[13:11:47.838]',-,0.515,0.545,0.820,0.296,1.156,108.385
'[13:11:47.846]',-,0.510,0.555,0.820,0.290,1.151,108.874
'[13:11:47.854]',-,0.505,0.560,0.825,0.285,1.145,109.313
'[13:11:47.862]',-,0.515,0.550,0.820,0.277,1.136,109.655
'[13:11:47.870]',-,0.505,0.555,0.825,0.269,1.125,109.850
'[13:11:47.878]',-,0.515,0.550,0.820,0.258,1.113,109.850
'[13:11:47.886]',-,0.510,0.550,0.820,0.249,1.101,109.606
'[13:11:47.894]',-,0.515,0.545,0.820,0.239,1.088,109.264
'[13:11:47.902]',-,0.510,0.550,0.825,0.230,1.074,108.727
'[13:11:47.910]',-,0.520,0.545,0.815,0.222,1.061,108.239
'[13:11:47.918]',-,0.515,0.545,0.815,0.213,1.046,107.604
'[13:11:47.926]',-,0.520,0.540,0.815,0.204,1.032,106.871
'[13:11:47.934]',-,0.520,0.535,0.815,0.195,1.022,105.943
'[13:11:47.942]',-,0.540,0.520,0.815,0.186,1.019,105.015
'[13:11:47.950]',-,0.545,0.520,0.820,0.177,1.024,103.989
'[13:11:47.958]',-,0.575,0.490,0.830,0.169,1.042,103.012
'[13:11:47.966]',-,0.590,0.475,0.835,0.161,1.074,102.035
'[13:11:47.974]',-,0.600,0.460,0.830,0.153,1.126,101.010
'[13:11:47.982]',-,0.615,0.445,0.835,0.146,1.200,99.789
'[13:11:47.990]',-,0.670,0.395,0.850,0.139,1.297,98.421
'[13:11:47.998]',-,0.675,0.400,0.850,0.132,1.413,96.809
'[13:11:48.006]',-,0.650,0.405,0.835,0.126,1.545,95.197
'[13:11:48.014]',-,0.620,0.435,0.825,0.120,1.689,93.488
'[13:11:48.022]',-,0.590,0.465,0.810,0.115,1.838,91.876
'[13:11:48.030]',-,0.550,0.505,0.805,0.110,1.984,90.313
'[13:11:48.038]',-,0.530,0.530,0.815,0.107,2.126,88.847
'[13:11:48.046]',-,0.515,0.545,0.805,0.104,2.243,87.480
'[13:11:48.054]',-,0.510,0.550,0.800,0.102,2.342,86.356
'[13:11:48.062]',-,0.515,0.545,0.795,0.101,2.444,85.428
'[13:11:48.070]',-,0.500,0.550,0.800,0.101,2.540,84.549
'[13:11:48.078]',-,0.510,0.545,0.805,0.101,2.626,83.816
'[13:11:48.086]',-,0.500,0.550,0.810,0.102,2.699,83.133
'[13:11:48.094]',-,0.505,0.545,0.800,0.104,2.761,82.498
'[13:11:48.102]',-,0.505,0.550,0.810,0.107,2.809,81.912
'[13:11:48.110]',-,0.515,0.545,0.805,0.110,2.846,81.423
'[13:11:48.118]',-,0.510,0.550,0.815,0.113,2.870,81.032
'[13:11:48.126]',-,0.520,0.540,0.815,0.116,2.884,80.690
'[13:11:48.134]',-,0.520,0.530,0.810,0.120,2.888,80.300
'[13:11:48.142]',-,0.530,0.525,0.805,0.123,2.883,80.007
'[13:11:48.150]',-,0.490,0.545,0.780,0.129,2.869,79.616
'[13:11:48.158]',-,0.560,0.485,0.850,0.134,2.848,79.225
'[13:11:48.166]',-,0.710,0.295,0.890,0.140,2.824,78.932
'[13:11:48.174]',-,1.020,-0.010,0.935,0.146,2.794,78.590
'[13:11:48.182]',-,1.340,-0.250,0.975,0.153,2.760,78.346
'[13:11:48.190]',-,1.190,-0.030,0.865,0.160,2.721,78.102
'[13:11:48.198]',-,0.755,0.480,0.890,0.167,2.678,77.858
'[13:11:48.206]',-,0.475,0.645,0.760,0.174,2.631,77.662
'[13:11:48.214]',-,0.455,0.580,0.740,0.181,2.580,77.467
'[13:11:48.222]',-,0.505,0.540,0.775,0.188,2.523,77.320
'[13:11:48.230]',-,0.515,0.535,0.790,0.194,2.462,77.125
'[13:11:48.238]',-,0.510,0.530,0.790,0.200,2.396,76.881
'[13:11:48.246]',-,0.505,0.530,0.790,0.207,2.333,76.539
'[13:11:48.254]',-,0.510,0.525,0.790,0.213,2.271,76.246
'[13:11:48.262]',-,0.515,0.520,0.790,0.220,2.201,76.001
'[13:11:48.270]',-,0.510,0.520,0.790,0.226,2.127,75.660
'[13:11:48.278]',-,0.520,0.515,0.790,0.232,2.052,75.366
'[13:11:48.286]',-,0.515,0.510,0.790,0.237,1.978,75.122
'[13:11:48.294]',-,0.525,0.510,0.790,0.243,1.907,74.780
'[13:11:48.302]',-,0.520,0.515,0.790,0.248,1.839,74.487
'[13:11:48.310]',-,0.530,0.500,0.790,0.254,1.774,74.048
'[13:11:48.318]',-,0.525,0.505,0.790,0.260,1.715,73.657
'[13:11:48.326]',-,0.545,0.495,0.790,0.267,1.660,73.217
'[13:11:48.334]',-,0.540,0.490,0.790,0.273,1.610,72.778
'[13:11:48.342]',-,0.545,0.480,0.790,0.280,1.565,72.387
'[13:11:48.350]',-,0.540,0.480,0.790,0.287,1.530,71.947
'[13:11:48.358]',-,0.550,0.475,0.790,0.294,1.500,71.508
'[13:11:48.366]',-,0.545,0.475,0.790,0.301,1.470,71.068
'[13:11:48.374]',-,0.550,0.470,0.785,0.307,1.441,70.531
'[13:11:48.382]',-,0.560,0.465,0.785,0.313,1.413,70.091
'[13:11:48.390]',-,0.565,0.455,0.775,0.318,1.387,69.749
'[13:11:48.398]',-,0.570,0.455,0.780,0.323,1.363,69.359
'[13:11:48.406]',-,0.575,0.445,0.770,0.328,1.341,69.066
'[13:11:48.414]',-,0.575,0.440,0.770,0.334,1.322,68.919
'[13:11:48.422]',-,0.580,0.425,0.765,0.340,1.304,68.968
'[13:11:48.430]',-,0.590,0.425,0.765,0.345,1.288,69.505
'[13:11:48.438]',-,0.585,0.410,0.755,0.350,1.275,70.629
'[13:11:48.446]',-,0.595,0.405,0.755,0.355,1.266,72.387
'[13:11:48.454]',-,0.600,0.390,0.750,0.358,1.260,74.780
'[13:11:48.462]',-,0.615,0.385,0.750,0.361,1.252,77.662
'[13:11:48.470]',-,0.610,0.380,0.750,0.364,1.243,80.984
'[13:11:48.478]',-,0.620,0.385,0.750,0.366,1.236,84.500
'[13:11:48.486]',-,0.615,0.395,0.755,0.368,1.229,88.115
'[13:11:48.494]',-,0.625,0.385,0.755,0.369,1.222,91.778
'[13:11:48.502]',-,0.615,0.395,0.765,0.369,1.214,95.344
'[13:11:48.510]',-,0.610,0.405,0.760,0.369,1.206,98.567
'[13:11:48.518]',-,0.595,0.430,0.775,0.366,1.197,101.352
'[13:11:48.526]',-,0.580,0.465,0.785,0.365,1.190,103.745
'[13:11:48.534]',-,0.550,0.495,0.795,0.361,1.181,105.699
'[13:11:48.542]',-,0.540,0.515,0.795,0.358,1.175,107.310
'[13:11:48.550]',-,0.520,0.535,0.810,0.353,1.171,108.532
'[13:11:48.558]',-,0.515,0.545,0.805,0.348,1.164,109.508
'[13:11:48.566]',-,0.500,0.560,0.810,0.342,1.156,110.095
'[13:11:48.574]',-,0.510,0.550,0.810,0.335,1.147,110.437
'[13:11:48.582]',-,0.505,0.555,0.810,0.326,1.136,110.632
'[13:11:48.590]',-,0.510,0.550,0.805,0.318,1.124,110.534
'[13:11:48.598]',-,0.500,0.555,0.805,0.309,1.112,110.437
'[13:11:48.606]',-,0.510,0.545,0.800,0.301,1.100,110.192
'[13:11:48.614]',-,0.505,0.550,0.805,0.292,1.086,109.850
'[13:11:48.622]',-,0.515,0.545,0.800,0.284,1.070,109.508
'[13:11:48.630]',-,0.520,0.545,0.805,0.275,1.055,108.971
'[13:11:48.638]',-,0.515,0.535,0.810,0.266,1.040,108.287
'[13:11:48.646]',-,0.525,0.535,0.805,0.257,1.030,107.408
'[13:11:48.654]',-,0.520,0.540,0.810,0.247,1.026,106.480
