'Time','I','II','III','AVR','V','RESP','PLETH','ABP','CVP','IC1','ICP'
'[15:27:30.648]',-,0.605,-,0.520,0.700,1.000,2.291,77.721,-,7.375,-
'[15:27:30.656]',-,0.650,-,0.455,0.525,1.000,2.290,77.135,-,7.248,-
'[15:27:30.664]',-,0.540,-,0.595,0.345,1.000,2.283,76.548,-,6.936,-
'[15:27:30.672]',-,0.380,-,0.715,0.575,1.000,2.274,76.021,-,6.623,-
'[15:27:30.680]',-,0.350,-,0.730,0.780,1.000,2.262,75.552,-,6.438,-
'[15:27:30.688]',-,0.335,-,0.755,0.930,1.000,2.247,75.083,-,6.311,-
'[15:27:30.696]',-,0.325,-,0.775,0.975,1.000,2.231,74.673,-,6.369,-
'[15:27:30.704]',-,0.305,-,0.790,1.010,1.000,2.216,74.263,-,6.623,-
'[15:27:30.712]',-,0.310,-,0.780,1.005,1.000,2.202,73.852,-,6.994,-
'[15:27:30.720]',-,0.305,-,0.790,1.020,0.990,2.190,73.559,-,7.493,-
'[15:27:30.728]',-,0.315,-,0.780,1.000,0.979,2.177,73.149,-,8.059,-
'[15:27:30.736]',-,0.310,-,0.790,1.020,0.966,2.164,72.797,-,8.557,-
'[15:27:30.744]',-,0.320,-,0.780,1.005,0.952,2.152,72.387,-,8.997,-
'[15:27:30.752]',-,0.310,-,0.795,1.020,0.938,2.139,71.859,-,9.183,-
'[15:27:30.760]',-,0.320,-,0.775,0.995,0.924,2.123,71.332,-,9.251,-
'[15:27:30.768]',-,0.310,-,0.790,1.015,0.911,2.103,70.863,-,9.183,-
'[15:27:30.776]',-,0.325,-,0.775,1.000,0.898,2.083,70.335,-,8.997,-
'[15:27:30.784]',-,0.320,-,0.785,1.015,0.886,2.067,69.867,-,8.743,-
'[15:27:30.792]',-,0.325,-,0.775,0.995,0.874,2.057,69.339,-,8.499,-
'[15:27:30.800]',-,0.320,-,0.785,0.990,0.863,2.045,68.870,-,8.245,-
'[15:27:30.808]',-,0.325,-,0.780,1.005,0.853,2.032,68.343,-,8.059,-
'[15:27:30.816]',-,0.330,-,0.785,0.985,0.843,2.026,67.932,-,7.932,-
'[15:27:30.824]',-,0.320,-,0.775,1.005,0.833,2.020,67.405,-,7.747,-
'[15:27:30.832]',-,0.330,-,0.780,0.980,0.824,2.010,66.995,-,7.561,-
'[15:27:30.840]',-,0.330,-,0.785,0.995,0.815,1.999,66.526,-,7.434,-
'[15:27:30.848]',-,0.335,-,0.780,0.975,0.806,1.987,66.174,-,7.307,-
'[15:27:30.856]',-,0.330,-,0.785,0.990,0.797,1.976,65.881,-,7.307,-
'[15:27:30.864]',-,0.340,-,0.775,0.975,0.789,1.963,66.057,-,7.434,-
'[15:27:30.872]',-,0.345,-,0.790,0.990,0.780,1.954,67.288,-,7.688,-
'[15:27:30.880]',-,0.350,-,0.775,0.975,0.772,1.943,70.335,-,8.001,-
'[15:27:30.888]',-,0.345,-,0.790,0.985,0.764,1.932,75.786,-,8.430,-
'[15:27:30.896]',-,0.365,-,0.775,0.975,0.756,1.926,83.406,-,8.870,-
'[15:27:30.904]',-,0.375,-,0.780,0.990,0.748,1.917,91.788,-,9.251,-
'[15:27:30.912]',-,0.390,-,0.775,0.965,0.739,1.906,99.466,-,9.437,-
'[15:27:30.920]',-,0.385,-,0.785,0.975,0.730,1.900,105.503,-,9.495,-
'[15:27:30.928]',-,0.410,-,0.775,0.950,0.720,1.891,109.841,-,9.437,-
'[15:27:30.936]',-,0.405,-,0.790,0.960,0.710,1.881,113.006,-,9.251,-
'[15:27:30.944]',-,0.425,-,0.785,0.935,0.699,1.869,115.409,-,9.056,-
'[15:27:30.952]',-,0.430,-,0.800,0.940,0.688,1.857,117.577,-,8.997,-
'[15:27:30.960]',-,0.445,-,0.790,0.915,0.678,1.845,119.629,-,9.056,-
'[15:27:30.968]',-,0.440,-,0.805,0.925,0.668,1.829,121.739,-,9.183,-
'[15:27:30.976]',-,0.445,-,0.800,0.900,0.658,1.815,123.790,-,9.310,-
'[15:27:30.984]',-,0.435,-,0.815,0.920,0.648,1.799,125.842,-,9.495,-
'[15:27:30.992]',-,0.440,-,0.805,0.905,0.637,1.781,127.542,-,9.564,-
'[15:27:31.000]',-,0.425,-,0.820,0.900,0.626,1.766,128.948,-,9.564,-
'[15:27:31.008]',-,0.425,-,0.810,0.920,0.614,1.756,129.945,-,9.437,-
'[15:27:31.016]',-,0.405,-,0.820,0.910,0.603,1.751,130.589,-,9.251,-
'[15:27:31.024]',-,0.400,-,0.800,0.930,0.591,1.748,131.176,-,8.938,-
'[15:27:31.032]',-,0.390,-,0.800,0.925,0.581,1.747,131.703,-,8.557,-
'[15:27:31.040]',-,0.385,-,0.790,0.960,0.570,1.743,132.055,-,8.245,-
'[15:27:31.048]',-,0.380,-,0.785,0.950,0.559,1.741,132.406,-,8.001,-
'[15:27:31.056]',-,0.375,-,0.775,0.970,0.548,1.743,132.817,-,7.805,-
'[15:27:31.064]',-,0.375,-,0.775,0.960,0.538,1.744,133.051,-,7.747,-
'[15:27:31.072]',-,0.370,-,0.770,0.985,0.526,1.742,133.168,-,7.688,-
'[15:27:31.080]',-,0.375,-,0.760,0.975,0.515,1.738,132.993,-,7.747,-
'[15:27:31.088]',-,0.375,-,0.765,0.990,0.503,1.736,132.524,-,7.805,-
'[15:27:31.096]',-,0.390,-,0.745,0.975,0.491,1.731,131.762,-,7.805,-
'[15:27:31.104]',-,0.395,-,0.740,0.990,0.480,1.726,130.472,-,7.805,-
'[15:27:31.112]',-,0.400,-,0.730,0.975,0.468,1.723,128.714,-,7.747,-
'[15:27:31.120]',-,0.400,-,0.735,0.985,0.458,1.722,126.545,-,7.688,-
'[15:27:31.128]',-,0.410,-,0.725,0.970,0.448,1.721,123.732,-,7.493,-
'[15:27:31.136]',-,0.405,-,0.720,0.980,0.440,1.721,120.391,-,7.307,-
'[15:27:31.144]',-,0.425,-,0.710,0.965,0.432,1.721,116.347,-,7.063,-
'[15:27:31.152]',-,0.420,-,0.715,0.975,0.424,1.724,111.775,-,6.809,-
'[15:27:31.160]',-,0.425,-,0.705,0.955,0.416,1.732,106.793,-,6.623,-
'[15:27:31.168]',-,0.415,-,0.710,0.965,0.408,1.739,101.869,-,6.496,-
'[15:27:31.176]',-,0.420,-,0.700,0.950,0.400,1.742,97.590,-,6.496,-
'[15:27:31.184]',-,0.410,-,0.710,0.960,0.393,1.744,94.601,-,6.623,-
'[15:27:31.192]',-,0.420,-,0.695,0.950,0.386,1.745,93.136,-,6.809,-
'[15:27:31.200]',-,0.410,-,0.705,0.945,0.380,1.748,92.784,-,6.994,-
'[15:27:31.208]',-,0.415,-,0.700,0.950,0.375,1.753,93.194,-,7.180,-
'[15:27:31.216]',-,0.405,-,0.705,0.935,0.369,1.761,93.546,-,7.248,-
'[15:27:31.224]',-,0.415,-,0.695,0.950,0.365,1.775,93.663,-,7.180,-
'[15:27:31.232]',-,0.410,-,0.700,0.935,0.360,1.788,93.429,-,7.121,-
'[15:27:31.240]',-,0.420,-,0.705,0.955,0.355,1.804,92.784,-,6.994,-
'[15:27:31.248]',-,0.425,-,0.690,0.945,0.351,1.821,91.905,-,6.936,-
'[15:27:31.256]',-,0.440,-,0.680,0.965,0.347,1.839,90.850,-,6.867,-
'[15:27:31.264]',-,0.460,-,0.670,0.960,0.344,1.860,89.912,-,6.936,-
'[15:27:31.272]',-,0.470,-,0.675,0.990,0.340,1.884,89.092,-,6.936,-
'[15:27:31.280]',-,0.485,-,0.655,0.960,0.337,1.908,88.564,-,6.994,-
'[15:27:31.288]',-,0.490,-,0.660,0.915,0.333,1.935,88.154,-,6.994,-
'[15:27:31.296]',-,0.495,-,0.645,0.885,0.330,1.972,87.861,-,6.994,-
'[15:27:31.304]',-,0.480,-,0.660,0.900,0.327,2.008,87.626,-,6.936,-
'[15:27:31.312]',-,0.495,-,0.645,0.890,0.323,2.035,87.157,-,6.867,-
'[15:27:31.320]',-,0.480,-,0.660,0.905,0.318,2.062,86.630,-,6.750,-
'[15:27:31.328]',-,0.465,-,0.665,0.900,0.313,2.091,85.868,-,6.555,-
'[15:27:31.336]',-,0.425,-,0.690,0.930,0.308,2.114,85.047,-,6.369,-
'[15:27:31.344]',-,0.405,-,0.705,0.930,0.303,2.136,84.109,-,6.184,-
'[15:27:31.352]',-,0.375,-,0.735,0.955,0.298,2.159,83.172,-,5.998,-
'[15:27:31.360]',-,0.375,-,0.730,0.950,0.293,2.180,82.234,-,5.871,-
'[15:27:31.368]',-,0.365,-,0.745,0.970,0.288,2.196,81.296,-,5.744,-
'[15:27:31.376]',-,0.370,-,0.735,0.960,0.282,2.211,80.475,-,5.685,-
'[15:27:31.384]',-,0.360,-,0.750,0.975,0.276,2.225,79.714,-,5.617,-
'[15:27:31.392]',-,0.365,-,0.740,0.960,0.269,2.232,79.010,-,5.617,-
'[15:27:31.400]',-,0.375,-,0.755,0.980,0.262,2.236,78.365,-,5.617,-
'[15:27:31.408]',-,0.395,-,0.745,1.040,0.256,2.238,77.721,-,5.617,-
'[15:27:31.416]',-,0.470,-,0.655,0.945,0.249,2.232,77.193,-,5.685,-
'[15:27:31.424]',-,0.630,-,0.475,0.635,0.244,2.223,76.607,-,5.744,-
'[15:27:31.432]',-,0.580,-,0.445,0.465,0.238,2.212,76.021,-,5.744,-
'[15:27:31.440]',-,0.460,-,0.655,0.365,0.233,2.200,75.552,-,5.812,-
'[15:27:31.448]',-,0.335,-,0.740,0.625,0.228,2.189,75.024,-,5.812,-
'[15:27:31.456]',-,0.330,-,0.735,0.820,0.224,2.176,74.614,-,5.871,-
'[15:27:31.464]',-,0.350,-,0.760,0.935,0.220,2.163,74.263,-,5.930,-
'[15:27:31.472]',-,0.330,-,0.770,0.990,0.217,2.151,73.852,-,6.057,-
'[15:27:31.480]',-,0.325,-,0.775,1.000,0.215,2.142,73.501,-,6.242,-
'[15:27:31.488]',-,0.320,-,0.780,1.020,0.212,2.137,73.032,-,6.438,-
'[15:27:31.496]',-,0.330,-,0.770,0.995,0.210,2.135,72.680,-,6.623,-
'[15:27:31.504]',-,0.325,-,0.775,1.020,0.209,2.134,72.270,-,6.750,-
'[15:27:31.512]',-,0.335,-,0.770,1.015,0.208,2.133,71.918,-,6.936,-
'[15:27:31.520]',-,0.330,-,0.780,1.020,0.207,2.133,71.508,-,7.063,-
'[15:27:31.528]',-,0.340,-,0.770,1.005,0.206,2.133,70.980,-,7.180,-
'[15:27:31.536]',-,0.335,-,0.775,1.025,0.205,2.133,70.570,-,7.375,-
'[15:27:31.544]',-,0.340,-,0.765,1.010,0.205,2.129,70.101,-,7.493,-
'[15:27:31.552]',-,0.335,-,0.775,1.020,0.205,2.122,69.691,-,7.561,-
'[15:27:31.560]',-,0.345,-,0.765,1.005,0.205,2.117,69.163,-,7.561,-
'[15:27:31.568]',-,0.340,-,0.770,1.020,0.205,2.109,68.694,-,7.561,-
'[15:27:31.576]',-,0.350,-,0.755,1.005,0.206,2.098,68.167,-,7.434,-
'[15:27:31.584]',-,0.340,-,0.770,1.020,0.207,2.086,67.581,-,7.307,-
'[15:27:31.592]',-,0.350,-,0.760,1.010,0.208,2.071,67.112,-,7.121,-
'[15:27:31.600]',-,0.340,-,0.770,1.015,0.209,2.055,66.584,-,6.936,-
'[15:27:31.608]',-,0.350,-,0.755,1.000,0.210,2.036,66.115,-,6.809,-
'[15:27:31.616]',-,0.350,-,0.770,0.995,0.211,2.018,65.705,-,6.750,-
'[15:27:31.624]',-,0.350,-,0.760,1.020,0.212,1.996,65.353,-,6.682,-
'[15:27:31.632]',-,0.355,-,0.765,1.000,0.214,1.979,65.236,-,6.750,-
'[15:27:31.640]',-,0.350,-,0.755,1.015,0.215,1.965,65.646,-,6.867,-
'[15:27:31.648]',-,0.365,-,0.765,0.995,0.216,1.951,67.346,-,7.121,-
'[15:27:31.656]',-,0.360,-,0.770,1.010,0.218,1.944,71.039,-,7.434,-
'[15:27:31.664]',-,0.375,-,0.755,0.995,0.219,1.941,77.193,-,7.805,-
'[15:27:31.672]',-,0.380,-,0.775,1.010,0.220,1.939,85.047,-,8.186,-
'[15:27:31.680]',-,0.390,-,0.755,0.995,0.220,1.938,93.370,-,8.499,-
'[15:27:31.688]',-,0.400,-,0.765,1.005,0.220,1.938,100.521,-,8.684,-
'[15:27:31.696]',-,0.420,-,0.755,0.985,0.221,1.932,106.031,-,8.684,-
'[15:27:31.704]',-,0.425,-,0.765,0.995,0.221,1.919,110.134,-,8.626,-
'[15:27:31.712]',-,0.440,-,0.755,0.970,0.221,1.906,113.123,-,8.557,-
'[15:27:31.720]',-,0.445,-,0.775,0.975,0.221,1.891,115.526,-,8.499,-
'[15:27:31.728]',-,0.455,-,0.775,0.950,0.220,1.870,117.753,-,8.557,-
'[15:27:31.736]',-,0.450,-,0.785,0.950,0.220,1.850,119.863,-,8.743,-
'[15:27:31.744]',-,0.455,-,0.785,0.925,0.218,1.835,121.973,-,8.870,-
'[15:27:31.752]',-,0.450,-,0.800,0.945,0.216,1.824,124.142,-,8.997,-
'[15:27:31.760]',-,0.445,-,0.795,0.930,0.214,1.812,126.076,-,8.997,-
'[15:27:31.768]',-,0.435,-,0.805,0.950,0.212,1.797,127.659,-,8.997,-
'[15:27:31.776]',-,0.430,-,0.800,0.940,0.210,1.783,128.890,-,8.811,-
'[15:27:31.784]',-,0.415,-,0.805,0.950,0.207,1.773,129.710,-,8.626,-
'[15:27:31.792]',-,0.415,-,0.795,0.955,0.204,1.765,130.355,-,8.430,-
'[15:27:31.800]',-,0.400,-,0.800,0.950,0.200,1.759,130.883,-,8.186,-
'[15:27:31.808]',-,0.400,-,0.785,0.975,0.196,1.755,131.293,-,8.059,-
'[15:27:31.816]',-,0.385,-,0.790,0.960,0.193,1.756,131.762,-,7.874,-
'[15:27:31.824]',-,0.380,-,0.775,0.975,0.189,1.760,132.113,-,7.805,-
'[15:27:31.832]',-,0.375,-,0.775,0.970,0.186,1.761,132.465,-,7.747,-
'[15:27:31.840]',-,0.375,-,0.765,0.990,0.183,1.762,132.758,-,7.688,-
'[15:27:31.848]',-,0.380,-,0.760,0.975,0.180,1.762,132.817,-,7.620,-
'[15:27:31.856]',-,0.375,-,0.765,0.995,0.177,1.760,132.641,-,7.620,-
'[15:27:31.864]',-,0.385,-,0.750,0.980,0.174,1.752,132.113,-,7.561,-
'[15:27:31.872]',-,0.395,-,0.740,0.995,0.172,1.745,131.234,-,7.493,-
'[15:27:31.880]',-,0.400,-,0.730,0.975,0.169,1.742,129.945,-,7.434,-
'[15:27:31.888]',-,0.405,-,0.725,0.990,0.166,1.743,128.128,-,7.375,-
'[15:27:31.896]',-,0.420,-,0.715,0.975,0.164,1.744,125.783,-,7.307,-
'[15:27:31.904]',-,0.415,-,0.725,0.985,0.162,1.744,122.853,-,7.180,-
'[15:27:31.912]',-,0.425,-,0.705,0.975,0.160,1.748,119.277,-,7.063,-
'[15:27:31.920]',-,0.420,-,0.710,0.975,0.159,1.746,115.174,-,6.867,-
'[15:27:31.928]',-,0.425,-,0.705,0.960,0.157,1.742,110.485,-,6.682,-
'[15:27:31.936]',-,0.425,-,0.700,0.975,0.157,1.740,105.562,-,6.496,-
'[15:27:31.944]',-,0.425,-,0.690,0.955,0.156,1.739,100.873,-,6.369,-
'[15:27:31.952]',-,0.425,-,0.695,0.970,0.156,1.742,97.063,-,6.311,-
'[15:27:31.960]',-,0.425,-,0.695,0.955,0.156,1.750,94.484,-,6.369,-
'[15:27:31.968]',-,0.420,-,0.705,0.965,0.156,1.760,93.370,-,6.496,-
'[15:27:31.976]',-,0.425,-,0.690,0.945,0.157,1.773,93.136,-,6.623,-
'[15:27:31.984]',-,0.420,-,0.705,0.955,0.157,1.793,93.370,-,6.750,-
'[15:27:31.992]',-,0.425,-,0.685,0.940,0.158,1.811,93.488,-,6.809,-
'[15:27:32.000]',-,0.410,-,0.700,0.950,0.159,1.827,93.429,-,6.809,-
'[15:27:32.008]',-,0.420,-,0.690,0.945,0.160,1.842,92.960,-,6.750,-
'[15:27:32.016]',-,0.415,-,0.700,0.940,0.161,1.855,92.315,-,6.682,-
'[15:27:32.024]',-,0.425,-,0.680,0.950,0.161,1.871,91.436,-,6.623,-
'[15:27:32.032]',-,0.440,-,0.680,0.940,0.162,1.891,90.440,-,6.682,-
'[15:27:32.040]',-,0.465,-,0.660,0.965,0.163,1.914,89.560,-,6.750,-
'[15:27:32.048]',-,0.480,-,0.655,0.960,0.164,1.938,88.798,-,6.809,-
'[15:27:32.056]',-,0.495,-,0.640,0.970,0.166,1.966,88.271,-,6.809,-
'[15:27:32.064]',-,0.500,-,0.635,0.890,0.167,1.995,87.978,-,6.867,-
'[15:27:32.072]',-,0.495,-,0.645,0.875,0.168,2.025,87.685,-,6.809,-
'[15:27:32.080]',-,0.500,-,0.640,0.860,0.169,2.057,87.333,-,6.682,-
'[15:27:32.088]',-,0.490,-,0.650,0.885,0.170,2.085,86.864,-,6.555,-
'[15:27:32.096]',-,0.500,-,0.635,0.860,0.171,2.111,86.220,-,6.438,-
'[15:27:32.104]',-,0.465,-,0.660,0.885,0.172,2.140,85.458,-,6.242,-
'[15:27:32.112]',-,0.440,-,0.675,0.880,0.172,2.164,84.637,-,6.125,-
'[15:27:32.120]',-,0.405,-,0.700,0.920,0.172,2.182,83.699,-,6.057,-
'[15:27:32.128]',-,0.395,-,0.710,0.915,0.172,2.200,82.644,-,5.930,-
'[15:27:32.136]',-,0.375,-,0.725,0.935,0.171,2.219,81.648,-,5.812,-
'[15:27:32.144]',-,0.375,-,0.720,0.920,0.171,2.238,80.769,-,5.685,-
'[15:27:32.152]',-,0.370,-,0.730,0.935,0.170,2.253,80.007,-,5.617,-
'[15:27:32.160]',-,0.375,-,0.725,0.925,0.170,2.264,79.245,-,5.558,-
'[15:27:32.168]',-,0.370,-,0.735,0.940,0.171,2.266,78.600,-,5.558,-
'[15:27:32.176]',-,0.395,-,0.730,0.925,0.171,2.264,78.014,-,5.558,-
'[15:27:32.184]',-,0.410,-,0.735,1.000,0.171,2.263,77.428,-,5.558,-
'[15:27:32.192]',-,0.475,-,0.650,1.010,0.172,2.260,76.841,-,5.558,-
'[15:27:32.200]',-,0.630,-,0.475,0.635,0.172,2.252,76.314,-,5.558,-
'[15:27:32.208]',-,0.645,-,0.435,0.450,0.173,2.241,75.728,-,5.558,-
'[15:27:32.216]',-,0.475,-,0.635,0.310,0.174,2.230,75.259,-,5.617,-
'[15:27:32.224]',-,0.340,-,0.730,0.545,0.174,2.218,74.731,-,5.685,-
'[15:27:32.232]',-,0.330,-,0.740,0.760,0.175,2.206,74.321,-,5.744,-
'[15:27:32.240]',-,0.350,-,0.750,0.895,0.176,2.194,73.852,-,5.871,-
'[15:27:32.248]',-,0.330,-,0.770,0.945,0.177,2.181,73.501,-,5.998,-
'[15:27:32.256]',-,0.330,-,0.765,0.975,0.178,2.168,73.090,-,6.184,-
'[15:27:32.264]',-,0.330,-,0.760,0.975,0.179,2.159,72.739,-,6.311,-
'[15:27:32.272]',-,0.330,-,0.775,0.985,0.181,2.152,72.387,-,6.496,-
'[15:27:32.280]',-,0.340,-,0.760,0.970,0.182,2.145,71.918,-,6.682,-
'[15:27:32.288]',-,0.335,-,0.775,0.990,0.184,2.138,71.566,-,6.809,-
'[15:27:32.296]',-,0.345,-,0.760,0.980,0.186,2.128,71.097,-,6.994,-
'[15:27:32.304]',-,0.335,-,0.770,0.995,0.188,2.120,70.687,-,7.121,-
'[15:27:32.312]',-,0.350,-,0.755,0.980,0.190,2.113,70.218,-,7.180,-
'[15:27:32.320]',-,0.340,-,0.765,0.995,0.193,2.104,69.749,-,7.248,-
'[15:27:32.328]',-,0.345,-,0.755,0.985,0.195,2.096,69.280,-,7.248,-
'[15:27:32.336]',-,0.340,-,0.765,1.000,0.197,2.092,68.812,-,7.248,-
'[15:27:32.344]',-,0.350,-,0.760,0.985,0.200,2.083,68.284,-,7.180,-
'[15:27:32.352]',-,0.335,-,0.770,1.000,0.203,2.073,67.815,-,7.063,-
'[15:27:32.360]',-,0.345,-,0.760,0.985,0.205,2.062,67.229,-,6.936,-
'[15:27:32.368]',-,0.345,-,0.765,1.000,0.208,2.050,66.760,-,6.809,-
'[15:27:32.376]',-,0.350,-,0.760,0.985,0.211,2.037,66.233,-,6.682,-
'[15:27:32.384]',-,0.340,-,0.770,0.995,0.213,2.022,65.822,-,6.555,-
'[15:27:32.392]',-,0.350,-,0.760,0.985,0.216,2.008,65.412,-,6.555,-
'[15:27:32.400]',-,0.345,-,0.775,0.995,0.218,1.991,65.060,-,6.496,-
'[15:27:32.408]',-,0.350,-,0.760,0.990,0.220,1.977,64.884,-,6.555,-
'[15:27:32.416]',-,0.350,-,0.775,0.985,0.222,1.963,65.236,-,6.623,-
'[15:27:32.424]',-,0.355,-,0.760,0.995,0.224,1.950,66.643,-,6.867,-
'[15:27:32.432]',-,0.365,-,0.770,0.980,0.225,1.940,70.042,-,7.248,-
'[15:27:32.440]',-,0.360,-,0.760,0.995,0.227,1.930,75.786,-,7.620,-
'[15:27:32.448]',-,0.375,-,0.770,0.980,0.229,1.918,83.582,-,8.001,-
'[15:27:32.456]',-,0.385,-,0.765,0.995,0.231,1.905,91.964,-,8.245,-
'[15:27:32.464]',-,0.400,-,0.760,0.975,0.233,1.890,99.466,-,8.372,-
'[15:27:32.472]',-,0.405,-,0.770,0.990,0.234,1.876,105.210,-,8.430,-
'[15:27:32.480]',-,0.415,-,0.760,0.960,0.236,1.866,109.430,-,8.430,-
'[15:27:32.488]',-,0.430,-,0.775,0.970,0.237,1.854,112.478,-,8.430,-
'[15:27:32.496]',-,0.445,-,0.765,0.930,0.238,1.846,114.940,-,8.430,-
'[15:27:32.504]',-,0.445,-,0.780,0.935,0.239,1.842,117.167,-,8.557,-
'[15:27:32.512]',-,0.450,-,0.785,0.915,0.239,1.840,119.277,-,8.684,-
'[15:27:32.520]',-,0.445,-,0.795,0.920,0.240,1.832,121.504,-,8.811,-
'[15:27:32.528]',-,0.460,-,0.785,0.900,0.239,1.816,123.673,-,8.870,-
'[15:27:32.536]',-,0.445,-,0.800,0.920,0.239,1.796,125.666,-,8.870,-
'[15:27:32.544]',-,0.450,-,0.790,0.905,0.237,1.776,127.307,-,8.811,-
'[15:27:32.552]',-,0.440,-,0.800,0.930,0.236,1.763,128.538,-,8.684,-
'[15:27:32.560]',-,0.435,-,0.795,0.925,0.235,1.758,129.417,-,8.499,-
'[15:27:32.568]',-,0.425,-,0.800,0.940,0.233,1.758,130.121,-,8.372,-
'[15:27:32.576]',-,0.415,-,0.785,0.935,0.231,1.758,130.589,-,8.186,-
'[15:27:32.584]',-,0.395,-,0.795,0.950,0.230,1.758,131.058,-,8.001,-
'[15:27:32.592]',-,0.400,-,0.775,0.950,0.227,1.758,131.469,-,7.874,-
'[15:27:32.600]',-,0.385,-,0.780,0.960,0.224,1.755,131.820,-,7.747,-
'[15:27:32.608]',-,0.390,-,0.760,0.965,0.221,1.753,132.172,-,7.688,-
'[15:27:32.616]',-,0.375,-,0.765,0.975,0.217,1.755,132.406,-,7.620,-
'[15:27:32.624]',-,0.380,-,0.755,0.980,0.214,1.756,132.641,-,7.620,-
'[15:27:32.632]',-,0.385,-,0.755,0.965,0.211,1.757,132.465,-,7.561,-
'[15:27:32.640]',-,0.380,-,0.740,0.985,0.208,1.757,132.055,-,7.561,-
'[15:27:32.648]',-,0.395,-,0.735,0.970,0.205,1.754,131.176,-,7.493,-
'[15:27:32.656]',-,0.400,-,0.725,0.980,0.203,1.749,129.945,-,7.434,-
'[15:27:32.664]',-,0.410,-,0.720,0.970,0.200,1.744,128.186,-,7.434,-
'[15:27:32.672]',-,0.405,-,0.710,0.985,0.196,1.738,125.842,-,7.307,-
'[15:27:32.680]',-,0.425,-,0.705,0.970,0.194,1.735,122.970,-,7.180,-
'[15:27:32.688]',-,0.425,-,0.710,0.980,0.191,1.740,119.512,-,7.063,-
'[15:27:32.696]',-,0.430,-,0.700,0.965,0.189,1.742,115.350,-,6.867,-
'[15:27:32.704]',-,0.425,-,0.705,0.975,0.188,1.743,110.661,-,6.750,-
'[15:27:32.712]',-,0.440,-,0.695,0.960,0.186,1.750,105.679,-,6.555,-
'[15:27:32.720]',-,0.435,-,0.705,0.975,0.186,1.757,100.873,-,6.438,-
'[15:27:32.728]',-,0.440,-,0.685,0.950,0.185,1.757,96.887,-,6.369,-
'[15:27:32.736]',-,0.420,-,0.705,0.965,0.185,1.757,94.191,-,6.369,-
'[15:27:32.744]',-,0.425,-,0.690,0.950,0.185,1.760,92.901,-,6.496,-
'[15:27:32.752]',-,0.415,-,0.700,0.965,0.185,1.761,92.726,-,6.623,-
'[15:27:32.760]',-,0.425,-,0.690,0.950,0.186,1.762,92.960,-,6.750,-
'[15:27:32.768]',-,0.415,-,0.705,0.965,0.187,1.765,93.253,-,6.867,-
'[15:27:32.776]',-,0.425,-,0.690,0.955,0.188,1.776,93.194,-,6.867,-
'[15:27:32.784]',-,0.415,-,0.700,0.960,0.189,1.794,92.784,-,6.809,-
'[15:27:32.792]',-,0.425,-,0.685,0.945,0.190,1.815,92.139,-,6.750,-
'[15:27:32.800]',-,0.420,-,0.700,0.965,0.191,1.839,91.202,-,6.750,-
'[15:27:32.808]',-,0.440,-,0.675,0.955,0.193,1.860,90.264,-,6.750,-
'[15:27:32.816]',-,0.455,-,0.670,0.970,0.194,1.880,89.326,-,6.750,-
'[15:27:32.824]',-,0.475,-,0.655,0.985,0.196,1.905,88.623,-,6.809,-
'[15:27:32.832]',-,0.495,-,0.650,0.975,0.197,1.934,88.095,-,6.867,-
'[15:27:32.840]',-,0.500,-,0.635,0.920,0.199,1.964,87.743,-,6.867,-
'[15:27:32.848]',-,0.510,-,0.640,0.900,0.200,1.997,87.509,-,6.867,-
'[15:27:32.856]',-,0.495,-,0.645,0.910,0.202,2.033,87.216,-,6.750,-
'[15:27:32.864]',-,0.500,-,0.635,0.900,0.202,2.069,86.806,-,6.623,-
'[15:27:32.872]',-,0.495,-,0.640,0.910,0.203,2.104,86.220,-,6.496,-
'[15:27:32.880]',-,0.475,-,0.635,0.900,0.203,2.130,85.458,-,6.311,-
'[15:27:32.888]',-,0.445,-,0.670,0.925,0.204,2.150,84.637,-,6.125,-
'[15:27:32.896]',-,0.420,-,0.695,0.940,0.204,2.165,83.699,-,5.998,-
'[15:27:32.904]',-,0.395,-,0.720,0.965,0.204,2.180,82.644,-,5.871,-
'[15:27:32.912]',-,0.385,-,0.715,0.955,0.205,2.190,81.648,-,5.812,-
'[15:27:32.920]',-,0.375,-,0.730,0.975,0.205,2.197,80.710,-,5.685,-
'[15:27:32.928]',-,0.375,-,0.730,0.955,0.206,2.208,79.948,-,5.617,-
'[15:27:32.936]',-,0.365,-,0.740,0.975,0.207,2.217,79.186,-,5.558,-
'[15:27:32.944]',-,0.370,-,0.730,0.965,0.207,2.224,78.541,-,5.500,-
'[15:27:32.952]',-,0.365,-,0.745,0.985,0.207,2.231,78.014,-,5.500,-
'[15:27:32.960]',-,0.405,-,0.735,1.030,0.207,2.235,77.428,-,5.500,-
'[15:27:32.968]',-,0.450,-,0.685,1.050,0.206,2.239,76.841,-,5.500,-
'[15:27:32.976]',-,0.620,-,0.495,0.690,0.206,2.241,76.314,-,5.617,-
'[15:27:32.984]',-,0.650,-,0.440,0.525,0.206,2.237,75.786,-,5.685,-
'[15:27:32.992]',-,0.515,-,0.610,0.345,0.206,2.228,75.259,-,5.744,-
'[15:27:33.000]',-,0.350,-,0.730,0.580,0.206,2.217,74.731,-,5.812,-
'[15:27:33.008]',-,0.335,-,0.735,0.785,0.207,2.205,74.263,-,5.812,-
