'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[17:52:17.344]',0.105,-,0.775,0.880,0.684,1.497,109.313,8.557
'[17:52:17.352]',0.120,-,0.765,0.880,0.672,1.480,104.478,8.684
'[17:52:17.360]',0.115,-,0.775,0.885,0.661,1.463,99.984,8.870
'[17:52:17.368]',0.120,-,0.750,0.870,0.650,1.450,95.881,8.997
'[17:52:17.376]',0.100,-,0.770,0.880,0.640,1.438,91.973,9.056
'[17:52:17.384]',0.100,-,0.775,0.875,0.630,1.422,88.310,9.124
'[17:52:17.392]',0.105,-,0.770,0.870,0.621,1.406,84.696,9.183
'[17:52:17.400]',0.100,-,0.775,0.875,0.613,1.389,81.277,9.310
'[17:52:17.408]',0.109,-,0.765,0.870,0.606,1.373,78.053,9.368
'[17:52:17.416]',0.085,-,0.795,0.875,0.599,1.357,75.073,9.564
'[17:52:17.424]',0.070,-,0.805,0.850,0.593,1.339,72.240,9.749
'[17:52:17.432]',0.065,-,0.790,0.865,0.588,1.321,69.505,9.876
'[17:52:17.440]',0.075,-,0.790,0.855,0.583,1.302,66.672,9.993
'[17:52:17.448]',0.080,-,0.800,0.875,0.578,1.285,63.937,10.062
'[17:52:17.456]',0.109,-,0.775,0.890,0.573,1.273,61.299,10.062
'[17:52:17.464]',0.125,-,0.740,0.910,0.568,1.267,58.808,9.993
'[17:52:17.472]',0.155,-,0.710,0.905,0.563,1.270,56.464,9.876
'[17:52:17.480]',0.160,-,0.725,0.925,0.558,1.285,54.510,9.749
'[17:52:17.488]',0.155,-,0.720,0.905,0.553,1.322,52.800,9.622
'[17:52:17.496]',0.160,-,0.715,0.895,0.547,1.383,51.531,9.564
'[17:52:17.504]',0.109,-,0.760,0.855,0.542,1.475,50.602,9.564
'[17:52:17.512]',0.090,-,0.780,0.850,0.534,1.598,50.065,9.564
'[17:52:17.520]',0.075,-,0.790,0.845,0.526,1.750,49.870,9.564
'[17:52:17.528]',0.095,-,0.760,0.840,0.516,1.923,49.968,9.564
'[17:52:17.536]',0.100,-,0.755,0.835,0.507,2.109,50.407,9.564
'[17:52:17.544]',0.090,-,0.780,0.850,0.497,2.301,51.042,9.622
'[17:52:17.552]',0.065,-,0.795,0.825,0.488,2.489,51.921,9.622
'[17:52:17.560]',0.040,-,0.820,0.830,0.478,2.665,52.947,9.681
'[17:52:17.568]',0.050,-,0.815,0.840,0.469,2.804,53.973,9.749
'[17:52:17.576]',0.055,-,0.810,0.835,0.456,2.914,55.047,9.808
'[17:52:17.584]',0.044,-,0.805,0.825,0.443,3.022,55.975,9.876
'[17:52:17.592]',0.030,-,0.835,0.825,0.429,3.114,56.903,9.935
'[17:52:17.600]',0.040,-,0.815,0.835,0.414,3.187,57.587,10.120
'[17:52:17.608]',0.044,-,0.810,0.825,0.400,3.238,58.173,10.374
'[17:52:17.616]',0.040,-,0.815,0.845,0.386,3.266,58.613,10.619
'[17:52:17.624]',0.060,-,0.805,0.840,0.372,3.276,58.906,10.814
'[17:52:17.632]',0.055,-,0.810,0.855,0.359,3.269,59.101,10.931
'[17:52:17.640]',0.080,-,0.815,0.875,0.343,3.247,59.150,11.000
'[17:52:17.648]',0.160,-,0.755,0.915,0.329,3.215,59.150,11.127
'[17:52:17.656]',0.430,-,0.500,0.990,0.312,3.173,59.004,11.185
'[17:52:17.664]',0.775,-,0.145,1.085,0.296,3.122,58.613,11.371
'[17:52:17.672]',1.010,-,-0.060,0.895,0.279,3.069,57.978,11.439
'[17:52:17.680]',0.565,-,0.325,0.630,0.261,3.013,57.196,11.439
'[17:52:17.688]',0.050,-,0.780,0.535,0.244,2.948,56.317,11.312
'[17:52:17.696]',-0.065,-,0.905,0.665,0.226,2.880,55.438,11.058
'[17:52:17.704]',-0.050,-,0.885,0.790,0.211,2.807,54.608,10.814
'[17:52:17.712]',-0.021,-,0.860,0.850,0.195,2.731,53.875,10.501
'[17:52:17.720]',0.004,-,0.845,0.865,0.182,2.652,53.240,10.247
'[17:52:17.728]',-0.010,-,0.850,0.860,0.169,2.571,52.605,10.120
'[17:52:17.736]',0.015,-,0.825,0.870,0.156,2.489,51.970,9.993
'[17:52:17.744]',0.030,-,0.815,0.875,0.144,2.406,51.433,9.935
'[17:52:17.752]',-0.005,-,0.875,0.870,0.131,2.324,50.847,9.935
'[17:52:17.760]',0.004,-,0.855,0.875,0.119,2.246,50.309,9.935
'[17:52:17.768]',0.024,-,0.835,0.875,0.108,2.180,49.821,9.935
'[17:52:17.776]',0.030,-,0.850,0.885,0.098,2.120,49.235,9.993
'[17:52:17.784]',0.015,-,0.855,0.890,0.089,2.060,48.698,10.062
'[17:52:17.792]',0.040,-,0.820,0.875,0.080,2.002,48.111,10.120
'[17:52:17.800]',0.060,-,0.810,0.890,0.072,1.949,47.525,10.247
'[17:52:17.808]',0.095,-,0.780,0.890,0.064,1.901,46.988,10.374
'[17:52:17.816]',0.095,-,0.770,0.895,0.057,1.859,46.353,10.501
'[17:52:17.824]',0.105,-,0.785,0.900,0.049,1.824,45.816,10.560
'[17:52:17.832]',0.125,-,0.770,0.905,0.043,1.797,45.278,10.501
'[17:52:17.840]',0.150,-,0.745,0.905,0.037,1.777,44.839,10.306
'[17:52:17.848]',0.145,-,0.750,0.920,0.031,1.765,44.350,9.993
'[17:52:17.856]',0.200,-,0.695,0.915,0.025,1.761,43.911,9.622
'[17:52:17.864]',0.235,-,0.665,0.940,0.021,1.762,43.422,9.251
'[17:52:17.872]',0.290,-,0.625,0.950,0.016,1.764,43.032,8.870
'[17:52:17.880]',0.300,-,0.615,0.955,0.013,1.765,42.739,8.557
'[17:52:17.888]',0.310,-,0.610,0.955,0.010,1.765,42.592,8.313
'[17:52:17.896]',0.325,-,0.590,0.960,0.007,1.764,43.032,8.186
'[17:52:17.904]',0.345,-,0.565,0.950,0.004,1.762,44.497,8.118
'[17:52:17.912]',0.330,-,0.580,0.950,0.002,1.758,47.525,8.245
'[17:52:17.920]',0.335,-,0.595,0.955,0.000,1.751,52.849,8.499
'[17:52:17.928]',0.305,-,0.610,0.960,-0.002,1.741,61.006,8.684
'[17:52:17.936]',0.270,-,0.650,0.940,-0.004,1.728,71.801,8.938
'[17:52:17.944]',0.240,-,0.670,0.935,-0.005,1.715,84.158,9.056
'[17:52:17.952]',0.220,-,0.675,0.915,-0.007,1.699,96.418,9.183
'[17:52:17.960]',0.180,-,0.720,0.920,-0.010,1.682,107.164,9.310
'[17:52:17.968]',0.160,-,0.725,0.900,-0.012,1.668,115.809,9.368
'[17:52:17.976]',0.145,-,0.730,0.895,-0.015,1.654,122.110,9.310
'[17:52:17.984]',0.145,-,0.735,0.890,-0.018,1.635,126.164,9.251
'[17:52:17.992]',0.125,-,0.765,0.885,-0.023,1.614,128.069,9.124
'[17:52:18.000]',0.125,-,0.770,0.890,-0.026,1.591,127.874,9.124
'[17:52:18.008]',0.120,-,0.770,0.880,-0.031,1.570,125.969,9.056
'[17:52:18.016]',0.100,-,0.770,0.875,-0.036,1.548,122.941,8.938
'[17:52:18.024]',0.105,-,0.770,0.860,-0.041,1.526,119.033,8.870
'[17:52:18.032]',0.095,-,0.765,0.875,-0.045,1.503,114.491,8.938
'[17:52:18.040]',0.115,-,0.770,0.875,-0.049,1.482,109.606,9.124
'[17:52:18.048]',0.100,-,0.780,0.880,-0.053,1.458,105.015,9.251
'[17:52:18.056]',0.115,-,0.765,0.875,-0.057,1.435,101.010,9.368
'[17:52:18.064]',0.090,-,0.795,0.885,-0.060,1.412,97.444,9.564
'[17:52:18.072]',0.090,-,0.780,0.865,-0.062,1.393,93.976,9.681
'[17:52:18.080]',0.085,-,0.770,0.865,-0.065,1.378,90.557,9.808
'[17:52:18.088]',0.095,-,0.765,0.870,-0.067,1.360,87.236,9.876
'[17:52:18.096]',0.075,-,0.780,0.860,-0.068,1.340,84.012,9.993
'[17:52:18.104]',0.080,-,0.795,0.855,-0.068,1.320,80.788,10.120
'[17:52:18.112]',0.070,-,0.805,0.860,-0.069,1.299,77.858,10.189
'[17:52:18.120]',0.085,-,0.770,0.855,-0.069,1.280,74.976,10.374
'[17:52:18.128]',0.065,-,0.805,0.855,-0.069,1.260,72.192,10.501
'[17:52:18.136]',0.090,-,0.775,0.870,-0.068,1.239,69.310,10.560
'[17:52:18.144]',0.095,-,0.765,0.880,-0.068,1.219,66.526,10.619
'[17:52:18.152]',0.125,-,0.740,0.890,-0.068,1.203,63.693,10.560
'[17:52:18.160]',0.140,-,0.730,0.915,-0.067,1.196,60.909,10.560
'[17:52:18.168]',0.130,-,0.735,0.925,-0.067,1.202,58.320,10.560
'[17:52:18.176]',0.120,-,0.740,0.915,-0.067,1.226,56.073,10.560
'[17:52:18.184]',0.145,-,0.725,0.895,-0.068,1.276,54.217,10.560
'[17:52:18.192]',0.095,-,0.760,0.865,-0.068,1.355,52.947,10.560
'[17:52:18.200]',0.070,-,0.805,0.860,-0.069,1.466,51.970,10.619
'[17:52:18.208]',0.075,-,0.785,0.850,-0.070,1.610,51.482,10.619
'[17:52:18.216]',0.105,-,0.740,0.845,-0.073,1.779,51.237,10.619
'[17:52:18.224]',0.080,-,0.760,0.825,-0.076,1.967,51.237,10.560
'[17:52:18.232]',0.065,-,0.780,0.845,-0.079,2.163,51.531,10.560
'[17:52:18.240]',0.070,-,0.805,0.830,-0.083,2.359,52.166,10.560
'[17:52:18.248]',0.020,-,0.825,0.835,-0.087,2.544,53.045,10.560
'[17:52:18.256]',0.040,-,0.815,0.825,-0.091,2.716,54.168,10.560
'[17:52:18.264]',0.024,-,0.840,0.835,-0.096,2.848,55.340,10.560
'[17:52:18.272]',0.035,-,0.840,0.840,-0.100,2.949,56.464,10.619
'[17:52:18.280]',0.030,-,0.820,0.835,-0.106,3.046,57.441,10.687
'[17:52:18.288]',0.040,-,0.815,0.830,-0.112,3.127,58.320,10.873
'[17:52:18.296]',0.044,-,0.800,0.840,-0.120,3.188,59.004,11.058
'[17:52:18.304]',0.040,-,0.795,0.835,-0.128,3.229,59.541,11.312
'[17:52:18.312]',0.020,-,0.835,0.845,-0.137,3.252,59.932,11.556
'[17:52:18.320]',0.035,-,0.840,0.860,-0.145,3.258,60.176,11.752
'[17:52:18.328]',0.065,-,0.825,0.890,-0.155,3.249,60.371,11.869
'[17:52:18.336]',0.125,-,0.770,0.895,-0.164,3.228,60.420,11.937
'[17:52:18.344]',0.350,-,0.560,0.965,-0.173,3.196,60.322,11.996
'[17:52:18.352]',0.730,-,0.180,1.055,-0.181,3.155,59.981,12.123
'[17:52:18.360]',1.005,-,-0.075,0.945,-0.188,3.106,59.541,12.182
'[17:52:18.368]',0.695,-,0.195,0.710,-0.195,3.054,58.857,12.250
'[17:52:18.376]',0.105,-,0.705,0.570,-0.202,2.997,57.978,12.123
'[17:52:18.384]',-0.065,-,0.880,0.670,-0.210,2.933,57.099,11.869
'[17:52:18.392]',-0.065,-,0.910,0.805,-0.217,2.862,56.220,11.625
'[17:52:18.400]',-0.045,-,0.890,0.850,-0.224,2.788,55.487,11.371
'[17:52:18.408]',-0.021,-,0.875,0.865,-0.229,2.709,54.754,11.127
'[17:52:18.416]',-0.015,-,0.865,0.880,-0.235,2.628,54.070,10.931
'[17:52:18.424]',-0.010,-,0.860,0.875,-0.239,2.545,53.435,10.746
'[17:52:18.432]',-0.021,-,0.855,0.885,-0.243,2.462,52.800,10.687
'[17:52:18.440]',0.004,-,0.845,0.885,-0.247,2.378,52.166,10.687
'[17:52:18.448]',-0.010,-,0.860,0.895,-0.252,2.295,51.628,10.619
'[17:52:18.456]',0.004,-,0.855,0.890,-0.256,2.215,51.091,10.687
'[17:52:18.464]',0.010,-,0.840,0.900,-0.260,2.146,50.554,10.746
'[17:52:18.472]',0.020,-,0.840,0.895,-0.263,2.084,49.968,10.814
'[17:52:18.480]',0.030,-,0.835,0.900,-0.266,2.022,49.381,10.931
'[17:52:18.488]',0.040,-,0.815,0.880,-0.268,1.963,48.795,11.000
'[17:52:18.496]',0.055,-,0.805,0.895,-0.269,1.908,48.160,11.127
'[17:52:18.504]',0.050,-,0.805,0.900,-0.270,1.860,47.623,11.185
'[17:52:18.512]',0.075,-,0.790,0.905,-0.271,1.819,47.037,11.185
'[17:52:18.520]',0.105,-,0.790,0.910,-0.272,1.786,46.548,11.127
'[17:52:18.528]',0.115,-,0.770,0.920,-0.272,1.761,46.060,10.931
'[17:52:18.536]',0.140,-,0.735,0.910,-0.272,1.744,45.474,10.687
'[17:52:18.544]',0.170,-,0.710,0.930,-0.272,1.733,44.985,10.306
'[17:52:18.552]',0.205,-,0.680,0.945,-0.271,1.727,44.497,9.935
'[17:52:18.560]',0.225,-,0.670,0.950,-0.269,1.724,44.057,9.564
'[17:52:18.568]',0.270,-,0.625,0.955,-0.267,1.724,43.715,9.251
'[17:52:18.576]',0.290,-,0.615,0.970,-0.265,1.726,43.618,8.997
'[17:52:18.584]',0.270,-,0.630,0.970,-0.262,1.728,43.911,8.870
'[17:52:18.592]',0.290,-,0.615,0.975,-0.259,1.728,45.132,8.811
'[17:52:18.600]',0.295,-,0.620,0.960,-0.256,1.726,47.818,8.870
'[17:52:18.608]',0.290,-,0.610,0.945,-0.253,1.723,52.507,8.938
'[17:52:18.616]',0.285,-,0.625,0.960,-0.250,1.718,59.883,8.997
'[17:52:18.624]',0.265,-,0.645,0.945,-0.247,1.711,69.847,9.183
'[17:52:18.632]',0.240,-,0.670,0.960,-0.244,1.701,81.472,9.368
'[17:52:18.640]',0.210,-,0.690,0.935,-0.241,1.688,93.292,9.564
'[17:52:18.648]',0.170,-,0.710,0.910,-0.238,1.674,104.038,9.681
'[17:52:18.656]',0.150,-,0.740,0.900,-0.236,1.657,112.879,9.808
'[17:52:18.664]',0.140,-,0.725,0.890,-0.234,1.640,119.424,9.876
'[17:52:18.672]',0.150,-,0.730,0.890,-0.232,1.624,123.820,9.876
'[17:52:18.680]',0.140,-,0.735,0.900,-0.231,1.602,125.969,9.808
'[17:52:18.688]',0.125,-,0.760,0.890,-0.230,1.578,126.115,9.749
'[17:52:18.696]',0.090,-,0.790,0.885,-0.228,1.513,124.552,9.681
'[17:52:18.704]',0.085,-,0.800,0.875,-0.227,1.430,121.720,9.681
'[17:52:18.712]',0.090,-,0.780,0.885,-0.226,1.378,118.105,9.622
'[17:52:18.720]',0.095,-,0.790,0.890,-0.225,1.344,113.807,9.681
'[17:52:18.728]',0.080,-,0.775,0.880,-0.224,1.319,109.118,9.749
'[17:52:18.736]',0.095,-,0.780,0.875,-0.222,1.296,104.478,9.808
'[17:52:18.744]',0.085,-,0.785,0.885,-0.221,1.275,100.179,9.876
'[17:52:18.752]',0.080,-,0.775,0.880,-0.219,1.254,96.223,9.935
'[17:52:18.760]',0.075,-,0.790,0.875,-0.217,1.233,92.413,9.935
'[17:52:18.768]',0.085,-,0.780,0.875,-0.216,1.214,88.750,9.993
'[17:52:18.776]',0.075,-,0.785,0.870,-0.213,1.196,85.233,10.120
'[17:52:18.784]',0.080,-,0.790,0.875,-0.211,1.176,82.009,10.189
'[17:52:18.792]',0.060,-,0.805,0.855,-0.208,1.155,78.932,10.374
'[17:52:18.800]',0.065,-,0.790,0.860,-0.205,1.135,76.001,10.501
'[17:52:18.808]',0.055,-,0.810,0.855,-0.201,1.115,73.071,10.619
'[17:52:18.816]',0.070,-,0.790,0.875,-0.197,1.097,70.091,10.687
'[17:52:18.824]',0.080,-,0.790,0.865,-0.194,1.079,67.112,10.814
'[17:52:18.832]',0.075,-,0.770,0.885,-0.190,1.063,64.181,10.814
'[17:52:18.840]',0.120,-,0.745,0.900,-0.187,1.050,61.446,10.814
'[17:52:18.848]',0.109,-,0.755,0.910,-0.183,1.043,58.808,10.814
'[17:52:18.856]',0.140,-,0.725,0.920,-0.181,1.048,56.561,10.873
'[17:52:18.864]',0.125,-,0.745,0.915,-0.178,1.065,54.559,10.873
'[17:52:18.872]',0.125,-,0.735,0.890,-0.176,1.100,52.947,10.873
'[17:52:18.880]',0.075,-,0.790,0.870,-0.173,1.160,51.677,10.873
'[17:52:18.888]',0.080,-,0.775,0.850,-0.172,1.251,50.847,10.814
'[17:52:18.896]',0.075,-,0.770,0.845,-0.170,1.373,50.407,10.814
'[17:52:18.904]',0.090,-,0.760,0.830,-0.169,1.522,50.358,10.746
'[17:52:18.912]',0.085,-,0.755,0.840,-0.167,1.690,50.602,10.746
'[17:52:18.920]',0.095,-,0.775,0.845,-0.167,1.868,51.189,10.746
'[17:52:18.928]',0.024,-,0.840,0.840,-0.166,2.049,51.970,10.746
'[17:52:18.936]',0.010,-,0.860,0.830,-0.167,2.223,52.947,10.746
'[17:52:18.944]',0.004,-,0.835,0.825,-0.168,2.383,54.070,10.687
'[17:52:18.952]',0.020,-,0.830,0.825,-0.170,2.526,55.194,10.746
'[17:52:18.960]',0.015,-,0.840,0.840,-0.172,2.647,56.317,10.814
'[17:52:18.968]',0.030,-,0.820,0.825,-0.175,2.733,57.245,10.873
'[17:52:18.976]',0.030,-,0.825,0.830,-0.178,2.793,58.124,11.058
'[17:52:18.984]',0.024,-,0.805,0.835,-0.181,2.842,58.759,11.312
'[17:52:18.992]',0.040,-,0.830,0.830,-0.184,2.875,59.297,11.556
'[17:52:19.000]',0.015,-,0.835,0.840,-0.188,2.892,59.590,11.752
'[17:52:19.008]',0.044,-,0.820,0.860,-0.191,2.895,59.883,11.937
'[17:52:19.016]',0.065,-,0.835,0.900,-0.195,2.886,59.981,12.064
'[17:52:19.024]',0.145,-,0.755,0.905,-0.200,2.865,59.981,12.182
'[17:52:19.032]',0.395,-,0.490,0.980,-0.205,2.835,59.932,12.309
'[17:52:19.040]',0.760,-,0.115,1.030,-0.210,2.797,59.687,12.494
'[17:52:19.048]',0.945,-,-0.030,0.880,-0.214,2.751,59.248,12.563
'[17:52:19.056]',0.490,-,0.390,0.645,-0.217,2.698,58.613,12.563
'[17:52:19.064]',0.020,-,0.815,0.575,-0.221,2.644,57.880,12.309
'[17:52:19.072]',-0.045,-,0.900,0.715,-0.224,2.587,57.001,11.996
'[17:52:19.080]',-0.061,-,0.910,0.825,-0.227,2.523,56.171,11.683
'[17:52:19.088]',-0.005,-,0.860,0.850,-0.230,2.454,55.340,11.371
'[17:52:19.096]',-0.000,-,0.855,0.875,-0.233,2.380,54.608,11.058
'[17:52:19.104]',0.004,-,0.865,0.870,-0.236,2.305,53.973,10.873
'[17:52:19.112]',-0.015,-,0.880,0.865,-0.239,2.228,53.435,10.814
'[17:52:19.120]',0.004,-,0.845,0.870,-0.243,2.150,52.849,10.746
'[17:52:19.128]',0.004,-,0.840,0.875,-0.246,2.071,52.312,10.687
'[17:52:19.136]',0.004,-,0.850,0.860,-0.248,1.995,51.726,10.746
'[17:52:19.144]',0.004,-,0.845,0.875,-0.250,1.922,51.189,10.814
'[17:52:19.152]',0.010,-,0.850,0.880,-0.251,1.852,50.602,10.814
'[17:52:19.160]',0.015,-,0.860,0.875,-0.252,1.786,49.968,10.873
'[17:52:19.168]',0.055,-,0.815,0.885,-0.252,1.732,49.430,11.000
'[17:52:19.176]',0.065,-,0.815,0.890,-0.253,1.686,48.795,11.058
'[17:52:19.184]',0.070,-,0.810,0.870,-0.254,1.642,48.111,11.127
'[17:52:19.192]',0.055,-,0.820,0.865,-0.254,1.603,47.476,11.127
'[17:52:19.200]',0.085,-,0.785,0.885,-0.254,1.570,46.939,11.127
'[17:52:19.208]',0.105,-,0.760,0.900,-0.254,1.543,46.353,11.058
'[17:52:19.216]',0.120,-,0.770,0.910,-0.253,1.524,45.816,10.873
'[17:52:19.224]',0.145,-,0.730,0.895,-0.252,1.511,45.230,10.560
'[17:52:19.232]',0.160,-,0.720,0.915,-0.250,1.504,44.741,10.189
'[17:52:19.240]',0.210,-,0.690,0.930,-0.248,1.501,44.302,9.808
'[17:52:19.248]',0.250,-,0.640,0.945,-0.246,1.501,43.862,9.437
'[17:52:19.256]',0.270,-,0.625,0.940,-0.243,1.502,43.618,9.183
'[17:52:19.264]',0.265,-,0.645,0.945,-0.241,1.504,43.569,8.997
'[17:52:19.272]',0.285,-,0.635,0.955,-0.238,1.507,43.911,8.938
'[17:52:19.280]',0.290,-,0.625,0.950,-0.235,1.509,45.181,8.938
'[17:52:19.288]',0.305,-,0.605,0.950,-0.232,1.509,47.867,8.938
'[17:52:19.296]',0.295,-,0.605,0.950,-0.228,1.506,52.752,8.997
'[17:52:19.304]',0.310,-,0.625,0.955,-0.225,1.500,60.225,9.124
'[17:52:19.312]',0.260,-,0.645,0.940,-0.222,1.493,70.238,9.310
'[17:52:19.320]',0.240,-,0.665,0.920,-0.219,1.483,81.814,9.437
'[17:52:19.328]',0.195,-,0.705,0.920,-0.216,1.470,93.341,9.564
'[17:52:19.336]',0.195,-,0.695,0.910,-0.214,1.456,103.696,9.681
'[17:52:19.344]',0.160,-,0.720,0.900,-0.211,1.439,111.853,9.749
'[17:52:19.352]',0.160,-,0.730,0.890,-0.210,1.420,118.007,9.749
'[17:52:19.360]',0.120,-,0.755,0.880,-0.208,1.402,121.915,9.749
'[17:52:19.368]',0.135,-,0.755,0.880,-0.207,1.386,123.869,9.681
'[17:52:19.376]',0.115,-,0.780,0.900,-0.206,1.371,123.820,9.681
'[17:52:19.384]',0.105,-,0.785,0.870,-0.205,1.354,122.061,9.622
'[17:52:19.392]',0.105,-,0.770,0.865,-0.203,1.333,119.131,9.681
'[17:52:19.400]',0.109,-,0.760,0.885,-0.202,1.312,115.321,9.749
'[17:52:19.408]',0.100,-,0.780,0.875,-0.201,1.290,110.730,9.808
'[17:52:19.416]',0.090,-,0.795,0.880,-0.200,1.269,105.845,9.876
'[17:52:19.424]',0.100,-,0.785,0.875,-0.199,1.248,101.156,9.993
'[17:52:19.432]',0.109,-,0.755,0.870,-0.197,1.228,96.858,10.120
'[17:52:19.440]',0.080,-,0.795,0.860,-0.196,1.206,92.950,10.189
'[17:52:19.448]',0.055,-,0.815,0.870,-0.195,1.184,89.238,10.247
'[17:52:19.456]',0.075,-,0.795,0.850,-0.194,1.162,85.673,10.306
'[17:52:19.464]',0.080,-,0.785,0.860,-0.192,1.146,82.302,10.433
'[17:52:19.472]',0.085,-,0.810,0.870,-0.190,1.131,79.030,10.560
'[17:52:19.480]',0.055,-,0.815,0.855,-0.188,1.113,76.001,10.619
'[17:52:19.488]',0.070,-,0.795,0.850,-0.186,1.094,72.973,10.746
'[17:52:19.496]',0.065,-,0.795,0.850,-0.184,1.074,70.042,10.814
'[17:52:19.504]',0.085,-,0.790,0.855,-0.183,1.055,67.063,10.931
'[17:52:19.512]',0.075,-,0.785,0.875,-0.181,1.035,64.132,11.000
'[17:52:19.520]',0.105,-,0.790,0.890,-0.180,1.016,61.251,11.000
'[17:52:19.528]',0.109,-,0.755,0.905,-0.178,1.000,58.564,11.058
'[17:52:19.536]',0.125,-,0.745,0.900,-0.177,0.991,56.171,11.127
'[17:52:19.544]',0.125,-,0.750,0.915,-0.176,0.996,54.119,11.185
'[17:52:19.552]',0.105,-,0.765,0.900,-0.175,1.022,52.507,11.185
'[17:52:19.560]',0.115,-,0.770,0.885,-0.174,1.071,51.237,11.185
'[17:52:19.568]',0.085,-,0.770,0.840,-0.173,1.136,50.358,11.127
'[17:52:19.576]',0.090,-,0.760,0.835,-0.173,1.220,49.919,11.058
'[17:52:19.584]',0.080,-,0.770,0.840,-0.173,1.339,49.870,11.000
'[17:52:19.592]',0.055,-,0.805,0.845,-0.175,1.486,50.114,11.000
'[17:52:19.600]',0.050,-,0.795,0.835,-0.175,1.653,50.749,10.931
'[17:52:19.608]',0.080,-,0.785,0.840,-0.177,1.832,51.531,10.931
'[17:52:19.616]',0.040,-,0.820,0.845,-0.178,2.013,52.556,10.931
'[17:52:19.624]',-0.005,-,0.860,0.830,-0.180,2.186,53.680,10.931
'[17:52:19.632]',-0.010,-,0.855,0.835,-0.182,2.344,54.852,10.873
'[17:52:19.640]',0.010,-,0.830,0.825,-0.184,2.482,55.975,10.931
'[17:52:19.648]',0.030,-,0.825,0.830,-0.187,2.596,57.001,11.000
'[17:52:19.656]',0.015,-,0.820,0.820,-0.191,2.687,57.783,11.185
'[17:52:19.664]',0.004,-,0.850,0.845,-0.194,2.747,58.466,11.439
'[17:52:19.672]',0.004,-,0.845,0.840,-0.199,2.783,58.906,11.752
'[17:52:19.680]',0.024,-,0.820,0.850,-0.203,2.807,59.248,11.996
'[17:52:19.688]',0.035,-,0.830,0.845,-0.208,2.817,59.492,12.250
'[17:52:19.696]',0.030,-,0.850,0.875,-0.212,2.813,59.541,12.377
'[17:52:19.704]',0.050,-,0.835,0.880,-0.216,2.797,59.590,12.494
'[17:52:19.712]',0.175,-,0.690,0.875,-0.221,2.769,59.590,12.621
'[17:52:19.720]',0.475,-,0.395,1.020,-0.225,2.732,59.443,12.748
'[17:52:19.728]',0.810,-,0.075,1.060,-0.229,2.686,59.101,12.875
'[17:52:19.736]',0.885,-,0.020,0.780,-0.233,2.633,58.662,12.875
'[17:52:19.744]',0.200,-,0.645,0.565,-0.238,2.575,57.978,12.748
'[17:52:19.752]',-0.050,-,0.895,0.550,-0.242,2.512,57.196,12.563
'[17:52:19.760]',-0.055,-,0.905,0.765,-0.246,2.446,56.317,12.250
'[17:52:19.768]',-0.025,-,0.880,0.845,-0.251,2.382,55.536,11.937
'[17:52:19.776]',-0.010,-,0.860,0.860,-0.255,2.318,54.852,11.625
'[17:52:19.784]',-0.021,-,0.855,0.850,-0.259,2.245,54.217,11.371
'[17:52:19.792]',-0.015,-,0.865,0.870,-0.262,2.169,53.680,11.185
'[17:52:19.800]',-0.000,-,0.870,0.885,-0.265,2.091,53.094,11.058
'[17:52:19.808]',0.004,-,0.840,0.870,-0.268,2.012,52.605,11.000
'[17:52:19.816]',0.004,-,0.830,0.870,-0.269,1.935,52.117,11.000
'[17:52:19.824]',0.010,-,0.850,0.875,-0.271,1.860,51.628,11.000
'[17:52:19.832]',0.030,-,0.840,0.895,-0.273,1.789,51.091,11.000
'[17:52:19.840]',0.030,-,0.825,0.880,-0.274,1.723,50.554,11.058
'[17:52:19.848]',0.020,-,0.835,0.880,-0.276,1.665,49.968,11.127
'[17:52:19.856]',0.035,-,0.840,0.885,-0.277,1.612,49.381,11.185
'[17:52:19.864]',0.070,-,0.810,0.900,-0.277,1.570,48.746,11.244
'[17:52:19.872]',0.075,-,0.800,0.885,-0.278,1.537,48.160,11.312
'[17:52:19.880]',0.075,-,0.790,0.890,-0.278,1.506,47.525,11.371
'[17:52:19.888]',0.095,-,0.770,0.885,-0.277,1.480,46.939,11.312
'[17:52:19.896]',0.115,-,0.760,0.905,-0.276,1.460,46.353,11.127
'[17:52:19.904]',0.150,-,0.735,0.915,-0.274,1.449,45.816,10.873
'[17:52:19.912]',0.165,-,0.730,0.920,-0.272,1.442,45.278,10.560
'[17:52:19.920]',0.215,-,0.675,0.930,-0.269,1.440,44.790,10.189
'[17:52:19.928]',0.235,-,0.660,0.945,-0.265,1.442,44.302,9.749
'[17:52:19.936]',0.265,-,0.625,0.945,-0.261,1.447,43.911,9.368
'[17:52:19.944]',0.265,-,0.630,0.955,-0.258,1.453,43.618,9.124
'[17:52:19.952]',0.285,-,0.625,0.965,-0.255,1.457,43.618,8.938
'[17:52:19.960]',0.295,-,0.605,0.970,-0.252,1.462,44.106,8.870
'[17:52:19.968]',0.310,-,0.580,0.975,-0.249,1.466,45.669,8.811
'[17:52:19.976]',0.295,-,0.605,0.955,-0.246,1.468,48.795,8.870
'[17:52:19.984]',0.270,-,0.635,0.950,-0.243,1.466,54.070,8.938
'[17:52:19.992]',0.255,-,0.650,0.960,-0.239,1.460,61.983,8.997
'[17:52:20.000]',0.250,-,0.645,0.945,-0.236,1.451,72.289,9.056
