'Time','II','ABP','PLETH','I'
'[00:18:11.632]',-0.039,131.250,-,-
'[00:18:11.640]',-0.164,131.250,-,-
'[00:18:11.648]',-0.172,130.417,-,-
'[00:18:11.656]',-0.109,128.958,-,-
'[00:18:11.664]',-0.078,127.292,-,-
'[00:18:11.672]',-0.125,124.167,-,-
'[00:18:11.680]',-0.109,121.875,-,-
'[00:18:11.688]',-0.328,121.042,-,-
'[00:18:11.696]',-0.227,121.042,-,-
'[00:18:11.704]',0.117,120.417,-,-
'[00:18:11.712]',0.578,118.750,-,-
'[00:18:11.720]',0.891,117.292,-,-
'[00:18:11.728]',0.211,115.625,-,-
'[00:18:11.736]',-0.430,114.167,-,-
'[00:18:11.744]',-0.438,112.500,-,-
'[00:18:11.752]',-0.281,111.042,-,-
'[00:18:11.760]',-0.258,110.208,-,-
'[00:18:11.768]',-0.305,109.375,-,-
'[00:18:11.776]',-0.320,109.375,-,-
'[00:18:11.784]',-0.125,109.375,-,-
'[00:18:11.792]',-0.344,108.542,-,-
'[00:18:11.800]',-0.352,107.917,-,-
'[00:18:11.808]',-0.305,106.250,-,-
'[00:18:11.816]',-0.258,104.792,-,-
'[00:18:11.824]',-0.258,104.792,-,-
'[00:18:11.832]',-0.211,104.792,-,-
'[00:18:11.840]',-0.188,105.417,-,-
'[00:18:11.848]',-0.234,107.083,-,-
'[00:18:11.856]',-0.281,107.083,-,-
'[00:18:11.864]',-0.203,106.250,-,-
'[00:18:11.872]',-0.023,103.958,-,-
'[00:18:11.880]',-0.008,103.125,-,-
'[00:18:11.888]',-0.430,103.958,-,-
'[00:18:11.896]',-0.453,104.792,-,-
'[00:18:11.904]',-0.398,103.958,-,-
'[00:18:11.912]',-0.305,102.292,-,-
'[00:18:11.920]',-0.273,100.000,-,-
'[00:18:11.928]',-0.258,100.000,-,-
'[00:18:11.936]',-0.234,102.292,-,-
'[00:18:11.944]',-0.242,106.250,-,-
'[00:18:11.952]',-0.273,112.500,-,-
'[00:18:11.960]',-0.305,119.583,-,-
'[00:18:11.968]',-0.258,126.667,-,-
'[00:18:11.976]',-0.328,133.542,-,-
'[00:18:11.984]',-0.414,140.625,-,-
'[00:18:11.992]',-0.453,147.708,-,-
'[00:18:12.000]',-0.484,154.792,-,-
'[00:18:12.008]',-0.438,161.042,-,-
'[00:18:12.016]',-,165.625,-,-
'[00:18:12.024]',-,167.917,-,-
'[00:18:12.032]',-0.469,169.583,-,-
'[00:18:12.040]',-0.414,170.417,-,-
'[00:18:12.048]',-,170.417,-,-
'[00:18:12.056]',-,169.583,-,-
'[00:18:12.064]',-0.469,167.917,-,-
'[00:18:12.072]',-0.359,165.625,-,-
'[00:18:12.080]',-0.273,163.333,-,-
'[00:18:12.088]',-0.203,161.042,-,-
'[00:18:12.096]',-0.180,160.208,-,-
'[00:18:12.104]',-0.172,158.542,-,-
'[00:18:12.112]',-0.164,157.917,-,-
'[00:18:12.120]',-0.234,156.250,-,-
'[00:18:12.128]',-0.297,153.958,-,-
'[00:18:12.136]',-0.281,150.833,-,-
'[00:18:12.144]',-0.188,147.708,-,-
'[00:18:12.152]',-0.164,144.583,-,-
'[00:18:12.160]',-0.359,141.458,-,-
'[00:18:12.168]',-0.398,139.167,-,-
'[00:18:12.176]',-0.344,136.667,-,-
'[00:18:12.184]',-0.258,133.542,-,-
'[00:18:12.192]',-0.180,129.792,-,-
'[00:18:12.200]',-0.203,126.667,-,-
'[00:18:12.208]',-0.133,123.542,-,-
'[00:18:12.216]',-0.086,121.875,-,-
'[00:18:12.224]',0.195,121.042,-,-
'[00:18:12.232]',0.070,121.042,-,-
'[00:18:12.240]',-0.023,121.042,-,-
'[00:18:12.248]',0.008,121.042,-,-
'[00:18:12.256]',-0.078,121.875,-,-
'[00:18:12.264]',-0.023,122.708,-,-
'[00:18:12.272]',-0.016,122.708,-,-
'[00:18:12.280]',-0.070,122.708,-,-
'[00:18:12.288]',-0.164,123.542,-,-
'[00:18:12.296]',-0.219,123.542,-,-
'[00:18:12.304]',-0.203,122.708,-,-
'[00:18:12.312]',-0.188,121.875,-,-
'[00:18:12.320]',-0.156,121.042,-,-
'[00:18:12.328]',-0.133,120.417,-,-
'[00:18:12.336]',-0.227,120.417,-,-
'[00:18:12.344]',-0.289,119.583,-,-
'[00:18:12.352]',-0.188,118.750,-,-
'[00:18:12.360]',0.109,117.292,-,-
'[00:18:12.368]',0.422,115.625,-,-
'[00:18:12.376]',0.648,114.167,-,-
'[00:18:12.384]',0.852,113.333,-,-
'[00:18:12.392]',0.102,111.667,-,-
'[00:18:12.400]',-0.312,110.208,-,-
'[00:18:12.408]',-0.180,109.375,-,-
'[00:18:12.416]',0.062,107.917,-,-
'[00:18:12.424]',0.062,107.917,-,-
'[00:18:12.432]',-0.117,107.917,-,-
'[00:18:12.440]',-0.180,107.917,-,-
'[00:18:12.448]',-0.125,107.917,-,-
'[00:18:12.456]',-0.070,107.917,-,-
'[00:18:12.464]',-0.047,107.917,-,-
'[00:18:12.472]',0.047,107.917,-,-
'[00:18:12.480]',0.070,107.917,-,-
'[00:18:12.488]',0.062,107.083,-,-
'[00:18:12.496]',0.180,105.417,-,-
'[00:18:12.504]',0.047,104.792,-,-
'[00:18:12.512]',-0.070,103.125,-,-
'[00:18:12.520]',0.062,101.667,-,-
'[00:18:12.528]',0.125,100.833,-,-
'[00:18:12.536]',0.047,100.000,-,-
'[00:18:12.544]',0.086,100.000,-,-
'[00:18:12.552]',0.164,100.833,-,-
'[00:18:12.560]',0.203,100.833,-,-
'[00:18:12.568]',0.281,100.833,-,-
'[00:18:12.576]',0.266,101.667,-,-
'[00:18:12.584]',0.320,103.125,-,-
'[00:18:12.592]',0.469,104.792,-,-
'[00:18:12.600]',0.656,106.250,-,-
'[00:18:12.608]',0.273,110.208,-,-
'[00:18:12.616]',0.227,115.625,-,-
'[00:18:12.624]',0.312,123.542,-,-
'[00:18:12.632]',0.367,132.083,-,-
'[00:18:12.640]',0.406,141.458,-,-
'[00:18:12.648]',0.461,150.000,-,-
'[00:18:12.656]',0.461,158.542,-,-
'[00:18:12.664]',0.500,165.625,-,-
'[00:18:12.672]',0.602,171.042,-,-
'[00:18:12.680]',0.461,175.000,-,-
'[00:18:12.688]',0.242,178.125,-,-
'[00:18:12.696]',0.156,180.417,-,-
'[00:18:12.704]',0.227,181.250,-,-
'[00:18:12.712]',0.242,181.250,-,-
'[00:18:12.720]',0.250,180.417,-,-
'[00:18:12.728]',0.211,180.417,-,-
'[00:18:12.736]',0.234,180.417,-,-
'[00:18:12.744]',0.227,180.417,-,-
'[00:18:12.752]',0.297,179.792,-,-
'[00:18:12.760]',0.305,179.792,-,-
'[00:18:12.768]',0.242,178.125,-,-
'[00:18:12.776]',0.367,176.667,-,-
'[00:18:12.784]',0.375,175.000,-,-
'[00:18:12.792]',0.211,173.542,-,-
'[00:18:12.800]',0.117,172.708,-,-
'[00:18:12.808]',0.156,171.042,-,-
'[00:18:12.816]',0.250,169.583,-,-
'[00:18:12.824]',0.305,167.292,-,-
'[00:18:12.832]',0.312,164.792,-,-
'[00:18:12.840]',0.359,161.042,-,-
'[00:18:12.848]',0.391,156.250,-,-
'[00:18:12.856]',0.406,151.667,-,-
'[00:18:12.864]',0.391,148.542,-,-
'[00:18:12.872]',0.430,146.042,-,-
'[00:18:12.880]',0.500,143.750,-,-
'[00:18:12.888]',0.352,140.625,-,-
'[00:18:12.896]',0.391,139.167,-,-
'[00:18:12.904]',0.531,137.500,-,-
'[00:18:12.912]',0.586,136.667,-,-
'[00:18:12.920]',0.391,135.208,-,-
'[00:18:12.928]',0.297,132.917,-,-
'[00:18:12.936]',0.305,130.417,-,-
'[00:18:12.944]',0.219,128.958,-,-
'[00:18:12.952]',0.203,128.125,-,-
'[00:18:12.960]',0.297,128.958,-,-
'[00:18:12.968]',0.227,129.792,-,-
'[00:18:12.976]',0.281,128.125,-,-
'[00:18:12.984]',0.164,125.833,-,-
'[00:18:12.992]',0.125,122.708,-,-
'[00:18:13.000]',0.102,121.875,-,-
'[00:18:13.008]',0.070,124.167,-,-
'[00:18:13.016]',0.125,125.833,-,-
'[00:18:13.024]',0.281,125.000,-,-
'[00:18:13.032]',0.586,122.708,-,-
'[00:18:13.040]',0.875,120.417,-,-
'[00:18:13.048]',1.102,118.750,-,-
'[00:18:13.056]',0.523,117.917,-,-
'[00:18:13.064]',-0.055,117.292,-,-
'[00:18:13.072]',-0.016,119.583,-,-
'[00:18:13.080]',0.102,122.708,-,-
'[00:18:13.088]',0.219,124.167,-,-
'[00:18:13.096]',0.266,121.875,-,-
'[00:18:13.104]',0.281,118.750,-,-
'[00:18:13.112]',0.297,116.458,-,-
'[00:18:13.120]',0.281,114.792,-,-
'[00:18:13.128]',0.328,113.333,-,-
'[00:18:13.136]',0.344,111.667,-,-
'[00:18:13.144]',0.336,110.208,-,-
'[00:18:13.152]',0.383,109.375,-,-
'[00:18:13.160]',0.477,109.375,-,-
'[00:18:13.168]',0.531,109.375,-,-
'[00:18:13.176]',0.492,109.375,-,-
'[00:18:13.184]',0.461,110.208,-,-
'[00:18:13.192]',0.445,109.375,-,-
'[00:18:13.200]',0.516,109.375,-,-
'[00:18:13.208]',0.547,108.542,-,-
'[00:18:13.216]',0.508,107.917,-,-
'[00:18:13.224]',0.586,107.917,-,-
'[00:18:13.232]',0.617,107.917,-,-
'[00:18:13.240]',0.734,107.917,-,-
'[00:18:13.248]',0.789,107.917,-,-
'[00:18:13.256]',0.562,108.542,-,-
'[00:18:13.264]',0.688,111.042,-,-
'[00:18:13.272]',0.766,114.167,-,-
'[00:18:13.280]',0.836,119.583,-,-
'[00:18:13.288]',0.867,127.292,-,-
'[00:18:13.296]',0.891,136.667,-,-
'[00:18:13.304]',0.898,145.417,-,-
'[00:18:13.312]',0.922,152.292,-,-
'[00:18:13.320]',0.938,158.542,-,-
'[00:18:13.328]',0.836,166.458,-,-
'[00:18:13.336]',0.734,174.167,-,-
'[00:18:13.344]',0.656,180.417,-,-
'[00:18:13.352]',0.586,184.375,-,-
'[00:18:13.360]',0.570,184.375,-,-
'[00:18:13.368]',0.547,184.375,-,-
'[00:18:13.376]',0.531,183.542,-,-
'[00:18:13.384]',0.531,183.542,-,-
'[00:18:13.392]',0.477,182.083,-,-
'[00:18:13.400]',0.438,181.250,-,-
'[00:18:13.408]',0.453,179.792,-,-
'[00:18:13.416]',0.500,177.292,-,-
'[00:18:13.424]',0.602,175.000,-,-
'[00:18:13.432]',0.617,173.542,-,-
'[00:18:13.440]',0.453,175.000,-,-
'[00:18:13.448]',0.477,175.833,-,-
'[00:18:13.456]',0.367,176.667,-,-
'[00:18:13.464]',0.422,175.000,-,-
'[00:18:13.472]',0.539,174.167,-,-
'[00:18:13.480]',0.492,174.167,-,-
'[00:18:13.488]',0.422,173.542,-,-
'[00:18:13.496]',0.375,171.042,-,-
'[00:18:13.504]',0.414,167.917,-,-
'[00:18:13.512]',0.367,163.333,-,-
'[00:18:13.520]',0.367,158.542,-,-
'[00:18:13.528]',0.336,153.958,-,-
'[00:18:13.536]',0.336,149.167,-,-
'[00:18:13.544]',0.422,145.417,-,-
'[00:18:13.552]',0.375,141.458,-,-
'[00:18:13.560]',0.352,138.333,-,-
'[00:18:13.568]',0.383,136.042,-,-
'[00:18:13.576]',0.422,134.375,-,-
'[00:18:13.584]',0.445,132.917,-,-
'[00:18:13.592]',0.484,132.917,-,-
'[00:18:13.600]',0.570,132.083,-,-
'[00:18:13.608]',0.336,131.250,-,-
'[00:18:13.616]',0.117,131.250,-,-
'[00:18:13.624]',0.086,130.417,-,-
'[00:18:13.632]',0.070,130.417,-,-
'[00:18:13.640]',0.102,130.417,-,-
'[00:18:13.648]',0.086,129.792,-,-
'[00:18:13.656]',0.070,128.958,-,-
'[00:18:13.664]',0.086,128.125,-,-
'[00:18:13.672]',0.047,127.292,-,-
'[00:18:13.680]',0.008,126.667,-,-
'[00:18:13.688]',0.000,125.833,-,-
'[00:18:13.696]',0.086,125.000,-,-
'[00:18:13.704]',0.391,123.542,-,-
'[00:18:13.712]',0.898,122.708,-,-
'[00:18:13.720]',0.906,121.875,-,-
'[00:18:13.728]',0.570,121.042,-,-
'[00:18:13.736]',-0.219,121.042,-,-
'[00:18:13.744]',-0.328,120.417,-,-
'[00:18:13.752]',-0.133,119.583,-,-
'[00:18:13.760]',-0.062,117.917,-,-
'[00:18:13.768]',-0.055,116.458,-,-
'[00:18:13.776]',-0.070,115.625,-,-
'[00:18:13.784]',-0.047,115.625,-,-
'[00:18:13.792]',-0.094,115.625,-,-
'[00:18:13.800]',-0.102,115.625,-,-
'[00:18:13.808]',-0.062,115.625,-,-
'[00:18:13.816]',0.031,114.792,-,-
'[00:18:13.824]',0.375,114.792,-,-
'[00:18:13.832]',-0.203,114.792,-,-
'[00:18:13.840]',-0.281,114.792,-,-
'[00:18:13.848]',-0.164,114.167,-,-
'[00:18:13.856]',-0.078,113.333,-,-
'[00:18:13.864]',-0.102,112.500,-,-
'[00:18:13.872]',-0.008,111.042,-,-
'[00:18:13.880]',0.039,110.208,-,-
'[00:18:13.888]',0.047,109.375,-,-
'[00:18:13.896]',0.086,109.375,-,-
'[00:18:13.904]',0.102,109.375,-,-
'[00:18:13.912]',0.180,109.375,-,-
'[00:18:13.920]',0.227,109.375,-,-
'[00:18:13.928]',0.086,111.042,-,-
'[00:18:13.936]',0.125,113.333,-,-
'[00:18:13.944]',0.117,116.458,-,-
'[00:18:13.952]',0.164,121.042,-,-
'[00:18:13.960]',0.195,128.125,-,-
'[00:18:13.968]',0.211,136.042,-,-
'[00:18:13.976]',0.195,145.417,-,-
'[00:18:13.984]',0.250,153.958,-,-
'[00:18:13.992]',0.250,161.667,-,-
'[00:18:14.000]',0.156,168.750,-,-
'[00:18:14.008]',0.008,174.167,-,-
'[00:18:14.016]',-0.023,178.958,-,-
'[00:18:14.024]',-0.078,181.250,-,-
'[00:18:14.032]',-0.094,182.917,-,-
'[00:18:14.040]',-0.078,183.542,-,-
'[00:18:14.048]',-0.203,183.542,-,-
'[00:18:14.056]',-0.383,182.917,-,-
'[00:18:14.064]',-0.414,182.083,-,-
'[00:18:14.072]',-0.406,181.250,-,-
'[00:18:14.080]',-0.367,181.250,-,-
'[00:18:14.088]',-0.297,180.417,-,-
'[00:18:14.096]',-0.250,180.417,-,-
'[00:18:14.104]',-0.219,179.792,-,-
'[00:18:14.112]',-0.164,178.125,-,-
'[00:18:14.120]',-0.133,177.292,-,-
'[00:18:14.128]',-0.156,175.833,-,-
'[00:18:14.136]',-0.211,174.167,-,-
'[00:18:14.144]',-0.234,172.708,-,-
'[00:18:14.152]',-0.148,170.417,-,-
'[00:18:14.160]',-0.125,167.917,-,-
'[00:18:14.168]',-0.062,164.792,-,-
'[00:18:14.176]',-0.109,161.667,-,-
'[00:18:14.184]',-0.164,157.917,-,-
'[00:18:14.192]',-0.180,153.125,-,-
'[00:18:14.200]',-0.109,148.542,-,-
'[00:18:14.208]',-0.117,143.750,-,-
'[00:18:14.216]',-0.164,140.625,-,-
'[00:18:14.224]',-0.195,137.500,-,-
'[00:18:14.232]',-0.156,136.042,-,-
'[00:18:14.240]',-0.102,134.375,-,-
'[00:18:14.248]',-0.031,133.542,-,-
'[00:18:14.256]',-0.023,132.917,-,-
'[00:18:14.264]',0.008,132.083,-,-
'[00:18:14.272]',-0.086,131.250,-,-
'[00:18:14.280]',-0.094,130.417,-,-
'[00:18:14.288]',-0.055,129.792,-,-
'[00:18:14.296]',-0.094,128.958,-,-
'[00:18:14.304]',-0.117,128.958,-,-
'[00:18:14.312]',-0.172,128.125,-,-
'[00:18:14.320]',-0.188,128.125,-,-
'[00:18:14.328]',-0.219,127.292,-,-
'[00:18:14.336]',-0.180,127.292,-,-
'[00:18:14.344]',-0.188,127.292,-,-
'[00:18:14.352]',-0.148,126.667,-,-
'[00:18:14.360]',-0.172,125.833,-,-
'[00:18:14.368]',-0.188,124.167,-,-
'[00:18:14.376]',-0.250,122.708,-,-
'[00:18:14.384]',1.500,121.875,-,-
'[00:18:14.392]',-0.117,121.042,-,-
'[00:18:14.400]',0.398,119.583,-,-
'[00:18:14.408]',0.711,118.750,-,-
'[00:18:14.416]',0.828,117.917,-,-
'[00:18:14.424]',-0.203,117.292,-,-
'[00:18:14.432]',-0.461,116.458,-,-
'[00:18:14.440]',-0.305,115.625,-,-
'[00:18:14.448]',-0.180,115.625,-,-
'[00:18:14.456]',-0.133,114.792,-,-
'[00:18:14.464]',-0.148,114.167,-,-
'[00:18:14.472]',-0.031,113.333,-,-
'[00:18:14.480]',-0.078,113.333,-,-
'[00:18:14.488]',-0.094,112.500,-,-
'[00:18:14.496]',-0.078,111.667,-,-
'[00:18:14.504]',-0.094,111.667,-,-
'[00:18:14.512]',0.055,111.667,-,-
'[00:18:14.520]',0.000,111.667,-,-
'[00:18:14.528]',-0.016,111.042,-,-
'[00:18:14.536]',0.039,110.208,-,-
'[00:18:14.544]',0.062,109.375,-,-
'[00:18:14.552]',0.094,108.542,-,-
'[00:18:14.560]',0.125,107.917,-,-
'[00:18:14.568]',0.062,106.250,-,-
'[00:18:14.576]',0.133,104.792,-,-
'[00:18:14.584]',0.102,104.792,-,-
'[00:18:14.592]',0.141,107.917,-,-
'[00:18:14.600]',0.156,110.208,-,-
'[00:18:14.608]',0.242,111.667,-,-
'[00:18:14.616]',0.312,111.667,-,-
'[00:18:14.624]',0.336,112.500,-,-
'[00:18:14.632]',0.492,114.792,-,-
'[00:18:14.640]',0.578,118.750,-,-
'[00:18:14.648]',0.312,125.000,-,-
'[00:18:14.656]',0.289,132.917,-,-
'[00:18:14.664]',0.398,141.458,-,-
'[00:18:14.672]',0.453,150.833,-,-
'[00:18:14.680]',0.477,158.542,-,-
'[00:18:14.688]',0.500,166.458,-,-
'[00:18:14.696]',0.531,174.167,-,-
'[00:18:14.704]',0.484,179.792,-,-
'[00:18:14.712]',0.500,184.375,-,-
'[00:18:14.720]',0.281,184.375,-,-
'[00:18:14.728]',0.242,184.375,-,-
'[00:18:14.736]',0.242,184.375,-,-
'[00:18:14.744]',0.266,184.375,-,-
'[00:18:14.752]',0.242,184.375,-,-
'[00:18:14.760]',0.234,184.375,-,-
'[00:18:14.768]',0.227,184.375,-,-
'[00:18:14.776]',0.352,184.375,-,-
'[00:18:14.784]',0.391,184.375,-,-
'[00:18:14.792]',0.039,184.375,-,-
'[00:18:14.800]',0.109,184.375,-,-
'[00:18:14.808]',0.203,184.375,-,-
'[00:18:14.816]',0.234,184.375,-,-
'[00:18:14.824]',0.266,183.542,-,-
'[00:18:14.832]',0.297,182.083,-,-
'[00:18:14.840]',0.320,180.417,-,-
'[00:18:14.848]',0.297,178.125,-,-
'[00:18:14.856]',0.312,175.833,-,-
'[00:18:14.864]',0.359,173.542,-,-
'[00:18:14.872]',0.438,170.417,-,-
'[00:18:14.880]',0.211,166.458,-,-
'[00:18:14.888]',0.117,162.500,-,-
'[00:18:14.896]',0.195,157.917,-,-
'[00:18:14.904]',0.219,153.125,-,-
'[00:18:14.912]',0.242,149.167,-,-
'[00:18:14.920]',0.242,145.417,-,-
'[00:18:14.928]',0.281,141.458,-,-
'[00:18:14.936]',0.312,138.333,-,-
'[00:18:14.944]',0.258,136.042,-,-
'[00:18:14.952]',0.242,135.208,-,-
'[00:18:14.960]',0.273,135.208,-,-
'[00:18:14.968]',0.250,136.042,-,-
'[00:18:14.976]',0.312,136.667,-,-
'[00:18:14.984]',0.320,137.500,-,-
'[00:18:14.992]',0.422,136.667,-,-
'[00:18:15.000]',0.492,136.667,-,-
'[00:18:15.008]',0.438,136.042,-,-
'[00:18:15.016]',0.336,136.042,-,-
'[00:18:15.024]',0.289,135.208,-,-
'[00:18:15.032]',0.266,133.542,-,-
'[00:18:15.040]',0.242,132.083,-,-
'[00:18:15.048]',0.227,130.417,-,-
'[00:18:15.056]',0.211,128.958,-,-
'[00:18:15.064]',0.203,128.125,-,-
'[00:18:15.072]',0.211,126.667,-,-
'[00:18:15.080]',0.266,125.833,-,-
'[00:18:15.088]',0.180,124.167,-,-
'[00:18:15.096]',0.125,122.708,-,-
'[00:18:15.104]',0.180,121.875,-,-
'[00:18:15.112]',0.188,121.042,-,-
'[00:18:15.120]',0.250,121.042,-,-
'[00:18:15.128]',0.570,121.042,-,-
'[00:18:15.136]',0.875,120.417,-,-
'[00:18:15.144]',1.047,120.417,-,-
'[00:18:15.152]',0.328,119.583,-,-
'[00:18:15.160]',-0.078,118.750,-,-
'[00:18:15.168]',0.055,118.750,-,-
'[00:18:15.176]',0.242,117.917,-,-
'[00:18:15.184]',0.250,116.458,-,-
'[00:18:15.192]',0.125,115.625,-,-
'[00:18:15.200]',0.016,114.792,-,-
'[00:18:15.208]',0.070,114.167,-,-
'[00:18:15.216]',0.125,113.333,-,-
'[00:18:15.224]',0.164,113.333,-,-
'[00:18:15.232]',0.188,112.500,-,-
'[00:18:15.240]',0.195,112.500,-,-
'[00:18:15.248]',0.172,112.500,-,-
'[00:18:15.256]',0.266,112.500,-,-
'[00:18:15.264]',0.273,111.667,-,-
'[00:18:15.272]',0.211,111.042,-,-
'[00:18:15.280]',0.086,110.208,-,-
'[00:18:15.288]',0.148,109.375,-,-
'[00:18:15.296]',0.195,109.375,-,-
'[00:18:15.304]',0.211,109.375,-,-
'[00:18:15.312]',0.266,108.542,-,-
'[00:18:15.320]',0.312,108.542,-,-
'[00:18:15.328]',0.297,108.542,-,-
'[00:18:15.336]',0.227,108.542,-,-
'[00:18:15.344]',0.250,108.542,-,-
'[00:18:15.352]',0.336,110.208,-,-
'[00:18:15.360]',0.352,113.333,-,-
'[00:18:15.368]',0.406,117.292,-,-
'[00:18:15.376]',0.406,124.167,-,-
'[00:18:15.384]',0.422,132.917,-,-
'[00:18:15.392]',0.391,142.292,-,-
'[00:18:15.400]',0.461,151.667,-,-
'[00:18:15.408]',0.414,161.042,-,-
'[00:18:15.416]',0.484,170.417,-,-
'[00:18:15.424]',0.445,178.125,-,-
'[00:18:15.432]',0.461,184.375,-,-
'[00:18:15.440]',0.398,184.375,-,-
'[00:18:15.448]',0.375,184.375,-,-
'[00:18:15.456]',0.367,184.375,-,-
'[00:18:15.464]',0.492,184.375,-,-
'[00:18:15.472]',0.180,184.375,-,-
'[00:18:15.480]',0.125,184.375,-,-
'[00:18:15.488]',0.188,184.375,-,-
'[00:18:15.496]',0.133,184.375,-,-
'[00:18:15.504]',0.195,184.375,-,-
'[00:18:15.512]',0.242,184.375,-,-
'[00:18:15.520]',0.227,184.375,-,-
'[00:18:15.528]',0.297,184.375,-,-
'[00:18:15.536]',0.250,184.375,-,-
'[00:18:15.544]',0.242,184.375,-,-
'[00:18:15.552]',0.352,184.375,-,-
'[00:18:15.560]',0.156,184.375,-,-
'[00:18:15.568]',0.188,183.542,-,-
'[00:18:15.576]',0.250,182.083,-,-
'[00:18:15.584]',0.266,180.417,-,-
'[00:18:15.592]',0.297,178.958,-,-
'[00:18:15.600]',0.336,176.667,-,-
'[00:18:15.608]',0.305,173.542,-,-
'[00:18:15.616]',0.281,168.750,-,-
'[00:18:15.624]',0.297,164.167,-,-
'[00:18:15.632]',0.250,158.542,-,-
'[00:18:15.640]',0.281,153.125,-,-
'[00:18:15.648]',0.312,148.542,-,-
'[00:18:15.656]',0.250,145.417,-,-
'[00:18:15.664]',0.281,142.917,-,-
'[00:18:15.672]',0.289,140.625,-,-
'[00:18:15.680]',0.219,139.792,-,-
'[00:18:15.688]',0.164,139.167,-,-
'[00:18:15.696]',0.188,138.333,-,-
'[00:18:15.704]',0.211,136.042,-,-
'[00:18:15.712]',0.227,133.542,-,-
'[00:18:15.720]',0.242,131.250,-,-
'[00:18:15.728]',0.320,130.417,-,-
'[00:18:15.736]',0.297,131.250,-,-
'[00:18:15.744]',0.352,132.917,-,-
'[00:18:15.752]',0.422,136.042,-,-
'[00:18:15.760]',0.406,138.333,-,-
'[00:18:15.768]',0.258,139.167,-,-
'[00:18:15.776]',0.195,139.167,-,-
'[00:18:15.784]',0.203,138.333,-,-
'[00:18:15.792]',0.234,136.667,-,-
'[00:18:15.800]',0.242,135.208,-,-
'[00:18:15.808]',0.258,132.083,-,-
'[00:18:15.816]',0.297,128.125,-,-
'[00:18:15.824]',0.312,124.167,-,-
'[00:18:15.832]',0.391,121.875,-,-
'[00:18:15.840]',0.406,121.042,-,-
'[00:18:15.848]',0.242,121.875,-,-
'[00:18:15.856]',0.312,122.708,-,-
'[00:18:15.864]',0.258,121.875,-,-
'[00:18:15.872]',0.508,121.042,-,-
'[00:18:15.880]',0.875,118.750,-,-
'[00:18:15.888]',1.180,117.292,-,-
'[00:18:15.896]',1.227,115.625,-,-
'[00:18:15.904]',0.172,114.792,-,-
'[00:18:15.912]',0.062,114.167,-,-
'[00:18:15.920]',0.281,114.167,-,-
'[00:18:15.928]',0.320,113.333,-,-
'[00:18:15.936]',0.211,112.500,-,-
'[00:18:15.944]',0.266,111.667,-,-
'[00:18:15.952]',0.344,111.042,-,-
'[00:18:15.960]',0.305,110.208,-,-
'[00:18:15.968]',0.328,111.042,-,-
'[00:18:15.976]',0.297,112.500,-,-
'[00:18:15.984]',0.297,114.167,-,-
'[00:18:15.992]',0.305,116.458,-,-
'[00:18:16.000]',0.344,117.292,-,-
'[00:18:16.008]',0.367,117.292,-,-
'[00:18:16.016]',0.445,116.458,-,-
'[00:18:16.024]',0.383,114.792,-,-
'[00:18:16.032]',0.344,114.167,-,-
'[00:18:16.040]',0.336,112.500,-,-
'[00:18:16.048]',0.328,111.042,-,-
'[00:18:16.056]',0.367,108.542,-,-
'[00:18:16.064]',0.328,107.917,-,-
'[00:18:16.072]',0.383,107.917,-,-
'[00:18:16.080]',0.438,107.917,-,-
'[00:18:16.088]',0.492,107.917,-,-
'[00:18:16.096]',0.477,107.917,-,-
'[00:18:16.104]',0.539,108.542,-,-
'[00:18:16.112]',0.602,111.042,-,-
'[00:18:16.120]',0.625,116.458,-,-
'[00:18:16.128]',0.703,124.167,-,-
'[00:18:16.136]',0.727,134.375,-,-
'[00:18:16.144]',0.727,145.417,-,-
'[00:18:16.152]',0.711,153.958,-,-
'[00:18:16.160]',0.727,161.667,-,-
'[00:18:16.168]',0.695,167.917,-,-
'[00:18:16.176]',0.656,174.167,-,-
'[00:18:16.184]',0.641,180.417,-,-
'[00:18:16.192]',0.586,184.375,-,-
'[00:18:16.200]',0.547,184.375,-,-
'[00:18:16.208]',0.539,184.375,-,-
'[00:18:16.216]',0.469,184.375,-,-
'[00:18:16.224]',0.367,184.375,-,-
'[00:18:16.232]',0.328,184.375,-,-
'[00:18:16.240]',0.359,184.375,-,-
'[00:18:16.248]',0.266,184.375,-,-
'[00:18:16.256]',0.250,184.375,-,-
'[00:18:16.264]',0.297,184.375,-,-
'[00:18:16.272]',0.312,184.375,-,-
'[00:18:16.280]',0.320,184.375,-,-
'[00:18:16.288]',0.352,184.375,-,-
'[00:18:16.296]',0.367,184.375,-,-
'[00:18:16.304]',0.391,184.375,-,-
'[00:18:16.312]',0.438,183.542,-,-
'[00:18:16.320]',0.406,183.542,-,-
'[00:18:16.328]',0.383,182.917,-,-
'[00:18:16.336]',0.461,180.417,-,-
'[00:18:16.344]',0.445,177.292,-,-
'[00:18:16.352]',0.367,173.542,-,-
'[00:18:16.360]',0.336,171.042,-,-
'[00:18:16.368]',0.383,167.917,-,-
'[00:18:16.376]',0.367,164.792,-,-
'[00:18:16.384]',0.367,160.208,-,-
'[00:18:16.392]',0.352,154.792,-,-
'[00:18:16.400]',0.406,149.167,-,-
'[00:18:16.408]',0.320,144.583,-,-
'[00:18:16.416]',0.266,141.458,-,-
'[00:18:16.424]',0.211,139.167,-,-
'[00:18:16.432]',0.172,138.333,-,-
