'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[15:31:42.648]',-0.160,-,0.815,0.935,0.188,2.220,91.631,11.308
'[15:31:42.656]',-0.160,-,0.825,0.935,0.188,2.221,89.990,11.308
'[15:31:42.664]',-0.160,-,0.815,0.935,0.188,2.222,88.857,11.244
'[15:31:42.672]',-0.166,-,0.825,0.930,0.188,2.223,88.505,11.187
'[15:31:42.680]',-0.160,-,0.815,0.935,0.188,2.224,88.662,11.060
'[15:31:42.688]',-0.160,-,0.825,0.925,0.188,2.225,89.365,10.933
'[15:31:42.696]',-0.151,-,0.811,0.925,0.188,2.226,90.381,10.870
'[15:31:42.704]',-0.155,-,0.815,0.920,0.188,2.228,91.241,10.749
'[15:31:42.712]',-0.146,-,0.811,0.925,0.189,2.229,91.944,10.686
'[15:31:42.720]',-0.151,-,0.811,0.920,0.189,2.230,92.178,10.559
'[15:31:42.728]',-0.140,-,0.805,0.925,0.190,2.231,92.296,10.375
'[15:31:42.736]',-0.146,-,0.811,0.920,0.190,2.232,92.491,10.248
'[15:31:42.744]',-0.135,-,0.800,0.925,0.191,2.233,92.491,10.057
'[15:31:42.752]',-0.140,-,0.805,0.915,0.192,2.233,92.374,10.000
'[15:31:42.760]',-0.130,-,0.800,0.925,0.193,2.233,91.983,9.937
'[15:31:42.768]',-0.135,-,0.805,0.915,0.193,2.234,91.553,9.937
'[15:31:42.776]',-0.120,-,0.795,0.925,0.194,2.234,90.928,9.937
'[15:31:42.784]',-0.110,-,0.791,0.935,0.195,2.234,90.068,10.000
'[15:31:42.792]',-0.090,-,0.775,0.940,0.196,2.234,89.170,10.057
'[15:31:42.800]',-0.090,-,0.775,0.956,0.198,2.234,88.427,10.121
'[15:31:42.808]',-0.070,-,0.760,0.965,0.199,2.234,88.232,10.184
'[15:31:42.816]',-0.061,-,0.755,0.970,0.201,2.234,88.505,10.248
'[15:31:42.824]',-0.065,-,0.766,0.935,0.203,2.234,88.740,10.311
'[15:31:42.832]',-0.070,-,0.755,0.930,0.205,2.234,88.740,10.432
'[15:31:42.840]',-0.070,-,0.766,0.935,0.207,2.234,88.349,10.622
'[15:31:42.848]',-0.061,-,0.755,0.940,0.209,2.234,88.036,10.806
'[15:31:42.856]',-0.086,-,0.775,0.930,0.211,2.234,87.685,10.933
'[15:31:42.864]',-0.095,-,0.771,0.940,0.213,2.234,87.294,11.124
'[15:31:42.872]',-0.106,-,0.786,0.915,0.214,2.233,86.864,11.308
'[15:31:42.880]',-0.100,-,0.780,0.915,0.216,2.233,86.317,11.498
'[15:31:42.888]',-0.106,-,0.786,0.915,0.219,2.233,85.418,11.683
'[15:31:42.896]',-0.100,-,0.775,0.915,0.222,2.232,84.481,11.873
'[15:31:42.904]',-0.110,-,0.780,0.915,0.225,2.232,83.816,12.121
'[15:31:42.912]',-0.090,-,0.775,0.915,0.229,2.232,83.699,12.311
'[15:31:42.920]',-0.100,-,0.780,0.915,0.233,2.231,83.738,12.559
'[15:31:42.928]',-0.095,-,0.771,0.960,0.237,2.231,83.425,12.749
'[15:31:42.936]',-0.130,-,0.775,1.160,0.242,2.231,82.918,12.806
'[15:31:42.944]',-0.075,-,0.710,1.406,0.246,2.230,82.449,12.870
'[15:31:42.952]',0.170,-,0.560,1.476,0.251,2.230,82.058,12.997
'[15:31:42.960]',0.630,-,0.350,0.720,0.256,2.230,81.823,13.124
'[15:31:42.968]',1.000,-,0.220,0.010,0.262,2.230,81.628,13.308
'[15:31:42.976]',1.045,-,0.209,-0.256,0.267,2.229,81.433,13.498
'[15:31:42.984]',0.044,-,0.725,-0.025,0.274,2.229,81.355,13.619
'[15:31:42.992]',-0.100,-,0.775,0.405,0.280,2.228,81.315,13.746
'[15:31:43.000]',-0.035,-,0.725,0.720,0.288,2.228,81.315,13.810
'[15:31:43.008]',0.035,-,0.690,0.900,0.295,2.228,81.511,13.873
'[15:31:43.016]',-0.000,-,0.715,0.945,0.301,2.227,81.667,13.873
'[15:31:43.024]',-0.045,-,0.740,0.965,0.308,2.227,81.550,13.937
'[15:31:43.032]',-0.070,-,0.755,0.985,0.314,2.226,81.120,14.000
'[15:31:43.040]',-0.086,-,0.766,1.000,0.321,2.226,80.495,14.057
'[15:31:43.048]',-0.090,-,0.766,1.010,0.328,2.225,79.987,14.121
'[15:31:43.056]',-0.095,-,0.775,1.021,0.335,2.224,79.557,14.184
'[15:31:43.064]',-0.090,-,0.766,1.030,0.342,2.224,79.166,14.248
'[15:31:43.072]',-0.090,-,0.775,1.025,0.350,2.223,78.932,14.248
'[15:31:43.080]',-0.081,-,0.755,1.041,0.356,2.223,79.010,14.248
'[15:31:43.088]',-0.086,-,0.760,1.035,0.364,2.222,79.323,14.311
'[15:31:43.096]',-0.065,-,0.755,1.041,0.370,2.221,79.479,14.432
'[15:31:43.104]',-0.070,-,0.755,1.041,0.377,2.221,79.362,14.559
'[15:31:43.112]',-0.045,-,0.745,1.041,0.384,2.220,78.854,14.686
'[15:31:43.120]',-0.050,-,0.745,1.045,0.391,2.220,78.228,14.749
'[15:31:43.128]',-0.035,-,0.730,1.045,0.398,2.220,77.681,14.749
'[15:31:43.136]',-0.035,-,0.730,1.045,0.406,2.220,77.134,14.749
'[15:31:43.144]',-0.021,-,0.720,1.055,0.414,2.219,76.744,14.749
'[15:31:43.152]',-0.015,-,0.715,1.055,0.422,2.219,76.548,14.806
'[15:31:43.160]',0.004,-,0.705,1.061,0.430,2.219,76.353,14.806
'[15:31:43.168]',0.010,-,0.705,1.061,0.439,2.219,76.040,14.686
'[15:31:43.176]',0.024,-,0.690,1.070,0.446,2.218,75.493,14.495
'[15:31:43.184]',0.035,-,0.695,1.070,0.454,2.218,74.868,14.248
'[15:31:43.192]',0.050,-,0.680,1.081,0.461,2.218,74.555,13.937
'[15:31:43.200]',0.065,-,0.675,1.086,0.468,2.218,74.751,13.683
'[15:31:43.208]',0.085,-,0.660,1.101,0.475,2.218,75.063,13.435
'[15:31:43.216]',0.095,-,0.655,1.106,0.483,2.218,75.376,13.187
'[15:31:43.224]',0.115,-,0.635,1.115,0.490,2.218,76.197,12.933
'[15:31:43.232]',0.140,-,0.630,1.126,0.498,2.219,78.307,12.749
'[15:31:43.240]',0.160,-,0.610,1.135,0.505,2.220,81.980,12.495
'[15:31:43.248]',0.185,-,0.600,1.146,0.512,2.221,87.255,12.248
'[15:31:43.256]',0.210,-,0.580,1.151,0.518,2.222,93.546,12.000
'[15:31:43.264]',0.235,-,0.565,1.155,0.525,2.223,100.228,11.746
'[15:31:43.272]',0.255,-,0.555,1.151,0.531,2.223,106.636,11.498
'[15:31:43.280]',0.285,-,0.535,1.151,0.538,2.224,112.068,11.244
'[15:31:43.288]',0.305,-,0.525,1.130,0.544,2.224,116.288,11.124
'[15:31:43.296]',0.330,-,0.505,1.120,0.550,2.225,119.101,10.933
'[15:31:43.304]',0.350,-,0.495,1.090,0.556,2.225,120.430,10.870
'[15:31:43.312]',0.370,-,0.485,1.070,0.562,2.225,119.883,10.870
'[15:31:43.320]',0.375,-,0.490,1.030,0.568,2.225,117.421,10.933
'[15:31:43.328]',0.380,-,0.485,0.996,0.573,2.225,114.139,10.933
'[15:31:43.336]',0.340,-,0.515,0.960,0.579,2.225,111.638,10.997
'[15:31:43.344]',0.295,-,0.540,0.935,0.584,2.225,111.130,10.997
'[15:31:43.352]',0.215,-,0.595,0.915,0.589,2.225,112.497,10.997
'[15:31:43.360]',0.140,-,0.640,0.910,0.594,2.225,113.865,10.933
'[15:31:43.368]',0.055,-,0.695,0.895,0.598,2.225,113.201,10.997
'[15:31:43.376]',-0.015,-,0.735,0.895,0.602,2.225,110.192,11.124
'[15:31:43.384]',-0.086,-,0.780,0.891,0.605,2.225,107.105,11.371
'[15:31:43.392]',-0.130,-,0.805,0.891,0.609,2.225,106.167,11.562
'[15:31:43.400]',-0.175,-,0.835,0.891,0.612,2.225,107.105,11.683
'[15:31:43.408]',-0.196,-,0.845,0.891,0.615,2.225,108.434,11.683
'[15:31:43.416]',-0.216,-,0.855,0.895,0.618,2.225,109.254,11.683
'[15:31:43.424]',-0.220,-,0.860,0.900,0.621,2.224,109.567,11.683
'[15:31:43.432]',-0.216,-,0.855,0.905,0.624,2.224,109.371,11.873
'[15:31:43.440]',-0.225,-,0.865,0.900,0.626,2.224,108.629,12.121
'[15:31:43.448]',-0.211,-,0.851,0.915,0.628,2.224,107.496,12.375
'[15:31:43.456]',-0.216,-,0.860,0.915,0.631,2.224,106.480,12.622
'[15:31:43.464]',-0.205,-,0.845,0.920,0.633,2.224,105.933,12.806
'[15:31:43.472]',-0.211,-,0.851,0.915,0.635,2.224,105.933,12.997
'[15:31:43.480]',-0.186,-,0.840,0.920,0.637,2.223,106.480,13.060
'[15:31:43.488]',-0.191,-,0.840,0.920,0.639,2.223,107.496,13.187
'[15:31:43.496]',-0.180,-,0.835,0.925,0.640,2.223,108.316,13.308
'[15:31:43.504]',-0.180,-,0.835,0.920,0.642,2.222,108.434,13.308
'[15:31:43.512]',-0.166,-,0.825,0.930,0.643,2.221,107.691,13.371
'[15:31:43.520]',-0.171,-,0.825,0.920,0.644,2.220,106.167,13.308
'[15:31:43.528]',-0.160,-,0.820,0.930,0.644,2.220,103.823,13.371
'[15:31:43.536]',-0.160,-,0.825,0.925,0.645,2.219,100.423,13.498
'[15:31:43.544]',-0.160,-,0.815,0.930,0.645,2.217,96.242,13.810
'[15:31:43.552]',-0.160,-,0.825,0.920,0.645,2.215,92.178,14.184
'[15:31:43.560]',-0.151,-,0.815,0.925,0.644,2.211,89.130,14.375
'[15:31:43.568]',-0.160,-,0.825,0.915,0.644,2.207,87.489,14.248
'[15:31:43.576]',-0.146,-,0.805,0.920,0.642,2.203,87.177,13.562
'[15:31:43.584]',-0.155,-,0.820,0.915,0.641,2.198,87.919,12.495
'[15:31:43.592]',-0.140,-,0.811,0.920,0.639,2.192,89.130,11.187
'[15:31:43.600]',-0.151,-,0.815,0.915,0.636,2.184,90.615,9.810
'[15:31:43.608]',-0.140,-,0.805,0.915,0.633,2.175,92.178,8.749
'[15:31:43.616]',-0.146,-,0.811,0.915,0.630,2.165,93.937,8.184
'[15:31:43.624]',-0.140,-,0.815,0.915,0.626,2.022,95.539,8.184
'[15:31:43.632]',-0.146,-,0.805,0.915,0.622,1.792,96.477,8.622
'[15:31:43.640]',-0.140,-,0.820,0.910,0.617,1.636,96.242,9.308
'[15:31:43.648]',-0.140,-,0.811,0.915,0.612,1.524,95.187,10.057
'[15:31:43.656]',-0.140,-,0.815,0.915,0.606,1.440,94.054,10.749
'[15:31:43.664]',-0.135,-,0.800,0.915,0.601,1.377,93.546,11.187
'[15:31:43.672]',-0.135,-,0.811,0.915,0.596,1.339,93.546,11.435
'[15:31:43.680]',-0.120,-,0.800,0.915,0.590,1.319,93.624,11.619
'[15:31:43.688]',-0.120,-,0.805,0.915,0.584,1.306,93.741,11.746
'[15:31:43.696]',-0.100,-,0.786,0.935,0.577,1.301,93.819,11.746
'[15:31:43.704]',-0.095,-,0.791,0.940,0.570,1.304,93.507,11.562
'[15:31:43.712]',-0.081,-,0.775,0.950,0.562,1.315,92.608,11.124
'[15:31:43.720]',-0.086,-,0.775,0.960,0.555,1.331,91.358,10.495
'[15:31:43.728]',-0.055,-,0.766,0.965,0.548,1.353,89.990,9.810
'[15:31:43.736]',-0.075,-,0.775,0.920,0.542,1.378,88.818,9.060
'[15:31:43.744]',-0.065,-,0.766,0.925,0.535,1.408,87.724,8.375
'[15:31:43.752]',-0.070,-,0.775,0.930,0.527,1.440,86.786,8.000
'[15:31:43.760]',-0.070,-,0.775,0.935,0.520,1.478,86.122,8.121
'[15:31:43.768]',-0.095,-,0.780,0.930,0.512,1.520,85.809,8.686
'[15:31:43.776]',-0.100,-,0.791,0.920,0.504,1.570,85.692,9.498
'[15:31:43.784]',-0.115,-,0.800,0.905,0.496,1.636,85.496,10.495
'[15:31:43.792]',-0.110,-,0.795,0.910,0.488,1.721,85.067,11.435
'[15:31:43.800]',-0.110,-,0.800,0.905,0.480,1.821,84.363,12.432
'[15:31:43.808]',-0.106,-,0.795,0.910,0.472,1.933,83.699,13.371
'[15:31:43.816]',-0.115,-,0.800,0.910,0.465,2.050,83.230,14.311
'[15:31:43.824]',-0.110,-,0.795,0.910,0.458,2.167,83.074,15.060
'[15:31:43.832]',-0.115,-,0.791,0.910,0.452,2.279,83.113,15.498
'[15:31:43.840]',-0.120,-,0.800,0.985,0.446,2.383,83.230,15.308
'[15:31:43.848]',-0.135,-,0.775,1.200,0.441,2.478,83.425,14.559
'[15:31:43.856]',-0.050,-,0.700,1.441,0.436,2.564,83.621,13.308
'[15:31:43.864]',0.265,-,0.515,1.466,0.431,2.643,83.738,11.937
'[15:31:43.872]',0.705,-,0.340,0.545,0.427,2.708,83.699,10.870
'[15:31:43.880]',1.055,-,0.209,-0.095,0.423,2.764,83.386,10.375
'[15:31:43.888]',0.630,-,0.445,-0.251,0.420,2.826,83.074,10.495
'[15:31:43.896]',-0.035,-,0.775,0.055,0.417,2.886,82.683,11.244
'[15:31:43.904]',-0.115,-,0.795,0.465,0.414,2.938,82.292,12.184
'[15:31:43.912]',-0.015,-,0.725,0.755,0.410,2.979,81.823,13.187
'[15:31:43.920]',0.020,-,0.715,0.910,0.407,3.004,81.198,13.937
'[15:31:43.928]',-0.015,-,0.735,0.945,0.403,3.009,80.573,14.311
'[15:31:43.936]',-0.065,-,0.771,0.960,0.400,2.995,80.065,14.248
'[15:31:43.944]',-0.075,-,0.775,0.985,0.396,2.966,79.752,13.810
'[15:31:43.952]',-0.095,-,0.780,0.996,0.393,2.925,79.440,12.997
'[15:31:43.960]',-0.100,-,0.775,1.010,0.389,2.875,79.049,12.057
'[15:31:43.968]',-0.106,-,0.791,1.015,0.386,2.826,78.541,11.187
'[15:31:43.976]',-0.095,-,0.780,1.025,0.383,2.777,78.072,10.432
'[15:31:43.984]',-0.100,-,0.786,1.030,0.379,2.725,77.564,10.000
'[15:31:43.992]',-0.090,-,0.775,1.025,0.376,2.673,77.134,9.873
'[15:31:44.000]',-0.090,-,0.780,1.035,0.373,2.622,76.822,10.057
'[15:31:44.008]',-0.081,-,0.771,1.035,0.370,2.574,76.665,10.495
'[15:31:44.016]',-0.075,-,0.775,1.035,0.367,2.529,76.822,11.060
'[15:31:44.024]',-0.070,-,0.760,1.041,0.364,2.489,77.134,11.683
'[15:31:44.032]',-0.061,-,0.755,1.045,0.361,2.454,77.447,12.121
'[15:31:44.040]',-0.050,-,0.760,1.041,0.358,2.424,77.760,12.375
'[15:31:44.048]',-0.045,-,0.750,1.041,0.355,2.400,77.916,12.375
'[15:31:44.056]',-0.030,-,0.755,1.045,0.353,2.378,77.799,12.121
'[15:31:44.064]',-0.021,-,0.735,1.050,0.350,2.363,77.291,11.746
'[15:31:44.072]',-0.010,-,0.725,1.050,0.348,2.352,76.665,11.244
'[15:31:44.080]',0.010,-,0.710,1.055,0.346,2.343,76.001,10.749
'[15:31:44.088]',0.020,-,0.705,1.055,0.344,2.335,75.259,10.311
'[15:31:44.096]',0.040,-,0.695,1.065,0.342,2.328,74.673,9.937
'[15:31:44.104]',0.044,-,0.690,1.070,0.340,2.322,74.321,9.810
'[15:31:44.112]',0.070,-,0.675,1.081,0.338,2.316,74.165,9.873
'[15:31:44.120]',0.075,-,0.680,1.081,0.336,2.309,74.360,10.057
'[15:31:44.128]',0.100,-,0.660,1.095,0.334,2.302,74.985,10.184
'[15:31:44.136]',0.109,-,0.655,1.101,0.332,2.296,76.197,10.248
'[15:31:44.144]',0.140,-,0.635,1.110,0.330,2.289,78.307,10.057
'[15:31:44.152]',0.155,-,0.625,1.115,0.328,2.283,81.628,9.683
'[15:31:44.160]',0.190,-,0.595,1.126,0.325,2.276,86.122,9.244
'[15:31:44.168]',0.210,-,0.590,1.126,0.323,2.271,91.631,8.686
'[15:31:44.176]',0.245,-,0.565,1.126,0.322,2.266,97.571,8.184
'[15:31:44.184]',0.265,-,0.560,1.120,0.320,2.261,103.237,7.746
'[15:31:44.192]',0.300,-,0.535,1.120,0.319,2.256,108.238,7.498
'[15:31:44.200]',0.315,-,0.520,1.101,0.317,2.251,112.107,7.498
'[15:31:44.208]',0.350,-,0.500,1.081,0.316,2.244,114.803,7.746
'[15:31:44.216]',0.370,-,0.495,1.050,0.314,2.239,116.366,8.057
'[15:31:44.224]',0.390,-,0.480,1.030,0.312,2.233,116.913,8.248
'[15:31:44.232]',0.395,-,0.480,0.990,0.309,2.228,116.600,8.184
'[15:31:44.240]',0.380,-,0.490,0.960,0.307,2.223,115.545,7.873
'[15:31:44.248]',0.350,-,0.510,0.930,0.303,2.218,113.943,7.371
'[15:31:44.256]',0.295,-,0.545,0.910,0.300,2.213,111.989,6.933
'[15:31:44.264]',0.220,-,0.590,0.900,0.297,2.208,109.801,6.686
'[15:31:44.272]',0.135,-,0.645,0.895,0.293,2.203,107.730,6.686
'[15:31:44.280]',0.044,-,0.695,0.891,0.289,2.200,105.855,7.060
'[15:31:44.288]',-0.030,-,0.750,0.891,0.285,2.198,104.487,7.619
'[15:31:44.296]',-0.090,-,0.780,0.885,0.282,2.197,103.549,8.375
'[15:31:44.304]',-0.146,-,0.815,0.885,0.278,2.196,103.198,9.060
'[15:31:44.312]',-0.171,-,0.835,0.891,0.275,2.196,103.237,9.498
'[15:31:44.320]',-0.211,-,0.855,0.891,0.271,2.196,103.745,9.562
'[15:31:44.328]',-0.211,-,0.855,0.895,0.268,2.195,104.487,9.308
'[15:31:44.336]',-0.231,-,0.871,0.905,0.264,2.195,105.503,8.806
'[15:31:44.344]',-0.220,-,0.865,0.910,0.260,2.195,106.480,8.375
'[15:31:44.352]',-0.231,-,0.871,0.910,0.256,2.195,107.379,8.057
'[15:31:44.360]',-0.216,-,0.855,0.920,0.252,2.195,108.043,8.121
'[15:31:44.368]',-0.220,-,0.860,0.915,0.248,2.196,108.512,8.495
'[15:31:44.376]',-0.205,-,0.845,0.925,0.244,2.196,108.629,9.308
'[15:31:44.384]',-0.200,-,0.845,0.925,0.240,2.196,108.434,10.248
'[15:31:44.392]',-0.191,-,0.835,0.930,0.236,2.196,108.004,11.244
'[15:31:44.400]',-0.186,-,0.835,0.930,0.233,2.196,107.261,12.000
'[15:31:44.408]',-0.180,-,0.831,0.940,0.229,2.196,106.245,12.311
'[15:31:44.416]',-0.175,-,0.825,0.935,0.226,2.196,104.917,12.184
'[15:31:44.424]',-0.180,-,0.831,0.935,0.224,2.201,103.315,11.746
'[15:31:44.432]',-0.166,-,0.825,0.940,0.221,2.209,101.166,11.187
'[15:31:44.440]',-0.175,-,0.825,0.930,0.218,2.222,98.665,10.686
'[15:31:44.448]',-0.160,-,0.820,0.925,0.216,2.239,96.008,10.311
'[15:31:44.456]',-0.166,-,0.825,0.925,0.214,2.260,93.351,10.184
'[15:31:44.464]',-0.160,-,0.815,0.930,0.213,2.283,91.123,10.311
'[15:31:44.472]',-0.166,-,0.825,0.925,0.211,2.305,89.560,10.495
'[15:31:44.480]',-0.160,-,0.820,0.915,0.210,2.326,88.740,10.806
'[15:31:44.488]',-0.166,-,0.825,0.915,0.209,2.348,88.622,11.124
'[15:31:44.496]',-0.160,-,0.815,0.920,0.208,2.370,89.052,11.371
'[15:31:44.504]',-0.160,-,0.825,0.915,0.206,2.391,89.873,11.498
'[15:31:44.512]',-0.151,-,0.815,0.920,0.205,2.408,91.006,11.498
'[15:31:44.520]',-0.160,-,0.820,0.915,0.204,2.420,92.178,11.308
'[15:31:44.528]',-0.146,-,0.815,0.915,0.204,2.429,93.312,10.933
'[15:31:44.536]',-0.155,-,0.815,0.915,0.203,2.435,94.132,10.432
'[15:31:44.544]',-0.140,-,0.805,0.915,0.203,2.438,94.679,9.810
'[15:31:44.552]',-0.146,-,0.815,0.915,0.202,2.437,94.796,9.244
'[15:31:44.560]',-0.140,-,0.805,0.920,0.201,2.432,94.601,8.749
'[15:31:44.568]',-0.140,-,0.811,0.915,0.201,2.426,94.054,8.432
'[15:31:44.576]',-0.130,-,0.800,0.920,0.200,2.419,93.312,8.375
'[15:31:44.584]',-0.140,-,0.811,0.920,0.199,2.412,92.569,8.495
'[15:31:44.592]',-0.126,-,0.800,0.920,0.199,2.406,91.944,8.806
'[15:31:44.600]',-0.115,-,0.795,0.930,0.198,2.400,91.436,9.187
'[15:31:44.608]',-0.095,-,0.775,0.940,0.198,2.395,91.045,9.435
'[15:31:44.616]',-0.090,-,0.775,0.950,0.198,2.390,90.693,9.562
'[15:31:44.624]',-0.081,-,0.771,0.960,0.197,2.385,90.303,9.562
'[15:31:44.632]',-0.065,-,0.760,0.965,0.196,2.380,89.912,9.435
'[15:31:44.640]',-0.065,-,0.771,0.940,0.196,2.375,89.365,9.308
'[15:31:44.648]',-0.070,-,0.760,0.925,0.195,2.372,88.740,9.124
'[15:31:44.656]',-0.075,-,0.771,0.920,0.194,2.370,87.919,9.060
'[15:31:44.664]',-0.065,-,0.755,0.930,0.193,2.368,87.099,9.060
'[15:31:44.672]',-0.081,-,0.775,0.920,0.192,2.365,86.434,9.244
'[15:31:44.680]',-0.095,-,0.771,0.930,0.192,2.361,85.809,9.498
'[15:31:44.688]',-0.115,-,0.795,0.920,0.191,2.357,85.301,9.683
'[15:31:44.696]',-0.110,-,0.795,0.915,0.191,2.353,84.988,9.873
'[15:31:44.704]',-0.115,-,0.800,0.910,0.191,2.349,84.871,10.000
'[15:31:44.712]',-0.110,-,0.791,0.910,0.190,2.342,84.910,10.057
'[15:31:44.720]',-0.115,-,0.800,0.905,0.190,2.334,84.910,10.121
'[15:31:44.728]',-0.100,-,0.786,0.915,0.189,2.326,84.793,10.184
'[15:31:44.736]',-0.110,-,0.795,0.910,0.189,2.316,84.559,10.375
'[15:31:44.744]',-0.100,-,0.786,0.925,0.188,2.307,84.129,10.622
'[15:31:44.752]',-0.135,-,0.791,1.086,0.187,2.298,83.621,10.933
'[15:31:44.760]',-0.140,-,0.750,1.330,0.186,2.290,83.074,11.244
'[15:31:44.768]',0.040,-,0.635,1.471,0.185,2.283,82.566,11.619
'[15:31:44.776]',0.480,-,0.410,1.021,0.185,2.278,82.058,11.937
'[15:31:44.784]',0.920,-,0.255,0.230,0.185,2.272,81.745,12.248
'[15:31:44.792]',1.081,-,0.200,-0.251,0.184,2.268,81.511,12.495
'[15:31:44.800]',0.245,-,0.650,-0.146,0.184,2.266,81.315,12.622
'[15:31:44.808]',-0.090,-,0.775,0.245,0.184,2.265,81.237,12.622
'[15:31:44.816]',-0.110,-,0.760,0.600,0.183,2.265,81.120,12.432
'[15:31:44.824]',0.015,-,0.700,0.840,0.183,2.265,80.925,12.121
'[15:31:44.832]',0.024,-,0.720,0.935,0.183,2.265,80.690,11.810
'[15:31:44.840]',-0.041,-,0.740,0.960,0.182,2.265,80.260,11.498
'[15:31:44.848]',-0.070,-,0.760,0.980,0.182,2.266,79.791,11.187
'[15:31:44.856]',-0.090,-,0.771,0.990,0.182,2.267,79.362,10.933
'[15:31:44.864]',-0.095,-,0.775,1.010,0.183,2.267,79.127,10.870
'[15:31:44.872]',-0.100,-,0.780,1.015,0.183,2.267,79.010,11.060
'[15:31:44.880]',-0.095,-,0.775,1.025,0.183,2.267,79.010,11.371
'[15:31:44.888]',-0.100,-,0.775,1.030,0.184,2.267,78.736,11.873
'[15:31:44.896]',-0.090,-,0.771,1.035,0.184,2.267,78.307,12.311
'[15:31:44.904]',-0.090,-,0.775,1.035,0.185,2.267,78.072,12.686
'[15:31:44.912]',-0.075,-,0.766,1.035,0.187,2.266,77.994,12.749
'[15:31:44.920]',-0.081,-,0.771,1.035,0.188,2.264,78.111,12.559
'[15:31:44.928]',-0.061,-,0.755,1.041,0.190,2.261,78.228,12.057
'[15:31:44.936]',-0.061,-,0.760,1.035,0.191,2.257,78.189,11.371
'[15:31:44.944]',-0.045,-,0.745,1.045,0.193,2.254,77.877,10.686
'[15:31:44.952]',-0.041,-,0.745,1.041,0.194,2.250,77.369,10.184
'[15:31:44.960]',-0.021,-,0.730,1.050,0.195,2.246,76.822,10.000
'[15:31:44.968]',-0.021,-,0.730,1.045,0.197,2.242,76.236,10.184
'[15:31:44.976]',-0.000,-,0.715,1.055,0.199,2.239,75.806,10.622
'[15:31:44.984]',0.004,-,0.715,1.055,0.201,2.234,75.493,11.187
'[15:31:44.992]',0.020,-,0.705,1.061,0.203,2.229,75.259,11.619
'[15:31:45.000]',0.024,-,0.705,1.061,0.204,2.224,74.868,11.746
'[15:31:45.008]',0.044,-,0.690,1.070,0.206,2.220,74.634,11.619
'[15:31:45.016]',0.055,-,0.680,1.070,0.207,2.218,74.477,11.187
'[15:31:45.024]',0.075,-,0.670,1.081,0.209,2.216,74.477,10.686
'[15:31:45.032]',0.090,-,0.665,1.086,0.211,2.214,74.438,10.121
'[15:31:45.040]',0.115,-,0.645,1.095,0.212,2.212,74.438,9.619
'[15:31:45.048]',0.130,-,0.635,1.106,0.214,2.210,75.181,9.244
'[15:31:45.056]',0.155,-,0.620,1.110,0.216,2.208,77.252,8.933
'[15:31:45.064]',0.180,-,0.605,1.126,0.218,2.207,80.729,8.686
'[15:31:45.072]',0.200,-,0.590,1.126,0.219,2.205,85.614,8.622
'[15:31:45.080]',0.230,-,0.570,1.130,0.221,2.203,91.319,8.559
'[15:31:45.088]',0.255,-,0.560,1.126,0.222,2.201,97.258,8.495
'[15:31:45.096]',0.280,-,0.540,1.126,0.223,2.199,102.924,8.495
'[15:31:45.104]',0.305,-,0.530,1.110,0.224,2.197,108.004,8.495
'[15:31:45.112]',0.340,-,0.505,1.101,0.225,2.195,112.185,8.432
'[15:31:45.120]',0.355,-,0.500,1.075,0.226,2.194,115.506,8.375
'[15:31:45.128]',0.380,-,0.480,1.055,0.226,2.193,117.694,8.248
'[15:31:45.136]',0.385,-,0.480,1.021,0.227,2.193,118.554,8.121
'[15:31:45.144]',0.395,-,0.475,0.990,0.228,2.193,118.320,8.000
'[15:31:45.152]',0.370,-,0.495,0.950,0.229,2.193,117.226,7.937
'[15:31:45.160]',0.330,-,0.515,0.930,0.229,2.194,115.545,8.057
'[15:31:45.168]',0.255,-,0.565,0.915,0.230,2.194,113.435,8.311
'[15:31:45.176]',0.180,-,0.610,0.910,0.230,2.195,111.013,8.622
'[15:31:45.184]',0.085,-,0.670,0.895,0.231,2.196,108.551,8.933
'[15:31:45.192]',0.010,-,0.715,0.900,0.232,2.196,106.480,9.187
'[15:31:45.200]',-0.065,-,0.760,0.891,0.233,2.196,104.878,9.371
'[15:31:45.208]',-0.115,-,0.791,0.891,0.234,2.196,103.823,9.562
'[15:31:45.216]',-0.160,-,0.820,0.891,0.236,2.196,103.315,9.683
'[15:31:45.224]',-0.186,-,0.835,0.895,0.238,2.195,103.354,9.873
'[15:31:45.232]',-0.211,-,0.845,0.900,0.241,2.195,103.823,10.057
'[15:31:45.240]',-0.220,-,0.855,0.905,0.244,2.195,104.487,10.248
'[15:31:45.248]',-0.225,-,0.855,0.910,0.248,2.195,105.308,10.432
'[15:31:45.256]',-0.231,-,0.860,0.905,0.251,2.195,106.050,10.622
'[15:31:45.264]',-0.216,-,0.851,0.915,0.255,2.196,106.753,10.870
'[15:31:45.272]',-0.220,-,0.855,0.920,0.258,2.196,107.300,11.187
'[15:31:45.280]',-0.211,-,0.845,0.925,0.262,2.195,107.808,11.498
'[15:31:45.288]',-0.211,-,0.845,0.925,0.266,2.195,108.512,11.810
'[15:31:45.296]',-0.191,-,0.835,0.930,0.271,2.194,109.176,12.121
'[15:31:45.304]',-0.186,-,0.831,0.925,0.277,2.193,109.684,12.375
'[15:31:45.312]',-0.175,-,0.825,0.930,0.282,2.194,109.489,12.495
