'Time','PLETH','II','ABP'
'[13:43:07.952]',0.451,0.500,56.250
'[13:43:07.960]',0.471,0.500,57.031
'[13:43:07.968]',0.490,0.500,57.812
'[13:43:07.976]',0.510,0.508,58.594
'[13:43:07.984]',0.529,0.516,59.375
'[13:43:07.992]',0.549,0.531,60.156
'[13:43:08.000]',0.561,0.547,60.938
'[13:43:08.008]',0.569,0.570,60.938
'[13:43:08.016]',0.576,0.586,60.938
'[13:43:08.024]',0.584,0.594,60.938
'[13:43:08.032]',0.596,0.586,60.156
'[13:43:08.040]',0.600,0.570,60.156
'[13:43:08.048]',0.600,0.547,59.375
'[13:43:08.056]',0.600,0.516,58.594
'[13:43:08.064]',0.596,0.492,57.812
'[13:43:08.072]',0.588,0.492,57.812
'[13:43:08.080]',0.580,0.492,57.031
'[13:43:08.088]',0.573,0.484,56.250
'[13:43:08.096]',0.565,0.484,55.469
'[13:43:08.104]',0.557,0.484,54.688
'[13:43:08.112]',0.545,0.484,53.906
'[13:43:08.120]',0.537,0.484,53.125
'[13:43:08.128]',0.529,0.445,52.344
'[13:43:08.136]',0.518,0.414,51.562
'[13:43:08.144]',0.510,0.500,51.562
'[13:43:08.152]',0.502,0.742,50.781
'[13:43:08.160]',0.494,0.953,50.000
'[13:43:08.168]',0.490,1.000,50.000
'[13:43:08.176]',0.482,0.883,49.219
'[13:43:08.184]',0.475,0.727,49.219
'[13:43:08.192]',0.471,0.617,48.438
'[13:43:08.200]',0.467,0.547,48.438
'[13:43:08.208]',0.463,0.516,47.656
'[13:43:08.216]',0.459,0.500,47.656
'[13:43:08.224]',0.455,0.500,47.656
'[13:43:08.232]',0.455,0.500,47.656
'[13:43:08.240]',0.451,0.500,47.656
'[13:43:08.248]',0.451,0.500,47.656
'[13:43:08.256]',0.451,0.500,47.656
'[13:43:08.264]',0.447,0.500,47.656
'[13:43:08.272]',0.447,0.508,47.656
'[13:43:08.280]',0.447,0.516,47.656
'[13:43:08.288]',0.447,0.531,47.656
'[13:43:08.296]',0.443,0.539,47.656
'[13:43:08.304]',0.443,0.547,47.656
'[13:43:08.312]',0.443,0.547,46.875
'[13:43:08.320]',0.439,0.555,46.875
'[13:43:08.328]',0.439,0.562,46.094
'[13:43:08.336]',0.435,0.570,46.094
'[13:43:08.344]',0.431,0.586,46.094
'[13:43:08.352]',0.431,0.594,45.312
'[13:43:08.360]',0.427,0.609,45.312
'[13:43:08.368]',0.424,0.625,45.312
'[13:43:08.376]',0.424,0.641,45.312
'[13:43:08.384]',0.420,0.664,45.312
'[13:43:08.392]',0.420,0.688,46.094
'[13:43:08.400]',0.416,0.719,47.656
'[13:43:08.408]',0.416,0.742,51.562
'[13:43:08.416]',0.412,0.773,57.812
'[13:43:08.424]',0.408,0.797,66.406
'[13:43:08.432]',0.408,0.820,75.781
'[13:43:08.440]',0.408,0.836,85.156
'[13:43:08.448]',0.404,0.844,94.531
'[13:43:08.456]',0.404,0.836,102.344
'[13:43:08.464]',0.400,0.820,109.375
'[13:43:08.472]',0.400,0.789,113.281
'[13:43:08.480]',0.396,0.750,115.625
'[13:43:08.488]',0.396,0.695,115.625
'[13:43:08.496]',0.392,0.648,114.844
'[13:43:08.504]',0.392,0.602,112.500
'[13:43:08.512]',0.388,0.562,109.375
'[13:43:08.520]',0.384,0.531,106.250
'[13:43:08.528]',0.384,0.516,103.125
'[13:43:08.536]',0.384,0.500,99.219
'[13:43:08.544]',0.384,0.492,95.312
'[13:43:08.552]',0.384,0.492,92.188
'[13:43:08.560]',0.380,0.492,88.281
'[13:43:08.568]',0.380,0.492,85.156
'[13:43:08.576]',0.376,0.492,82.031
'[13:43:08.584]',0.376,0.492,78.906
'[13:43:08.592]',0.376,0.484,75.781
'[13:43:08.600]',0.376,0.484,73.438
'[13:43:08.608]',0.376,0.484,70.312
'[13:43:08.616]',0.376,0.492,67.969
'[13:43:08.624]',0.376,0.492,66.406
'[13:43:08.632]',0.376,0.492,64.062
'[13:43:08.640]',0.376,0.492,62.500
'[13:43:08.648]',0.380,0.492,60.938
'[13:43:08.656]',0.384,0.492,59.375
'[13:43:08.664]',0.388,0.500,58.594
'[13:43:08.672]',0.396,0.500,57.812
'[13:43:08.680]',0.412,0.500,57.812
'[13:43:08.688]',0.431,0.500,57.812
'[13:43:08.696]',0.455,0.500,57.812
'[13:43:08.704]',0.478,0.500,58.594
'[13:43:08.712]',0.506,0.500,59.375
'[13:43:08.720]',0.529,0.508,60.156
'[13:43:08.728]',0.553,0.516,60.938
'[13:43:08.736]',0.569,0.523,60.938
'[13:43:08.744]',0.584,0.539,61.719
'[13:43:08.752]',0.596,0.562,61.719
'[13:43:08.760]',0.604,0.586,62.500
'[13:43:08.768]',0.612,0.594,62.500
'[13:43:08.776]',0.616,0.594,61.719
'[13:43:08.784]',0.620,0.586,61.719
'[13:43:08.792]',0.616,0.570,60.938
'[13:43:08.800]',0.612,0.547,60.938
'[13:43:08.808]',0.608,0.516,60.156
'[13:43:08.816]',0.604,0.500,59.375
'[13:43:08.824]',0.596,0.492,58.594
'[13:43:08.832]',0.588,0.492,57.812
'[13:43:08.840]',0.580,0.492,57.031
'[13:43:08.848]',0.573,0.492,56.250
'[13:43:08.856]',0.561,0.492,55.469
'[13:43:08.864]',0.553,0.500,54.688
'[13:43:08.872]',0.545,0.484,53.906
'[13:43:08.880]',0.533,0.438,53.125
'[13:43:08.888]',0.522,0.422,52.344
'[13:43:08.896]',0.514,0.570,52.344
'[13:43:08.904]',0.506,0.812,51.562
'[13:43:08.912]',0.498,0.992,50.781
'[13:43:08.920]',0.490,1.008,50.781
'[13:43:08.928]',0.486,0.844,50.000
'[13:43:08.936]',0.482,0.688,50.000
'[13:43:08.944]',0.478,0.586,49.219
'[13:43:08.952]',0.475,0.531,49.219
'[13:43:08.960]',0.467,0.500,49.219
'[13:43:08.968]',0.467,0.500,48.438
'[13:43:08.976]',0.463,0.500,48.438
'[13:43:08.984]',0.459,0.500,48.438
'[13:43:08.992]',0.459,0.500,48.438
'[13:43:09.000]',0.455,0.500,48.438
'[13:43:09.008]',0.455,0.500,48.438
'[13:43:09.016]',0.451,0.508,48.438
'[13:43:09.024]',0.451,0.516,48.438
'[13:43:09.032]',0.447,0.523,48.438
'[13:43:09.040]',0.447,0.531,48.438
'[13:43:09.048]',0.443,0.539,48.438
'[13:43:09.056]',0.439,0.547,47.656
'[13:43:09.064]',0.439,0.555,47.656
'[13:43:09.072]',0.439,0.562,47.656
'[13:43:09.080]',0.439,0.570,46.875
'[13:43:09.088]',0.439,0.578,46.875
'[13:43:09.096]',0.435,0.586,46.094
'[13:43:09.104]',0.435,0.602,46.094
'[13:43:09.112]',0.431,0.617,46.094
'[13:43:09.120]',0.431,0.625,46.094
'[13:43:09.128]',0.431,0.648,46.094
'[13:43:09.136]',0.427,0.672,46.094
'[13:43:09.144]',0.427,0.695,47.656
'[13:43:09.152]',0.424,0.719,50.000
'[13:43:09.160]',0.424,0.742,55.469
'[13:43:09.168]',0.420,0.766,62.500
'[13:43:09.176]',0.420,0.789,72.656
'[13:43:09.184]',0.416,0.805,82.812
'[13:43:09.192]',0.412,0.828,92.188
'[13:43:09.200]',0.408,0.836,101.562
'[13:43:09.208]',0.408,0.828,108.594
'[13:43:09.216]',0.404,0.805,114.844
'[13:43:09.224]',0.400,0.781,117.969
'[13:43:09.232]',0.400,0.727,118.750
'[13:43:09.240]',0.396,0.680,118.750
'[13:43:09.248]',0.396,0.633,117.188
'[13:43:09.256]',0.392,0.586,114.844
'[13:43:09.264]',0.392,0.562,111.719
'[13:43:09.272]',0.388,0.531,107.812
'[13:43:09.280]',0.384,0.516,104.688
'[13:43:09.288]',0.384,0.500,100.781
'[13:43:09.296]',0.384,0.492,97.656
'[13:43:09.304]',0.384,0.492,94.531
'[13:43:09.312]',0.380,0.492,90.625
'[13:43:09.320]',0.380,0.492,87.500
'[13:43:09.328]',0.380,0.492,84.375
'[13:43:09.336]',0.380,0.492,82.031
'[13:43:09.344]',0.380,0.492,78.906
'[13:43:09.352]',0.376,0.492,75.781
'[13:43:09.360]',0.376,0.500,73.438
'[13:43:09.368]',0.376,0.500,71.094
'[13:43:09.376]',0.376,0.500,68.750
'[13:43:09.384]',0.376,0.500,67.188
'[13:43:09.392]',0.376,0.500,64.844
'[13:43:09.400]',0.376,0.500,63.281
'[13:43:09.408]',0.384,0.500,61.719
'[13:43:09.416]',0.392,0.508,60.938
'[13:43:09.424]',0.408,0.508,60.156
'[13:43:09.432]',0.424,0.508,59.375
'[13:43:09.440]',0.439,0.508,59.375
'[13:43:09.448]',0.459,0.508,60.156
'[13:43:09.456]',0.482,0.508,60.156
'[13:43:09.464]',0.510,0.516,60.938
'[13:43:09.472]',0.533,0.516,61.719
'[13:43:09.480]',0.557,0.531,62.500
'[13:43:09.488]',0.576,0.547,62.500
'[13:43:09.496]',0.592,0.555,63.281
'[13:43:09.504]',0.604,0.570,63.281
'[13:43:09.512]',0.612,0.602,63.281
'[13:43:09.520]',0.620,0.602,63.281
'[13:43:09.528]',0.620,0.594,63.281
'[13:43:09.536]',0.624,0.578,62.500
'[13:43:09.544]',0.624,0.562,62.500
'[13:43:09.552]',0.620,0.531,61.719
'[13:43:09.560]',0.616,0.508,60.938
'[13:43:09.568]',0.612,0.500,60.156
'[13:43:09.576]',0.604,0.492,59.375
'[13:43:09.584]',0.596,0.492,58.594
'[13:43:09.592]',0.588,0.492,57.812
'[13:43:09.600]',0.580,0.492,57.031
'[13:43:09.608]',0.569,0.492,56.250
'[13:43:09.616]',0.561,0.500,55.469
'[13:43:09.624]',0.553,0.461,54.688
'[13:43:09.632]',0.541,0.414,53.906
'[13:43:09.640]',0.533,0.461,53.906
'[13:43:09.648]',0.525,0.672,53.125
'[13:43:09.656]',0.514,0.914,52.344
'[13:43:09.664]',0.506,1.016,51.562
'[13:43:09.672]',0.498,0.930,51.562
'[13:43:09.680]',0.490,0.766,50.781
'[13:43:09.688]',0.486,0.633,50.781
'[13:43:09.696]',0.478,0.555,50.000
'[13:43:09.704]',0.475,0.516,50.000
'[13:43:09.712]',0.471,0.500,50.000
'[13:43:09.720]',0.467,0.500,50.000
'[13:43:09.728]',0.463,0.500,50.000
'[13:43:09.736]',0.459,0.500,49.219
'[13:43:09.744]',0.459,0.500,49.219
'[13:43:09.752]',0.455,0.500,49.219
'[13:43:09.760]',0.455,0.500,49.219
'[13:43:09.768]',0.455,0.508,49.219
'[13:43:09.776]',0.451,0.516,49.219
'[13:43:09.784]',0.447,0.523,49.219
'[13:43:09.792]',0.447,0.531,49.219
'[13:43:09.800]',0.443,0.539,49.219
'[13:43:09.808]',0.443,0.547,48.438
'[13:43:09.816]',0.439,0.547,48.438
'[13:43:09.824]',0.439,0.555,48.438
'[13:43:09.832]',0.439,0.562,47.656
'[13:43:09.840]',0.435,0.570,47.656
'[13:43:09.848]',0.435,0.586,47.656
'[13:43:09.856]',0.431,0.602,46.875
'[13:43:09.864]',0.431,0.609,46.875
'[13:43:09.872]',0.427,0.625,46.875
'[13:43:09.880]',0.427,0.648,46.875
'[13:43:09.888]',0.424,0.672,47.656
'[13:43:09.896]',0.420,0.695,50.000
'[13:43:09.904]',0.416,0.719,54.688
'[13:43:09.912]',0.412,0.750,60.938
'[13:43:09.920]',0.412,0.773,70.312
'[13:43:09.928]',0.408,0.797,80.469
'[13:43:09.936]',0.408,0.805,91.406
'[13:43:09.944]',0.404,0.820,100.781
'[13:43:09.952]',0.404,0.820,109.375
'[13:43:09.960]',0.400,0.805,115.625
'[13:43:09.968]',0.396,0.781,119.531
'[13:43:09.976]',0.396,0.742,121.875
'[13:43:09.984]',0.392,0.695,121.875
'[13:43:09.992]',0.392,0.648,120.312
'[13:43:10.000]',0.388,0.602,117.969
'[13:43:10.008]',0.384,0.562,115.625
'[13:43:10.016]',0.384,0.531,112.500
'[13:43:10.024]',0.380,0.516,108.594
'[13:43:10.032]',0.380,0.500,105.469
'[13:43:10.040]',0.380,0.492,102.344
'[13:43:10.048]',0.376,0.484,98.438
'[13:43:10.056]',0.376,0.484,95.312
'[13:43:10.064]',0.376,0.484,92.188
'[13:43:10.072]',0.376,0.484,89.062
'[13:43:10.080]',0.376,0.484,85.938
'[13:43:10.088]',0.376,0.484,83.594
'[13:43:10.096]',0.376,0.484,80.469
'[13:43:10.104]',0.376,0.484,78.125
'[13:43:10.112]',0.376,0.484,75.781
'[13:43:10.120]',0.376,0.484,73.438
'[13:43:10.128]',0.376,0.484,71.094
'[13:43:10.136]',0.376,0.484,68.750
'[13:43:10.144]',0.376,0.492,67.188
'[13:43:10.152]',0.376,0.492,65.625
'[13:43:10.160]',0.384,0.492,64.062
'[13:43:10.168]',0.392,0.492,63.281
'[13:43:10.176]',0.408,0.492,62.500
'[13:43:10.184]',0.431,0.492,62.500
'[13:43:10.192]',0.455,0.500,62.500
'[13:43:10.200]',0.478,0.500,62.500
'[13:43:10.208]',0.506,0.500,63.281
'[13:43:10.216]',0.533,0.500,64.062
'[13:43:10.224]',0.557,0.500,64.062
'[13:43:10.232]',0.576,0.516,64.844
'[13:43:10.240]',0.588,0.531,65.625
'[13:43:10.248]',0.600,0.547,65.625
'[13:43:10.256]',0.612,0.570,65.625
'[13:43:10.264]',0.620,0.586,65.625
'[13:43:10.272]',0.624,0.578,65.625
'[13:43:10.280]',0.627,0.570,65.625
'[13:43:10.288]',0.627,0.562,64.844
'[13:43:10.296]',0.624,0.539,64.844
'[13:43:10.304]',0.624,0.500,64.062
'[13:43:10.312]',0.620,0.484,63.281
'[13:43:10.320]',0.612,0.477,62.500
'[13:43:10.328]',0.604,0.477,61.719
'[13:43:10.336]',0.600,0.477,60.938
'[13:43:10.344]',0.592,0.484,60.156
'[13:43:10.352]',0.580,0.484,59.375
'[13:43:10.360]',0.573,0.492,58.594
'[13:43:10.368]',0.565,0.469,57.812
'[13:43:10.376]',0.553,0.414,57.031
'[13:43:10.384]',0.541,0.391,56.250
'[13:43:10.392]',0.533,0.562,56.250
'[13:43:10.400]',0.522,0.852,55.469
'[13:43:10.408]',0.514,1.055,54.688
'[13:43:10.416]',0.506,1.086,54.688
'[13:43:10.424]',0.498,0.875,53.906
'[13:43:10.432]',0.494,0.695,53.125
'[13:43:10.440]',0.490,0.578,53.125
'[13:43:10.448]',0.486,0.516,53.125
'[13:43:10.456]',0.482,0.500,52.344
'[13:43:10.464]',0.478,0.492,52.344
'[13:43:10.472]',0.475,0.492,52.344
'[13:43:10.480]',0.471,0.492,52.344
'[13:43:10.488]',0.467,0.492,52.344
'[13:43:10.496]',0.463,0.500,52.344
'[13:43:10.504]',0.463,0.500,52.344
'[13:43:10.512]',0.459,0.508,52.344
'[13:43:10.520]',0.459,0.508,52.344
'[13:43:10.528]',0.455,0.516,51.562
'[13:43:10.536]',0.451,0.531,51.562
'[13:43:10.544]',0.451,0.531,51.562
'[13:43:10.552]',0.447,0.547,51.562
'[13:43:10.560]',0.443,0.547,50.781
'[13:43:10.568]',0.443,0.555,50.781
'[13:43:10.576]',0.439,0.562,50.781
'[13:43:10.584]',0.439,0.570,50.000
'[13:43:10.592]',0.439,0.586,50.000
'[13:43:10.600]',0.435,0.602,50.000
'[13:43:10.608]',0.435,0.617,49.219
'[13:43:10.616]',0.431,0.633,49.219
'[13:43:10.624]',0.431,0.656,49.219
'[13:43:10.632]',0.431,0.672,50.000
'[13:43:10.640]',0.427,0.695,51.562
'[13:43:10.648]',0.424,0.727,55.469
'[13:43:10.656]',0.424,0.750,62.500
'[13:43:10.664]',0.420,0.781,71.875
'[13:43:10.672]',0.416,0.805,82.031
'[13:43:10.680]',0.416,0.820,92.969
'[13:43:10.688]',0.412,0.828,103.906
'[13:43:10.696]',0.412,0.836,113.281
'[13:43:10.704]',0.408,0.828,120.312
'[13:43:10.712]',0.404,0.805,125.000
'[13:43:10.720]',0.404,0.766,127.344
'[13:43:10.728]',0.400,0.727,127.344
'[13:43:10.736]',0.400,0.680,125.781
'[13:43:10.744]',0.400,0.633,123.438
'[13:43:10.752]',0.396,0.586,120.312
'[13:43:10.760]',0.396,0.562,117.188
'[13:43:10.768]',0.392,0.531,114.062
'[13:43:10.776]',0.392,0.516,110.156
'[13:43:10.784]',0.388,0.500,107.031
'[13:43:10.792]',0.384,0.500,103.906
'[13:43:10.800]',0.384,0.500,100.781
'[13:43:10.808]',0.384,0.492,97.656
'[13:43:10.816]',0.384,0.492,94.531
'[13:43:10.824]',0.384,0.492,91.406
'[13:43:10.832]',0.380,0.492,89.062
'[13:43:10.840]',0.380,0.492,86.719
'[13:43:10.848]',0.380,0.500,83.594
'[13:43:10.856]',0.376,0.492,81.250
'[13:43:10.864]',0.376,0.500,78.906
'[13:43:10.872]',0.376,0.500,76.562
'[13:43:10.880]',0.376,0.500,74.219
'[13:43:10.888]',0.376,0.500,71.875
'[13:43:10.896]',0.380,0.500,69.531
'[13:43:10.904]',0.388,0.500,67.969
'[13:43:10.912]',0.400,0.500,66.406
'[13:43:10.920]',0.420,0.500,64.844
'[13:43:10.928]',0.435,0.500,64.062
'[13:43:10.936]',0.455,0.508,64.062
'[13:43:10.944]',0.478,0.508,64.062
'[13:43:10.952]',0.506,0.508,64.062
'[13:43:10.960]',0.533,0.508,64.062
'[13:43:10.968]',0.561,0.516,64.844
'[13:43:10.976]',0.580,0.523,65.625
'[13:43:10.984]',0.600,0.539,65.625
'[13:43:10.992]',0.616,0.547,66.406
'[13:43:11.000]',0.627,0.562,66.406
'[13:43:11.008]',0.635,0.586,66.406
'[13:43:11.016]',0.639,0.594,66.406
'[13:43:11.024]',0.639,0.594,66.406
'[13:43:11.032]',0.639,0.586,65.625
'[13:43:11.040]',0.635,0.570,64.844
'[13:43:11.048]',0.631,0.547,64.844
'[13:43:11.056]',0.627,0.516,64.062
'[13:43:11.064]',0.624,0.500,63.281
'[13:43:11.072]',0.620,0.500,62.500
'[13:43:11.080]',0.616,0.500,61.719
'[13:43:11.088]',0.608,0.500,60.938
'[13:43:11.096]',0.600,0.500,60.156
'[13:43:11.104]',0.592,0.500,59.375
'[13:43:11.112]',0.580,0.500,58.594
'[13:43:11.120]',0.573,0.484,57.812
'[13:43:11.128]',0.565,0.438,57.031
'[13:43:11.136]',0.557,0.422,56.250
'[13:43:11.144]',0.549,0.570,55.469
'[13:43:11.152]',0.541,0.820,54.688
'[13:43:11.160]',0.529,1.000,53.906
'[13:43:11.168]',0.522,1.023,53.906
'[13:43:11.176]',0.514,0.852,53.125
'[13:43:11.184]',0.506,0.688,53.125
'[13:43:11.192]',0.498,0.586,52.344
'[13:43:11.200]',0.490,0.531,52.344
'[13:43:11.208]',0.486,0.508,51.562
'[13:43:11.216]',0.482,0.500,51.562
'[13:43:11.224]',0.478,0.500,51.562
'[13:43:11.232]',0.475,0.500,51.562
'[13:43:11.240]',0.471,0.500,51.562
'[13:43:11.248]',0.471,0.500,51.562
'[13:43:11.256]',0.467,0.508,51.562
'[13:43:11.264]',0.463,0.516,51.562
'[13:43:11.272]',0.463,0.516,51.562
'[13:43:11.280]',0.459,0.531,50.781
'[13:43:11.288]',0.455,0.531,50.781
'[13:43:11.296]',0.455,0.539,50.781
'[13:43:11.304]',0.451,0.547,50.000
'[13:43:11.312]',0.447,0.555,50.000
'[13:43:11.320]',0.447,0.562,49.219
'[13:43:11.328]',0.443,0.570,49.219
'[13:43:11.336]',0.443,0.586,48.438
'[13:43:11.344]',0.439,0.594,48.438
'[13:43:11.352]',0.439,0.602,48.438
'[13:43:11.360]',0.435,0.617,47.656
'[13:43:11.368]',0.435,0.633,47.656
'[13:43:11.376]',0.431,0.656,47.656
'[13:43:11.384]',0.427,0.672,47.656
'[13:43:11.392]',0.427,0.695,48.438
'[13:43:11.400]',0.424,0.727,50.781
'[13:43:11.408]',0.424,0.758,54.688
'[13:43:11.416]',0.420,0.781,61.719
'[13:43:11.424]',0.420,0.805,70.312
'[13:43:11.432]',0.416,0.828,80.469
'[13:43:11.440]',0.416,0.844,90.625
'[13:43:11.448]',0.412,0.852,99.219
'[13:43:11.456]',0.408,0.836,107.031
'[13:43:11.464]',0.404,0.812,113.281
'[13:43:11.472]',0.404,0.781,117.188
'[13:43:11.480]',0.400,0.734,118.750
'[13:43:11.488]',0.396,0.688,118.750
'[13:43:11.496]',0.396,0.633,116.406
'[13:43:11.504]',0.392,0.586,114.062
'[13:43:11.512]',0.392,0.562,110.938
'[13:43:11.520]',0.388,0.531,107.031
'[13:43:11.528]',0.388,0.516,103.906
'[13:43:11.536]',0.384,0.500,100.000
'[13:43:11.544]',0.384,0.500,96.094
'[13:43:11.552]',0.380,0.492,92.188
'[13:43:11.560]',0.380,0.492,88.281
'[13:43:11.568]',0.376,0.492,85.156
'[13:43:11.576]',0.376,0.492,82.031
'[13:43:11.584]',0.376,0.492,78.906
'[13:43:11.592]',0.376,0.492,75.781
'[13:43:11.600]',0.376,0.492,73.438
'[13:43:11.608]',0.376,0.492,70.312
'[13:43:11.616]',0.376,0.492,67.969
'[13:43:11.624]',0.376,0.500,66.406
'[13:43:11.632]',0.376,0.500,64.062
'[13:43:11.640]',0.376,0.500,62.500
'[13:43:11.648]',0.376,0.500,60.938
'[13:43:11.656]',0.376,0.500,60.156
'[13:43:11.664]',0.384,0.500,59.375
'[13:43:11.672]',0.396,0.508,58.594
'[13:43:11.680]',0.412,0.508,58.594
'[13:43:11.688]',0.431,0.508,59.375
'[13:43:11.696]',0.455,0.508,59.375
'[13:43:11.704]',0.482,0.516,60.156
'[13:43:11.712]',0.506,0.516,60.938
'[13:43:11.720]',0.529,0.516,61.719
'[13:43:11.728]',0.549,0.523,62.500
'[13:43:11.736]',0.561,0.539,62.500
'[13:43:11.744]',0.573,0.547,63.281
'[13:43:11.752]',0.584,0.570,63.281
'[13:43:11.760]',0.592,0.586,63.281
'[13:43:11.768]',0.596,0.602,63.281
'[13:43:11.776]',0.600,0.586,62.500
'[13:43:11.784]',0.596,0.586,62.500
'[13:43:11.792]',0.596,0.562,61.719
'[13:43:11.800]',0.592,0.539,60.938
'[13:43:11.808]',0.588,0.516,60.156
'[13:43:11.816]',0.584,0.500,59.375
'[13:43:11.824]',0.576,0.492,59.375
'[13:43:11.832]',0.573,0.492,57.812
'[13:43:11.840]',0.565,0.492,57.812
'[13:43:11.848]',0.557,0.492,56.250
'[13:43:11.856]',0.545,0.500,56.250
'[13:43:11.864]',0.537,0.500,55.469
'[13:43:11.872]',0.525,0.477,54.688
'[13:43:11.880]',0.518,0.438,53.906
'[13:43:11.888]',0.510,0.422,53.125
'[13:43:11.896]',0.502,0.602,52.344
'[13:43:11.904]',0.490,0.852,51.562
'[13:43:11.912]',0.482,0.992,51.562
'[13:43:11.920]',0.475,1.000,50.781
'[13:43:11.928]',0.467,0.812,50.781
'[13:43:11.936]',0.463,0.672,50.000
'[13:43:11.944]',0.459,0.578,50.000
'[13:43:11.952]',0.455,0.531,50.000
'[13:43:11.960]',0.451,0.508,49.219
'[13:43:11.968]',0.447,0.500,49.219
'[13:43:11.976]',0.447,0.500,49.219
'[13:43:11.984]',0.443,0.500,49.219
'[13:43:11.992]',0.443,0.500,49.219
'[13:43:12.000]',0.443,0.500,49.219
'[13:43:12.008]',0.439,0.508,49.219
'[13:43:12.016]',0.439,0.516,49.219
'[13:43:12.024]',0.439,0.516,49.219
'[13:43:12.032]',0.439,0.523,49.219
'[13:43:12.040]',0.435,0.531,49.219
'[13:43:12.048]',0.435,0.547,49.219
'[13:43:12.056]',0.435,0.547,48.438
'[13:43:12.064]',0.435,0.555,48.438
'[13:43:12.072]',0.431,0.562,47.656
'[13:43:12.080]',0.431,0.570,47.656
'[13:43:12.088]',0.431,0.586,46.875
'[13:43:12.096]',0.427,0.594,46.875
'[13:43:12.104]',0.427,0.609,46.875
'[13:43:12.112]',0.424,0.625,46.875
'[13:43:12.120]',0.424,0.633,46.094
'[13:43:12.128]',0.420,0.656,46.094
'[13:43:12.136]',0.416,0.680,46.875
'[13:43:12.144]',0.416,0.703,47.656
'[13:43:12.152]',0.412,0.727,49.219
'[13:43:12.160]',0.412,0.758,53.906
'[13:43:12.168]',0.408,0.781,60.156
'[13:43:12.176]',0.408,0.805,68.750
'[13:43:12.184]',0.404,0.828,78.125
'[13:43:12.192]',0.404,0.836,87.500
'[13:43:12.200]',0.400,0.836,96.094
'[13:43:12.208]',0.396,0.828,103.906
'[13:43:12.216]',0.396,0.805,109.375
'[13:43:12.224]',0.392,0.766,113.281
'[13:43:12.232]',0.392,0.719,114.844
'[13:43:12.240]',0.392,0.664,114.844
'[13:43:12.248]',0.388,0.617,113.281
'[13:43:12.256]',0.388,0.570,110.938
'[13:43:12.264]',0.384,0.539,107.812
'[13:43:12.272]',0.384,0.516,103.906
'[13:43:12.280]',0.384,0.500,100.781
'[13:43:12.288]',0.380,0.492,96.875
'[13:43:12.296]',0.380,0.484,92.969
'[13:43:12.304]',0.376,0.477,89.062
'[13:43:12.312]',0.376,0.477,85.938
'[13:43:12.320]',0.376,0.477,82.031
'[13:43:12.328]',0.376,0.477,78.906
'[13:43:12.336]',0.376,0.484,75.781
'[13:43:12.344]',0.376,0.484,72.656
'[13:43:12.352]',0.376,0.484,70.312
'[13:43:12.360]',0.376,0.484,67.969
'[13:43:12.368]',0.376,0.484,65.625
'[13:43:12.376]',0.376,0.484,64.062
'[13:43:12.384]',0.376,0.492,61.719
'[13:43:12.392]',0.376,0.492,60.156
'[13:43:12.400]',0.376,0.492,58.594
'[13:43:12.408]',0.380,0.492,57.812
'[13:43:12.416]',0.388,0.492,57.031
'[13:43:12.424]',0.396,0.492,56.250
'[13:43:12.432]',0.408,0.492,57.031
'[13:43:12.440]',0.424,0.492,57.031
'[13:43:12.448]',0.443,0.492,57.812
'[13:43:12.456]',0.467,0.500,58.594
'[13:43:12.464]',0.486,0.500,59.375
'[13:43:12.472]',0.510,0.500,60.156
'[13:43:12.480]',0.529,0.508,60.938
'[13:43:12.488]',0.545,0.523,61.719
'[13:43:12.496]',0.557,0.539,61.719
'[13:43:12.504]',0.565,0.562,61.719
'[13:43:12.512]',0.573,0.578,62.500
'[13:43:12.520]',0.576,0.586,61.719
'[13:43:12.528]',0.580,0.570,61.719
'[13:43:12.536]',0.580,0.570,61.719
'[13:43:12.544]',0.576,0.547,60.938
'[13:43:12.552]',0.576,0.516,60.156
'[13:43:12.560]',0.573,0.500,59.375
'[13:43:12.568]',0.565,0.492,58.594
'[13:43:12.576]',0.557,0.484,57.812
'[13:43:12.584]',0.549,0.484,57.031
'[13:43:12.592]',0.537,0.477,56.250
'[13:43:12.600]',0.529,0.484,55.469
'[13:43:12.608]',0.518,0.484,54.688
'[13:43:12.616]',0.510,0.484,53.906
'[13:43:12.624]',0.502,0.453,53.125
'[13:43:12.632]',0.498,0.414,53.125
'[13:43:12.640]',0.490,0.461,52.344
'[13:43:12.648]',0.486,0.672,51.562
'[13:43:12.656]',0.478,0.906,50.781
'[13:43:12.664]',0.471,1.000,50.781
'[13:43:12.672]',0.467,0.914,50.000
'[13:43:12.680]',0.463,0.750,50.000
'[13:43:12.688]',0.455,0.625,49.219
'[13:43:12.696]',0.451,0.547,49.219
'[13:43:12.704]',0.447,0.516,48.438
'[13:43:12.712]',0.443,0.492,48.438
'[13:43:12.720]',0.439,0.492,48.438
'[13:43:12.728]',0.439,0.492,48.438
'[13:43:12.736]',0.435,0.492,48.438
'[13:43:12.744]',0.435,0.492,48.438
'[13:43:12.752]',0.435,0.500,48.438
'[13:43:12.760]',0.435,0.500,48.438
'[13:43:12.768]',0.435,0.500,48.438
'[13:43:12.776]',0.435,0.508,48.438
'[13:43:12.784]',0.435,0.516,48.438
'[13:43:12.792]',0.435,0.523,48.438
'[13:43:12.800]',0.435,0.531,48.438
'[13:43:12.808]',0.431,0.547,47.656
