"'Time','II','ABP','PLETH'"
"'[16:33:25.136]',0.346,-,-"
"'[16:33:25.144]',0.307,-,-"
"'[16:33:25.152]',0.283,-,-"
"'[16:33:25.160]',0.331,-,-"
"'[16:33:25.168]',0.315,-,-"
"'[16:33:25.176]',0.346,-,-"
"'[16:33:25.184]',0.331,-,-"
"'[16:33:25.192]',0.299,-,-"
"'[16:33:25.200]',0.268,-,-"
"'[16:33:25.208]',0.260,-,-"
"'[16:33:25.216]',0.307,-,-"
"'[16:33:25.224]',0.268,-,-"
"'[16:33:25.232]',0.291,-,-"
"'[16:33:25.240]',0.362,-,-"
"'[16:33:25.248]',0.386,-,-"
"'[16:33:25.256]',0.354,-,-"
"'[16:33:25.264]',0.378,-,-"
"'[16:33:25.272]',0.370,-,-"
"'[16:33:25.280]',0.354,-,-"
"'[16:33:25.288]',0.386,-,-"
"'[16:33:25.296]',0.417,-,-"
"'[16:33:25.304]',0.457,-,-"
"'[16:33:25.312]',0.488,-,-"
"'[16:33:25.320]',0.512,-,-"
"'[16:33:25.328]',0.559,-,-"
"'[16:33:25.336]',0.575,-,-"
"'[16:33:25.344]',0.598,-,-"
"'[16:33:25.352]',0.591,-,-"
"'[16:33:25.360]',0.575,-,-"
"'[16:33:25.368]',0.583,-,-"
"'[16:33:25.376]',0.528,-,-"
"'[16:33:25.384]',0.504,-,-"
"'[16:33:25.392]',0.472,-,-"
"'[16:33:25.400]',0.512,-,-"
"'[16:33:25.408]',0.465,-,-"
"'[16:33:25.416]',0.417,-,-"
"'[16:33:25.424]',0.441,-,-"
"'[16:33:25.432]',0.441,-,-"
"'[16:33:25.440]',0.433,-,-"
"'[16:33:25.448]',0.433,-,-"
"'[16:33:25.456]',0.441,-,-"
"'[16:33:25.464]',0.433,-,-"
"'[16:33:25.472]',0.425,-,-"
"'[16:33:25.480]',0.409,-,-"
"'[16:33:25.488]',0.394,-,-"
"'[16:33:25.496]',0.378,-,-"
"'[16:33:25.504]',0.394,-,-"
"'[16:33:25.512]',0.370,-,-"
"'[16:33:25.520]',0.362,-,-"
"'[16:33:25.528]',0.402,-,-"
"'[16:33:25.536]',0.417,-,-"
"'[16:33:25.544]',0.402,-,-"
"'[16:33:25.552]',0.449,-,-"
"'[16:33:25.560]',0.425,-,-"
"'[16:33:25.568]',0.441,-,-"
"'[16:33:25.576]',0.449,-,-"
"'[16:33:25.584]',0.457,-,-"
"'[16:33:25.592]',0.480,-,-"
"'[16:33:25.600]',0.457,-,-"
"'[16:33:25.608]',0.457,-,-"
"'[16:33:25.616]',0.449,-,-"
"'[16:33:25.624]',0.457,-,-"
"'[16:33:25.632]',0.441,-,-"
"'[16:33:25.640]',0.472,-,-"
"'[16:33:25.648]',0.433,-,-"
"'[16:33:25.656]',0.480,-,-"
"'[16:33:25.664]',0.528,-,-"
"'[16:33:25.672]',0.535,-,-"
"'[16:33:25.680]',0.512,-,-"
"'[16:33:25.688]',0.496,-,-"
"'[16:33:25.696]',0.488,-,-"
"'[16:33:25.704]',0.472,-,-"
"'[16:33:25.712]',0.528,-,-"
"'[16:33:25.720]',0.567,-,-"
"'[16:33:25.728]',0.614,-,-"
"'[16:33:25.736]',0.638,-,-"
"'[16:33:25.744]',0.780,-,-"
"'[16:33:25.752]',0.874,-,-"
"'[16:33:25.760]',0.961,-,-"
"'[16:33:25.768]',1.047,-,-"
"'[16:33:25.776]',1.110,-,-"
"'[16:33:25.784]',1.189,-,-"
"'[16:33:25.792]',1.378,-,-"
"'[16:33:25.800]',1.504,-,-"
"'[16:33:25.808]',1.504,-,-"
"'[16:33:25.816]',1.425,-,-"
"'[16:33:25.824]',0.937,-,-"
"'[16:33:25.832]',0.803,-,-"
"'[16:33:25.840]',0.661,-,-"
"'[16:33:25.848]',0.402,-,-"
"'[16:33:25.856]',0.181,-,-"
"'[16:33:25.864]',0.008,-,-"
"'[16:33:25.872]',-0.071,-,-"
"'[16:33:25.880]',-0.134,-,-"
"'[16:33:25.888]',-0.283,-,-"
"'[16:33:25.896]',-0.394,-,-"
"'[16:33:25.904]',-0.409,-,-"
"'[16:33:25.912]',-0.323,-,-"
"'[16:33:25.920]',-0.142,-,-"
"'[16:33:25.928]',-0.031,-,-"
"'[16:33:25.936]',0.071,-,-"
"'[16:33:25.944]',0.181,-,-"
"'[16:33:25.952]',0.291,-,-"
"'[16:33:25.960]',0.425,-,-"
"'[16:33:25.968]',0.614,-,-"
"'[16:33:25.976]',0.827,-,-"
"'[16:33:25.984]',0.937,-,-"
"'[16:33:25.992]',1.094,-,-"
"'[16:33:26.000]',1.126,-,-"
"'[16:33:26.008]',1.189,-,-"
"'[16:33:26.016]',1.197,-,-"
"'[16:33:26.024]',1.071,-,-"
"'[16:33:26.032]',0.961,-,-"
"'[16:33:26.040]',0.780,-,-"
"'[16:33:26.048]',0.661,-,-"
"'[16:33:26.056]',-,-,-"
"'[16:33:26.064]',-,-,-"
"'[16:33:26.072]',-,-,-"
"'[16:33:26.080]',-,-,-"
"'[16:33:26.088]',-,-,-"
"'[16:33:26.096]',-,-,-"
"'[16:33:26.104]',-0.417,-,-"
"'[16:33:26.112]',-0.465,-,-"
"'[16:33:26.120]',-,-,-"
"'[16:33:26.128]',-,-,-"
"'[16:33:26.136]',-0.465,-,-"
"'[16:33:26.144]',-0.441,-,-"
"'[16:33:26.152]',-0.331,-,-"
"'[16:33:26.160]',-0.205,-,-"
"'[16:33:26.168]',-0.047,-,-"
"'[16:33:26.176]',0.094,-,-"
"'[16:33:26.184]',0.173,-,-"
"'[16:33:26.192]',0.331,-,-"
"'[16:33:26.200]',0.433,-,-"
"'[16:33:26.208]',0.512,-,-"
"'[16:33:26.216]',0.543,-,-"
"'[16:33:26.224]',0.535,-,-"
"'[16:33:26.232]',0.598,-,-"
"'[16:33:26.240]',0.669,-,-"
"'[16:33:26.248]',0.748,-,-"
"'[16:33:26.256]',0.866,-,-"
"'[16:33:26.264]',1.016,-,-"
"'[16:33:26.272]',1.079,-,-"
"'[16:33:26.280]',0.929,-,-"
"'[16:33:26.288]',0.858,-,-"
"'[16:33:26.296]',0.709,-,-"
"'[16:33:26.304]',0.488,-,-"
"'[16:33:26.312]',0.394,-,-"
"'[16:33:26.320]',0.402,-,-"
"'[16:33:26.328]',0.488,-,-"
"'[16:33:26.336]',0.693,-,-"
"'[16:33:26.344]',0.890,-,-"
"'[16:33:26.352]',0.913,-,-"
"'[16:33:26.360]',0.504,-,-"
"'[16:33:26.368]',0.063,-,-"
"'[16:33:26.376]',-0.173,-,-"
"'[16:33:26.384]',-0.205,-,-"
"'[16:33:26.392]',0.213,-,-"
"'[16:33:26.400]',0.339,-,-"
"'[16:33:26.408]',0.465,-,-"
"'[16:33:26.416]',0.535,-,-"
"'[16:33:26.424]',0.488,-,-"
"'[16:33:26.432]',0.417,-,-"
"'[16:33:26.440]',0.543,-,-"
"'[16:33:26.448]',0.976,-,-"
"'[16:33:26.456]',1.307,-,-"
"'[16:33:26.464]',1.181,-,-"
"'[16:33:26.472]',0.921,-,-"
"'[16:33:26.480]',0.835,-,-"
"'[16:33:26.488]',0.890,-,-"
"'[16:33:26.496]',0.827,-,-"
"'[16:33:26.504]',1.205,-,-"
"'[16:33:26.512]',1.307,-,-"
"'[16:33:26.520]',1.252,-,-"
"'[16:33:26.528]',1.504,-,-"
"'[16:33:26.536]',1.504,-,-"
"'[16:33:26.544]',1.417,-,-"
"'[16:33:26.552]',0.669,-,-"
"'[16:33:26.560]',0.496,-,-"
"'[16:33:26.568]',0.441,-,-"
"'[16:33:26.576]',0.433,-,-"
"'[16:33:26.584]',0.386,-,-"
"'[16:33:26.592]',0.244,-,-"
"'[16:33:26.600]',0.165,-,-"
"'[16:33:26.608]',0.063,-,-"
"'[16:33:26.616]',-0.024,-,-"
"'[16:33:26.624]',-0.008,-,-"
"'[16:33:26.632]',-0.055,-,-"
"'[16:33:26.640]',-0.071,-,-"
"'[16:33:26.648]',-0.157,-,-"
"'[16:33:26.656]',0.000,-,-"
"'[16:33:26.664]',0.173,-,-"
"'[16:33:26.672]',0.244,-,-"
"'[16:33:26.680]',0.260,-,-"
"'[16:33:26.688]',0.291,-,-"
"'[16:33:26.696]',0.331,-,-"
"'[16:33:26.704]',0.402,-,-"
"'[16:33:26.712]',0.425,-,-"
"'[16:33:26.720]',0.417,-,-"
"'[16:33:26.728]',0.457,-,-"
"'[16:33:26.736]',0.449,-,-"
"'[16:33:26.744]',0.488,-,-"
"'[16:33:26.752]',0.535,-,-"
"'[16:33:26.760]',0.559,-,-"
"'[16:33:26.768]',0.528,-,-"
"'[16:33:26.776]',0.449,-,-"
"'[16:33:26.784]',0.496,-,-"
"'[16:33:26.792]',0.583,-,-"
"'[16:33:26.800]',0.614,-,-"
"'[16:33:26.808]',0.661,-,-"
"'[16:33:26.816]',0.693,-,-"
"'[16:33:26.824]',0.709,-,-"
"'[16:33:26.832]',0.701,-,-"
"'[16:33:26.840]',0.669,-,-"
"'[16:33:26.848]',0.622,-,-"
"'[16:33:26.856]',0.583,-,-"
"'[16:33:26.864]',0.543,-,-"
"'[16:33:26.872]',0.512,-,-"
"'[16:33:26.880]',0.472,-,-"
"'[16:33:26.888]',0.472,-,-"
"'[16:33:26.896]',0.480,-,-"
"'[16:33:26.904]',0.449,-,-"
"'[16:33:26.912]',0.433,-,-"
"'[16:33:26.920]',0.480,-,-"
"'[16:33:26.928]',0.457,-,-"
"'[16:33:26.936]',0.449,-,-"
"'[16:33:26.944]',0.457,-,-"
"'[16:33:26.952]',0.472,-,-"
"'[16:33:26.960]',0.488,-,-"
"'[16:33:26.968]',0.496,-,-"
"'[16:33:26.976]',0.441,-,-"
"'[16:33:26.984]',0.433,-,-"
"'[16:33:26.992]',0.488,-,-"
"'[16:33:27.000]',0.425,-,-"
"'[16:33:27.008]',0.417,-,-"
"'[16:33:27.016]',0.433,-,-"
"'[16:33:27.024]',0.417,-,-"
"'[16:33:27.032]',0.402,-,-"
"'[16:33:27.040]',0.386,-,-"
"'[16:33:27.048]',0.417,-,-"
"'[16:33:27.056]',0.441,-,-"
"'[16:33:27.064]',0.402,-,-"
"'[16:33:27.072]',0.433,-,-"
"'[16:33:27.080]',0.441,-,-"
"'[16:33:27.088]',0.457,-,-"
"'[16:33:27.096]',0.449,-,-"
"'[16:33:27.104]',0.433,-,-"
"'[16:33:27.112]',0.449,-,-"
"'[16:33:27.120]',0.457,-,-"
"'[16:33:27.128]',0.449,-,-"
"'[16:33:27.136]',0.457,-,-"
"'[16:33:27.144]',0.425,-,-"
"'[16:33:27.152]',0.417,-,-"
"'[16:33:27.160]',0.409,-,-"
"'[16:33:27.168]',0.370,-,-"
"'[16:33:27.176]',0.346,-,-"
"'[16:33:27.184]',0.331,-,-"
"'[16:33:27.192]',0.315,-,-"
"'[16:33:27.200]',0.323,-,-"
"'[16:33:27.208]',0.315,-,-"
"'[16:33:27.216]',0.307,-,-"
"'[16:33:27.224]',0.346,-,-"
"'[16:33:27.232]',0.370,-,-"
"'[16:33:27.240]',0.346,-,-"
"'[16:33:27.248]',0.394,-,-"
"'[16:33:27.256]',0.543,-,-"
"'[16:33:27.264]',0.787,-,-"
"'[16:33:27.272]',1.126,-,-"
"'[16:33:27.280]',1.252,-,-"
"'[16:33:27.288]',0.583,-,-"
"'[16:33:27.296]',0.260,-,-"
"'[16:33:27.304]',0.213,-,-"
"'[16:33:27.312]',0.331,-,-"
"'[16:33:27.320]',0.362,-,-"
"'[16:33:27.328]',0.339,-,-"
"'[16:33:27.336]',0.331,-,-"
"'[16:33:27.344]',0.362,-,-"
"'[16:33:27.352]',0.370,-,-"
"'[16:33:27.360]',0.378,-,-"
"'[16:33:27.368]',0.362,-,-"
"'[16:33:27.376]',0.346,-,-"
"'[16:33:27.384]',0.354,-,-"
"'[16:33:27.392]',0.386,-,-"
"'[16:33:27.400]',0.370,-,-"
"'[16:33:27.408]',0.417,-,-"
"'[16:33:27.416]',0.441,-,-"
"'[16:33:27.424]',0.465,-,-"
"'[16:33:27.432]',0.457,-,-"
"'[16:33:27.440]',0.465,-,-"
"'[16:33:27.448]',0.425,-,-"
"'[16:33:27.456]',0.425,-,-"
"'[16:33:27.464]',0.457,-,-"
"'[16:33:27.472]',0.441,-,-"
"'[16:33:27.480]',0.433,-,-"
"'[16:33:27.488]',0.512,-,-"
"'[16:33:27.496]',0.528,-,-"
"'[16:33:27.504]',0.559,-,-"
"'[16:33:27.512]',0.528,-,-"
"'[16:33:27.520]',0.551,-,-"
"'[16:33:27.528]',0.559,-,-"
"'[16:33:27.536]',0.614,-,-"
"'[16:33:27.544]',0.598,-,-"
"'[16:33:27.552]',0.520,-,-"
"'[16:33:27.560]',0.614,-,-"
"'[16:33:27.568]',0.622,-,-"
"'[16:33:27.576]',0.567,-,-"
"'[16:33:27.584]',0.535,-,-"
"'[16:33:27.592]',0.614,-,-"
"'[16:33:27.600]',0.394,-,-"
"'[16:33:27.608]',0.339,-,-"
"'[16:33:27.616]',0.457,-,-"
"'[16:33:27.624]',0.370,-,-"
"'[16:33:27.632]',0.488,-,-"
"'[16:33:27.640]',0.409,-,-"
"'[16:33:27.648]',0.370,-,-"
"'[16:33:27.656]',0.370,-,-"
"'[16:33:27.664]',0.362,-,-"
"'[16:33:27.672]',0.362,-,-"
"'[16:33:27.680]',0.346,-,-"
"'[16:33:27.688]',0.354,-,-"
"'[16:33:27.696]',0.346,-,-"
"'[16:33:27.704]',0.315,-,-"
"'[16:33:27.712]',0.323,-,-"
"'[16:33:27.720]',0.331,-,-"
"'[16:33:27.728]',0.362,-,-"
"'[16:33:27.736]',0.370,-,-"
"'[16:33:27.744]',0.331,-,-"
"'[16:33:27.752]',0.346,-,-"
"'[16:33:27.760]',0.315,-,-"
"'[16:33:27.768]',0.307,-,-"
"'[16:33:27.776]',0.346,-,-"
"'[16:33:27.784]',0.354,-,-"
"'[16:33:27.792]',0.331,-,-"
"'[16:33:27.800]',0.307,-,-"
"'[16:33:27.808]',0.362,-,-"
"'[16:33:27.816]',0.307,-,-"
"'[16:33:27.824]',0.354,-,-"
"'[16:33:27.832]',0.323,-,-"
"'[16:33:27.840]',0.315,-,-"
"'[16:33:27.848]',0.370,-,-"
"'[16:33:27.856]',0.370,-,-"
"'[16:33:27.864]',0.323,-,-"
"'[16:33:27.872]',0.354,-,-"
"'[16:33:27.880]',0.386,-,-"
"'[16:33:27.888]',0.386,-,-"
"'[16:33:27.896]',0.331,-,-"
"'[16:33:27.904]',0.323,-,-"
"'[16:33:27.912]',0.307,-,-"
"'[16:33:27.920]',0.346,-,-"
"'[16:33:27.928]',0.315,-,-"
"'[16:33:27.936]',0.291,-,-"
"'[16:33:27.944]',0.331,-,-"
"'[16:33:27.952]',0.276,-,-"
"'[16:33:27.960]',0.362,-,-"
"'[16:33:27.968]',0.386,-,-"
"'[16:33:27.976]',0.409,-,-"
"'[16:33:27.984]',0.417,-,-"
"'[16:33:27.992]',0.331,-,-"
"'[16:33:28.000]',0.142,-,-"
"'[16:33:28.008]',0.291,-,-"
"'[16:33:28.016]',0.315,-,-"
"'[16:33:28.024]',-0.370,-,-"
"'[16:33:28.032]',-,-,-"
"'[16:33:28.040]',-,-,-"
"'[16:33:28.048]',-,-,-"
"'[16:33:28.056]',-0.409,-,-"
"'[16:33:28.064]',-0.394,-,-"
"'[16:33:28.072]',-0.386,-,-"
"'[16:33:28.080]',-0.409,-,-"
"'[16:33:28.088]',-0.346,-,-"
"'[16:33:28.096]',-0.323,-,-"
"'[16:33:28.104]',-0.276,-,-"
"'[16:33:28.112]',-0.283,-,-"
"'[16:33:28.120]',-0.283,-,-"
"'[16:33:28.128]',-0.283,-,-"
"'[16:33:28.136]',-0.283,-,-"
"'[16:33:28.144]',-0.236,-,-"
"'[16:33:28.152]',-0.197,-,-"
"'[16:33:28.160]',-0.205,-,-"
"'[16:33:28.168]',-0.157,-,-"
"'[16:33:28.176]',-0.142,-,-"
"'[16:33:28.184]',-0.118,-,-"
"'[16:33:28.192]',-0.142,-,-"
"'[16:33:28.200]',-0.094,-,-"
"'[16:33:28.208]',-0.079,-,-"
"'[16:33:28.216]',-0.087,-,-"
"'[16:33:28.224]',-0.063,-,-"
"'[16:33:28.232]',0.008,-,-"
"'[16:33:28.240]',0.055,-,-"
"'[16:33:28.248]',0.063,-,-"
"'[16:33:28.256]',0.071,-,-"
"'[16:33:28.264]',0.063,-,-"
"'[16:33:28.272]',0.087,-,-"
"'[16:33:28.280]',0.134,-,-"
"'[16:33:28.288]',0.150,-,-"
"'[16:33:28.296]',0.134,-,-"
"'[16:33:28.304]',0.118,-,-"
"'[16:33:28.312]',0.165,-,-"
"'[16:33:28.320]',0.142,-,-"
"'[16:33:28.328]',0.079,-,-"
"'[16:33:28.336]',0.063,-,-"
"'[16:33:28.344]',0.055,-,-"
"'[16:33:28.352]',0.047,-,-"
"'[16:33:28.360]',0.031,-,-"
"'[16:33:28.368]',0.024,-,-"
"'[16:33:28.376]',0.079,-,-"
"'[16:33:28.384]',0.094,-,-"
"'[16:33:28.392]',0.102,-,-"
"'[16:33:28.400]',0.094,-,-"
"'[16:33:28.408]',0.142,-,-"
"'[16:33:28.416]',0.118,-,-"
"'[16:33:28.424]',0.134,-,-"
"'[16:33:28.432]',0.150,-,-"
"'[16:33:28.440]',0.126,-,-"
"'[16:33:28.448]',0.150,-,-"
"'[16:33:28.456]',0.173,-,-"
"'[16:33:28.464]',0.142,-,-"
"'[16:33:28.472]',0.134,-,-"
"'[16:33:28.480]',0.165,-,-"
"'[16:33:28.488]',0.150,-,-"
"'[16:33:28.496]',0.189,-,-"
"'[16:33:28.504]',0.213,-,-"
"'[16:33:28.512]',0.205,-,-"
"'[16:33:28.520]',0.244,-,-"
"'[16:33:28.528]',0.252,-,-"
"'[16:33:28.536]',0.236,-,-"
"'[16:33:28.544]',0.244,-,-"
"'[16:33:28.552]',0.236,-,-"
"'[16:33:28.560]',0.205,-,-"
"'[16:33:28.568]',0.189,-,-"
"'[16:33:28.576]',0.220,-,-"
"'[16:33:28.584]',0.244,-,-"
"'[16:33:28.592]',0.220,-,-"
"'[16:33:28.600]',0.213,-,-"
"'[16:33:28.608]',0.228,-,-"
"'[16:33:28.616]',0.205,-,-"
"'[16:33:28.624]',0.173,-,-"
"'[16:33:28.632]',0.134,-,-"
"'[16:33:28.640]',0.157,-,-"
"'[16:33:28.648]',0.181,-,-"
"'[16:33:28.656]',0.205,-,-"
"'[16:33:28.664]',0.181,-,-"
"'[16:33:28.672]',0.142,-,-"
"'[16:33:28.680]',0.157,-,-"
"'[16:33:28.688]',0.181,-,-"
"'[16:33:28.696]',0.213,-,-"
"'[16:33:28.704]',0.181,-,-"
"'[16:33:28.712]',0.189,-,-"
"'[16:33:28.720]',0.268,-,-"
"'[16:33:28.728]',0.488,-,-"
"'[16:33:28.736]',0.906,-,-"
"'[16:33:28.744]',1.087,-,-"
"'[16:33:28.752]',0.598,-,-"
"'[16:33:28.760]',0.181,-,-"
"'[16:33:28.768]',0.063,-,-"
"'[16:33:28.776]',0.134,-,-"
"'[16:33:28.784]',0.236,-,-"
"'[16:33:28.792]',0.220,-,-"
"'[16:33:28.800]',0.236,-,-"
"'[16:33:28.808]',0.236,-,-"
"'[16:33:28.816]',0.220,-,-"
"'[16:33:28.824]',0.260,-,-"
"'[16:33:28.832]',0.236,-,-"
"'[16:33:28.840]',0.244,-,-"
"'[16:33:28.848]',0.236,-,-"
"'[16:33:28.856]',0.291,-,-"
"'[16:33:28.864]',0.276,-,-"
"'[16:33:28.872]',0.276,-,-"
"'[16:33:28.880]',0.307,-,-"
"'[16:33:28.888]',0.315,-,-"
"'[16:33:28.896]',0.307,-,-"
"'[16:33:28.904]',0.331,-,-"
"'[16:33:28.912]',0.307,-,-"
"'[16:33:28.920]',0.323,-,-"
"'[16:33:28.928]',0.307,-,-"
"'[16:33:28.936]',0.370,-,-"
"'[16:33:28.944]',0.354,-,-"
"'[16:33:28.952]',0.370,-,-"
"'[16:33:28.960]',0.378,-,-"
"'[16:33:28.968]',0.370,-,-"
"'[16:33:28.976]',0.386,-,-"
"'[16:33:28.984]',0.417,-,-"
"'[16:33:28.992]',0.433,-,-"
"'[16:33:29.000]',0.465,-,-"
"'[16:33:29.008]',0.488,-,-"
"'[16:33:29.016]',0.472,-,-"
"'[16:33:29.024]',0.488,-,-"
"'[16:33:29.032]',0.512,-,-"
"'[16:33:29.040]',0.457,-,-"
"'[16:33:29.048]',0.425,-,-"
"'[16:33:29.056]',0.354,-,-"
"'[16:33:29.064]',0.283,-,-"
"'[16:33:29.072]',0.252,-,-"
"'[16:33:29.080]',0.205,-,-"
"'[16:33:29.088]',0.220,-,-"
"'[16:33:29.096]',0.189,-,-"
"'[16:33:29.104]',0.205,-,-"
"'[16:33:29.112]',0.165,-,-"
"'[16:33:29.120]',0.173,-,-"
"'[16:33:29.128]',0.181,-,-"
"'[16:33:29.136]',0.173,-,-"
"'[16:33:29.144]',0.189,-,-"
"'[16:33:29.152]',0.165,-,-"
"'[16:33:29.160]',0.165,-,-"
"'[16:33:29.168]',0.150,-,-"
"'[16:33:29.176]',0.150,-,-"
"'[16:33:29.184]',0.165,-,-"
"'[16:33:29.192]',0.213,-,-"
"'[16:33:29.200]',0.197,-,-"
"'[16:33:29.208]',0.213,-,-"
"'[16:33:29.216]',0.181,-,-"
"'[16:33:29.224]',0.213,-,-"
"'[16:33:29.232]',0.236,-,-"
"'[16:33:29.240]',0.260,-,-"
"'[16:33:29.248]',0.244,-,-"
"'[16:33:29.256]',0.252,-,-"
"'[16:33:29.264]',0.260,-,-"
"'[16:33:29.272]',0.291,-,-"
"'[16:33:29.280]',0.307,-,-"
"'[16:33:29.288]',0.299,-,-"
"'[16:33:29.296]',0.331,-,-"
"'[16:33:29.304]',0.323,-,-"
"'[16:33:29.312]',0.354,-,-"
"'[16:33:29.320]',0.370,-,-"
"'[16:33:29.328]',0.386,-,-"
"'[16:33:29.336]',0.402,-,-"
"'[16:33:29.344]',0.362,-,-"
"'[16:33:29.352]',0.346,-,-"
"'[16:33:29.360]',0.283,-,-"
"'[16:33:29.368]',0.173,-,-"
"'[16:33:29.376]',0.165,-,-"
"'[16:33:29.384]',0.409,-,-"
"'[16:33:29.392]',0.331,-,-"
"'[16:33:29.400]',0.622,-,-"
"'[16:33:29.408]',0.276,-,-"
"'[16:33:29.416]',0.213,-,-"
"'[16:33:29.424]',0.276,-,-"
"'[16:33:29.432]',0.370,-,-"
"'[16:33:29.440]',0.165,-,-"
"'[16:33:29.448]',0.346,-,-"
"'[16:33:29.456]',0.598,-,-"
"'[16:33:29.464]',0.969,-,-"
"'[16:33:29.472]',1.252,-,-"
"'[16:33:29.480]',0.465,-,-"
"'[16:33:29.488]',0.150,-,-"
"'[16:33:29.496]',0.079,-,-"
"'[16:33:29.504]',0.134,-,-"
"'[16:33:29.512]',0.181,-,-"
"'[16:33:29.520]',0.189,-,-"
"'[16:33:29.528]',0.126,-,-"
"'[16:33:29.536]',0.157,-,-"
"'[16:33:29.544]',0.134,-,-"
"'[16:33:29.552]',0.134,-,-"
"'[16:33:29.560]',0.150,-,-"
"'[16:33:29.568]',0.110,-,-"
"'[16:33:29.576]',0.071,-,-"
"'[16:33:29.584]',0.087,-,-"
"'[16:33:29.592]',0.094,-,-"
"'[16:33:29.600]',0.094,-,-"
"'[16:33:29.608]',0.071,-,-"
"'[16:33:29.616]',0.079,-,-"
"'[16:33:29.624]',0.039,-,-"
"'[16:33:29.632]',0.024,-,-"
"'[16:33:29.640]',0.039,-,-"
"'[16:33:29.648]',0.024,-,-"
"'[16:33:29.656]',0.047,-,-"
"'[16:33:29.664]',0.063,-,-"
"'[16:33:29.672]',0.079,-,-"
"'[16:33:29.680]',0.094,-,-"
"'[16:33:29.688]',0.102,-,-"
"'[16:33:29.696]',0.134,-,-"
"'[16:33:29.704]',0.165,-,-"
"'[16:33:29.712]',0.181,-,-"
"'[16:33:29.720]',0.213,-,-"
"'[16:33:29.728]',0.189,-,-"
"'[16:33:29.736]',0.220,-,-"
"'[16:33:29.744]',0.244,-,-"
"'[16:33:29.752]',0.260,-,-"
"'[16:33:29.760]',0.236,-,-"
"'[16:33:29.768]',0.197,-,-"
"'[16:33:29.776]',0.150,-,-"
"'[16:33:29.784]',0.079,-,-"
"'[16:33:29.792]',0.039,-,-"
"'[16:33:29.800]',0.024,-,-"
"'[16:33:29.808]',-0.039,-,-"
"'[16:33:29.816]',-0.055,-,-"
"'[16:33:29.824]',-0.063,-,-"
"'[16:33:29.832]',-0.079,-,-"
"'[16:33:29.840]',-0.087,-,-"
"'[16:33:29.848]',-0.118,-,-"
"'[16:33:29.856]',-0.165,-,-"
"'[16:33:29.864]',-0.197,-,-"
"'[16:33:29.872]',-0.268,-,-"
"'[16:33:29.880]',-0.244,-,-"
"'[16:33:29.888]',-0.228,-,-"
"'[16:33:29.896]',-0.236,-,-"
"'[16:33:29.904]',-0.220,-,-"
"'[16:33:29.912]',-0.197,-,-"
"'[16:33:29.920]',-0.173,-,-"
"'[16:33:29.928]',-0.118,-,-"
"'[16:33:29.936]',-0.079,-,-"
"'[16:33:29.944]',-0.031,-,-"
"'[16:33:29.952]',-0.008,-,-"
"'[16:33:29.960]',0.055,-,-"
"'[16:33:29.968]',0.094,-,-"
"'[16:33:29.976]',0.134,-,-"
"'[16:33:29.984]',0.165,-,-"
"'[16:33:29.992]',0.181,-,-"
"'[16:33:30.000]',0.189,-,-"
"'[16:33:30.008]',0.189,-,-"
"'[16:33:30.016]',0.189,-,-"
"'[16:33:30.024]',0.197,-,-"
"'[16:33:30.032]',0.205,-,-"
"'[16:33:30.040]',0.205,-,-"
"'[16:33:30.048]',0.228,-,-"
"'[16:33:30.056]',0.283,-,-"
"'[16:33:30.064]',0.252,-,-"
"'[16:33:30.072]',0.307,-,-"
"'[16:33:30.080]',0.331,-,-"
"'[16:33:30.088]',0.323,-,-"
"'[16:33:30.096]',0.315,-,-"
"'[16:33:30.104]',0.307,-,-"
"'[16:33:30.112]',0.315,-,-"
"'[16:33:30.120]',0.307,-,-"
"'[16:33:30.128]',0.307,-,-"
"'[16:33:30.136]',0.370,-,-"
"'[16:33:30.144]',0.346,-,-"
"'[16:33:30.152]',0.307,-,-"
"'[16:33:30.160]',0.323,-,-"
"'[16:33:30.168]',0.339,-,-"
"'[16:33:30.176]',0.283,-,-"
"'[16:33:30.184]',0.323,-,-"
"'[16:33:30.192]',0.551,-,-"
"'[16:33:30.200]',0.992,-,-"
"'[16:33:30.208]',1.409,-,-"
"'[16:33:30.216]',1.031,-,-"
"'[16:33:30.224]',0.409,-,-"
"'[16:33:30.232]',0.165,-,-"
"'[16:33:30.240]',0.220,-,-"
"'[16:33:30.248]',0.307,-,-"
"'[16:33:30.256]',0.331,-,-"
"'[16:33:30.264]',0.346,-,-"
"'[16:33:30.272]',0.370,-,-"
"'[16:33:30.280]',0.386,-,-"
"'[16:33:30.288]',0.378,-,-"
"'[16:33:30.296]',0.386,-,-"
"'[16:33:30.304]',0.402,-,-"
"'[16:33:30.312]',0.394,-,-"
"'[16:33:30.320]',0.386,-,-"
"'[16:33:30.328]',0.378,-,-"
"'[16:33:30.336]',0.370,-,-"
"'[16:33:30.344]',0.378,-,-"
"'[16:33:30.352]',0.417,-,-"
"'[16:33:30.360]',0.425,-,-"
"'[16:33:30.368]',0.409,-,-"
"'[16:33:30.376]',0.417,-,-"
"'[16:33:30.384]',0.386,-,-"
"'[16:33:30.392]',0.370,-,-"
"'[16:33:30.400]',0.370,-,-"
"'[16:33:30.408]',0.394,-,-"
"'[16:33:30.416]',0.402,-,-"
"'[16:33:30.424]',0.417,-,-"
"'[16:33:30.432]',0.441,-,-"
