"'Time','I','II','III','V','RESP','PLETH','ABP'"
"'[19:19:16.988]',-,-0.500,-0.500,-0.500,0.248,2.002,71.166"
"'[19:19:16.996]',-,-0.500,-0.500,-0.500,0.248,2.002,68.968"
"'[19:19:17.004]',-,-0.500,-0.500,-0.500,0.248,2.002,67.161"
"'[19:19:17.012]',-,-0.500,-0.500,-0.500,0.248,2.002,65.598"
"'[19:19:17.020]',-,-0.500,-0.500,-0.500,0.248,2.002,64.474"
"'[19:19:17.028]',-,-0.500,-0.500,-0.500,0.248,2.002,63.595"
"'[19:19:17.036]',-,-0.500,-0.500,-0.500,0.248,2.002,63.107"
"'[19:19:17.044]',-,-0.500,-0.500,-0.500,0.248,2.002,62.862"
"'[19:19:17.052]',-,-0.500,-0.500,-0.500,0.248,2.002,62.862"
"'[19:19:17.060]',-,-0.500,-0.500,-0.500,0.248,2.002,63.155"
"'[19:19:17.068]',-,-0.500,-0.500,-0.500,0.248,2.002,63.742"
"'[19:19:17.076]',-,-0.500,-0.500,-0.500,0.248,2.002,64.377"
"'[19:19:17.084]',-,-0.500,-0.500,-0.500,0.248,2.002,65.060"
"'[19:19:17.092]',-,-0.500,-0.500,-0.500,0.248,2.002,65.793"
"'[19:19:17.100]',-,-0.500,-0.500,-0.500,0.248,2.002,66.623"
"'[19:19:17.108]',-,-0.500,-0.500,-0.500,0.248,2.002,67.503"
"'[19:19:17.116]',-,-0.500,-0.500,-0.500,0.248,2.002,68.479"
"'[19:19:17.124]',-,-0.500,-0.500,-0.500,0.248,2.002,69.554"
"'[19:19:17.132]',-,-0.500,-0.500,-0.500,0.248,2.002,70.531"
"'[19:19:17.140]',-,-0.500,-0.500,-0.500,0.248,2.002,71.410"
"'[19:19:17.148]',-,-0.500,-0.500,-0.500,0.248,2.002,72.240"
"'[19:19:17.156]',-,-0.500,-0.500,-0.500,0.248,2.002,72.778"
"'[19:19:17.164]',-,-0.500,-0.500,-0.500,0.248,2.002,73.168"
"'[19:19:17.172]',-,-0.500,-0.500,-0.500,0.248,2.002,73.413"
"'[19:19:17.180]',-,-0.500,-0.500,-0.500,0.248,2.002,73.559"
"'[19:19:17.188]',-,-0.500,-0.500,-0.500,0.248,2.002,73.559"
"'[19:19:17.196]',-,-0.500,-0.500,-0.500,0.248,2.002,73.413"
"'[19:19:17.204]',-,-0.500,-0.500,-0.500,0.248,2.002,73.217"
"'[19:19:17.212]',-,-0.500,-0.500,-0.500,0.248,2.002,72.924"
"'[19:19:17.220]',-,-0.500,-0.500,-0.500,0.248,2.002,72.436"
"'[19:19:17.228]',-,-0.500,-0.500,-0.500,0.248,2.002,71.801"
"'[19:19:17.236]',-,-0.500,-0.500,-0.500,0.248,2.002,71.068"
"'[19:19:17.244]',-,-0.500,-0.500,-0.500,0.248,2.002,70.189"
"'[19:19:17.252]',-,-0.500,-0.500,-0.500,0.248,2.002,69.261"
"'[19:19:17.260]',-,-0.500,-0.500,-0.500,0.248,2.002,68.382"
"'[19:19:17.268]',-,-0.500,-0.500,-0.500,0.248,2.002,67.405"
"'[19:19:17.276]',-,-0.500,-0.500,-0.500,0.248,2.002,66.526"
"'[19:19:17.284]',-,-0.500,-0.500,-0.500,0.248,2.002,65.695"
"'[19:19:17.292]',-,-0.500,-0.500,-0.500,0.248,2.002,64.914"
"'[19:19:17.300]',-,-0.500,-0.500,-0.500,0.248,2.002,64.181"
"'[19:19:17.308]',-,-0.500,-0.500,-0.500,0.248,2.002,63.497"
"'[19:19:17.316]',-,-0.500,-0.500,-0.500,0.248,2.002,62.814"
"'[19:19:17.324]',-,-0.500,-0.500,-0.500,0.248,2.002,62.179"
"'[19:19:17.332]',-,-0.500,-0.500,-0.500,0.248,2.002,61.592"
"'[19:19:17.340]',-,-0.500,-0.500,-0.500,0.248,2.002,61.299"
"'[19:19:17.348]',-,-0.500,-0.500,-0.500,0.248,2.002,61.690"
"'[19:19:17.356]',-,-0.500,-0.500,-0.500,0.248,2.002,63.155"
"'[19:19:17.364]',-,-0.500,-0.500,-0.500,0.248,2.002,66.184"
"'[19:19:17.372]',-,-0.500,-0.500,-0.500,0.248,2.002,70.629"
"'[19:19:17.380]',-,-0.500,-0.500,-0.500,0.248,2.002,76.441"
"'[19:19:17.388]',-,-0.500,-0.500,-0.500,0.248,2.002,83.230"
"'[19:19:17.396]',-,-0.500,-0.500,-0.500,0.248,2.002,90.752"
"'[19:19:17.404]',-,-0.500,-0.500,-0.500,0.248,2.002,98.567"
"'[19:19:17.412]',-,-0.500,-0.500,-0.500,0.248,2.002,106.187"
"'[19:19:17.420]',-,-0.500,-0.500,-0.500,0.248,2.002,113.172"
"'[19:19:17.428]',-,-0.500,-0.500,-0.500,0.248,2.002,119.228"
"'[19:19:17.436]',-,-0.500,-0.500,-0.500,0.248,2.002,124.113"
"'[19:19:17.444]',-,-0.500,-0.500,-0.500,0.248,2.002,127.630"
"'[19:19:17.452]',-,-0.500,-0.500,-0.500,0.248,2.002,129.681"
"'[19:19:17.460]',-,-0.500,-0.500,-0.500,0.248,2.002,130.365"
"'[19:19:17.468]',-,-0.500,-0.500,-0.500,0.248,2.002,129.681"
"'[19:19:17.476]',-,-0.500,-0.500,-0.500,0.248,2.002,127.923"
"'[19:19:17.484]',-,-0.500,-0.500,-0.500,0.248,2.002,125.383"
"'[19:19:17.492]',-,-0.500,-0.500,-0.500,0.248,2.002,122.159"
"'[19:19:17.500]',-,-0.500,-0.500,-0.500,0.248,2.002,118.496"
"'[19:19:17.508]',-,-0.500,-0.500,-0.500,0.248,2.002,114.442"
"'[19:19:17.516]',-,-0.500,-0.500,-0.500,0.248,2.002,110.241"
"'[19:19:17.524]',-,-0.500,-0.500,-0.500,0.248,2.002,106.041"
"'[19:19:17.532]',-,-0.500,-0.500,-0.500,0.248,2.002,101.938"
"'[19:19:17.540]',-,-0.500,-0.500,-0.500,0.248,2.002,98.030"
"'[19:19:17.548]',-,-0.500,-0.500,-0.500,0.248,2.002,94.513"
"'[19:19:17.556]',-,-0.500,-0.500,-0.500,0.248,2.002,91.094"
"'[19:19:17.564]',-,-0.500,-0.500,-0.500,0.248,2.002,87.919"
"'[19:19:17.572]',-,-0.500,-0.500,-0.500,0.248,2.002,84.940"
"'[19:19:17.580]',-,-0.500,-0.500,-0.500,0.248,2.002,82.009"
"'[19:19:17.588]',-,-0.500,-0.500,-0.500,0.248,2.002,79.176"
"'[19:19:17.596]',-,-0.500,-0.500,-0.500,0.248,2.002,76.441"
"'[19:19:17.604]',-,-0.500,-0.500,-0.500,0.248,2.002,73.803"
"'[19:19:17.612]',-,-0.500,-0.500,-0.500,0.248,2.002,71.361"
"'[19:19:17.620]',-,-0.500,-0.500,-0.500,0.248,2.002,69.163"
"'[19:19:17.628]',-,-0.500,-0.500,-0.500,0.248,2.002,67.307"
"'[19:19:17.636]',-,-0.500,-0.500,-0.500,0.248,2.002,65.695"
"'[19:19:17.644]',-,-0.500,-0.500,-0.500,0.248,2.002,64.425"
"'[19:19:17.652]',-,-0.500,-0.500,-0.500,0.248,2.002,63.546"
"'[19:19:17.660]',-,-0.500,-0.500,-0.500,0.248,2.002,63.009"
"'[19:19:17.668]',-,-0.500,-0.500,-0.500,0.248,2.002,62.716"
"'[19:19:17.676]',-,-0.500,-0.500,-0.500,0.248,2.002,62.716"
"'[19:19:17.684]',-,-0.500,-0.500,-0.500,0.248,2.002,63.009"
"'[19:19:17.692]',-,-0.500,-0.500,-0.500,0.248,2.002,63.497"
"'[19:19:17.700]',-,-0.500,-0.500,-0.500,0.248,2.002,64.132"
"'[19:19:17.708]',-,-0.500,-0.500,-0.500,0.248,2.002,64.865"
"'[19:19:17.716]',-,-0.500,-0.500,-0.500,0.248,2.002,65.598"
"'[19:19:17.724]',-,-0.500,-0.500,-0.500,0.248,2.002,66.428"
"'[19:19:17.732]',-,-0.500,-0.500,-0.500,0.248,2.002,67.307"
"'[19:19:17.740]',-,-0.500,-0.500,-0.500,0.248,2.002,68.284"
"'[19:19:17.748]',-,-0.500,-0.500,-0.500,0.248,2.002,69.310"
"'[19:19:17.756]',-,-0.500,-0.500,-0.500,0.248,2.002,70.238"
"'[19:19:17.764]',-,-0.500,-0.500,-0.500,0.248,2.002,71.117"
"'[19:19:17.772]',-,-0.500,-0.500,-0.500,0.248,2.002,71.850"
"'[19:19:17.780]',-,-0.500,-0.500,-0.500,0.248,2.002,72.485"
"'[19:19:17.788]',-,-0.500,-0.500,-0.500,0.248,2.002,72.973"
"'[19:19:17.796]',-,-0.500,-0.500,-0.500,0.248,2.002,73.217"
"'[19:19:17.804]',-,-0.500,-0.500,-0.500,0.248,2.002,73.364"
"'[19:19:17.812]',-,-0.500,-0.500,-0.500,0.248,2.002,73.315"
"'[19:19:17.820]',-,-0.500,-0.500,-0.500,0.248,2.002,73.120"
"'[19:19:17.828]',-,-0.500,-0.500,-0.500,0.248,2.002,72.924"
"'[19:19:17.836]',-,-0.500,-0.500,-0.500,0.248,2.002,72.533"
"'[19:19:17.844]',-,-0.500,-0.500,-0.500,0.248,2.002,72.094"
"'[19:19:17.852]',-,-0.500,-0.500,-0.500,0.248,2.002,71.557"
"'[19:19:17.860]',-,-0.500,-0.500,-0.500,0.248,2.002,70.873"
"'[19:19:17.868]',-,-0.500,-0.500,-0.500,0.248,2.002,70.042"
"'[19:19:17.876]',-,-0.500,-0.500,-0.500,0.248,2.002,69.261"
"'[19:19:17.884]',-,-0.500,-0.500,-0.500,0.248,2.002,68.284"
"'[19:19:17.892]',-,-0.500,-0.500,-0.500,0.248,2.002,67.405"
"'[19:19:17.900]',-,-0.500,-0.500,-0.500,0.248,2.002,66.526"
"'[19:19:17.908]',-,-0.500,-0.500,-0.500,0.248,2.002,65.744"
"'[19:19:17.916]',-,-0.500,-0.500,-0.500,0.248,2.002,64.914"
"'[19:19:17.924]',-,-0.500,-0.500,-0.500,0.248,2.002,64.181"
"'[19:19:17.932]',-,-0.500,-0.500,-0.500,0.248,2.002,63.497"
"'[19:19:17.940]',-,-0.500,-0.500,-0.500,0.248,2.002,62.862"
"'[19:19:17.948]',-,-0.500,-0.500,-0.500,0.248,2.002,62.227"
"'[19:19:17.956]',-,-0.500,-0.500,-0.500,0.248,2.002,61.592"
"'[19:19:17.964]',-,-0.500,-0.500,-0.500,0.248,2.002,61.104"
"'[19:19:17.972]',-,-0.500,-0.500,-0.500,0.248,2.002,60.860"
"'[19:19:17.980]',-,-0.500,-0.500,-0.500,0.248,2.002,61.153"
"'[19:19:17.988]',-,-0.500,-0.500,-0.500,0.248,2.002,62.618"
"'[19:19:17.996]',-,-0.500,-0.500,-0.500,0.248,2.002,65.353"
"'[19:19:18.004]',-,-0.500,-0.500,-0.500,0.248,2.002,69.603"
"'[19:19:18.012]',-,-0.500,-0.500,-0.500,0.248,2.002,75.122"
"'[19:19:18.020]',-,-0.500,-0.500,-0.500,0.248,2.002,81.716"
"'[19:19:18.028]',-,-0.500,-0.500,-0.500,0.248,2.002,89.092"
"'[19:19:18.036]',-,-0.500,-0.500,-0.500,0.248,2.002,96.858"
"'[19:19:18.044]',-,-0.500,-0.500,-0.500,0.248,2.002,104.478"
"'[19:19:18.052]',-,-0.500,-0.500,-0.500,0.248,2.002,111.511"
"'[19:19:18.060]',-,-0.500,-0.500,-0.500,0.248,2.002,117.617"
"'[19:19:18.068]',-,-0.500,-0.500,-0.500,0.248,2.002,122.599"
"'[19:19:18.076]',-,-0.500,-0.500,-0.500,0.248,2.002,126.311"
"'[19:19:18.084]',-,-0.500,-0.500,-0.500,0.248,2.002,128.558"
"'[19:19:18.092]',-,-0.500,-0.500,-0.500,0.248,2.002,129.388"
"'[19:19:18.100]',-,-0.500,-0.500,-0.500,0.248,2.002,128.802"
"'[19:19:18.108]',-,-0.500,-0.500,-0.500,0.248,2.002,127.239"
"'[19:19:18.116]',-,-0.500,-0.500,-0.500,0.248,2.002,124.846"
"'[19:19:18.124]',-,-0.500,-0.500,-0.500,0.248,2.002,121.817"
"'[19:19:18.132]',-,-0.500,-0.500,-0.500,0.248,2.002,118.203"
"'[19:19:18.140]',-,-0.500,-0.500,-0.500,0.248,2.002,114.100"
"'[19:19:18.148]',-,-0.500,-0.500,-0.500,0.248,2.002,109.850"
"'[19:19:18.156]',-,-0.500,-0.500,-0.500,0.248,2.002,105.601"
"'[19:19:18.164]',-,-0.500,-0.500,-0.500,0.248,2.002,101.498"
"'[19:19:18.172]',-,-0.500,-0.500,-0.500,0.248,2.002,97.591"
"'[19:19:18.180]',-,-0.500,-0.500,-0.500,0.248,2.002,93.927"
"'[19:19:18.188]',-,-0.500,-0.500,-0.500,0.248,2.002,90.508"
"'[19:19:18.196]',-,-0.500,-0.500,-0.500,0.248,2.002,87.236"
"'[19:19:18.204]',-,-0.500,-0.500,-0.500,0.248,2.002,84.158"
"'[19:19:18.212]',-,-0.500,-0.500,-0.500,0.248,2.002,81.228"
"'[19:19:18.220]',-,-0.500,-0.500,-0.500,0.248,2.002,78.346"
"'[19:19:18.228]',-,-0.500,-0.500,-0.500,0.248,2.002,75.562"
"'[19:19:18.236]',-,-0.500,-0.500,-0.500,0.248,2.002,72.924"
"'[19:19:18.244]',-,-0.500,-0.500,-0.500,0.248,2.002,70.482"
"'[19:19:18.252]',-,-0.500,-0.500,-0.500,0.248,2.002,68.235"
"'[19:19:18.260]',-,-0.500,-0.500,-0.500,0.248,2.002,66.233"
"'[19:19:18.268]',-,-0.500,-0.500,-0.500,0.248,2.002,64.621"
"'[19:19:18.276]',-,-0.500,-0.500,-0.500,0.248,2.002,63.351"
"'[19:19:18.284]',-,-0.500,-0.500,-0.500,0.248,2.002,62.472"
"'[19:19:18.292]',-,-0.500,-0.500,-0.500,0.248,2.002,61.983"
"'[19:19:18.300]',-,-0.500,-0.500,-0.500,0.248,2.002,61.788"
"'[19:19:18.308]',-,-0.500,-0.500,-0.500,0.248,2.002,61.934"
"'[19:19:18.316]',-,-0.500,-0.500,-0.500,0.248,2.002,62.276"
"'[19:19:18.324]',-,-0.500,-0.500,-0.500,0.248,2.002,62.911"
"'[19:19:18.332]',-,-0.500,-0.500,-0.500,0.248,2.002,63.546"
"'[19:19:18.340]',-,-0.500,-0.500,-0.500,0.248,2.002,64.279"
"'[19:19:18.348]',-,-0.500,-0.500,-0.500,0.248,2.002,65.060"
"'[19:19:18.356]',-,-0.500,-0.500,-0.500,0.248,2.002,65.940"
"'[19:19:18.364]',-,-0.500,-0.500,-0.500,0.248,2.002,66.868"
"'[19:19:18.372]',-,-0.500,-0.500,-0.500,0.248,2.002,67.942"
"'[19:19:18.380]',-,-0.500,-0.500,-0.500,0.248,2.002,68.919"
"'[19:19:18.388]',-,-0.500,-0.500,-0.500,0.248,2.002,69.945"
"'[19:19:18.396]',-,-0.500,-0.500,-0.500,0.248,2.002,70.824"
"'[19:19:18.404]',-,-0.500,-0.500,-0.500,0.248,2.002,71.605"
"'[19:19:18.412]',-,-0.500,-0.500,-0.500,0.248,2.002,72.240"
"'[19:19:18.420]',-,-0.500,-0.500,-0.500,0.248,2.002,72.680"
"'[19:19:18.428]',-,-0.500,-0.500,-0.500,0.248,2.002,72.875"
"'[19:19:18.436]',-,-0.500,-0.500,-0.500,0.248,2.002,72.924"
"'[19:19:18.444]',-,-0.500,-0.500,-0.500,0.248,2.002,72.924"
"'[19:19:18.452]',-,-0.500,-0.500,-0.500,0.248,2.002,72.778"
"'[19:19:18.460]',-,-0.500,-0.500,-0.500,0.248,2.002,72.631"
"'[19:19:18.468]',-,-0.500,-0.500,-0.500,0.248,2.002,72.289"
"'[19:19:18.476]',-,-0.500,-0.500,-0.500,0.248,2.002,71.947"
"'[19:19:18.484]',-,-0.500,-0.500,-0.500,0.248,2.002,71.361"
"'[19:19:18.492]',-,-0.500,-0.500,-0.500,0.248,2.002,70.629"
"'[19:19:18.500]',-,-0.500,-0.500,-0.500,0.248,2.002,69.749"
"'[19:19:18.508]',-,-0.500,-0.500,-0.500,0.248,2.002,68.919"
"'[19:19:18.516]',-,-0.500,-0.500,-0.500,0.248,2.002,68.089"
"'[19:19:18.524]',-,-0.500,-0.500,-0.500,0.248,2.002,67.307"
"'[19:19:18.532]',-,-0.500,-0.500,-0.500,0.248,2.002,66.428"
"'[19:19:18.540]',-,-0.500,-0.500,-0.500,0.248,2.002,65.549"
"'[19:19:18.548]',-,-0.500,-0.500,-0.500,0.248,2.002,64.670"
"'[19:19:18.556]',-,-0.500,-0.500,-0.500,0.248,2.002,63.839"
"'[19:19:18.564]',-,-0.500,-0.500,-0.500,0.248,2.002,63.155"
"'[19:19:18.572]',-,-0.500,-0.500,-0.500,0.248,2.002,62.569"
"'[19:19:18.580]',-,-0.500,-0.500,-0.500,0.248,2.002,61.934"
"'[19:19:18.588]',-,-0.500,-0.500,-0.500,0.248,2.002,61.299"
"'[19:19:18.596]',-,-0.500,-0.500,-0.500,0.248,2.002,60.713"
"'[19:19:18.604]',-,-0.500,-0.500,-0.500,0.248,2.002,60.371"
"'[19:19:18.612]',-,-0.500,-0.500,-0.500,0.248,2.002,60.371"
"'[19:19:18.620]',-,-0.500,-0.500,-0.500,0.248,2.002,61.153"
"'[19:19:18.628]',-,-0.500,-0.500,-0.500,0.248,2.002,63.351"
"'[19:19:18.636]',-,-0.500,-0.500,-0.500,0.248,2.002,67.063"
"'[19:19:18.644]',-,-0.500,-0.500,-0.500,0.248,2.002,71.996"
"'[19:19:18.652]',-,-0.500,-0.500,-0.500,0.248,2.002,78.053"
"'[19:19:18.660]',-,-0.500,-0.500,-0.500,0.248,2.002,85.038"
"'[19:19:18.668]',-,-0.500,-0.500,-0.500,0.248,2.002,92.608"
"'[19:19:18.676]',-,-0.500,-0.500,-0.500,0.248,2.002,100.179"
"'[19:19:18.684]',-,-0.500,-0.500,-0.500,0.248,2.002,107.359"
"'[19:19:18.692]',-,-0.500,-0.500,-0.500,0.248,2.002,113.856"
"'[19:19:18.700]',-,-0.500,-0.500,-0.500,0.248,2.002,119.326"
"'[19:19:18.708]',-,-0.500,-0.500,-0.500,0.248,2.002,123.478"
"'[19:19:18.716]',-,-0.500,-0.500,-0.500,0.248,2.002,126.311"
"'[19:19:18.724]',-,-0.500,-0.500,-0.500,0.248,2.002,127.727"
"'[19:19:18.732]',-,-0.500,-0.500,-0.500,0.248,2.002,127.825"
"'[19:19:18.740]',-,-0.500,-0.500,-0.500,0.248,2.002,126.702"
"'[19:19:18.748]',-,-0.500,-0.500,-0.500,0.248,2.002,124.699"
"'[19:19:18.756]',-,-0.500,-0.500,-0.500,0.248,2.002,122.013"
"'[19:19:18.764]',-,-0.500,-0.500,-0.500,0.248,2.002,118.691"
"'[19:19:18.772]',-,-0.500,-0.500,-0.500,0.248,2.002,114.881"
"'[19:19:18.780]',-,-0.500,-0.500,-0.500,0.248,2.002,110.730"
"'[19:19:18.788]',-,-0.500,-0.500,-0.500,0.248,2.002,106.431"
"'[19:19:18.796]',-,-0.500,-0.500,-0.500,0.248,2.002,102.133"
"'[19:19:18.804]',-,-0.500,-0.500,-0.500,0.248,2.002,97.932"
"'[19:19:18.812]',-,-0.500,-0.500,-0.500,0.248,2.002,94.123"
"'[19:19:18.820]',-,-0.500,-0.500,-0.500,0.248,2.002,90.606"
"'[19:19:18.828]',-,-0.500,-0.500,-0.500,0.248,2.002,87.284"
"'[19:19:18.836]',-,-0.500,-0.500,-0.500,0.248,2.002,84.158"
"'[19:19:18.844]',-,-0.500,-0.500,-0.500,0.248,2.002,81.179"
"'[19:19:18.852]',-,-0.500,-0.500,-0.500,0.248,2.002,78.297"
"'[19:19:18.860]',-,-0.500,-0.500,-0.500,0.248,2.002,75.464"
"'[19:19:18.868]',-,-0.500,-0.500,-0.500,0.248,2.002,72.729"
"'[19:19:18.876]',-,-0.500,-0.500,-0.500,0.248,2.002,70.189"
"'[19:19:18.884]',-,-0.500,-0.500,-0.500,0.248,2.002,67.942"
"'[19:19:18.892]',-,-0.500,-0.500,-0.500,0.248,2.002,65.988"
"'[19:19:18.900]',-,-0.500,-0.500,-0.500,0.248,2.002,64.377"
"'[19:19:18.908]',-,-0.500,-0.500,-0.500,0.248,2.002,63.009"
"'[19:19:18.916]',-,-0.500,-0.500,-0.500,0.248,2.002,61.983"
"'[19:19:18.924]',-,-0.500,-0.500,-0.500,0.248,2.002,61.299"
"'[19:19:18.932]',-,-0.500,-0.500,-0.500,0.248,2.002,61.006"
"'[19:19:18.940]',-,-0.500,-0.500,-0.500,0.248,2.002,61.006"
"'[19:19:18.948]',-,-0.500,-0.500,-0.500,0.248,2.002,61.251"
"'[19:19:18.956]',-,-0.500,-0.500,-0.500,0.248,2.002,61.690"
"'[19:19:18.964]',-,-0.500,-0.500,-0.500,0.248,2.002,62.227"
"'[19:19:18.972]',-,-0.500,-0.500,-0.500,0.248,2.002,62.911"
"'[19:19:18.980]',-,-0.500,-0.500,-0.500,0.248,2.002,63.595"
"'[19:19:18.988]',-,-0.500,-0.500,-0.500,0.248,2.002,64.279"
"'[19:19:18.996]',-,-0.500,-0.500,-0.500,0.248,2.002,65.109"
"'[19:19:19.004]',-,-0.500,-0.500,-0.500,0.248,2.002,66.135"
"'[19:19:19.012]',-,-0.500,-0.500,-0.500,0.248,2.002,67.258"
"'[19:19:19.020]',-,-0.500,-0.500,-0.500,0.248,2.002,68.235"
"'[19:19:19.028]',-,-0.500,-0.500,-0.500,0.248,2.002,69.163"
"'[19:19:19.036]',-,-0.500,-0.500,-0.500,0.248,2.002,69.994"
"'[19:19:19.044]',-,-0.500,-0.500,-0.500,0.248,2.002,70.677"
"'[19:19:19.052]',-,-0.500,-0.500,-0.500,0.248,2.002,71.166"
"'[19:19:19.060]',-,-0.500,-0.500,-0.500,0.248,2.002,71.410"
"'[19:19:19.068]',-,-0.500,-0.500,-0.500,0.248,2.002,71.605"
"'[19:19:19.076]',-,-0.500,-0.500,-0.500,0.248,2.002,71.557"
"'[19:19:19.084]',-,-0.500,-0.500,-0.500,0.248,2.002,71.410"
"'[19:19:19.092]',-,-0.500,-0.500,-0.500,0.248,2.002,71.166"
"'[19:19:19.100]',-,-0.500,-0.500,-0.500,0.248,2.002,70.873"
"'[19:19:19.108]',-,-0.500,-0.500,-0.500,0.248,2.002,70.482"
"'[19:19:19.116]',-,-0.500,-0.500,-0.500,0.248,2.002,70.042"
"'[19:19:19.124]',-,-0.500,-0.500,-0.500,0.248,2.002,69.407"
"'[19:19:19.132]',-,-0.500,-0.500,-0.500,0.248,2.002,68.675"
"'[19:19:19.140]',-,-0.500,-0.500,-0.500,0.248,2.002,67.796"
"'[19:19:19.148]',-,-0.500,-0.500,-0.500,0.248,2.002,66.965"
"'[19:19:19.156]',-,-0.500,-0.500,-0.500,0.248,2.002,66.135"
"'[19:19:19.164]',-,-0.500,-0.500,-0.500,0.248,2.002,65.158"
"'[19:19:19.172]',-,-0.500,-0.500,-0.500,0.248,2.002,64.279"
"'[19:19:19.180]',-,-0.500,-0.500,-0.500,0.248,2.002,63.448"
"'[19:19:19.188]',-,-0.500,-0.500,-0.500,0.248,2.002,62.667"
"'[19:19:19.196]',-,-0.500,-0.500,-0.500,0.248,2.002,61.934"
"'[19:19:19.204]',-,-0.500,-0.500,-0.500,0.248,2.002,61.251"
"'[19:19:19.212]',-,-0.500,-0.500,-0.500,0.248,2.002,60.616"
"'[19:19:19.220]',-,-0.500,-0.500,-0.500,0.248,2.002,60.029"
"'[19:19:19.228]',-,-0.500,-0.500,-0.500,0.248,2.002,59.443"
"'[19:19:19.236]',-,-0.500,-0.500,-0.500,0.248,2.002,58.906"
"'[19:19:19.244]',-,-0.500,-0.500,-0.500,0.248,2.002,58.564"
"'[19:19:19.252]',-,-0.500,-0.500,-0.500,0.248,2.002,58.613"
"'[19:19:19.260]',-,-0.500,-0.500,-0.500,0.248,2.002,59.590"
"'[19:19:19.268]',-,-0.500,-0.500,-0.500,0.248,2.002,61.934"
"'[19:19:19.276]',-,-0.500,-0.500,-0.500,0.248,2.002,65.744"
"'[19:19:19.284]',-,-0.500,-0.500,-0.500,0.248,2.002,70.726"
"'[19:19:19.292]',-,-0.500,-0.500,-0.500,0.248,2.002,76.734"
"'[19:19:19.300]',-,-0.500,-0.500,-0.500,0.248,2.002,83.670"
"'[19:19:19.308]',-,-0.500,-0.500,-0.500,0.248,2.002,91.094"
"'[19:19:19.316]',-,-0.500,-0.500,-0.500,0.248,2.002,98.567"
"'[19:19:19.324]',-,-0.500,-0.500,-0.500,0.248,2.002,105.552"
"'[19:19:19.332]',-,-0.500,-0.500,-0.500,0.248,2.002,111.853"
"'[19:19:19.340]',-,-0.500,-0.500,-0.500,0.248,2.002,117.128"
"'[19:19:19.348]',-,-0.500,-0.500,-0.500,0.248,2.002,121.133"
"'[19:19:19.356]',-,-0.500,-0.500,-0.500,0.248,2.002,123.722"
"'[19:19:19.364]',-,-0.500,-0.500,-0.500,0.248,2.002,125.041"
"'[19:19:19.372]',-,-0.500,-0.500,-0.500,0.248,2.002,124.992"
"'[19:19:19.380]',-,-0.500,-0.500,-0.500,0.248,2.002,123.869"
"'[19:19:19.388]',-,-0.500,-0.500,-0.500,0.248,2.002,121.720"
"'[19:19:19.396]',-,-0.500,-0.500,-0.500,0.248,2.002,118.984"
"'[19:19:19.404]',-,-0.500,-0.500,-0.500,0.248,2.002,115.565"
"'[19:19:19.412]',-,-0.500,-0.500,-0.500,0.248,2.002,111.609"
"'[19:19:19.420]',-,-0.500,-0.500,-0.500,0.248,2.002,107.310"
"'[19:19:19.428]',-,-0.500,-0.500,-0.500,0.248,2.002,102.915"
"'[19:19:19.436]',-,-0.500,-0.500,-0.500,0.248,2.002,98.616"
"'[19:19:19.444]',-,-0.500,-0.500,-0.500,0.248,2.002,94.416"
"'[19:19:19.452]',-,-0.500,-0.500,-0.500,0.248,2.002,90.557"
"'[19:19:19.460]',-,-0.500,-0.500,-0.500,0.248,2.002,86.943"
"'[19:19:19.468]',-,-0.500,-0.500,-0.500,0.248,2.002,83.572"
"'[19:19:19.476]',-,-0.500,-0.500,-0.500,0.248,2.002,80.446"
"'[19:19:19.484]',-,-0.500,-0.500,-0.500,0.248,2.002,77.467"
"'[19:19:19.492]',-,-0.500,-0.500,-0.500,0.248,2.002,74.634"
"'[19:19:19.500]',-,-0.500,-0.500,-0.500,0.248,2.002,71.850"
"'[19:19:19.508]',-,-0.500,-0.500,-0.500,0.248,2.002,69.163"
"'[19:19:19.516]',-,-0.500,-0.500,-0.500,0.248,2.002,66.721"
"'[19:19:19.524]',-,-0.500,-0.500,-0.500,0.248,2.002,64.621"
"'[19:19:19.532]',-,-0.500,-0.500,-0.500,0.248,2.002,62.814"
"'[19:19:19.540]',-,-0.500,-0.500,-0.500,0.248,2.002,61.348"
"'[19:19:19.548]',-,-0.500,-0.500,-0.500,0.248,2.002,60.322"
"'[19:19:19.556]',-,-0.500,-0.500,-0.500,0.248,2.002,59.590"
"'[19:19:19.564]',-,-0.500,-0.500,-0.500,0.248,2.002,59.248"
"'[19:19:19.572]',-,-0.500,-0.500,-0.500,0.248,2.002,59.248"
"'[19:19:19.580]',-,-0.500,-0.500,-0.500,0.248,2.002,59.443"
"'[19:19:19.588]',-,-0.500,-0.500,-0.500,0.248,2.002,59.883"
"'[19:19:19.596]',-,-0.500,-0.500,-0.500,0.248,2.002,60.420"
"'[19:19:19.604]',-,-0.500,-0.500,-0.500,0.248,2.002,61.055"
"'[19:19:19.612]',-,-0.500,-0.500,-0.500,0.248,2.002,61.788"
"'[19:19:19.620]',-,-0.500,-0.500,-0.500,0.248,2.002,62.472"
"'[19:19:19.628]',-,-0.500,-0.500,-0.500,0.248,2.002,63.351"
"'[19:19:19.636]',-,-0.500,-0.500,-0.500,0.248,2.002,64.377"
