'Time','II','AVR','V','RESP','PLETH','ABP','CVP','ICP'
'[03:45:47.136]',0.430,0.205,-0.290,0.167,2.340,73.217,-,-
'[03:45:47.144]',0.260,0.445,0.250,0.167,2.324,72.778,-,-
'[03:45:47.152]',0.130,0.620,0.660,0.168,2.306,72.387,-,-
'[03:45:47.160]',0.035,0.725,0.865,0.168,2.284,71.996,-,-
'[03:45:47.168]',0.010,0.760,0.930,0.169,2.261,71.605,-,-
'[03:45:47.176]',0.005,0.780,0.955,0.170,2.239,71.215,-,-
'[03:45:47.184]',0.005,0.785,0.970,0.171,2.218,70.922,-,-
'[03:45:47.192]',0.000,0.785,0.975,0.171,2.197,70.677,-,-
'[03:45:47.200]',0.005,0.780,0.980,0.172,2.180,70.482,-,-
'[03:45:47.208]',0.015,0.780,0.980,0.173,2.163,70.384,-,-
'[03:45:47.216]',0.025,0.770,0.985,0.174,2.145,70.189,-,-
'[03:45:47.224]',0.030,0.755,0.980,0.175,2.131,69.994,-,-
'[03:45:47.232]',0.045,0.755,0.980,0.177,2.118,69.749,-,-
'[03:45:47.240]',0.055,0.745,0.975,0.178,2.105,69.505,-,-
'[03:45:47.248]',0.060,0.735,0.975,0.180,2.093,69.163,-,-
'[03:45:47.256]',0.070,0.730,0.985,0.182,2.085,68.870,-,-
'[03:45:47.264]',0.075,0.730,0.990,0.184,2.075,68.479,-,-
'[03:45:47.272]',0.095,0.720,0.990,0.187,2.065,68.089,-,-
'[03:45:47.280]',0.100,0.710,1.000,0.189,2.061,67.747,-,-
'[03:45:47.288]',0.110,0.710,1.000,0.192,2.059,67.356,-,-
'[03:45:47.296]',0.125,0.705,1.010,0.194,2.058,66.916,-,-
'[03:45:47.304]',0.135,0.690,1.020,0.197,2.052,66.526,-,-
'[03:45:47.312]',0.150,0.685,1.035,0.199,2.044,66.184,-,-
'[03:45:47.320]',0.170,0.675,1.045,0.202,2.037,65.793,-,-
'[03:45:47.328]',0.185,0.660,1.060,0.204,2.026,65.402,-,-
'[03:45:47.336]',0.210,0.645,1.075,0.206,2.014,65.109,-,-
'[03:45:47.344]',0.230,0.630,1.090,0.208,2.000,65.012,-,-
'[03:45:47.352]',0.255,0.620,1.095,0.210,1.982,65.012,-,-
'[03:45:47.360]',0.270,0.605,1.095,0.211,1.967,65.158,-,-
'[03:45:47.368]',0.295,0.590,1.095,0.213,1.953,65.842,-,-
'[03:45:47.376]',0.310,0.590,1.090,0.214,1.941,67.405,-,-
'[03:45:47.384]',0.325,0.580,1.075,0.215,1.931,70.433,-,-
'[03:45:47.392]',0.335,0.575,1.055,0.216,1.920,74.976,-,-
'[03:45:47.400]',0.340,0.570,1.020,0.217,1.907,80.984,-,-
'[03:45:47.408]',0.345,0.565,0.985,0.218,1.891,88.066,-,-
'[03:45:47.416]',0.335,0.570,0.940,0.219,1.873,95.686,-,-
'[03:45:47.424]',0.320,0.580,0.905,0.219,1.853,103.452,-,-
'[03:45:47.432]',0.300,0.590,0.865,0.220,1.834,110.681,-,-
'[03:45:47.440]',0.275,0.595,0.835,0.221,1.814,116.933,-,-
'[03:45:47.448]',0.250,0.610,0.815,0.222,1.798,121.671,-,-
'[03:45:47.456]',0.220,0.625,0.805,0.222,1.784,124.601,-,-
'[03:45:47.464]',0.195,0.640,0.795,0.223,1.772,125.676,-,-
'[03:45:47.472]',0.175,0.645,0.790,0.223,1.761,124.943,-,-
'[03:45:47.480]',0.155,0.655,0.790,0.224,1.751,122.794,-,-
'[03:45:47.488]',0.145,0.665,0.800,0.224,1.743,119.619,-,-
'[03:45:47.496]',0.125,0.665,0.800,0.225,1.736,115.761,-,-
'[03:45:47.504]',0.120,0.670,0.800,0.225,1.728,111.609,-,-
'[03:45:47.512]',0.115,0.675,0.800,0.226,1.721,107.604,-,-
'[03:45:47.520]',0.110,0.680,0.800,0.227,1.716,103.989,-,-
'[03:45:47.528]',0.110,0.675,0.800,0.229,1.708,100.814,-,-
'[03:45:47.536]',0.115,0.680,0.800,0.231,1.699,98.177,-,-
'[03:45:47.544]',0.110,0.680,0.800,0.234,1.689,96.174,-,-
'[03:45:47.552]',0.110,0.680,0.805,0.237,1.679,94.611,-,-
'[03:45:47.560]',0.115,0.670,0.800,0.240,1.667,93.488,-,-
'[03:45:47.568]',0.115,0.675,0.800,0.243,1.653,92.657,-,-
'[03:45:47.576]',0.120,0.670,0.800,0.247,1.641,91.973,-,-
'[03:45:47.584]',0.115,0.675,0.790,0.252,1.630,91.387,-,-
'[03:45:47.592]',0.115,0.670,0.790,0.257,1.623,90.606,-,-
'[03:45:47.600]',0.115,0.670,0.790,0.262,1.616,89.531,-,-
'[03:45:47.608]',0.115,0.670,0.790,0.269,1.607,88.164,-,-
'[03:45:47.616]',0.115,0.670,0.790,0.275,1.597,86.601,-,-
'[03:45:47.624]',0.110,0.665,0.790,0.281,1.587,84.989,-,-
'[03:45:47.632]',0.105,0.670,0.790,0.288,1.578,83.426,-,-
'[03:45:47.640]',0.105,0.675,0.785,0.295,1.568,82.156,-,-
'[03:45:47.648]',0.100,0.680,0.785,0.303,1.558,81.179,-,-
'[03:45:47.656]',0.100,0.670,0.785,0.312,1.548,80.544,-,-
'[03:45:47.664]',0.100,0.675,0.785,0.322,1.543,80.153,-,-
'[03:45:47.672]',0.100,0.670,0.785,0.332,1.546,80.251,-,-
'[03:45:47.680]',0.100,0.675,0.785,0.344,1.557,80.593,-,-
'[03:45:47.688]',0.110,0.665,0.795,0.356,1.575,81.277,-,-
'[03:45:47.696]',0.125,0.660,0.810,0.369,1.601,82.156,-,-
'[03:45:47.704]',0.140,0.655,0.825,0.383,1.642,83.035,-,-
'[03:45:47.712]',0.150,0.650,0.835,0.396,1.695,84.012,-,-
'[03:45:47.720]',0.165,0.640,0.855,0.409,1.756,84.745,-,-
'[03:45:47.728]',0.190,0.615,0.830,0.421,1.823,85.428,-,-
'[03:45:47.736]',0.200,0.595,0.800,0.433,1.896,85.868,-,-
'[03:45:47.744]',0.210,0.585,0.795,0.446,1.974,86.112,-,-
'[03:45:47.752]',0.220,0.580,0.795,0.459,2.047,86.063,-,-
'[03:45:47.760]',0.195,0.590,0.780,0.473,2.110,85.819,-,-
'[03:45:47.768]',0.170,0.610,0.770,0.487,2.167,85.282,-,-
'[03:45:47.776]',0.140,0.635,0.775,0.499,2.218,84.598,-,-
'[03:45:47.784]',0.105,0.665,0.780,0.511,2.256,83.816,-,-
'[03:45:47.792]',0.090,0.685,0.775,0.523,2.284,82.937,-,-
'[03:45:47.800]',0.090,0.685,0.770,0.534,2.314,82.058,-,-
'[03:45:47.808]',0.090,0.685,0.775,0.546,2.341,81.130,-,-
'[03:45:47.816]',0.090,0.685,0.780,0.559,2.363,80.153,-,-
'[03:45:47.824]',0.090,0.685,0.780,0.572,2.378,79.372,-,-
'[03:45:47.832]',0.090,0.685,0.785,0.585,2.386,78.541,-,-
'[03:45:47.840]',0.095,0.685,0.790,0.599,2.385,77.809,-,-
'[03:45:47.848]',0.100,0.720,0.855,0.612,2.379,77.125,-,-
'[03:45:47.856]',0.260,0.625,0.980,0.625,2.371,76.441,-,-
'[03:45:47.864]',0.835,0.190,0.485,0.639,2.363,75.855,-,-
'[03:45:47.872]',1.500,-0.500,-0.500,0.650,2.353,75.318,-,-
'[03:45:47.880]',1.405,-0.475,-0.500,0.662,2.343,74.780,-,-
'[03:45:47.888]',0.695,-0.005,-0.500,0.673,2.333,74.292,-,-
'[03:45:47.896]',0.315,0.365,0.035,0.684,2.324,73.852,-,-
'[03:45:47.904]',0.180,0.540,0.505,0.695,2.314,73.510,-,-
'[03:45:47.912]',0.060,0.690,0.805,0.706,2.304,73.120,-,-
'[03:45:47.920]',0.000,0.755,0.915,0.716,2.291,72.778,-,-
'[03:45:47.928]',-0.015,0.775,0.960,0.727,2.273,72.485,-,-
'[03:45:47.936]',-0.020,0.780,0.975,0.737,2.248,72.094,-,-
'[03:45:47.944]',-0.025,0.780,0.985,0.747,2.221,71.850,-,-
'[03:45:47.952]',-0.020,0.785,0.990,0.756,2.193,71.605,-,-
'[03:45:47.960]',-0.010,0.780,0.990,0.765,2.168,71.508,-,-
'[03:45:47.968]',0.000,0.770,0.995,0.774,2.152,71.312,-,-
'[03:45:47.976]',0.010,0.765,0.990,0.783,2.138,71.117,-,-
'[03:45:47.984]',0.015,0.755,0.990,0.792,2.129,70.922,-,-
'[03:45:47.992]',0.025,0.755,0.995,0.801,2.124,70.726,-,-
'[03:45:48.000]',0.030,0.750,0.990,0.810,2.119,70.482,-,-
'[03:45:48.008]',0.040,0.745,0.990,0.820,2.112,70.189,-,-
'[03:45:48.016]',0.055,0.735,0.995,0.829,2.107,69.945,-,-
'[03:45:48.024]',0.060,0.730,0.995,0.839,2.104,69.554,-,-
'[03:45:48.032]',0.075,0.725,1.005,0.847,2.102,69.261,-,-
'[03:45:48.040]',0.085,0.715,1.015,0.856,2.096,68.919,-,-
'[03:45:48.048]',0.100,0.710,1.025,0.863,2.088,68.626,-,-
'[03:45:48.056]',0.110,0.705,1.030,0.871,2.084,68.284,-,-
'[03:45:48.064]',0.125,0.700,1.045,0.879,2.082,67.991,-,-
'[03:45:48.072]',0.135,0.685,1.060,0.887,2.081,67.551,-,-
'[03:45:48.080]',0.150,0.680,1.080,0.895,2.075,67.112,-,-
'[03:45:48.088]',0.175,0.660,1.095,0.904,2.067,66.672,-,-
'[03:45:48.096]',0.200,0.650,1.110,0.912,2.064,66.379,-,-
'[03:45:48.104]',0.230,0.635,1.115,0.920,2.062,66.135,-,-
'[03:45:48.112]',0.255,0.620,1.120,0.928,2.059,66.037,-,-
'[03:45:48.120]',0.280,0.615,1.125,0.936,2.052,66.428,-,-
'[03:45:48.128]',0.300,0.595,1.115,0.943,2.041,67.551,-,-
'[03:45:48.136]',0.320,0.585,1.105,0.950,2.025,70.042,-,-
'[03:45:48.144]',0.335,0.575,1.085,0.957,2.008,74.194,-,-
'[03:45:48.152]',0.355,0.565,1.050,0.964,1.989,80.007,-,-
'[03:45:48.160]',0.355,0.560,1.010,0.969,1.970,86.991,-,-
'[03:45:48.168]',0.355,0.565,0.965,0.975,1.950,94.758,-,-
'[03:45:48.176]',0.340,0.565,0.920,0.979,1.931,102.817,-,-
'[03:45:48.184]',0.330,0.565,0.875,0.983,1.913,110.632,-,-
'[03:45:48.192]',0.300,0.585,0.845,0.986,1.897,117.568,-,-
'[03:45:48.200]',0.270,0.595,0.815,0.989,1.879,122.989,-,-
'[03:45:48.208]',0.240,0.615,0.800,0.989,1.860,126.555,-,-
'[03:45:48.216]',0.220,0.620,0.785,0.990,1.841,128.069,-,-
'[03:45:48.224]',0.200,0.635,0.785,0.988,1.824,127.678,-,-
'[03:45:48.232]',0.180,0.635,0.780,0.986,1.810,125.676,-,-
'[03:45:48.240]',0.170,0.640,0.785,0.982,1.799,122.550,-,-
'[03:45:48.248]',0.155,0.645,0.785,0.978,1.788,118.740,-,-
'[03:45:48.256]',0.145,0.655,0.785,0.972,1.780,114.686,-,-
'[03:45:48.264]',0.135,0.660,0.785,0.967,1.776,110.681,-,-
'[03:45:48.272]',0.130,0.660,0.785,0.959,1.774,107.066,-,-
'[03:45:48.280]',0.130,0.660,0.795,0.952,1.771,103.843,-,-
'[03:45:48.288]',0.125,0.660,0.790,0.942,1.767,101.254,-,-
'[03:45:48.296]',0.125,0.660,0.800,0.933,1.762,99.251,-,-
'[03:45:48.304]',0.125,0.660,0.800,0.921,1.755,97.786,-,-
'[03:45:48.312]',0.125,0.660,0.800,0.909,1.746,96.760,-,-
'[03:45:48.320]',0.125,0.660,0.800,0.897,1.737,96.076,-,-
'[03:45:48.328]',0.130,0.660,0.795,0.884,1.727,95.441,-,-
'[03:45:48.336]',0.130,0.660,0.795,0.872,1.715,94.855,-,-
'[03:45:48.344]',0.135,0.660,0.795,0.860,1.701,94.171,-,-
'[03:45:48.352]',0.140,0.655,0.795,0.848,1.689,93.243,-,-
'[03:45:48.360]',0.135,0.655,0.785,0.837,1.678,91.925,-,-
'[03:45:48.368]',0.130,0.655,0.785,0.826,1.669,90.313,-,-
'[03:45:48.376]',0.130,0.655,0.780,0.815,1.658,88.408,-,-
'[03:45:48.384]',0.130,0.660,0.785,0.803,1.650,86.503,-,-
'[03:45:48.392]',0.130,0.655,0.780,0.792,1.644,84.696,-,-
'[03:45:48.400]',0.130,0.660,0.785,0.780,1.636,83.182,-,-
'[03:45:48.408]',0.130,0.660,0.780,0.769,1.630,81.912,-,-
'[03:45:48.416]',0.130,0.655,0.780,0.758,1.629,81.130,-,-
'[03:45:48.424]',0.135,0.650,0.775,0.748,1.633,80.593,-,-
'[03:45:48.432]',0.135,0.650,0.780,0.738,1.640,80.544,-,-
'[03:45:48.440]',0.130,0.655,0.780,0.728,1.654,80.886,-,-
'[03:45:48.448]',0.140,0.650,0.790,0.719,1.680,81.472,-,-
'[03:45:48.456]',0.155,0.640,0.810,0.709,1.723,82.302,-,-
'[03:45:48.464]',0.170,0.640,0.820,0.699,1.780,83.230,-,-
'[03:45:48.472]',0.180,0.630,0.835,0.689,1.846,84.158,-,-
'[03:45:48.480]',0.200,0.615,0.840,0.679,1.918,85.038,-,-
'[03:45:48.488]',0.230,0.585,0.805,0.669,1.983,85.673,-,-
'[03:45:48.496]',0.245,0.565,0.785,0.658,2.044,86.063,-,-
'[03:45:48.504]',0.250,0.555,0.785,0.648,2.109,86.259,-,-
'[03:45:48.512]',0.240,0.550,0.780,0.639,2.174,86.161,-,-
'[03:45:48.520]',0.220,0.575,0.760,0.629,2.234,85.868,-,-
'[03:45:48.528]',0.195,0.600,0.755,0.620,2.288,85.379,-,-
'[03:45:48.536]',0.160,0.630,0.760,0.610,2.336,84.696,-,-
'[03:45:48.544]',0.125,0.660,0.765,0.600,2.374,83.865,-,-
'[03:45:48.552]',0.115,0.665,0.760,0.591,2.404,82.986,-,-
'[03:45:48.560]',0.115,0.670,0.760,0.581,2.421,82.058,-,-
'[03:45:48.568]',0.115,0.670,0.760,0.572,2.430,81.130,-,-
'[03:45:48.576]',0.115,0.670,0.770,0.563,2.434,80.153,-,-
'[03:45:48.584]',0.115,0.670,0.765,0.555,2.434,79.225,-,-
'[03:45:48.592]',0.120,0.675,0.765,0.548,2.431,78.346,-,-
'[03:45:48.600]',0.125,0.680,0.785,0.541,2.430,77.564,-,-
'[03:45:48.608]',0.135,0.715,0.870,0.534,2.427,76.783,-,-
'[03:45:48.616]',0.355,0.560,0.950,0.527,2.420,76.099,-,-
'[03:45:48.624]',1.035,0.015,0.245,0.519,2.412,75.464,-,-
'[03:45:48.632]',1.500,-0.500,-0.500,0.512,2.403,74.927,-,-
'[03:45:48.640]',1.165,-0.385,-0.500,0.504,2.398,74.341,-,-
'[03:45:48.648]',0.555,0.065,-0.480,0.497,2.396,73.803,-,-
'[03:45:48.656]',0.305,0.380,0.075,0.489,2.390,73.315,-,-
'[03:45:48.664]',0.180,0.560,0.550,0.482,2.379,72.875,-,-
'[03:45:48.672]',0.070,0.695,0.815,0.476,2.362,72.485,-,-
'[03:45:48.680]',0.025,0.750,0.910,0.469,2.337,72.094,-,-
'[03:45:48.688]',0.005,0.775,0.945,0.463,2.313,71.801,-,-
'[03:45:48.696]',0.005,0.780,0.965,0.458,2.288,71.557,-,-
'[03:45:48.704]',0.005,0.780,0.975,0.452,2.264,71.312,-,-
'[03:45:48.712]',0.010,0.780,0.975,0.446,2.239,71.117,-,-
'[03:45:48.720]',0.015,0.770,0.975,0.440,2.217,70.922,-,-
'[03:45:48.728]',0.025,0.765,0.975,0.433,2.200,70.824,-,-
'[03:45:48.736]',0.035,0.755,0.975,0.428,2.185,70.629,-,-
'[03:45:48.744]',0.050,0.750,0.975,0.422,2.167,70.433,-,-
'[03:45:48.752]',0.055,0.740,0.975,0.417,2.149,70.189,-,-
'[03:45:48.760]',0.065,0.735,0.980,0.412,2.132,69.945,-,-
'[03:45:48.768]',0.075,0.730,0.975,0.406,2.118,69.603,-,-
'[03:45:48.776]',0.085,0.725,0.990,0.401,2.107,69.261,-,-
'[03:45:48.784]',0.095,0.715,0.990,0.395,2.099,68.870,-,-
'[03:45:48.792]',0.100,0.710,0.995,0.388,2.095,68.528,-,-
'[03:45:48.800]',0.115,0.710,1.000,0.382,2.093,68.089,-,-
'[03:45:48.808]',0.125,0.705,1.010,0.376,2.092,67.747,-,-
'[03:45:48.816]',0.135,0.690,1.020,0.369,2.091,67.356,-,-
'[03:45:48.824]',0.150,0.685,1.030,0.363,2.091,66.916,-,-
'[03:45:48.832]',0.170,0.675,1.045,0.357,2.088,66.477,-,-
'[03:45:48.840]',0.190,0.660,1.060,0.351,2.079,66.037,-,-
'[03:45:48.848]',0.210,0.645,1.075,0.346,2.065,65.744,-,-
'[03:45:48.856]',0.230,0.635,1.085,0.341,2.047,65.402,-,-
'[03:45:48.864]',0.245,0.620,1.090,0.335,2.028,65.353,-,-
'[03:45:48.872]',0.280,0.605,1.095,0.330,2.012,65.402,-,-
'[03:45:48.880]',0.295,0.590,1.095,0.324,1.996,65.940,-,-
'[03:45:48.888]',0.315,0.585,1.090,0.318,1.980,67.161,-,-
'[03:45:48.896]',0.335,0.580,1.080,0.312,1.968,69.652,-,-
'[03:45:48.904]',0.350,0.565,1.060,0.307,1.954,73.803,-,-
'[03:45:48.912]',0.360,0.565,1.030,0.303,1.937,79.421,-,-
'[03:45:48.920]',0.360,0.560,1.000,0.298,1.922,86.259,-,-
'[03:45:48.928]',0.355,0.565,0.955,0.293,1.906,93.732,-,-
'[03:45:48.936]',0.340,0.565,0.915,0.289,1.889,101.498,-,-
'[03:45:48.944]',0.315,0.580,0.875,0.284,1.870,108.971,-,-
'[03:45:48.952]',0.295,0.590,0.845,0.279,1.850,115.663,-,-
'[03:45:48.960]',0.265,0.600,0.815,0.273,1.834,120.938,-,-
'[03:45:48.968]',0.240,0.615,0.800,0.267,1.820,124.308,-,-
'[03:45:48.976]',0.215,0.625,0.790,0.261,1.808,125.822,-,-
'[03:45:48.984]',0.195,0.640,0.785,0.255,1.801,125.432,-,-
'[03:45:48.992]',0.175,0.645,0.785,0.249,1.792,123.576,-,-
'[03:45:49.000]',0.155,0.650,0.785,0.244,1.780,120.498,-,-
'[03:45:49.008]',0.145,0.660,0.785,0.239,1.768,116.737,-,-
'[03:45:49.016]',0.135,0.665,0.785,0.234,1.758,112.683,-,-
'[03:45:49.024]',0.125,0.670,0.785,0.228,1.748,108.678,-,-
'[03:45:49.032]',0.125,0.675,0.790,0.223,1.738,105.015,-,-
'[03:45:49.040]',0.125,0.675,0.800,0.217,1.728,101.791,-,-
'[03:45:49.048]',0.120,0.670,0.805,0.211,1.718,99.056,-,-
'[03:45:49.056]',0.120,0.675,0.800,0.206,1.708,96.907,-,-
'[03:45:49.064]',0.120,0.670,0.800,0.201,1.695,95.246,-,-
'[03:45:49.072]',0.125,0.665,0.800,0.197,1.681,94.074,-,-
'[03:45:49.080]',0.125,0.660,0.800,0.193,1.667,93.097,-,-
'[03:45:49.088]',0.130,0.660,0.790,0.189,1.655,92.413,-,-
'[03:45:49.096]',0.135,0.655,0.790,0.185,1.646,91.680,-,-
'[03:45:49.104]',0.135,0.660,0.790,0.181,1.634,90.850,-,-
'[03:45:49.112]',0.130,0.660,0.795,0.177,1.619,89.824,-,-
'[03:45:49.120]',0.130,0.660,0.790,0.174,1.601,88.408,-,-
'[03:45:49.128]',0.130,0.660,0.790,0.171,1.583,86.796,-,-
'[03:45:49.136]',0.135,0.660,0.785,0.168,1.566,85.038,-,-
'[03:45:49.144]',0.130,0.660,0.785,0.166,1.552,83.377,-,-
'[03:45:49.152]',0.130,0.660,0.785,0.164,1.541,81.863,-,-
'[03:45:49.160]',0.125,0.660,0.780,0.162,1.530,80.593,-,-
'[03:45:49.168]',0.125,0.660,0.785,0.160,1.524,79.762,-,-
'[03:45:49.176]',0.125,0.660,0.785,0.158,1.526,79.225,-,-
'[03:45:49.184]',0.125,0.660,0.785,0.157,1.532,79.127,-,-
'[03:45:49.192]',0.125,0.660,0.785,0.155,1.541,79.323,-,-
'[03:45:49.200]',0.130,0.655,0.785,0.154,1.554,79.860,-,-
'[03:45:49.208]',0.135,0.655,0.795,0.152,1.579,80.690,-,-
'[03:45:49.216]',0.145,0.645,0.810,0.152,1.613,81.618,-,-
'[03:45:49.224]',0.165,0.640,0.825,0.151,1.660,82.547,-,-
'[03:45:49.232]',0.170,0.640,0.845,0.151,1.718,83.426,-,-
'[03:45:49.240]',0.210,0.605,0.850,0.151,1.785,84.110,-,-
'[03:45:49.248]',0.225,0.580,0.805,0.151,1.857,84.598,-,-
'[03:45:49.256]',0.240,0.565,0.790,0.152,1.934,84.940,-,-
'[03:45:49.264]',0.240,0.565,0.785,0.152,2.009,84.940,-,-
'[03:45:49.272]',0.230,0.565,0.775,0.153,2.079,84.745,-,-
'[03:45:49.280]',0.200,0.590,0.760,0.154,2.142,84.305,-,-
'[03:45:49.288]',0.175,0.615,0.765,0.155,2.188,83.670,-,-
'[03:45:49.296]',0.140,0.645,0.770,0.156,2.221,82.840,-,-
'[03:45:49.304]',0.115,0.665,0.765,0.157,2.250,82.058,-,-
'[03:45:49.312]',0.110,0.675,0.760,0.158,2.272,81.130,-,-
'[03:45:49.320]',0.105,0.670,0.770,0.159,2.287,80.251,-,-
'[03:45:49.328]',0.100,0.675,0.775,0.160,2.301,79.372,-,-
'[03:45:49.336]',0.105,0.680,0.770,0.161,2.313,78.492,-,-
'[03:45:49.344]',0.110,0.680,0.775,0.162,2.321,77.662,-,-
'[03:45:49.352]',0.115,0.675,0.775,0.163,2.327,76.929,-,-
'[03:45:49.360]',0.120,0.695,0.805,0.164,2.330,76.246,-,-
'[03:45:49.368]',0.150,0.720,0.915,0.166,2.332,75.611,-,-
'[03:45:49.376]',0.465,0.465,0.970,0.166,2.333,74.927,-,-
'[03:45:49.384]',1.255,-0.185,-0.010,0.167,2.328,74.341,-,-
'[03:45:49.392]',1.500,-0.500,-0.500,0.167,2.322,73.803,-,-
'[03:45:49.400]',0.975,-0.275,-0.500,0.167,2.313,73.315,-,-
'[03:45:49.408]',0.455,0.165,-0.360,0.168,2.301,72.875,-,-
'[03:45:49.416]',0.270,0.430,0.200,0.168,2.285,72.436,-,-
'[03:45:49.424]',0.140,0.610,0.635,0.169,2.265,71.996,-,-
'[03:45:49.432]',0.045,0.720,0.855,0.170,2.239,71.605,-,-
'[03:45:49.440]',0.010,0.765,0.925,0.170,2.212,71.166,-,-
'[03:45:49.448]',0.000,0.780,0.955,0.170,2.183,70.873,-,-
'[03:45:49.456]',0.000,0.780,0.970,0.170,2.156,70.531,-,-
'[03:45:49.464]',0.000,0.785,0.975,0.170,2.133,70.384,-,-
'[03:45:49.472]',0.005,0.780,0.975,0.171,2.114,70.091,-,-
'[03:45:49.480]',0.015,0.775,0.980,0.171,2.100,69.945,-,-
'[03:45:49.488]',0.030,0.760,0.975,0.171,2.087,69.749,-,-
'[03:45:49.496]',0.035,0.755,0.980,0.172,2.076,69.554,-,-
'[03:45:49.504]',0.050,0.750,0.985,0.172,2.065,69.310,-,-
'[03:45:49.512]',0.055,0.745,0.980,0.173,2.058,69.114,-,-
'[03:45:49.520]',0.060,0.735,0.985,0.174,2.052,68.821,-,-
'[03:45:49.528]',0.075,0.730,0.985,0.174,2.043,68.479,-,-
'[03:45:49.536]',0.085,0.725,0.995,0.175,2.036,68.089,-,-
'[03:45:49.544]',0.100,0.715,0.990,0.176,2.033,67.698,-,-
'[03:45:49.552]',0.100,0.710,0.995,0.177,2.026,67.307,-,-
'[03:45:49.560]',0.120,0.700,1.005,0.178,2.019,66.965,-,-
'[03:45:49.568]',0.125,0.695,1.015,0.180,2.012,66.623,-,-
'[03:45:49.576]',0.135,0.690,1.020,0.182,2.004,66.233,-,-
'[03:45:49.584]',0.155,0.680,1.035,0.185,1.997,65.842,-,-
'[03:45:49.592]',0.170,0.670,1.050,0.188,1.994,65.500,-,-
'[03:45:49.600]',0.190,0.655,1.065,0.190,1.987,65.158,-,-
'[03:45:49.608]',0.210,0.645,1.075,0.192,1.978,64.865,-,-
'[03:45:49.616]',0.235,0.630,1.085,0.194,1.970,64.621,-,-
'[03:45:49.624]',0.260,0.615,1.090,0.196,1.955,64.572,-,-
'[03:45:49.632]',0.280,0.600,1.095,0.199,1.937,64.670,-,-
'[03:45:49.640]',0.300,0.590,1.100,0.201,1.919,65.256,-,-
'[03:45:49.648]',0.315,0.585,1.090,0.203,1.900,66.526,-,-
'[03:45:49.656]',0.335,0.575,1.075,0.205,1.881,69.261,-,-
'[03:45:49.664]',0.345,0.565,1.060,0.207,1.869,73.510,-,-
'[03:45:49.672]',0.355,0.565,1.030,0.208,1.862,79.225,-,-
'[03:45:49.680]',0.360,0.560,0.990,0.209,1.854,86.112,-,-
'[03:45:49.688]',0.340,0.565,0.950,0.210,1.848,93.683,-,-
'[03:45:49.696]',0.325,0.575,0.910,0.210,1.840,101.498,-,-
'[03:45:49.704]',0.305,0.585,0.875,0.211,1.831,108.971,-,-
'[03:45:49.712]',0.280,0.595,0.845,0.211,1.822,115.565,-,-
'[03:45:49.720]',0.255,0.610,0.820,0.212,1.813,120.743,-,-
'[03:45:49.728]',0.225,0.620,0.810,0.211,1.804,124.064,-,-
'[03:45:49.736]',0.205,0.635,0.795,0.211,1.795,125.481,-,-
'[03:45:49.744]',0.180,0.645,0.790,0.209,1.785,124.992,-,-
'[03:45:49.752]',0.165,0.650,0.790,0.208,1.775,122.989,-,-
'[03:45:49.760]',0.145,0.660,0.790,0.205,1.766,119.815,-,-
'[03:45:49.768]',0.135,0.660,0.790,0.203,1.757,115.858,-,-
'[03:45:49.776]',0.125,0.665,0.795,0.200,1.748,111.658,-,-
'[03:45:49.784]',0.125,0.675,0.800,0.197,1.741,107.555,-,-
'[03:45:49.792]',0.115,0.675,0.800,0.194,1.732,103.696,-,-
'[03:45:49.800]',0.120,0.675,0.800,0.192,1.721,100.375,-,-
'[03:45:49.808]',0.115,0.675,0.800,0.190,1.711,97.542,-,-
'[03:45:49.816]',0.115,0.675,0.800,0.189,1.701,95.344,-,-
'[03:45:49.824]',0.120,0.670,0.800,0.187,1.691,93.683,-,-
'[03:45:49.832]',0.120,0.665,0.800,0.185,1.681,92.413,-,-
'[03:45:49.840]',0.125,0.665,0.800,0.183,1.672,91.485,-,-
'[03:45:49.848]',0.125,0.660,0.800,0.181,1.663,90.801,-,-
'[03:45:49.856]',0.125,0.660,0.795,0.179,1.651,90.166,-,-
'[03:45:49.864]',0.125,0.660,0.795,0.177,1.635,89.434,-,-
'[03:45:49.872]',0.120,0.660,0.790,0.175,1.621,88.408,-,-
'[03:45:49.880]',0.115,0.660,0.790,0.173,1.609,87.187,-,-
'[03:45:49.888]',0.115,0.665,0.790,0.172,1.598,85.673,-,-
'[03:45:49.896]',0.105,0.670,0.785,0.171,1.586,84.061,-,-
'[03:45:49.904]',0.105,0.675,0.785,0.170,1.572,82.547,-,-
'[03:45:49.912]',0.100,0.670,0.780,0.170,1.561,81.179,-,-
'[03:45:49.920]',0.100,0.675,0.785,0.171,1.553,80.153,-,-
'[03:45:49.928]',0.100,0.675,0.785,0.171,1.549,79.469,-,-
'[03:45:49.936]',0.100,0.675,0.785,0.172,1.547,79.127,-,-
'[03:45:49.944]',0.100,0.675,0.785,0.173,1.548,79.127,-,-
'[03:45:49.952]',0.105,0.675,0.790,0.175,1.558,79.421,-,-
'[03:45:49.960]',0.105,0.675,0.795,0.177,1.580,80.104,-,-
'[03:45:49.968]',0.115,0.670,0.805,0.179,1.612,80.935,-,-
'[03:45:49.976]',0.130,0.660,0.820,0.181,1.656,81.863,-,-
'[03:45:49.984]',0.145,0.650,0.835,0.185,1.704,82.742,-,-
