'Time','II','PLETH','ABP','III'
'[03:56:13.952]',0.227,0.490,82.500,-
'[03:56:13.960]',0.227,0.490,81.562,-
'[03:56:13.968]',0.219,0.490,80.625,-
'[03:56:13.976]',0.219,0.490,79.688,-
'[03:56:13.984]',0.219,0.490,78.750,-
'[03:56:13.992]',0.234,0.490,77.812,-
'[03:56:14.000]',0.273,0.490,77.812,-
'[03:56:14.008]',0.320,0.490,76.875,-
'[03:56:14.016]',0.320,0.502,75.938,-
'[03:56:14.024]',0.258,0.502,75.938,-
'[03:56:14.032]',0.227,0.502,75.938,-
'[03:56:14.040]',0.125,0.502,75.000,-
'[03:56:14.048]',-0.078,0.502,75.000,-
'[03:56:14.056]',-0.180,0.502,74.062,-
'[03:56:14.064]',-0.109,0.502,74.062,-
'[03:56:14.072]',0.039,0.510,73.125,-
'[03:56:14.080]',0.133,0.510,73.125,-
'[03:56:14.088]',0.188,0.510,72.188,-
'[03:56:14.096]',0.227,0.518,72.188,-
'[03:56:14.104]',0.242,0.518,71.250,-
'[03:56:14.112]',0.250,0.518,71.250,-
'[03:56:14.120]',0.266,0.518,71.250,-
'[03:56:14.128]',0.266,0.525,70.312,-
'[03:56:14.136]',0.266,0.525,70.312,-
'[03:56:14.144]',0.250,0.525,69.375,-
'[03:56:14.152]',0.266,0.525,68.438,-
'[03:56:14.160]',0.266,0.525,68.438,-
'[03:56:14.168]',0.273,0.525,67.500,-
'[03:56:14.176]',0.281,0.525,66.562,-
'[03:56:14.184]',0.289,0.525,66.562,-
'[03:56:14.192]',0.297,0.525,65.625,-
'[03:56:14.200]',0.297,0.525,65.625,-
'[03:56:14.208]',0.297,0.525,64.688,-
'[03:56:14.216]',0.297,0.525,64.688,-
'[03:56:14.224]',0.297,0.525,64.688,-
'[03:56:14.232]',0.297,0.525,64.688,-
'[03:56:14.240]',0.312,0.525,63.750,-
'[03:56:14.248]',0.312,0.525,63.750,-
'[03:56:14.256]',0.312,0.525,63.750,-
'[03:56:14.264]',0.312,0.525,64.688,-
'[03:56:14.272]',0.320,0.525,66.562,-
'[03:56:14.280]',0.336,0.525,71.250,-
'[03:56:14.288]',0.352,0.518,76.875,-
'[03:56:14.296]',0.359,0.518,85.312,-
'[03:56:14.304]',0.367,0.518,92.812,-
'[03:56:14.312]',0.367,0.518,99.375,-
'[03:56:14.320]',0.352,0.518,104.062,-
'[03:56:14.328]',0.336,0.518,106.875,-
'[03:56:14.336]',0.312,0.510,108.750,-
'[03:56:14.344]',0.289,0.510,111.562,-
'[03:56:14.352]',0.273,0.510,113.438,-
'[03:56:14.360]',0.266,0.510,115.312,-
'[03:56:14.368]',0.250,0.502,117.188,-
'[03:56:14.376]',0.242,0.502,118.125,-
'[03:56:14.384]',0.242,0.502,118.125,-
'[03:56:14.392]',0.242,0.502,118.125,-
'[03:56:14.400]',0.250,0.502,117.188,-
'[03:56:14.408]',0.258,0.502,116.250,-
'[03:56:14.416]',0.266,0.502,114.375,-
'[03:56:14.424]',0.266,0.502,113.438,-
'[03:56:14.432]',0.266,0.490,111.562,-
'[03:56:14.440]',0.281,0.490,108.750,-
'[03:56:14.448]',0.289,0.490,105.938,-
'[03:56:14.456]',0.297,0.482,102.188,-
'[03:56:14.464]',0.320,0.482,97.500,-
'[03:56:14.472]',0.336,0.482,93.750,-
'[03:56:14.480]',0.352,0.482,90.000,-
'[03:56:14.488]',0.367,0.475,86.250,-
'[03:56:14.496]',0.367,0.475,84.375,-
'[03:56:14.504]',0.336,0.475,82.500,-
'[03:56:14.512]',0.305,0.475,82.500,-
'[03:56:14.520]',0.266,0.475,81.562,-
'[03:56:14.528]',0.250,0.467,80.625,-
'[03:56:14.536]',0.250,0.467,80.625,-
'[03:56:14.544]',0.250,0.467,79.688,-
'[03:56:14.552]',0.250,0.467,78.750,-
'[03:56:14.560]',0.258,0.467,77.812,-
'[03:56:14.568]',0.281,0.467,76.875,-
'[03:56:14.576]',0.328,0.467,76.875,-
'[03:56:14.584]',0.367,0.475,75.938,-
'[03:56:14.592]',0.344,0.475,75.938,-
'[03:56:14.600]',0.297,0.475,75.000,-
'[03:56:14.608]',0.266,0.475,75.000,-
'[03:56:14.616]',0.125,0.482,75.000,-
'[03:56:14.624]',-0.078,0.482,75.000,-
'[03:56:14.632]',-0.148,0.482,74.062,-
'[03:56:14.640]',-0.055,0.490,74.062,-
'[03:56:14.648]',0.086,0.490,73.125,-
'[03:56:14.656]',0.172,0.490,72.188,-
'[03:56:14.664]',0.227,0.502,71.250,-
'[03:56:14.672]',0.250,0.502,71.250,-
'[03:56:14.680]',0.266,0.502,70.312,-
'[03:56:14.688]',0.266,0.502,70.312,-
'[03:56:14.696]',0.266,0.502,69.375,-
'[03:56:14.704]',0.250,0.502,69.375,-
'[03:56:14.712]',0.250,0.502,68.438,-
'[03:56:14.720]',0.250,0.502,68.438,-
'[03:56:14.728]',0.250,0.502,67.500,-
'[03:56:14.736]',0.250,0.502,67.500,-
'[03:56:14.744]',0.250,0.510,66.562,-
'[03:56:14.752]',0.250,0.510,66.562,-
'[03:56:14.760]',0.250,0.510,65.625,-
'[03:56:14.768]',0.250,0.510,65.625,-
'[03:56:14.776]',0.266,0.510,64.688,-
'[03:56:14.784]',0.273,0.510,64.688,-
'[03:56:14.792]',0.281,0.510,63.750,-
'[03:56:14.800]',0.289,0.502,63.750,-
'[03:56:14.808]',0.297,0.502,62.812,-
'[03:56:14.816]',0.312,0.502,62.812,-
'[03:56:14.824]',0.320,0.502,62.812,-
'[03:56:14.832]',0.320,0.502,63.750,-
'[03:56:14.840]',0.336,0.502,64.688,-
'[03:56:14.848]',0.336,0.502,67.500,-
'[03:56:14.856]',0.352,0.502,72.188,-
'[03:56:14.864]',0.367,0.502,78.750,-
'[03:56:14.872]',0.391,0.502,86.250,-
'[03:56:14.880]',0.406,0.502,93.750,-
'[03:56:14.888]',0.391,0.502,100.312,-
'[03:56:14.896]',0.375,0.502,104.062,-
'[03:56:14.904]',0.352,0.502,106.875,-
'[03:56:14.912]',0.320,0.502,109.688,-
'[03:56:14.920]',0.305,0.502,112.500,-
'[03:56:14.928]',0.289,0.490,114.375,-
'[03:56:14.936]',0.281,0.490,117.188,-
'[03:56:14.944]',0.273,0.490,118.125,-
'[03:56:14.952]',0.266,0.490,119.062,-
'[03:56:14.960]',0.266,0.482,119.062,-
'[03:56:14.968]',0.273,0.482,118.125,-
'[03:56:14.976]',0.273,0.482,117.188,-
'[03:56:14.984]',0.281,0.482,116.250,-
'[03:56:14.992]',0.281,0.475,115.312,-
'[03:56:15.000]',0.273,0.475,113.438,-
'[03:56:15.008]',0.266,0.475,111.562,-
'[03:56:15.016]',0.266,0.475,108.750,-
'[03:56:15.024]',0.281,0.467,105.938,-
'[03:56:15.032]',0.297,0.467,102.188,-
'[03:56:15.040]',0.320,0.467,97.500,-
'[03:56:15.048]',0.336,0.467,93.750,-
'[03:56:15.056]',0.336,0.459,90.000,-
'[03:56:15.064]',0.352,0.459,86.250,-
'[03:56:15.072]',0.344,0.459,84.375,-
'[03:56:15.080]',0.312,0.459,82.500,-
'[03:56:15.088]',0.273,0.459,81.562,-
'[03:56:15.096]',0.242,0.459,81.562,-
'[03:56:15.104]',0.227,0.459,80.625,-
'[03:56:15.112]',0.211,0.459,79.688,-
'[03:56:15.120]',0.211,0.459,79.688,-
'[03:56:15.128]',0.211,0.459,78.750,-
'[03:56:15.136]',0.211,0.459,77.812,-
'[03:56:15.144]',0.242,0.459,76.875,-
'[03:56:15.152]',0.297,0.459,75.938,-
'[03:56:15.160]',0.320,0.459,75.938,-
'[03:56:15.168]',0.281,0.467,75.000,-
'[03:56:15.176]',0.266,0.467,75.000,-
'[03:56:15.184]',0.227,0.467,74.062,-
'[03:56:15.192]',0.047,0.475,74.062,-
'[03:56:15.200]',-0.148,0.475,73.125,-
'[03:56:15.208]',-0.188,0.475,73.125,-
'[03:56:15.216]',-0.047,0.482,72.188,-
'[03:56:15.224]',0.094,0.482,72.188,-
'[03:56:15.232]',0.164,0.490,72.188,-
'[03:56:15.240]',0.211,0.490,71.250,-
'[03:56:15.248]',0.227,0.490,71.250,-
'[03:56:15.256]',0.242,0.502,71.250,-
'[03:56:15.264]',0.250,0.502,71.250,-
'[03:56:15.272]',0.250,0.502,70.312,-
'[03:56:15.280]',0.250,0.502,70.312,-
'[03:56:15.288]',0.250,0.502,69.375,-
'[03:56:15.296]',0.250,0.502,68.438,-
'[03:56:15.304]',0.250,0.502,68.438,-
'[03:56:15.312]',0.258,0.502,67.500,-
'[03:56:15.320]',0.250,0.502,66.562,-
'[03:56:15.328]',0.250,0.502,66.562,-
'[03:56:15.336]',0.250,0.502,65.625,-
'[03:56:15.344]',0.266,0.502,65.625,-
'[03:56:15.352]',0.281,0.502,64.688,-
'[03:56:15.360]',0.281,0.502,64.688,-
'[03:56:15.368]',0.281,0.502,63.750,-
'[03:56:15.376]',0.289,0.502,63.750,-
'[03:56:15.384]',0.297,0.502,63.750,-
'[03:56:15.392]',0.297,0.502,63.750,-
'[03:56:15.400]',0.297,0.502,63.750,-
'[03:56:15.408]',0.312,0.502,63.750,-
'[03:56:15.416]',0.312,0.502,65.625,-
'[03:56:15.424]',0.320,0.502,68.438,-
'[03:56:15.432]',0.328,0.502,74.062,-
'[03:56:15.440]',0.352,0.502,81.562,-
'[03:56:15.448]',0.367,0.502,90.000,-
'[03:56:15.456]',0.375,0.502,97.500,-
'[03:56:15.464]',0.359,0.502,102.188,-
'[03:56:15.472]',0.336,0.502,105.938,-
'[03:56:15.480]',0.320,0.490,108.750,-
'[03:56:15.488]',0.297,0.490,111.562,-
'[03:56:15.496]',0.266,0.490,113.438,-
'[03:56:15.504]',0.258,0.490,116.250,-
'[03:56:15.512]',0.250,0.490,118.125,-
'[03:56:15.520]',0.242,0.482,119.062,-
'[03:56:15.528]',0.242,0.482,120.000,-
'[03:56:15.536]',0.234,0.482,120.000,-
'[03:56:15.544]',0.234,0.482,120.000,-
'[03:56:15.552]',0.234,0.482,119.062,-
'[03:56:15.560]',0.242,0.482,118.125,-
'[03:56:15.568]',0.242,0.475,116.250,-
'[03:56:15.576]',0.242,0.475,115.312,-
'[03:56:15.584]',0.242,0.475,112.500,-
'[03:56:15.592]',0.242,0.475,110.625,-
'[03:56:15.600]',0.258,0.467,107.812,-
'[03:56:15.608]',0.281,0.467,104.062,-
'[03:56:15.616]',0.297,0.467,99.375,-
'[03:56:15.624]',0.312,0.467,95.625,-
'[03:56:15.632]',0.320,0.459,90.938,-
'[03:56:15.640]',0.336,0.459,87.188,-
'[03:56:15.648]',0.320,0.459,85.312,-
'[03:56:15.656]',0.297,0.459,84.375,-
'[03:56:15.664]',0.250,0.459,83.438,-
'[03:56:15.672]',0.211,0.459,82.500,-
'[03:56:15.680]',0.195,0.459,81.562,-
'[03:56:15.688]',0.195,0.459,80.625,-
'[03:56:15.696]',0.195,0.459,80.625,-
'[03:56:15.704]',0.195,0.459,79.688,-
'[03:56:15.712]',0.195,0.459,78.750,-
'[03:56:15.720]',0.219,0.459,77.812,-
'[03:56:15.728]',0.266,0.467,76.875,-
'[03:56:15.736]',0.281,0.467,76.875,-
'[03:56:15.744]',0.234,0.467,75.938,-
'[03:56:15.752]',0.211,0.475,75.938,-
'[03:56:15.760]',0.156,0.475,75.000,-
'[03:56:15.768]',-0.039,0.475,75.000,-
'[03:56:15.776]',-0.203,0.482,74.062,-
'[03:56:15.784]',-0.211,0.482,74.062,-
'[03:56:15.792]',-0.039,0.490,73.125,-
'[03:56:15.800]',0.078,0.490,73.125,-
'[03:56:15.808]',0.141,0.490,73.125,-
'[03:56:15.816]',0.180,0.502,72.188,-
'[03:56:15.824]',0.195,0.502,72.188,-
'[03:56:15.832]',0.203,0.502,72.188,-
'[03:56:15.840]',0.211,0.502,71.250,-
'[03:56:15.848]',0.211,0.502,71.250,-
'[03:56:15.856]',0.211,0.502,70.312,-
'[03:56:15.864]',0.211,0.502,70.312,-
'[03:56:15.872]',0.211,0.510,69.375,-
'[03:56:15.880]',0.211,0.510,68.438,-
'[03:56:15.888]',0.227,0.510,67.500,-
'[03:56:15.896]',0.227,0.510,67.500,-
'[03:56:15.904]',0.227,0.510,66.562,-
'[03:56:15.912]',0.227,0.510,66.562,-
'[03:56:15.920]',0.242,0.510,66.562,-
'[03:56:15.928]',0.250,0.510,65.625,-
'[03:56:15.936]',0.250,0.510,65.625,-
'[03:56:15.944]',0.242,0.510,65.625,-
'[03:56:15.952]',0.242,0.510,64.688,-
'[03:56:15.960]',0.250,0.510,64.688,-
'[03:56:15.968]',0.250,0.510,64.688,-
'[03:56:15.976]',0.250,0.510,64.688,-
'[03:56:15.984]',0.266,0.510,65.625,-
'[03:56:15.992]',0.281,0.510,67.500,-
'[03:56:16.000]',0.297,0.510,71.250,-
'[03:56:16.008]',0.312,0.502,77.812,-
'[03:56:16.016]',0.328,0.502,86.250,-
'[03:56:16.024]',0.336,0.502,94.688,-
'[03:56:16.032]',0.344,0.502,101.250,-
'[03:56:16.040]',0.336,0.502,106.875,-
'[03:56:16.048]',0.312,0.502,109.688,-
'[03:56:16.056]',0.289,0.502,112.500,-
'[03:56:16.064]',0.258,0.502,114.375,-
'[03:56:16.072]',0.234,0.502,117.188,-
'[03:56:16.080]',0.227,0.502,119.062,-
'[03:56:16.088]',0.219,0.502,120.938,-
'[03:56:16.096]',0.211,0.490,121.875,-
'[03:56:16.104]',0.203,0.490,122.812,-
'[03:56:16.112]',0.203,0.490,122.812,-
'[03:56:16.120]',0.203,0.490,121.875,-
'[03:56:16.128]',0.211,0.490,120.938,-
'[03:56:16.136]',0.211,0.482,120.000,-
'[03:56:16.144]',0.211,0.482,119.062,-
'[03:56:16.152]',0.211,0.482,117.188,-
'[03:56:16.160]',0.211,0.482,114.375,-
'[03:56:16.168]',0.211,0.482,112.500,-
'[03:56:16.176]',0.227,0.475,108.750,-
'[03:56:16.184]',0.250,0.475,105.938,-
'[03:56:16.192]',0.266,0.475,101.250,-
'[03:56:16.200]',0.273,0.475,96.562,-
'[03:56:16.208]',0.281,0.475,92.812,-
'[03:56:16.216]',0.289,0.467,89.062,-
'[03:56:16.224]',0.266,0.467,87.188,-
'[03:56:16.232]',0.227,0.467,85.312,-
'[03:56:16.240]',0.195,0.467,85.312,-
'[03:56:16.248]',0.164,0.467,84.375,-
'[03:56:16.256]',0.156,0.467,83.438,-
'[03:56:16.264]',0.156,0.467,82.500,-
'[03:56:16.272]',0.148,0.467,82.500,-
'[03:56:16.280]',0.148,0.467,81.562,-
'[03:56:16.288]',0.156,0.475,80.625,-
'[03:56:16.296]',0.195,0.475,79.688,-
'[03:56:16.304]',0.250,0.475,78.750,-
'[03:56:16.312]',0.258,0.475,77.812,-
'[03:56:16.320]',0.234,0.482,77.812,-
'[03:56:16.328]',0.234,0.482,76.875,-
'[03:56:16.336]',0.141,0.490,76.875,-
'[03:56:16.344]',-0.094,0.490,75.938,-
'[03:56:16.352]',-0.219,0.502,75.938,-
'[03:56:16.360]',-0.148,0.502,75.000,-
'[03:56:16.368]',-0.008,0.502,75.000,-
'[03:56:16.376]',0.086,0.502,74.062,-
'[03:56:16.384]',0.141,0.502,74.062,-
'[03:56:16.392]',0.164,0.510,74.062,-
'[03:56:16.400]',0.188,0.510,73.125,-
'[03:56:16.408]',0.203,0.510,73.125,-
'[03:56:16.416]',0.211,0.518,73.125,-
'[03:56:16.424]',0.211,0.518,72.188,-
'[03:56:16.432]',0.211,0.518,72.188,-
'[03:56:16.440]',0.227,0.518,71.250,-
'[03:56:16.448]',0.227,0.525,70.312,-
'[03:56:16.456]',0.227,0.525,69.375,-
'[03:56:16.464]',0.234,0.525,69.375,-
'[03:56:16.472]',0.242,0.525,68.438,-
'[03:56:16.480]',0.250,0.525,68.438,-
'[03:56:16.488]',0.258,0.525,67.500,-
'[03:56:16.496]',0.266,0.525,67.500,-
'[03:56:16.504]',0.266,0.525,66.562,-
'[03:56:16.512]',0.258,0.525,66.562,-
'[03:56:16.520]',0.250,0.525,65.625,-
'[03:56:16.528]',0.266,0.525,65.625,-
'[03:56:16.536]',0.266,0.525,65.625,-
'[03:56:16.544]',0.273,0.525,65.625,-
'[03:56:16.552]',0.289,0.525,65.625,-
'[03:56:16.560]',0.305,0.525,67.500,-
'[03:56:16.568]',0.312,0.525,71.250,-
'[03:56:16.576]',0.320,0.525,76.875,-
'[03:56:16.584]',0.336,0.525,85.312,-
'[03:56:16.592]',0.352,0.525,93.750,-
'[03:56:16.600]',0.375,0.525,102.188,-
'[03:56:16.608]',0.375,0.525,107.812,-
'[03:56:16.616]',0.367,0.518,111.562,-
'[03:56:16.624]',0.352,0.518,115.312,-
'[03:56:16.632]',0.328,0.518,117.188,-
'[03:56:16.640]',0.305,0.518,120.000,-
'[03:56:16.648]',0.281,0.518,122.812,-
'[03:56:16.656]',0.273,0.518,124.688,-
'[03:56:16.664]',0.273,0.510,126.562,-
'[03:56:16.672]',0.273,0.510,126.562,-
'[03:56:16.680]',0.273,0.510,127.500,-
'[03:56:16.688]',0.273,0.510,126.562,-
'[03:56:16.696]',0.281,0.510,126.562,-
'[03:56:16.704]',0.289,0.502,125.625,-
'[03:56:16.712]',0.289,0.502,123.750,-
'[03:56:16.720]',0.281,0.502,122.812,-
'[03:56:16.728]',0.273,0.502,120.938,-
'[03:56:16.736]',0.273,0.502,119.062,-
'[03:56:16.744]',0.281,0.502,116.250,-
'[03:56:16.752]',0.297,0.502,112.500,-
'[03:56:16.760]',0.320,0.502,108.750,-
'[03:56:16.768]',0.336,0.502,104.062,-
'[03:56:16.776]',0.352,0.490,98.438,-
'[03:56:16.784]',0.359,0.490,94.688,-
'[03:56:16.792]',0.359,0.490,90.938,-
'[03:56:16.800]',0.336,0.490,89.062,-
'[03:56:16.808]',0.305,0.490,87.188,-
'[03:56:16.816]',0.266,0.482,86.250,-
'[03:56:16.824]',0.242,0.482,86.250,-
'[03:56:16.832]',0.227,0.482,85.312,-
'[03:56:16.840]',0.227,0.482,84.375,-
'[03:56:16.848]',0.219,0.482,83.438,-
'[03:56:16.856]',0.211,0.490,82.500,-
'[03:56:16.864]',0.242,0.490,81.562,-
'[03:56:16.872]',0.297,0.490,80.625,-
'[03:56:16.880]',0.344,0.490,79.688,-
'[03:56:16.888]',0.352,0.502,79.688,-
'[03:56:16.896]',0.305,0.502,78.750,-
'[03:56:16.904]',0.297,0.502,77.812,-
'[03:56:16.912]',0.180,0.502,77.812,-
'[03:56:16.920]',-0.055,0.502,76.875,-
'[03:56:16.928]',-0.133,0.510,76.875,-
'[03:56:16.936]',-0.023,0.510,75.938,-
'[03:56:16.944]',0.133,0.518,75.938,-
'[03:56:16.952]',0.227,0.518,75.000,-
'[03:56:16.960]',0.273,0.518,75.000,-
'[03:56:16.968]',0.312,0.525,74.062,-
'[03:56:16.976]',0.320,0.525,74.062,-
'[03:56:16.984]',0.336,0.533,74.062,-
'[03:56:16.992]',0.336,0.533,73.125,-
'[03:56:17.000]',0.352,0.541,73.125,-
'[03:56:17.008]',0.367,0.541,72.188,-
'[03:56:17.016]',0.375,0.541,71.250,-
'[03:56:17.024]',0.367,0.541,70.312,-
'[03:56:17.032]',0.367,0.549,70.312,-
'[03:56:17.040]',0.375,0.549,69.375,-
'[03:56:17.048]',0.383,0.549,68.438,-
'[03:56:17.056]',0.391,0.549,68.438,-
'[03:56:17.064]',0.391,0.549,67.500,-
'[03:56:17.072]',0.391,0.549,66.562,-
'[03:56:17.080]',0.391,0.549,66.562,-
'[03:56:17.088]',0.391,0.549,65.625,-
'[03:56:17.096]',0.383,0.549,65.625,-
'[03:56:17.104]',0.391,0.549,65.625,-
'[03:56:17.112]',0.383,0.549,64.688,-
'[03:56:17.120]',0.375,0.549,64.688,-
'[03:56:17.128]',0.367,0.549,64.688,-
'[03:56:17.136]',0.367,0.549,66.562,-
'[03:56:17.144]',0.375,0.549,69.375,-
'[03:56:17.152]',0.375,0.549,75.000,-
'[03:56:17.160]',0.375,0.549,81.562,-
'[03:56:17.168]',0.383,0.549,90.000,-
'[03:56:17.176]',0.383,0.541,98.438,-
'[03:56:17.184]',0.375,0.541,104.062,-
'[03:56:17.192]',0.352,0.541,108.750,-
'[03:56:17.200]',0.320,0.541,111.562,-
'[03:56:17.208]',0.281,0.541,114.375,-
'[03:56:17.216]',0.266,0.541,117.188,-
'[03:56:17.224]',0.234,0.533,119.062,-
'[03:56:17.232]',0.211,0.533,120.938,-
'[03:56:17.240]',0.195,0.533,122.812,-
'[03:56:17.248]',0.188,0.533,123.750,-
'[03:56:17.256]',0.172,0.533,123.750,-
'[03:56:17.264]',0.172,0.525,122.812,-
'[03:56:17.272]',0.156,0.525,122.812,-
'[03:56:17.280]',0.156,0.525,121.875,-
'[03:56:17.288]',0.141,0.518,120.000,-
'[03:56:17.296]',0.141,0.518,119.062,-
'[03:56:17.304]',0.133,0.518,117.188,-
'[03:56:17.312]',0.125,0.518,114.375,-
'[03:56:17.320]',0.125,0.510,111.562,-
'[03:56:17.328]',0.141,0.510,108.750,-
'[03:56:17.336]',0.156,0.510,104.062,-
'[03:56:17.344]',0.180,0.502,99.375,-
'[03:56:17.352]',0.188,0.502,95.625,-
'[03:56:17.360]',0.203,0.502,90.938,-
'[03:56:17.368]',0.195,0.502,88.125,-
'[03:56:17.376]',0.172,0.502,86.250,-
'[03:56:17.384]',0.133,0.502,85.312,-
'[03:56:17.392]',0.102,0.502,85.312,-
'[03:56:17.400]',0.086,0.502,84.375,-
'[03:56:17.408]',0.086,0.502,83.438,-
'[03:56:17.416]',0.086,0.502,82.500,-
'[03:56:17.424]',0.086,0.502,81.562,-
'[03:56:17.432]',0.102,0.502,80.625,-
'[03:56:17.440]',0.141,0.502,79.688,-
'[03:56:17.448]',0.188,0.502,79.688,-
'[03:56:17.456]',0.234,0.502,78.750,-
'[03:56:17.464]',0.211,0.502,77.812,-
'[03:56:17.472]',0.172,0.502,77.812,-
'[03:56:17.480]',0.156,0.502,76.875,-
'[03:56:17.488]',0.031,0.502,76.875,-
'[03:56:17.496]',-0.164,0.502,75.938,-
'[03:56:17.504]',-0.234,0.510,75.938,-
'[03:56:17.512]',-0.125,0.510,75.000,-
'[03:56:17.520]',0.016,0.518,74.062,-
'[03:56:17.528]',0.109,0.518,74.062,-
'[03:56:17.536]',0.164,0.518,73.125,-
'[03:56:17.544]',0.195,0.525,73.125,-
'[03:56:17.552]',0.203,0.525,72.188,-
'[03:56:17.560]',0.211,0.525,72.188,-
'[03:56:17.568]',0.219,0.533,72.188,-
'[03:56:17.576]',0.227,0.533,71.250,-
'[03:56:17.584]',0.234,0.533,71.250,-
'[03:56:17.592]',0.234,0.541,70.312,-
'[03:56:17.600]',0.242,0.541,70.312,-
'[03:56:17.608]',0.242,0.541,69.375,-
'[03:56:17.616]',0.242,0.541,68.438,-
'[03:56:17.624]',0.250,0.541,67.500,-
'[03:56:17.632]',0.250,0.541,67.500,-
'[03:56:17.640]',0.258,0.541,66.562,-
'[03:56:17.648]',0.266,0.541,66.562,-
'[03:56:17.656]',0.266,0.541,65.625,-
'[03:56:17.664]',0.273,0.541,65.625,-
'[03:56:17.672]',0.281,0.541,64.688,-
'[03:56:17.680]',0.281,0.541,64.688,-
'[03:56:17.688]',0.273,0.541,63.750,-
'[03:56:17.696]',0.281,0.541,63.750,-
'[03:56:17.704]',0.289,0.541,64.688,-
'[03:56:17.712]',0.297,0.541,65.625,-
'[03:56:17.720]',0.312,0.541,68.438,-
'[03:56:17.728]',0.320,0.533,72.188,-
'[03:56:17.736]',0.344,0.533,78.750,-
'[03:56:17.744]',0.359,0.533,87.188,-
'[03:56:17.752]',0.375,0.533,94.688,-
'[03:56:17.760]',0.375,0.533,101.250,-
'[03:56:17.768]',0.352,0.533,105.938,-
'[03:56:17.776]',0.328,0.525,108.750,-
'[03:56:17.784]',0.312,0.525,110.625,-
'[03:56:17.792]',0.289,0.525,113.438,-
'[03:56:17.800]',0.273,0.525,115.312,-
'[03:56:17.808]',0.266,0.525,117.188,-
'[03:56:17.816]',0.250,0.518,119.062,-
'[03:56:17.824]',0.250,0.518,119.062,-
'[03:56:17.832]',0.250,0.518,119.062,-
'[03:56:17.840]',0.250,0.518,119.062,-
'[03:56:17.848]',0.250,0.518,118.125,-
'[03:56:17.856]',0.242,0.510,117.188,-
'[03:56:17.864]',0.250,0.510,116.250,-
'[03:56:17.872]',0.250,0.510,114.375,-
'[03:56:17.880]',0.250,0.502,111.562,-
'[03:56:17.888]',0.250,0.502,109.688,-
'[03:56:17.896]',0.266,0.502,106.875,-
'[03:56:17.904]',0.273,0.502,103.125,-
'[03:56:17.912]',0.297,0.502,98.438,-
'[03:56:17.920]',0.320,0.502,93.750,-
'[03:56:17.928]',0.336,0.502,90.000,-
'[03:56:17.936]',0.344,0.490,86.250,-
'[03:56:17.944]',0.336,0.490,84.375,-
'[03:56:17.952]',0.312,0.490,83.438,-
'[03:56:17.960]',0.266,0.490,83.438,-
'[03:56:17.968]',0.242,0.490,82.500,-
'[03:56:17.976]',0.211,0.490,81.562,-
'[03:56:17.984]',0.203,0.482,80.625,-
'[03:56:17.992]',0.195,0.482,80.625,-
'[03:56:18.000]',0.188,0.482,79.688,-
'[03:56:18.008]',0.188,0.482,78.750,-
'[03:56:18.016]',0.211,0.482,77.812,-
'[03:56:18.024]',0.266,0.490,76.875,-
'[03:56:18.032]',0.312,0.490,75.938,-
'[03:56:18.040]',0.273,0.490,75.938,-
'[03:56:18.048]',0.234,0.490,75.000,-
'[03:56:18.056]',0.203,0.490,75.000,-
'[03:56:18.064]',0.055,0.502,74.062,-
'[03:56:18.072]',-0.156,0.502,74.062,-
'[03:56:18.080]',-0.203,0.502,73.125,-
'[03:56:18.088]',-0.070,0.502,73.125,-
'[03:56:18.096]',0.070,0.502,73.125,-
'[03:56:18.104]',0.141,0.502,72.188,-
'[03:56:18.112]',0.188,0.502,72.188,-
'[03:56:18.120]',0.219,0.502,71.250,-
'[03:56:18.128]',0.234,0.510,71.250,-
'[03:56:18.136]',0.250,0.510,71.250,-
'[03:56:18.144]',0.250,0.510,70.312,-
'[03:56:18.152]',0.258,0.518,70.312,-
'[03:56:18.160]',0.266,0.518,69.375,-
'[03:56:18.168]',0.266,0.518,68.438,-
'[03:56:18.176]',0.266,0.518,67.500,-
'[03:56:18.184]',0.266,0.518,67.500,-
'[03:56:18.192]',0.266,0.518,66.562,-
'[03:56:18.200]',0.266,0.518,66.562,-
'[03:56:18.208]',0.266,0.518,65.625,-
'[03:56:18.216]',0.266,0.518,65.625,-
'[03:56:18.224]',0.273,0.518,64.688,-
'[03:56:18.232]',0.273,0.518,64.688,-
'[03:56:18.240]',0.273,0.518,63.750,-
'[03:56:18.248]',0.273,0.518,63.750,-
'[03:56:18.256]',0.281,0.518,63.750,-
'[03:56:18.264]',0.281,0.518,63.750,-
'[03:56:18.272]',0.289,0.518,62.812,-
'[03:56:18.280]',0.297,0.518,63.750,-
'[03:56:18.288]',0.305,0.518,64.688,-
'[03:56:18.296]',0.312,0.518,67.500,-
'[03:56:18.304]',0.328,0.518,72.188,-
'[03:56:18.312]',0.352,0.518,79.688,-
'[03:56:18.320]',0.367,0.518,87.188,-
'[03:56:18.328]',0.375,0.510,94.688,-
'[03:56:18.336]',0.367,0.510,101.250,-
'[03:56:18.344]',0.344,0.510,105.000,-
'[03:56:18.352]',0.312,0.510,107.812,-
'[03:56:18.360]',0.289,0.510,110.625,-
'[03:56:18.368]',0.273,0.510,112.500,-
'[03:56:18.376]',0.266,0.502,114.375,-
'[03:56:18.384]',0.250,0.502,116.250,-
'[03:56:18.392]',0.242,0.502,118.125,-
'[03:56:18.400]',0.234,0.502,118.125,-
'[03:56:18.408]',0.234,0.502,119.062,-
