'Time','I','II','AVR','V','RESP','PLETH','ABP','CVP'
'[15:04:50.648]',-,0.545,0.555,0.390,0.182,1.755,63.536,-1.006
'[15:04:50.656]',-,0.560,0.540,0.375,0.182,1.738,63.771,-0.938
'[15:04:50.664]',-,0.580,0.525,0.360,0.183,1.718,64.591,-0.752
'[15:04:50.672]',-,0.600,0.505,0.335,0.183,1.699,66.174,-0.567
'[15:04:50.680]',-,0.630,0.480,0.315,0.183,1.681,69.222,-0.508
'[15:04:50.688]',-,0.660,0.455,0.285,0.184,1.664,74.321,-0.567
'[15:04:50.696]',-,0.690,0.430,0.255,0.184,1.646,81.179,-0.752
'[15:04:50.704]',-,0.715,0.405,0.230,0.185,1.629,88.623,-1.250
'[15:04:50.712]',-,0.735,0.390,0.210,0.185,1.612,95.187,-1.817
'[15:04:50.720]',-,0.740,0.380,0.195,0.185,1.597,100.462,-2.315
'[15:04:50.728]',-,0.735,0.385,0.195,0.185,1.585,105.093,-2.696
'[15:04:50.736]',-,0.705,0.405,0.220,0.185,1.570,109.372,-2.755
'[15:04:50.744]',-,0.660,0.440,0.260,0.185,1.554,112.713,-2.628
'[15:04:50.752]',-,0.605,0.485,0.310,0.185,1.538,114.764,-2.315
'[15:04:50.760]',-,0.555,0.530,0.365,0.185,1.522,115.409,-2.071
'[15:04:50.768]',-,0.515,0.575,0.405,0.186,1.508,115.350,-2.003
'[15:04:50.776]',-,0.480,0.610,0.435,0.185,1.497,114.998,-2.130
'[15:04:50.784]',-,0.450,0.630,0.455,0.185,1.485,114.764,-2.384
'[15:04:50.792]',-,0.430,0.650,0.470,0.185,1.476,114.823,-2.696
'[15:04:50.800]',-,0.415,0.660,0.480,0.185,1.470,115.233,-2.940
'[15:04:50.808]',-,0.410,0.665,0.480,0.184,1.464,115.819,-2.999
'[15:04:50.816]',-,0.410,0.670,0.485,0.184,1.460,116.171,-2.999
'[15:04:50.824]',-,0.410,0.670,0.485,0.183,1.458,116.405,-2.999
'[15:04:50.832]',-,0.405,0.670,0.485,0.182,1.455,116.522,-2.999
'[15:04:50.840]',-,0.405,0.670,0.485,0.182,1.447,116.464,-2.999
'[15:04:50.848]',-,0.405,0.675,0.480,0.181,1.437,116.288,-2.999
'[15:04:50.856]',-,0.405,0.675,0.480,0.180,1.426,115.878,-2.999
'[15:04:50.864]',-,0.410,0.670,0.480,0.179,1.415,115.174,-2.999
'[15:04:50.872]',-,0.410,0.670,0.475,0.178,1.404,114.295,-2.999
'[15:04:50.880]',-,0.415,0.665,0.475,0.177,1.393,113.123,-2.999
'[15:04:50.888]',-,0.420,0.665,0.475,0.176,1.381,111.775,-2.999
'[15:04:50.896]',-,0.425,0.660,0.470,0.175,1.370,110.134,-2.999
'[15:04:50.904]',-,0.430,0.660,0.470,0.175,1.358,108.024,-2.999
'[15:04:50.912]',-,0.435,0.655,0.465,0.174,1.347,105.386,-2.999
'[15:04:50.920]',-,0.435,0.655,0.460,0.174,1.338,102.045,-2.999
'[15:04:50.928]',-,0.435,0.655,0.460,0.174,1.330,98.411,-2.999
'[15:04:50.936]',-,0.435,0.645,0.455,0.174,1.324,95.011,-2.999
'[15:04:50.944]',-,0.435,0.645,0.450,0.175,1.317,92.432,-2.999
'[15:04:50.952]',-,0.435,0.645,0.445,0.175,1.309,91.026,-2.999
'[15:04:50.960]',-,0.435,0.645,0.445,0.176,1.300,90.440,-2.999
'[15:04:50.968]',-,0.435,0.650,0.445,0.176,1.291,89.971,-2.999
'[15:04:50.976]',-,0.435,0.645,0.440,0.177,1.285,89.385,-2.940
'[15:04:50.984]',-,0.435,0.645,0.440,0.178,1.285,88.798,-2.882
'[15:04:50.992]',-,0.440,0.645,0.435,0.178,1.296,88.388,-2.755
'[15:04:51.000]',-,0.440,0.645,0.435,0.179,1.324,88.154,-2.569
'[15:04:51.008]',-,0.440,0.645,0.435,0.180,1.370,88.037,-2.384
'[15:04:51.016]',-,0.445,0.645,0.435,0.181,1.428,87.861,-2.188
'[15:04:51.024]',-,0.445,0.645,0.430,0.182,1.499,87.509,-1.944
'[15:04:51.032]',-,0.445,0.640,0.430,0.183,1.591,87.099,-1.758
'[15:04:51.040]',-,0.445,0.640,0.435,0.184,1.698,86.630,-1.563
'[15:04:51.048]',-,0.445,0.640,0.435,0.185,1.812,86.161,-1.377
'[15:04:51.056]',-,0.445,0.640,0.435,0.186,1.928,85.633,-1.250
'[15:04:51.064]',-,0.445,0.640,0.435,0.187,2.035,85.047,-1.065
'[15:04:51.072]',-,0.450,0.635,0.435,0.188,2.129,84.461,-0.938
'[15:04:51.080]',-,0.465,0.615,0.450,0.190,2.205,83.875,-0.879
'[15:04:51.088]',-,0.495,0.595,0.450,0.192,2.265,83.230,-0.821
'[15:04:51.096]',-,0.520,0.575,0.430,0.193,2.308,82.586,-0.879
'[15:04:51.104]',-,0.530,0.570,0.400,0.195,2.336,81.999,-0.938
'[15:04:51.112]',-,0.540,0.560,0.370,0.196,2.352,81.355,-1.133
'[15:04:51.120]',-,0.540,0.550,0.350,0.198,2.357,80.710,-1.250
'[15:04:51.128]',-,0.535,0.555,0.345,0.199,2.357,80.124,-1.377
'[15:04:51.136]',-,0.520,0.565,0.360,0.200,2.354,79.479,-1.446
'[15:04:51.144]',-,0.495,0.585,0.380,0.201,2.349,78.893,-1.504
'[15:04:51.152]',-,0.465,0.610,0.395,0.203,2.344,78.307,-1.504
'[15:04:51.160]',-,0.440,0.635,0.410,0.203,2.335,77.662,-1.504
'[15:04:51.168]',-,0.425,0.650,0.420,0.204,2.326,77.135,-1.504
'[15:04:51.176]',-,0.415,0.660,0.430,0.204,2.315,76.548,-1.504
'[15:04:51.184]',-,0.410,0.665,0.435,0.204,2.301,75.962,-1.504
'[15:04:51.192]',-,0.405,0.665,0.435,0.204,2.285,75.435,-1.504
'[15:04:51.200]',-,0.405,0.665,0.435,0.204,2.270,74.849,-1.563
'[15:04:51.208]',-,0.405,0.670,0.435,0.204,2.253,74.321,-1.563
'[15:04:51.216]',-,0.405,0.665,0.435,0.204,2.237,73.735,-1.631
'[15:04:51.224]',-,0.410,0.665,0.430,0.204,2.218,73.149,-1.690
'[15:04:51.232]',-,0.415,0.655,0.430,0.204,2.196,72.621,-1.758
'[15:04:51.240]',-,0.420,0.655,0.430,0.204,2.169,72.035,-1.817
'[15:04:51.248]',-,0.430,0.650,0.435,0.203,2.136,71.566,-1.876
'[15:04:51.256]',-,0.460,0.635,0.450,0.203,2.097,71.097,-1.876
'[15:04:51.264]',-,0.545,0.570,0.395,0.203,2.057,70.746,-1.876
'[15:04:51.272]',-,0.685,0.410,0.135,0.203,2.019,70.394,-1.817
'[15:04:51.280]',-,0.870,0.175,-0.256,0.203,1.982,70.160,-1.690
'[15:04:51.288]',-,0.940,0.050,-0.426,0.202,1.950,69.984,-1.446
'[15:04:51.296]',-,0.735,0.245,-0.151,0.202,1.921,69.808,-1.133
'[15:04:51.304]',-,0.450,0.590,0.295,0.201,1.896,69.573,-0.752
'[15:04:51.312]',-,0.320,0.785,0.520,0.201,1.877,69.339,-0.381
'[15:04:51.320]',-,0.315,0.805,0.545,0.200,1.862,69.046,0.059
'[15:04:51.328]',-,0.380,0.725,0.525,0.200,1.850,68.753,0.371
'[15:04:51.336]',-,0.430,0.670,0.515,0.200,1.843,68.284,0.625
'[15:04:51.344]',-,0.455,0.645,0.510,0.200,1.839,67.932,0.684
'[15:04:51.352]',-,0.465,0.635,0.500,0.200,1.837,67.463,0.625
'[15:04:51.360]',-,0.470,0.625,0.495,0.201,1.836,67.053,0.498
'[15:04:51.368]',-,0.480,0.620,0.490,0.201,1.834,66.584,0.313
'[15:04:51.376]',-,0.485,0.615,0.480,0.201,1.831,66.174,0.117
'[15:04:51.384]',-,0.490,0.615,0.475,0.202,1.825,65.646,-0.068
'[15:04:51.392]',-,0.495,0.610,0.470,0.202,1.816,65.236,-0.195
'[15:04:51.400]',-,0.505,0.600,0.460,0.203,1.805,64.767,-0.254
'[15:04:51.408]',-,0.510,0.595,0.455,0.203,1.795,64.357,-0.381
'[15:04:51.416]',-,0.515,0.585,0.445,0.204,1.785,63.947,-0.508
'[15:04:51.424]',-,0.530,0.580,0.435,0.204,1.774,63.419,-0.694
'[15:04:51.432]',-,0.535,0.570,0.425,0.204,1.762,63.009,-0.879
'[15:04:51.440]',-,0.540,0.565,0.410,0.205,1.748,62.540,-1.065
'[15:04:51.448]',-,0.545,0.560,0.400,0.205,1.729,62.247,-1.133
'[15:04:51.456]',-,0.560,0.550,0.390,0.206,1.709,62.188,-1.192
'[15:04:51.464]',-,0.575,0.535,0.375,0.207,1.688,62.481,-1.065
'[15:04:51.472]',-,0.590,0.515,0.360,0.208,1.670,63.419,-0.938
'[15:04:51.480]',-,0.615,0.500,0.340,0.209,1.652,65.236,-0.821
'[15:04:51.488]',-,0.640,0.475,0.315,0.210,1.634,68.460,-0.752
'[15:04:51.496]',-,0.670,0.445,0.285,0.211,1.618,73.735,-0.879
'[15:04:51.504]',-,0.695,0.420,0.255,0.213,1.600,80.710,-1.133
'[15:04:51.512]',-,0.720,0.400,0.230,0.214,1.587,88.037,-1.631
'[15:04:51.520]',-,0.735,0.385,0.210,0.215,1.574,94.308,-2.188
'[15:04:51.528]',-,0.745,0.380,0.200,0.216,1.559,99.290,-2.696
'[15:04:51.536]',-,0.735,0.385,0.200,0.217,1.543,103.745,-2.999
'[15:04:51.544]',-,0.705,0.400,0.225,0.218,1.526,107.848,-2.999
'[15:04:51.552]',-,0.655,0.440,0.265,0.219,1.510,111.306,-2.882
'[15:04:51.560]',-,0.605,0.485,0.315,0.220,1.498,113.357,-2.696
'[15:04:51.568]',-,0.560,0.535,0.370,0.221,1.485,114.119,-2.501
'[15:04:51.576]',-,0.525,0.570,0.410,0.221,1.473,114.002,-2.569
'[15:04:51.584]',-,0.490,0.605,0.440,0.221,1.461,113.592,-2.755
'[15:04:51.592]',-,0.460,0.625,0.460,0.221,1.453,113.240,-2.999
'[15:04:51.600]',-,0.445,0.640,0.475,0.221,1.446,113.181,-2.999
'[15:04:51.608]',-,0.430,0.655,0.485,0.220,1.438,113.357,-2.999
'[15:04:51.616]',-,0.425,0.660,0.490,0.219,1.434,113.709,-2.999
'[15:04:51.624]',-,0.415,0.665,0.490,0.218,1.430,114.061,-2.999
'[15:04:51.632]',-,0.415,0.665,0.490,0.218,1.424,114.236,-2.999
'[15:04:51.640]',-,0.415,0.670,0.490,0.216,1.418,114.236,-2.999
'[15:04:51.648]',-,0.415,0.665,0.490,0.215,1.412,114.236,-2.999
'[15:04:51.656]',-,0.420,0.665,0.490,0.214,1.402,114.061,-2.999
'[15:04:51.664]',-,0.425,0.665,0.490,0.213,1.392,113.709,-2.999
'[15:04:51.672]',-,0.425,0.660,0.485,0.212,1.381,113.181,-2.999
'[15:04:51.680]',-,0.430,0.660,0.485,0.211,1.371,112.419,-2.999
'[15:04:51.688]',-,0.430,0.655,0.480,0.211,1.364,111.364,-2.999
'[15:04:51.696]',-,0.435,0.655,0.475,0.211,1.356,110.075,-2.999
'[15:04:51.704]',-,0.435,0.655,0.475,0.210,1.347,108.317,-2.999
'[15:04:51.712]',-,0.440,0.650,0.470,0.210,1.343,106.089,-2.999
'[15:04:51.720]',-,0.445,0.645,0.465,0.210,1.339,103.276,-2.999
'[15:04:51.728]',-,0.445,0.645,0.465,0.210,1.333,99.876,-2.999
'[15:04:51.736]',-,0.445,0.645,0.460,0.211,1.327,96.125,-2.999
'[15:04:51.744]',-,0.445,0.640,0.455,0.211,1.322,92.726,-2.999
'[15:04:51.752]',-,0.445,0.640,0.455,0.211,1.316,90.322,-2.999
'[15:04:51.760]',-,0.450,0.640,0.450,0.211,1.310,89.092,-2.999
'[15:04:51.768]',-,0.445,0.640,0.445,0.212,1.305,88.681,-2.940
'[15:04:51.776]',-,0.450,0.640,0.435,0.212,1.299,88.388,-2.813
'[15:04:51.784]',-,0.455,0.640,0.435,0.213,1.295,87.861,-2.696
'[15:04:51.792]',-,0.450,0.640,0.435,0.213,1.296,87.275,-2.569
'[15:04:51.800]',-,0.450,0.640,0.435,0.214,1.306,86.923,-2.442
'[15:04:51.808]',-,0.450,0.640,0.435,0.215,1.331,86.688,-2.257
'[15:04:51.816]',-,0.445,0.640,0.440,0.216,1.367,86.571,-2.071
'[15:04:51.824]',-,0.440,0.645,0.435,0.217,1.416,86.337,-1.876
'[15:04:51.832]',-,0.440,0.645,0.435,0.219,1.493,86.102,-1.690
'[15:04:51.840]',-,0.445,0.645,0.435,0.220,1.588,85.751,-1.504
'[15:04:51.848]',-,0.440,0.640,0.435,0.221,1.696,85.282,-1.319
'[15:04:51.856]',-,0.445,0.640,0.430,0.222,1.811,84.813,-1.133
'[15:04:51.864]',-,0.445,0.640,0.425,0.223,1.929,84.227,-1.006
'[15:04:51.872]',-,0.450,0.640,0.425,0.225,2.040,83.699,-0.879
'[15:04:51.880]',-,0.450,0.635,0.425,0.226,2.138,83.054,-0.752
'[15:04:51.888]',-,0.450,0.635,0.425,0.228,2.220,82.468,-0.752
'[15:04:51.896]',-,0.455,0.630,0.430,0.229,2.286,81.941,-0.752
'[15:04:51.904]',-,0.465,0.620,0.440,0.230,2.335,81.296,-0.879
'[15:04:51.912]',-,0.495,0.595,0.445,0.231,2.363,80.651,-1.006
'[15:04:51.920]',-,0.525,0.575,0.430,0.233,2.376,80.007,-1.192
'[15:04:51.928]',-,0.535,0.570,0.405,0.233,2.383,79.303,-1.377
'[15:04:51.936]',-,0.550,0.560,0.375,0.234,2.384,78.600,-1.563
'[15:04:51.944]',-,0.555,0.545,0.350,0.235,2.381,77.897,-1.758
'[15:04:51.952]',-,0.550,0.545,0.345,0.236,2.377,77.252,-1.944
'[15:04:51.960]',-,0.540,0.550,0.350,0.236,2.372,76.490,-2.130
'[15:04:51.968]',-,0.525,0.565,0.360,0.237,2.367,75.728,-2.257
'[15:04:51.976]',-,0.495,0.585,0.375,0.237,2.362,74.966,-2.442
'[15:04:51.984]',-,0.465,0.615,0.390,0.238,2.355,74.263,-2.628
'[15:04:51.992]',-,0.445,0.635,0.405,0.238,2.345,73.501,-2.882
'[15:04:52.000]',-,0.430,0.650,0.420,0.239,2.335,72.739,-2.999
'[15:04:52.008]',-,0.425,0.655,0.425,0.239,2.323,71.977,-2.999
'[15:04:52.016]',-,0.425,0.660,0.425,0.239,2.308,71.273,-2.999
'[15:04:52.024]',-,0.425,0.655,0.420,0.239,2.290,70.629,-2.999
'[15:04:52.032]',-,0.430,0.655,0.420,0.239,2.269,69.984,-2.999
'[15:04:52.040]',-,0.425,0.655,0.420,0.238,2.244,69.339,-2.999
'[15:04:52.048]',-,0.430,0.655,0.415,0.238,2.216,68.753,-2.999
'[15:04:52.056]',-,0.435,0.645,0.415,0.238,2.185,68.108,-2.999
'[15:04:52.064]',-,0.445,0.640,0.415,0.238,2.152,67.522,-2.999
'[15:04:52.072]',-,0.445,0.640,0.415,0.238,2.117,66.995,-2.999
'[15:04:52.080]',-,0.465,0.625,0.425,0.239,2.081,66.467,-2.999
'[15:04:52.088]',-,0.530,0.585,0.430,0.240,2.046,66.057,-2.999
'[15:04:52.096]',-,0.655,0.465,0.235,0.241,2.013,65.646,-2.999
'[15:04:52.104]',-,0.840,0.240,-0.130,0.242,1.982,65.353,-2.999
'[15:04:52.112]',-,0.980,0.050,-0.426,0.244,1.957,65.060,-2.999
'[15:04:52.120]',-,0.860,0.044,-0.296,0.246,1.937,64.767,-2.999
'[15:04:52.128]',-,0.570,0.465,0.150,0.248,1.922,64.474,-2.999
'[15:04:52.136]',-,0.385,0.730,0.475,0.251,1.911,64.122,-2.999
'[15:04:52.144]',-,0.355,0.790,0.550,0.254,1.903,63.712,-2.999
'[15:04:52.152]',-,0.395,0.735,0.530,0.257,1.896,63.361,-2.999
'[15:04:52.160]',-,0.455,0.665,0.495,0.260,1.891,62.892,-2.999
'[15:04:52.168]',-,0.485,0.630,0.480,0.264,1.885,62.481,-2.999
'[15:04:52.176]',-,0.495,0.615,0.475,0.268,1.877,62.012,-2.999
'[15:04:52.184]',-,0.505,0.610,0.470,0.273,1.867,61.426,-2.999
'[15:04:52.192]',-,0.515,0.600,0.455,0.278,1.858,60.957,-2.999
'[15:04:52.200]',-,0.520,0.600,0.450,0.284,1.849,60.547,-2.999
'[15:04:52.208]',-,0.520,0.595,0.450,0.290,1.840,60.137,-2.999
'[15:04:52.216]',-,0.530,0.590,0.440,0.298,1.831,59.609,-2.999
'[15:04:52.224]',-,0.540,0.575,0.430,0.306,1.822,59.082,-2.999
'[15:04:52.232]',-,0.545,0.570,0.425,0.314,1.811,58.613,-2.999
'[15:04:52.240]',-,0.555,0.570,0.410,0.323,1.801,58.027,-2.999
'[15:04:52.248]',-,0.565,0.555,0.400,0.331,1.790,57.558,-2.999
'[15:04:52.256]',-,0.580,0.545,0.390,0.339,1.778,56.972,-2.999
'[15:04:52.264]',-,0.580,0.545,0.385,0.347,1.765,56.444,-2.999
'[15:04:52.272]',-,0.595,0.535,0.375,0.356,1.751,56.034,-2.999
'[15:04:52.280]',-,0.605,0.520,0.365,0.366,1.733,55.858,-2.999
'[15:04:52.288]',-,0.620,0.510,0.355,0.376,1.714,55.917,-2.999
'[15:04:52.296]',-,0.635,0.495,0.330,0.387,1.694,56.268,-2.999
'[15:04:52.304]',-,0.660,0.480,0.310,0.399,1.675,57.148,-2.999
'[15:04:52.312]',-,0.685,0.455,0.285,0.409,1.661,58.847,-2.999
'[15:04:52.320]',-,0.710,0.430,0.255,0.420,1.648,62.130,-2.999
'[15:04:52.328]',-,0.735,0.405,0.230,0.430,1.634,67.581,-2.999
'[15:04:52.336]',-,0.755,0.390,0.210,0.440,1.621,74.790,-2.999
'[15:04:52.344]',-,0.775,0.375,0.190,0.451,1.605,81.999,-2.999
'[15:04:52.352]',-,0.785,0.365,0.180,0.461,1.588,87.861,-2.999
'[15:04:52.360]',-,0.790,0.365,0.175,0.473,1.572,92.257,-2.999
'[15:04:52.368]',-,0.770,0.375,0.190,0.485,1.555,96.125,-2.999
'[15:04:52.376]',-,0.735,0.405,0.225,0.497,1.541,100.169,-2.999
'[15:04:52.384]',-,0.680,0.445,0.275,0.510,1.528,104.038,-2.999
'[15:04:52.392]',-,0.630,0.490,0.325,0.523,1.516,106.675,-2.999
'[15:04:52.400]',-,0.585,0.530,0.375,0.537,1.508,107.555,-2.999
'[15:04:52.408]',-,0.550,0.565,0.410,0.549,1.504,106.968,-2.999
'[15:04:52.416]',-,0.535,0.585,0.430,0.561,1.534,105.796,-2.999
'[15:04:52.424]',-,0.510,0.605,0.445,0.572,1.580,104.741,-2.999
'[15:04:52.432]',-,0.490,0.620,0.455,0.583,1.601,104.155,-2.999
'[15:04:52.440]',-,0.475,0.630,0.465,0.594,1.607,104.038,-2.999
'[15:04:52.448]',-,0.470,0.635,0.465,0.605,1.603,104.096,-2.999
'[15:04:52.456]',-,0.470,0.635,0.465,0.615,1.598,104.214,-2.999
'[15:04:52.464]',-,0.475,0.635,0.465,0.626,1.592,104.448,-2.999
'[15:04:52.472]',-,0.475,0.635,0.465,0.636,1.587,104.624,-2.999
'[15:04:52.480]',-,0.480,0.630,0.465,0.646,1.582,104.800,-2.999
'[15:04:52.488]',-,0.480,0.630,0.465,0.656,1.576,104.858,-2.999
'[15:04:52.496]',-,0.480,0.630,0.465,0.665,1.572,104.683,-2.999
'[15:04:52.504]',-,0.485,0.625,0.455,0.675,1.566,104.214,-2.999
'[15:04:52.512]',-,0.495,0.620,0.450,0.685,1.562,103.569,-2.999
'[15:04:52.520]',-,0.500,0.620,0.450,0.695,1.560,102.631,-2.999
'[15:04:52.528]',-,0.505,0.615,0.445,0.705,1.556,101.400,-2.999
'[15:04:52.536]',-,0.505,0.610,0.445,0.715,1.550,99.876,-2.999
'[15:04:52.544]',-,0.505,0.610,0.440,0.726,1.546,97.649,-2.999
'[15:04:52.552]',-,0.505,0.610,0.435,0.736,1.543,94.777,-2.999
'[15:04:52.560]',-,0.505,0.610,0.435,0.746,1.538,91.260,-2.999
'[15:04:52.568]',-,0.505,0.610,0.435,0.755,1.532,87.509,-2.999
'[15:04:52.576]',-,0.510,0.610,0.435,0.764,1.526,84.344,-2.999
'[15:04:52.584]',-,0.505,0.610,0.435,0.773,1.518,82.410,-2.999
'[15:04:52.592]',-,0.495,0.610,0.435,0.781,1.507,81.706,-2.999
'[15:04:52.600]',-,0.490,0.610,0.435,0.790,1.500,81.589,-2.999
'[15:04:52.608]',-,0.490,0.615,0.435,0.799,1.494,81.472,-2.999
'[15:04:52.616]',-,0.490,0.615,0.435,0.809,1.491,81.062,-2.999
'[15:04:52.624]',-,0.490,0.620,0.435,0.819,1.493,80.651,-2.999
'[15:04:52.632]',-,0.490,0.620,0.435,0.828,1.502,80.534,-2.999
'[15:04:52.640]',-,0.490,0.615,0.435,0.838,1.529,80.710,-2.999
'[15:04:52.648]',-,0.485,0.615,0.430,0.847,1.574,81.062,-2.999
'[15:04:52.656]',-,0.485,0.615,0.430,0.855,1.641,81.296,-2.999
'[15:04:52.664]',-,0.480,0.615,0.435,0.865,1.732,81.413,-2.999
'[15:04:52.672]',-,0.480,0.615,0.435,0.875,1.844,81.413,-2.999
'[15:04:52.680]',-,0.480,0.615,0.435,0.885,1.975,81.355,-2.999
'[15:04:52.688]',-,0.480,0.615,0.435,0.895,2.115,81.120,-2.999
'[15:04:52.696]',-,0.490,0.605,0.450,0.906,2.254,80.886,-2.999
'[15:04:52.704]',-,0.515,0.590,0.450,0.917,2.386,80.475,-2.999
'[15:04:52.712]',-,0.545,0.570,0.425,0.927,2.490,80.124,-2.999
'[15:04:52.720]',-,0.560,0.555,0.400,0.938,2.572,79.655,-2.999
'[15:04:52.728]',-,0.570,0.550,0.375,0.947,2.650,79.245,-2.999
'[15:04:52.736]',-,0.575,0.540,0.355,0.956,2.717,78.776,-2.999
'[15:04:52.744]',-,0.560,0.545,0.355,0.964,2.765,78.424,-2.999
'[15:04:52.752]',-,0.545,0.555,0.370,0.971,2.797,78.190,-2.999
'[15:04:52.760]',-,0.530,0.570,0.390,0.978,2.813,77.897,-2.999
'[15:04:52.768]',-,0.495,0.595,0.405,0.984,2.820,77.721,-2.999
'[15:04:52.776]',-,0.460,0.620,0.420,0.988,2.819,77.486,-2.999
'[15:04:52.784]',-,0.440,0.640,0.435,0.993,2.812,77.310,-2.999
'[15:04:52.792]',-,0.425,0.650,0.450,0.997,2.804,77.135,-2.999
'[15:04:52.800]',-,0.415,0.655,0.455,1.000,2.795,76.841,-2.999
'[15:04:52.808]',-,0.415,0.660,0.455,1.000,2.784,76.666,-2.999
'[15:04:52.816]',-,0.410,0.665,0.455,1.000,2.772,76.431,-2.999
'[15:04:52.824]',-,0.410,0.660,0.455,1.000,2.761,76.138,-2.999
'[15:04:52.832]',-,0.415,0.660,0.455,1.000,2.751,75.728,-2.999
'[15:04:52.840]',-,0.415,0.660,0.455,1.000,2.739,75.376,-2.999
'[15:04:52.848]',-,0.415,0.655,0.450,1.000,2.727,74.907,-2.999
'[15:04:52.856]',-,0.420,0.655,0.450,0.998,2.712,74.497,-2.999
'[15:04:52.864]',-,0.425,0.655,0.450,0.997,2.689,74.028,-2.940
'[15:04:52.872]',-,0.450,0.640,0.460,0.990,2.661,73.676,-2.628
'[15:04:52.880]',-,0.520,0.590,0.425,0.983,2.628,73.207,-2.384
'[15:04:52.888]',-,0.650,0.455,0.220,0.976,2.590,72.914,-2.130
'[15:04:52.896]',-,0.845,0.235,-0.155,0.968,2.549,72.621,-1.876
'[15:04:52.904]',-,0.970,0.075,-0.396,0.960,2.506,72.387,-1.631
'[15:04:52.912]',-,0.825,0.195,-0.205,0.952,2.467,72.094,-1.319
'[15:04:52.920]',-,0.525,0.530,0.240,0.940,2.432,71.801,-0.938
'[15:04:52.928]',-,0.345,0.760,0.520,0.929,2.395,71.566,-0.440
'[15:04:52.936]',-,0.315,0.800,0.580,0.915,2.359,71.215,0.000
'[15:04:52.944]',-,0.360,0.740,0.555,0.901,2.326,70.980,0.498
'[15:04:52.952]',-,0.415,0.675,0.530,0.887,2.298,70.629,0.869
'[15:04:52.960]',-,0.445,0.650,0.515,0.873,2.271,70.160,1.182
'[15:04:52.968]',-,0.455,0.640,0.510,0.859,2.247,69.691,1.368
'[15:04:52.976]',-,0.465,0.635,0.505,0.844,2.231,69.163,1.436
'[15:04:52.984]',-,0.470,0.625,0.495,0.828,2.223,68.753,1.368
'[15:04:52.992]',-,0.475,0.620,0.490,0.811,2.220,68.284,1.250
'[15:04:53.000]',-,0.480,0.615,0.480,0.792,2.219,67.815,1.055
'[15:04:53.008]',-,0.485,0.610,0.475,0.773,2.217,67.346,0.869
'[15:04:53.016]',-,0.495,0.600,0.470,0.753,2.212,66.877,0.625
'[15:04:53.024]',-,0.500,0.595,0.460,0.732,2.205,66.408,0.430
'[15:04:53.032]',-,0.510,0.590,0.455,0.711,2.194,65.939,0.244
'[15:04:53.040]',-,0.515,0.580,0.445,0.690,2.179,65.471,0.000
'[15:04:53.048]',-,0.520,0.575,0.435,0.671,2.161,65.060,-0.195
'[15:04:53.056]',-,0.535,0.565,0.425,0.652,2.143,64.591,-0.381
'[15:04:53.064]',-,0.540,0.555,0.415,0.634,2.124,64.240,-0.440
'[15:04:53.072]',-,0.555,0.550,0.400,0.617,2.106,64.005,-0.440
'[15:04:53.080]',-,0.570,0.535,0.385,0.600,2.087,64.122,-0.313
'[15:04:53.088]',-,0.580,0.520,0.370,0.583,2.067,64.591,-0.127
'[15:04:53.096]',-,0.600,0.505,0.350,0.566,2.049,65.822,0.000
'[15:04:53.104]',-,0.625,0.480,0.330,0.549,2.029,68.050,0.117
'[15:04:53.112]',-,0.660,0.460,0.300,0.534,2.014,71.977,0.186
'[15:04:53.120]',-,0.685,0.435,0.270,0.520,1.999,77.897,0.117
'[15:04:53.128]',-,0.710,0.410,0.245,0.507,1.982,84.989,-0.195
'[15:04:53.136]',-,0.730,0.390,0.220,0.495,1.966,91.671,-0.625
'[15:04:53.144]',-,0.740,0.380,0.210,0.483,1.950,97.239,-1.133
'[15:04:53.152]',-,0.745,0.380,0.210,0.471,1.933,101.928,-1.631
'[15:04:53.160]',-,0.715,0.400,0.230,0.459,1.915,106.265,-1.876
'[15:04:53.168]',-,0.670,0.435,0.270,0.448,1.898,110.075,-1.817
'[15:04:53.176]',-,0.615,0.480,0.320,0.437,1.881,112.713,-1.631
'[15:04:53.184]',-,0.560,0.530,0.370,0.427,1.862,113.885,-1.446
'[15:04:53.192]',-,0.515,0.570,0.415,0.417,1.846,113.709,-1.250
'[15:04:53.200]',-,0.480,0.605,0.450,0.407,1.831,113.064,-1.192
'[15:04:53.208]',-,0.450,0.630,0.465,0.398,1.820,112.361,-1.319
'[15:04:53.216]',-,0.425,0.650,0.480,0.389,1.811,112.009,-1.504
'[15:04:53.224]',-,0.410,0.660,0.490,0.381,1.801,112.126,-1.690
'[15:04:53.232]',-,0.405,0.670,0.495,0.373,1.789,112.419,-1.876
'[15:04:53.240]',-,0.400,0.675,0.495,0.366,1.775,112.888,-1.944
'[15:04:53.248]',-,0.400,0.680,0.495,0.359,1.762,113.181,-1.876
'[15:04:53.256]',-,0.400,0.680,0.495,0.352,1.751,113.299,-1.817
'[15:04:53.264]',-,0.400,0.680,0.495,0.345,1.741,113.240,-1.758
'[15:04:53.272]',-,0.405,0.675,0.495,0.340,1.731,113.006,-1.817
'[15:04:53.280]',-,0.405,0.675,0.490,0.334,1.721,112.595,-2.071
'[15:04:53.288]',-,0.405,0.675,0.490,0.329,1.710,112.126,-2.384
'[15:04:53.296]',-,0.405,0.675,0.485,0.323,1.698,111.364,-2.696
