"'Time','II','PLETH','ABP','I','III','ICP','V','MCL'"
"'[13:19:31.184]',0.600,0.353,-,-,-,-,-,-"
"'[13:19:31.192]',0.624,0.365,-,-,-,-,-,-"
"'[13:19:31.200]',0.639,0.373,-,-,-,-,-,-"
"'[13:19:31.208]',0.631,0.384,-,-,-,-,-,-"
"'[13:19:31.216]',0.655,0.396,-,-,-,-,-,-"
"'[13:19:31.224]',0.639,0.408,-,-,-,-,-,-"
"'[13:19:31.232]',0.678,0.420,-,-,-,-,-,-"
"'[13:19:31.240]',0.663,0.431,-,-,-,-,-,-"
"'[13:19:31.248]',0.780,0.443,-,-,-,-,-,-"
"'[13:19:31.256]',0.906,0.455,-,-,-,-,-,-"
"'[13:19:31.264]',0.945,0.467,-,-,-,-,-,-"
"'[13:19:31.272]',0.922,0.478,-,-,-,-,-,-"
"'[13:19:31.280]',0.851,0.486,-,-,-,-,-,-"
"'[13:19:31.288]',0.780,0.498,-,-,-,-,-,-"
"'[13:19:31.296]',0.780,0.506,-,-,-,-,-,-"
"'[13:19:31.304]',0.765,0.514,-,-,-,-,-,-"
"'[13:19:31.312]',0.788,0.525,-,-,-,-,-,-"
"'[13:19:31.320]',0.749,0.529,-,-,-,-,-,-"
"'[13:19:31.328]',0.757,0.537,-,-,-,-,-,-"
"'[13:19:31.336]',0.741,0.541,-,-,-,-,-,-"
"'[13:19:31.344]',0.788,0.545,-,-,-,-,-,-"
"'[13:19:31.352]',0.780,0.545,-,-,-,-,-,-"
"'[13:19:31.360]',0.820,0.549,-,-,-,-,-,-"
"'[13:19:31.368]',0.796,0.549,-,-,-,-,-,-"
"'[13:19:31.376]',0.835,0.553,-,-,-,-,-,-"
"'[13:19:31.384]',0.835,0.553,-,-,-,-,-,-"
"'[13:19:31.392]',0.890,0.553,-,-,-,-,-,-"
"'[13:19:31.400]',0.906,0.549,-,-,-,-,-,-"
"'[13:19:31.408]',0.961,0.545,-,-,-,-,-,-"
"'[13:19:31.416]',0.953,0.541,-,-,-,-,-,-"
"'[13:19:31.424]',0.976,0.537,-,-,-,-,-,-"
"'[13:19:31.432]',0.976,0.529,-,-,-,-,-,-"
"'[13:19:31.440]',1.008,0.525,-,-,-,-,-,-"
"'[13:19:31.448]',1.016,0.518,-,-,-,-,-,-"
"'[13:19:31.456]',1.000,0.518,-,-,-,-,-,-"
"'[13:19:31.464]',0.992,0.514,-,-,-,-,-,-"
"'[13:19:31.472]',0.976,0.510,-,-,-,-,-,-"
"'[13:19:31.480]',1.000,0.506,-,-,-,-,-,-"
"'[13:19:31.488]',0.961,0.502,-,-,-,-,-,-"
"'[13:19:31.496]',0.976,0.498,-,-,-,-,-,-"
"'[13:19:31.504]',0.961,0.494,-,-,-,-,-,-"
"'[13:19:31.512]',0.976,0.490,-,-,-,-,-,-"
"'[13:19:31.520]',0.937,0.486,-,-,-,-,-,-"
"'[13:19:31.528]',0.961,0.486,-,-,-,-,-,-"
"'[13:19:31.536]',0.929,0.482,-,-,-,-,-,-"
"'[13:19:31.544]',0.976,0.478,-,-,-,-,-,-"
"'[13:19:31.552]',0.937,0.478,-,-,-,-,-,-"
"'[13:19:31.560]',0.961,0.478,-,-,-,-,-,-"
"'[13:19:31.568]',0.945,0.475,-,-,-,-,-,-"
"'[13:19:31.576]',0.976,0.475,-,-,-,-,-,-"
"'[13:19:31.584]',0.961,0.471,-,-,-,-,-,-"
"'[13:19:31.592]',1.000,0.471,-,-,-,-,-,-"
"'[13:19:31.600]',0.969,0.471,-,-,-,-,-,-"
"'[13:19:31.608]',0.961,0.467,-,-,-,-,-,-"
"'[13:19:31.616]',0.969,0.467,-,-,-,-,-,-"
"'[13:19:31.624]',0.961,0.467,-,-,-,-,-,-"
"'[13:19:31.632]',0.922,0.463,-,-,-,-,-,-"
"'[13:19:31.640]',0.929,0.463,-,-,-,-,-,-"
"'[13:19:31.648]',0.914,0.463,-,-,-,-,-,-"
"'[13:19:31.656]',0.906,0.459,-,-,-,-,-,-"
"'[13:19:31.664]',0.929,0.459,-,-,-,-,-,-"
"'[13:19:31.672]',0.898,0.459,-,-,-,-,-,-"
"'[13:19:31.680]',0.922,0.455,-,-,-,-,-,-"
"'[13:19:31.688]',0.914,0.455,-,-,-,-,-,-"
"'[13:19:31.696]',0.929,0.451,-,-,-,-,-,-"
"'[13:19:31.704]',0.906,0.451,-,-,-,-,-,-"
"'[13:19:31.712]',0.890,0.447,-,-,-,-,-,-"
"'[13:19:31.720]',0.867,0.443,-,-,-,-,-,-"
"'[13:19:31.728]',0.914,0.439,-,-,-,-,-,-"
"'[13:19:31.736]',0.898,0.435,-,-,-,-,-,-"
"'[13:19:31.744]',0.922,0.431,-,-,-,-,-,-"
"'[13:19:31.752]',0.906,0.427,-,-,-,-,-,-"
"'[13:19:31.760]',0.937,0.424,-,-,-,-,-,-"
"'[13:19:31.768]',0.945,0.424,-,-,-,-,-,-"
"'[13:19:31.776]',0.906,0.424,-,-,-,-,-,-"
"'[13:19:31.784]',0.906,0.424,-,-,-,-,-,-"
"'[13:19:31.792]',0.922,0.424,-,-,-,-,-,-"
"'[13:19:31.800]',0.890,0.424,-,-,-,-,-,-"
"'[13:19:31.808]',0.906,0.427,-,-,-,-,-,-"
"'[13:19:31.816]',0.890,0.431,-,-,-,-,-,-"
"'[13:19:31.824]',0.922,0.435,-,-,-,-,-,-"
"'[13:19:31.832]',0.929,0.439,-,-,-,-,-,-"
"'[13:19:31.840]',0.898,0.447,-,-,-,-,-,-"
"'[13:19:31.848]',0.867,0.455,-,-,-,-,-,-"
"'[13:19:31.856]',0.843,0.463,-,-,-,-,-,-"
"'[13:19:31.864]',0.851,0.475,-,-,-,-,-,-"
"'[13:19:31.872]',0.780,0.482,-,-,-,-,-,-"
"'[13:19:31.880]',0.796,0.494,-,-,-,-,-,-"
"'[13:19:31.888]',0.749,0.502,-,-,-,-,-,-"
"'[13:19:31.896]',0.765,0.510,-,-,-,-,-,-"
"'[13:19:31.904]',0.678,0.518,-,-,-,-,-,-"
"'[13:19:31.912]',0.639,0.529,-,-,-,-,-,-"
"'[13:19:31.920]',0.600,0.541,-,-,-,-,-,-"
"'[13:19:31.928]',0.624,0.549,-,-,-,-,-,-"
"'[13:19:31.936]',0.569,0.565,-,-,-,-,-,-"
"'[13:19:31.944]',0.600,0.576,-,-,-,-,-,-"
"'[13:19:31.952]',0.600,0.588,-,-,-,-,-,-"
"'[13:19:31.960]',0.741,0.604,-,-,-,-,-,-"
"'[13:19:31.968]',0.796,0.616,-,-,-,-,-,-"
"'[13:19:31.976]',0.859,0.627,-,-,-,-,-,-"
"'[13:19:31.984]',0.804,0.635,-,-,-,-,-,-"
"'[13:19:31.992]',0.686,0.647,-,-,-,-,-,-"
"'[13:19:32.000]',0.545,0.655,-,-,-,-,-,-"
"'[13:19:32.008]',0.494,0.663,-,-,-,-,-,-"
"'[13:19:32.016]',0.463,0.671,-,-,-,-,-,-"
"'[13:19:32.024]',0.471,0.675,-,-,-,-,-,-"
"'[13:19:32.032]',0.424,0.678,-,-,-,-,-,-"
"'[13:19:32.040]',0.408,0.682,-,-,-,-,-,-"
"'[13:19:32.048]',0.416,0.682,-,-,-,-,-,-"
"'[13:19:32.056]',0.392,0.686,-,-,-,-,-,-"
"'[13:19:32.064]',0.424,0.686,-,-,-,-,-,-"
"'[13:19:32.072]',0.369,0.682,-,-,-,-,-,-"
"'[13:19:32.080]',0.392,0.678,-,-,-,-,-,-"
"'[13:19:32.088]',0.329,0.675,-,-,-,-,-,-"
"'[13:19:32.096]',0.353,0.671,-,-,-,-,-,-"
"'[13:19:32.104]',0.329,0.667,-,-,-,-,-,-"
"'[13:19:32.112]',0.345,0.663,-,-,-,-,-,-"
"'[13:19:32.120]',0.329,0.663,-,-,-,-,-,-"
"'[13:19:32.128]',0.345,0.659,-,-,-,-,-,-"
"'[13:19:32.136]',0.275,0.655,-,-,-,-,-,-"
"'[13:19:32.144]',0.314,0.651,-,-,-,-,-,-"
"'[13:19:32.152]',0.259,0.647,-,-,-,-,-,-"
"'[13:19:32.160]',0.314,0.639,-,-,-,-,-,-"
"'[13:19:32.168]',0.267,0.635,-,-,-,-,-,-"
"'[13:19:32.176]',0.275,0.627,-,-,-,-,-,-"
"'[13:19:32.184]',0.220,0.620,-,-,-,-,-,-"
"'[13:19:32.192]',0.235,0.612,-,-,-,-,-,-"
"'[13:19:32.200]',0.196,0.604,-,-,-,-,-,-"
"'[13:19:32.208]',0.220,0.592,-,-,-,-,-,-"
"'[13:19:32.216]',0.173,0.584,-,-,-,-,-,-"
"'[13:19:32.224]',0.149,0.576,-,-,-,-,-,-"
"'[13:19:32.232]',0.118,0.569,-,-,-,-,-,-"
"'[13:19:32.240]',0.125,0.561,-,-,-,-,-,-"
"'[13:19:32.248]',0.102,0.549,-,-,-,-,-,-"
"'[13:19:32.256]',0.071,0.541,-,-,-,-,-,-"
"'[13:19:32.264]',0.110,0.533,-,-,-,-,-,-"
"'[13:19:32.272]',0.039,0.525,-,-,-,-,-,-"
"'[13:19:32.280]',0.094,0.518,-,-,-,-,-,-"
"'[13:19:32.288]',0.055,0.510,-,-,-,-,-,-"
"'[13:19:32.296]',0.094,0.502,-,-,-,-,-,-"
"'[13:19:32.304]',0.055,0.494,-,-,-,-,-,-"
"'[13:19:32.312]',0.118,0.486,-,-,-,-,-,-"
"'[13:19:32.320]',0.055,0.482,-,-,-,-,-,-"
"'[13:19:32.328]',0.102,0.475,-,-,-,-,-,-"
"'[13:19:32.336]',0.055,0.467,-,-,-,-,-,-"
"'[13:19:32.344]',0.102,0.463,-,-,-,-,-,-"
"'[13:19:32.352]',0.039,0.455,-,-,-,-,-,-"
"'[13:19:32.360]',0.102,0.451,-,-,-,-,-,-"
"'[13:19:32.368]',0.055,0.447,-,-,-,-,-,-"
"'[13:19:32.376]',0.133,0.443,-,-,-,-,-,-"
"'[13:19:32.384]',0.102,0.439,-,-,-,-,-,-"
"'[13:19:32.392]',0.149,0.435,-,-,-,-,-,-"
"'[13:19:32.400]',0.110,0.427,-,-,-,-,-,-"
"'[13:19:32.408]',0.149,0.424,-,-,-,-,-,-"
"'[13:19:32.416]',0.173,0.420,-,-,-,-,-,-"
"'[13:19:32.424]',0.149,0.412,-,-,-,-,-,-"
"'[13:19:32.432]',0.212,0.408,-,-,-,-,-,-"
"'[13:19:32.440]',0.173,0.404,-,-,-,-,-,-"
"'[13:19:32.448]',0.235,0.396,-,-,-,-,-,-"
"'[13:19:32.456]',0.188,0.388,-,-,-,-,-,-"
"'[13:19:32.464]',0.259,0.380,-,-,-,-,-,-"
"'[13:19:32.472]',0.220,0.376,-,-,-,-,-,-"
"'[13:19:32.480]',0.306,0.369,-,-,-,-,-,-"
"'[13:19:32.488]',0.275,0.365,-,-,-,-,-,-"
"'[13:19:32.496]',0.353,0.361,-,-,-,-,-,-"
"'[13:19:32.504]',0.322,0.361,-,-,-,-,-,-"
"'[13:19:32.512]',0.408,0.357,-,-,-,-,-,-"
"'[13:19:32.520]',0.400,0.357,-,-,-,-,-,-"
"'[13:19:32.528]',0.471,0.357,-,-,-,-,-,-"
"'[13:19:32.536]',0.455,0.357,-,-,-,-,-,-"
"'[13:19:32.544]',0.514,0.361,-,-,-,-,-,-"
"'[13:19:32.552]',0.471,0.365,-,-,-,-,-,-"
"'[13:19:32.560]',0.584,0.369,-,-,-,-,-,-"
"'[13:19:32.568]',0.655,0.376,-,-,-,-,-,-"
"'[13:19:32.576]',0.773,0.384,-,-,-,-,-,-"
"'[13:19:32.584]',0.788,0.392,-,-,-,-,-,-"
"'[13:19:32.592]',0.757,0.400,-,-,-,-,-,-"
"'[13:19:32.600]',0.671,0.408,-,-,-,-,-,-"
"'[13:19:32.608]',0.600,0.416,-,-,-,-,-,-"
"'[13:19:32.616]',0.624,0.424,-,-,-,-,-,-"
"'[13:19:32.624]',0.608,0.435,-,-,-,-,-,-"
"'[13:19:32.632]',0.663,0.443,-,-,-,-,-,-"
"'[13:19:32.640]',0.639,0.455,-,-,-,-,-,-"
"'[13:19:32.648]',0.694,0.467,-,-,-,-,-,-"
"'[13:19:32.656]',0.678,0.478,-,-,-,-,-,-"
"'[13:19:32.664]',0.725,0.494,-,-,-,-,-,-"
"'[13:19:32.672]',0.694,0.506,-,-,-,-,-,-"
"'[13:19:32.680]',0.749,0.514,-,-,-,-,-,-"
"'[13:19:32.688]',0.733,0.525,-,-,-,-,-,-"
"'[13:19:32.696]',0.765,0.533,-,-,-,-,-,-"
"'[13:19:32.704]',0.765,0.545,-,-,-,-,-,-"
"'[13:19:32.712]',0.780,0.553,-,-,-,-,-,-"
"'[13:19:32.720]',0.780,0.561,-,-,-,-,-,-"
"'[13:19:32.728]',0.843,0.573,-,-,-,-,-,-"
"'[13:19:32.736]',0.820,0.580,-,-,-,-,-,-"
"'[13:19:32.744]',0.843,0.588,-,-,-,-,-,-"
"'[13:19:32.752]',0.827,0.592,-,-,-,-,-,-"
"'[13:19:32.760]',0.875,0.600,-,-,-,-,-,-"
"'[13:19:32.768]',0.890,0.604,-,-,-,-,-,-"
"'[13:19:32.776]',0.922,0.608,-,-,-,-,-,-"
"'[13:19:32.784]',0.906,0.608,-,-,-,-,-,-"
"'[13:19:32.792]',0.937,0.612,-,-,-,-,-,-"
"'[13:19:32.800]',0.945,0.608,-,-,-,-,-,-"
"'[13:19:32.808]',0.984,0.608,-,-,-,-,-,-"
"'[13:19:32.816]',0.992,0.604,-,-,-,-,-,-"
"'[13:19:32.824]',1.031,0.600,-,-,-,-,-,-"
"'[13:19:32.832]',1.031,0.596,-,-,-,-,-,-"
"'[13:19:32.840]',1.071,0.592,-,-,-,-,-,-"
"'[13:19:32.848]',1.078,0.584,-,-,-,-,-,-"
"'[13:19:32.856]',1.055,0.576,-,-,-,-,-,-"
"'[13:19:32.864]',1.071,0.573,-,-,-,-,-,-"
"'[13:19:32.872]',1.071,0.565,-,-,-,-,-,-"
"'[13:19:32.880]',1.094,0.557,-,-,-,-,-,-"
"'[13:19:32.888]',1.118,0.549,-,-,-,-,-,-"
"'[13:19:32.896]',1.125,0.541,-,-,-,-,-,-"
"'[13:19:32.904]',1.110,0.537,-,-,-,-,-,-"
"'[13:19:32.912]',1.118,0.529,-,-,-,-,-,-"
"'[13:19:32.920]',1.094,0.525,-,-,-,-,-,-"
"'[13:19:32.928]',1.125,0.518,-,-,-,-,-,-"
"'[13:19:32.936]',1.118,0.510,-,-,-,-,-,-"
"'[13:19:32.944]',1.157,0.502,-,-,-,-,-,-"
"'[13:19:32.952]',1.180,0.494,-,-,-,-,-,-"
"'[13:19:32.960]',1.243,0.490,-,-,-,-,-,-"
"'[13:19:32.968]',1.235,0.482,-,-,-,-,-,-"
"'[13:19:32.976]',1.306,0.475,-,-,-,-,-,-"
"'[13:19:32.984]',1.322,0.471,-,-,-,-,-,-"
"'[13:19:32.992]',1.353,0.463,-,-,-,-,-,-"
"'[13:19:33.000]',1.337,0.459,-,-,-,-,-,-"
"'[13:19:33.008]',1.376,0.455,-,-,-,-,-,-"
"'[13:19:33.016]',1.384,0.451,-,-,-,-,-,-"
"'[13:19:33.024]',1.376,0.451,-,-,-,-,-,-"
"'[13:19:33.032]',1.424,0.447,-,-,-,-,-,-"
"'[13:19:33.040]',1.447,0.443,-,-,-,-,-,-"
"'[13:19:33.048]',1.463,0.439,-,-,-,-,-,-"
"'[13:19:33.056]',1.478,0.439,-,-,-,-,-,-"
"'[13:19:33.064]',1.494,0.435,-,-,-,-,-,-"
"'[13:19:33.072]',1.478,0.431,-,-,-,-,-,-"
"'[13:19:33.080]',1.506,0.427,-,-,-,-,-,-"
"'[13:19:33.088]',1.494,0.424,-,-,-,-,-,-"
"'[13:19:33.096]',1.506,0.424,-,-,-,-,-,-"
"'[13:19:33.104]',1.506,0.420,-,-,-,-,-,-"
"'[13:19:33.112]',1.506,0.420,-,-,-,-,-,-"
"'[13:19:33.120]',1.506,0.420,-,-,-,-,-,-"
"'[13:19:33.128]',1.506,0.420,-,-,-,-,-,-"
"'[13:19:33.136]',1.506,0.424,-,-,-,-,-,-"
"'[13:19:33.144]',1.506,0.431,-,-,-,-,-,-"
"'[13:19:33.152]',1.506,0.435,-,-,-,-,-,-"
"'[13:19:33.160]',1.506,0.447,-,-,-,-,-,-"
"'[13:19:33.168]',1.506,0.455,-,-,-,-,-,-"
"'[13:19:33.176]',1.506,0.467,-,-,-,-,-,-"
"'[13:19:33.184]',1.506,0.478,-,-,-,-,-,-"
"'[13:19:33.192]',1.506,0.486,-,-,-,-,-,-"
"'[13:19:33.200]',1.506,0.498,-,-,-,-,-,-"
"'[13:19:33.208]',1.471,0.510,-,-,-,-,-,-"
"'[13:19:33.216]',1.416,0.518,-,-,-,-,-,-"
"'[13:19:33.224]',1.392,0.529,-,-,-,-,-,-"
"'[13:19:33.232]',1.298,0.541,-,-,-,-,-,-"
"'[13:19:33.240]',1.227,0.553,-,-,-,-,-,-"
"'[13:19:33.248]',1.118,0.565,-,-,-,-,-,-"
"'[13:19:33.256]',1.047,0.576,-,-,-,-,-,-"
"'[13:19:33.264]',0.984,0.588,-,-,-,-,-,-"
"'[13:19:33.272]',0.937,0.600,-,-,-,-,-,-"
"'[13:19:33.280]',0.898,0.612,-,-,-,-,-,-"
"'[13:19:33.288]',0.835,0.620,-,-,-,-,-,-"
"'[13:19:33.296]',0.757,0.627,-,-,-,-,-,-"
"'[13:19:33.304]',0.671,0.635,-,-,-,-,-,-"
"'[13:19:33.312]',0.608,0.639,-,-,-,-,-,-"
"'[13:19:33.320]',0.522,0.647,-,-,-,-,-,-"
"'[13:19:33.328]',0.463,0.655,-,-,-,-,-,-"
"'[13:19:33.336]',0.384,0.659,-,-,-,-,-,-"
"'[13:19:33.344]',0.345,0.663,-,-,-,-,-,-"
"'[13:19:33.352]',0.290,0.667,-,-,-,-,-,-"
"'[13:19:33.360]',0.282,0.671,-,-,-,-,-,-"
"'[13:19:33.368]',0.259,0.671,-,-,-,-,-,-"
"'[13:19:33.376]',0.361,0.671,-,-,-,-,-,-"
"'[13:19:33.384]',0.416,0.671,-,-,-,-,-,-"
"'[13:19:33.392]',0.455,0.671,-,-,-,-,-,-"
"'[13:19:33.400]',0.392,0.667,-,-,-,-,-,-"
"'[13:19:33.408]',0.337,0.667,-,-,-,-,-,-"
"'[13:19:33.416]',0.235,0.663,-,-,-,-,-,-"
"'[13:19:33.424]',0.204,0.659,-,-,-,-,-,-"
"'[13:19:33.432]',0.235,0.655,-,-,-,-,-,-"
"'[13:19:33.440]',0.196,0.651,-,-,-,-,-,-"
"'[13:19:33.448]',0.259,0.643,-,-,-,-,-,-"
"'[13:19:33.456]',0.243,0.639,-,-,-,-,-,-"
"'[13:19:33.464]',0.329,0.631,-,-,-,-,-,-"
"'[13:19:33.472]',0.314,0.627,-,-,-,-,-,-"
"'[13:19:33.480]',0.337,0.624,-,-,-,-,-,-"
"'[13:19:33.488]',0.322,0.616,-,-,-,-,-,-"
"'[13:19:33.496]',0.392,0.612,-,-,-,-,-,-"
"'[13:19:33.504]',0.416,0.608,-,-,-,-,-,-"
"'[13:19:33.512]',0.431,0.600,-,-,-,-,-,-"
"'[13:19:33.520]',0.416,0.596,-,-,-,-,-,-"
"'[13:19:33.528]',0.494,0.592,-,-,-,-,-,-"
"'[13:19:33.536]',0.486,0.584,-,-,-,-,-,-"
"'[13:19:33.544]',0.553,0.580,-,-,-,-,-,-"
"'[13:19:33.552]',0.545,0.576,-,-,-,-,-,-"
"'[13:19:33.560]',0.576,0.573,-,-,-,-,-,-"
"'[13:19:33.568]',0.553,0.565,-,-,-,-,-,-"
"'[13:19:33.576]',0.576,0.561,-,-,-,-,-,-"
"'[13:19:33.584]',0.545,0.557,-,-,-,-,-,-"
"'[13:19:33.592]',0.545,0.553,-,-,-,-,-,-"
"'[13:19:33.600]',0.494,0.549,-,-,-,-,-,-"
"'[13:19:33.608]',0.537,0.545,-,-,-,-,-,-"
"'[13:19:33.616]',0.494,0.541,-,-,-,-,-,-"
"'[13:19:33.624]',0.506,0.537,-,-,-,-,-,-"
"'[13:19:33.632]',0.514,0.533,-,-,-,-,-,-"
"'[13:19:33.640]',0.306,0.533,-,-,-,-,-,-"
"'[13:19:33.648]',0.220,0.529,-,-,-,-,-,-"
"'[13:19:33.656]',0.431,0.525,-,-,-,-,-,-"
"'[13:19:33.664]',0.569,0.522,-,-,-,-,-,-"
"'[13:19:33.672]',0.545,0.514,-,-,-,-,-,-"
"'[13:19:33.680]',0.616,0.510,-,-,-,-,-,-"
"'[13:19:33.688]',0.710,0.506,-,-,-,-,-,-"
"'[13:19:33.696]',0.749,0.502,-,-,-,-,-,-"
"'[13:19:33.704]',0.741,0.498,-,-,-,-,-,-"
"'[13:19:33.712]',0.765,0.494,-,-,-,-,-,-"
"'[13:19:33.720]',0.718,0.490,-,-,-,-,-,-"
"'[13:19:33.728]',0.765,0.486,-,-,-,-,-,-"
"'[13:19:33.736]',0.663,0.482,-,-,-,-,-,-"
"'[13:19:33.744]',0.655,0.482,-,-,-,-,-,-"
"'[13:19:33.752]',0.710,0.478,-,-,-,-,-,-"
"'[13:19:33.760]',0.820,0.475,-,-,-,-,-,-"
"'[13:19:33.768]',0.804,0.475,-,-,-,-,-,-"
"'[13:19:33.776]',0.804,0.471,-,-,-,-,-,-"
"'[13:19:33.784]',0.741,0.467,-,-,-,-,-,-"
"'[13:19:33.792]',0.765,0.463,-,-,-,-,-,-"
"'[13:19:33.800]',0.678,0.459,-,-,-,-,-,-"
"'[13:19:33.808]',0.718,0.459,-,-,-,-,-,-"
"'[13:19:33.816]',0.694,0.455,-,-,-,-,-,-"
"'[13:19:33.824]',0.671,0.455,-,-,-,-,-,-"
"'[13:19:33.832]',0.600,0.451,-,-,-,-,-,-"
"'[13:19:33.840]',0.569,0.451,-,-,-,-,-,-"
"'[13:19:33.848]',0.529,0.447,-,-,-,-,-,-"
"'[13:19:33.856]',0.514,0.447,-,-,-,-,-,-"
"'[13:19:33.864]',0.522,0.447,-,-,-,-,-,-"
"'[13:19:33.872]',0.486,0.447,-,-,-,-,-,-"
"'[13:19:33.880]',0.545,0.447,-,-,-,-,-,-"
"'[13:19:33.888]',0.569,0.447,-,-,-,-,-,-"
"'[13:19:33.896]',0.576,0.447,-,-,-,-,-,-"
"'[13:19:33.904]',0.600,0.451,-,-,-,-,-,-"
"'[13:19:33.912]',0.561,0.451,-,-,-,-,-,-"
"'[13:19:33.920]',0.506,0.451,-,-,-,-,-,-"
"'[13:19:33.928]',0.569,0.451,-,-,-,-,-,-"
"'[13:19:33.936]',0.494,0.455,-,-,-,-,-,-"
"'[13:19:33.944]',0.584,0.459,-,-,-,-,-,-"
"'[13:19:33.952]',0.545,0.467,-,-,-,-,-,-"
"'[13:19:33.960]',0.616,0.471,-,-,-,-,-,-"
"'[13:19:33.968]',0.545,0.478,-,-,-,-,-,-"
"'[13:19:33.976]',0.600,0.486,-,-,-,-,-,-"
"'[13:19:33.984]',0.514,0.494,-,-,-,-,-,-"
"'[13:19:33.992]',0.545,0.502,-,-,-,-,-,-"
"'[13:19:34.000]',0.439,0.510,-,-,-,-,-,-"
"'[13:19:34.008]',0.486,0.518,-,-,-,-,-,-"
"'[13:19:34.016]',0.416,0.529,-,-,-,-,-,-"
"'[13:19:34.024]',0.400,0.537,-,-,-,-,-,-"
"'[13:19:34.032]',0.416,0.549,-,-,-,-,-,-"
"'[13:19:34.040]',0.329,0.565,-,-,-,-,-,-"
"'[13:19:34.048]',0.345,0.576,-,-,-,-,-,-"
"'[13:19:34.056]',0.259,0.588,-,-,-,-,-,-"
"'[13:19:34.064]',0.306,0.600,-,-,-,-,-,-"
"'[13:19:34.072]',0.220,0.604,-,-,-,-,-,-"
"'[13:19:34.080]',0.275,0.608,-,-,-,-,-,-"
"'[13:19:34.088]',0.235,0.612,-,-,-,-,-,-"
"'[13:19:34.096]',0.408,0.616,-,-,-,-,-,-"
"'[13:19:34.104]',0.384,0.624,-,-,-,-,-,-"
"'[13:19:34.112]',0.439,0.631,-,-,-,-,-,-"
"'[13:19:34.120]',0.275,0.639,-,-,-,-,-,-"
"'[13:19:34.128]',0.259,0.647,-,-,-,-,-,-"
"'[13:19:34.136]',0.180,0.651,-,-,-,-,-,-"
"'[13:19:34.144]',0.243,0.655,-,-,-,-,-,-"
"'[13:19:34.152]',0.204,0.659,-,-,-,-,-,-"
"'[13:19:34.160]',0.251,0.663,-,-,-,-,-,-"
"'[13:19:34.168]',0.212,0.663,-,-,-,-,-,-"
"'[13:19:34.176]',0.235,0.663,-,-,-,-,-,-"
"'[13:19:34.184]',0.149,0.663,-,-,-,-,-,-"
"'[13:19:34.192]',0.220,0.659,-,-,-,-,-,-"
"'[13:19:34.200]',0.149,0.659,-,-,-,-,-,-"
"'[13:19:34.208]',0.165,0.655,-,-,-,-,-,-"
"'[13:19:34.216]',0.110,0.655,-,-,-,-,-,-"
"'[13:19:34.224]',0.086,0.651,-,-,-,-,-,-"
"'[13:19:34.232]',0.118,0.643,-,-,-,-,-,-"
"'[13:19:34.240]',0.094,0.635,-,-,-,-,-,-"
"'[13:19:34.248]',0.180,0.627,-,-,-,-,-,-"
"'[13:19:34.256]',0.165,0.620,-,-,-,-,-,-"
"'[13:19:34.264]',0.243,0.608,-,-,-,-,-,-"
"'[13:19:34.272]',0.227,0.600,-,-,-,-,-,-"
"'[13:19:34.280]',0.306,0.592,-,-,-,-,-,-"
"'[13:19:34.288]',0.282,0.584,-,-,-,-,-,-"
"'[13:19:34.296]',0.361,0.576,-,-,-,-,-,-"
"'[13:19:34.304]',0.345,0.565,-,-,-,-,-,-"
"'[13:19:34.312]',0.431,0.557,-,-,-,-,-,-"
"'[13:19:34.320]',0.424,0.549,-,-,-,-,-,-"
"'[13:19:34.328]',0.514,0.545,-,-,-,-,-,-"
"'[13:19:34.336]',0.514,0.537,-,-,-,-,-,-"
"'[13:19:34.344]',0.561,0.525,-,-,-,-,-,-"
"'[13:19:34.352]',0.529,0.518,-,-,-,-,-,-"
"'[13:19:34.360]',0.584,0.510,-,-,-,-,-,-"
"'[13:19:34.368]',0.584,0.502,-,-,-,-,-,-"
"'[13:19:34.376]',0.631,0.494,-,-,-,-,-,-"
"'[13:19:34.384]',0.624,0.486,-,-,-,-,-,-"
"'[13:19:34.392]',0.671,0.478,-,-,-,-,-,-"
"'[13:19:34.400]',0.678,0.475,-,-,-,-,-,-"
"'[13:19:34.408]',0.749,0.467,-,-,-,-,-,-"
"'[13:19:34.416]',0.765,0.459,-,-,-,-,-,-"
"'[13:19:34.424]',0.804,0.455,-,-,-,-,-,-"
"'[13:19:34.432]',0.827,0.451,-,-,-,-,-,-"
"'[13:19:34.440]',0.859,0.443,-,-,-,-,-,-"
"'[13:19:34.448]',0.875,0.439,-,-,-,-,-,-"
"'[13:19:34.456]',0.851,0.435,-,-,-,-,-,-"
"'[13:19:34.464]',0.882,0.431,-,-,-,-,-,-"
"'[13:19:34.472]',0.851,0.431,-,-,-,-,-,-"
"'[13:19:34.480]',0.875,0.427,-,-,-,-,-,-"
"'[13:19:34.488]',0.851,0.424,-,-,-,-,-,-"
"'[13:19:34.496]',0.859,0.424,-,-,-,-,-,-"
"'[13:19:34.504]',0.835,0.420,-,-,-,-,-,-"
"'[13:19:34.512]',0.851,0.420,-,-,-,-,-,-"
"'[13:19:34.520]',0.804,0.420,-,-,-,-,-,-"
"'[13:19:34.528]',0.812,0.420,-,-,-,-,-,-"
"'[13:19:34.536]',0.796,0.416,-,-,-,-,-,-"
"'[13:19:34.544]',0.804,0.416,-,-,-,-,-,-"
"'[13:19:34.552]',0.741,0.416,-,-,-,-,-,-"
"'[13:19:34.560]',0.749,0.412,-,-,-,-,-,-"
