'Time','II','AVR','V','RESP','PLETH','ABP','CVP','ICP'
'[20:48:49.144]',0.160,0.530,1.045,0.578,1.537,57.099,16.744,-
'[20:48:49.152]',0.135,0.555,1.030,0.584,1.522,57.441,14.868,-
'[20:48:49.160]',0.180,0.525,1.045,0.590,1.507,59.443,13.930,-
'[20:48:49.168]',0.165,0.540,1.025,0.596,1.493,63.155,14.057,-
'[20:48:49.176]',0.200,0.510,1.045,0.603,1.478,68.186,14.184,-
'[20:48:49.184]',0.190,0.525,1.020,0.610,1.464,74.487,13.872,-
'[20:48:49.192]',0.230,0.500,1.040,0.616,1.452,81.716,13.686,-
'[20:48:49.200]',0.210,0.520,1.015,0.622,1.440,88.994,14.243,-
'[20:48:49.208]',0.245,0.485,1.030,0.628,1.428,94.904,14.809,-
'[20:48:49.216]',0.250,0.500,1.010,0.633,1.416,99.007,14.057,-
'[20:48:49.224]',0.285,0.465,1.020,0.638,1.405,101.596,11.810,-
'[20:48:49.232]',0.280,0.470,1.000,0.642,1.393,104.038,9.993,-
'[20:48:49.240]',0.310,0.445,1.000,0.646,1.384,107.115,10.619,-
'[20:48:49.248]',0.305,0.455,0.990,0.650,1.378,110.681,13.305,-
'[20:48:49.256]',0.330,0.435,0.980,0.653,1.371,113.904,15.493,-
'[20:48:49.264]',0.325,0.430,0.990,0.656,1.362,116.298,14.751,-
'[20:48:49.272]',0.350,0.450,0.965,0.658,1.351,118.007,11.625,-
'[20:48:49.280]',0.355,0.420,0.980,0.660,1.340,119.815,9.056,-
'[20:48:49.288]',0.320,0.450,0.960,0.661,1.328,122.061,9.564,-
'[20:48:49.296]',0.345,0.425,0.975,0.662,1.319,124.064,12.436,-
'[20:48:49.304]',0.310,0.455,0.955,0.663,1.311,125.187,14.809,-
'[20:48:49.312]',0.325,0.435,0.975,0.664,1.304,125.481,14.624,-
'[20:48:49.320]',0.300,0.450,0.955,0.664,1.297,125.822,12.807,-
'[20:48:49.328]',0.315,0.435,0.970,0.664,1.291,126.702,11.439,-
'[20:48:49.336]',0.280,0.470,0.955,0.664,1.288,127.678,11.498,-
'[20:48:49.344]',0.300,0.450,0.980,0.664,1.287,128.118,11.869,-
'[20:48:49.352]',0.265,0.475,0.965,0.665,1.283,127.727,11.312,-
'[20:48:49.360]',0.280,0.460,0.975,0.665,1.279,127.044,10.189,-
'[20:48:49.368]',0.255,0.490,0.955,0.666,1.274,126.750,10.120,-
'[20:48:49.376]',0.270,0.465,0.970,0.666,1.268,126.946,11.683,-
'[20:48:49.384]',0.240,0.495,0.950,0.667,1.262,127.141,13.432,-
'[20:48:49.392]',0.275,0.470,0.970,0.668,1.258,126.555,13.432,-
'[20:48:49.400]',0.255,0.485,0.955,0.669,1.257,125.383,11.439,-
'[20:48:49.408]',0.275,0.465,0.970,0.670,1.261,124.406,9.564,-
'[20:48:49.416]',0.245,0.495,0.950,0.670,1.271,124.162,9.935,-
'[20:48:49.424]',0.260,0.470,0.970,0.672,1.290,124.259,12.436,-
'[20:48:49.432]',0.250,0.485,0.975,0.673,1.320,123.624,14.624,-
'[20:48:49.440]',0.275,0.465,0.960,0.674,1.350,122.110,14.624,-
'[20:48:49.448]',0.255,0.480,0.975,0.675,1.387,120.547,12.875,-
'[20:48:49.456]',0.245,0.490,0.960,0.677,1.436,119.668,11.498,-
'[20:48:49.464]',0.270,0.470,0.975,0.678,1.493,119.180,11.752,-
'[20:48:49.472]',0.250,0.490,0.965,0.679,1.554,118.007,12.690,-
'[20:48:49.480]',0.270,0.470,0.990,0.682,1.623,115.809,12.934,-
'[20:48:49.488]',0.255,0.485,0.970,0.684,1.694,113.416,12.563,-
'[20:48:49.496]',0.280,0.460,0.990,0.687,1.765,111.511,12.563,-
'[20:48:49.504]',0.255,0.490,0.975,0.691,1.838,109.753,13.305,-
'[20:48:49.512]',0.295,0.450,0.985,0.694,1.914,107.262,13.999,-
'[20:48:49.520]',0.270,0.480,0.970,0.698,1.992,103.696,13.813,-
'[20:48:49.528]',0.285,0.465,0.980,0.701,2.076,99.886,13.188,-
'[20:48:49.536]',0.265,0.475,0.970,0.705,2.151,96.614,13.246,-
'[20:48:49.544]',0.285,0.455,0.985,0.708,2.218,93.927,14.126,-
'[20:48:49.552]',0.270,0.475,0.975,0.711,2.294,91.241,14.751,-
'[20:48:49.560]',0.295,0.445,0.995,0.714,2.371,88.408,14.184,-
'[20:48:49.568]',0.270,0.475,0.975,0.717,2.444,86.063,13.119,-
'[20:48:49.576]',0.300,0.450,0.995,0.720,2.512,84.842,12.748,-
'[20:48:49.584]',0.275,0.475,0.970,0.724,2.577,84.403,13.373,-
'[20:48:49.592]',0.295,0.450,0.990,0.728,2.637,83.865,13.686,-
'[20:48:49.600]',0.285,0.465,0.975,0.732,2.692,82.498,12.621,-
'[20:48:49.608]',0.325,0.425,0.970,0.735,2.741,80.593,10.746,-
'[20:48:49.616]',0.345,0.420,0.930,0.739,2.787,79.176,10.062,-
'[20:48:49.624]',0.440,0.350,0.915,0.742,2.830,78.590,11.683,-
'[20:48:49.632]',0.480,0.330,0.895,0.745,2.869,78.248,14.311,-
'[20:48:49.640]',0.285,0.450,1.020,0.746,2.897,77.223,15.376,-
'[20:48:49.648]',0.055,0.615,1.135,0.749,2.921,75.806,13.999,-
'[20:48:49.656]',0.035,0.650,1.205,0.750,2.946,74.731,11.752,-
'[20:48:49.664]',0.185,0.620,1.200,0.751,2.970,74.536,10.873,-
'[20:48:49.672]',0.305,0.585,1.225,0.752,2.990,74.634,11.625,-
'[20:48:49.680]',0.220,0.625,1.265,0.753,3.006,74.048,12.690,-
'[20:48:49.688]',0.185,0.640,1.280,0.753,3.018,72.778,13.002,-
'[20:48:49.696]',0.220,0.600,1.295,0.753,3.023,71.947,12.807,-
'[20:48:49.704]',0.195,0.610,1.205,0.753,3.022,71.801,13.119,-
'[20:48:49.712]',0.230,0.550,1.150,0.752,3.019,71.850,13.930,-
'[20:48:49.720]',0.175,0.570,1.065,0.750,3.011,71.312,14.243,-
'[20:48:49.728]',0.230,0.495,0.995,0.749,2.998,70.189,13.559,-
'[20:48:49.736]',0.225,0.500,0.945,0.746,2.979,69.261,12.875,-
'[20:48:49.744]',0.255,0.460,0.950,0.743,2.958,69.114,13.246,-
'[20:48:49.752]',0.230,0.475,0.925,0.739,2.935,69.359,14.243,-
'[20:48:49.760]',0.265,0.445,0.935,0.735,2.908,69.163,14.370,-
'[20:48:49.768]',0.230,0.475,0.920,0.730,2.881,68.284,12.875,-
'[20:48:49.776]',0.265,0.445,0.930,0.726,2.849,67.356,11.000,-
'[20:48:49.784]',0.235,0.470,0.915,0.722,2.812,67.112,10.746,-
'[20:48:49.792]',0.260,0.445,0.935,0.718,2.773,67.356,12.690,-
'[20:48:49.800]',0.235,0.470,0.920,0.713,2.730,67.356,14.995,-
'[20:48:49.808]',0.270,0.435,0.935,0.708,2.683,66.623,15.747,-
'[20:48:49.816]',0.260,0.450,0.940,0.702,2.635,65.598,14.809,-
'[20:48:49.824]',0.285,0.425,0.920,0.697,2.587,65.305,13.930,-
'[20:48:49.832]',0.255,0.450,0.930,0.691,2.537,65.598,14.370,-
'[20:48:49.840]',0.280,0.425,0.920,0.685,2.493,65.744,15.435,-
'[20:48:49.848]',0.290,0.435,0.930,0.679,2.453,65.109,15.689,-
'[20:48:49.856]',0.285,0.415,0.905,0.674,2.408,64.132,15.063,-
'[20:48:49.864]',0.320,0.405,0.925,0.669,2.357,63.742,14.682,-
'[20:48:49.872]',0.305,0.420,0.905,0.664,2.305,64.035,15.493,-
'[20:48:49.880]',0.360,0.375,0.910,0.660,2.254,64.230,16.626,-
'[20:48:49.888]',0.325,0.405,0.885,0.656,2.207,63.790,16.939,-
'[20:48:49.896]',0.370,0.365,0.895,0.652,2.162,63.448,16.314,-
'[20:48:49.904]',0.365,0.380,0.870,0.647,2.118,64.425,16.001,-
'[20:48:49.912]',0.415,0.335,0.880,0.643,2.078,67.356,16.744,-
'[20:48:49.920]',0.405,0.350,0.850,0.638,2.042,72.192,17.750,-
'[20:48:49.928]',0.440,0.315,0.860,0.634,2.010,77.809,17.496,-
'[20:48:49.936]',0.435,0.335,0.835,0.631,1.983,83.621,16.001,-
'[20:48:49.944]',0.475,0.295,0.850,0.627,1.960,89.287,15.181,-
'[20:48:49.952]',0.465,0.310,0.830,0.624,1.937,94.611,16.626,-
'[20:48:49.960]',0.490,0.290,0.845,0.620,1.919,99.056,19.498,-
'[20:48:49.968]',0.475,0.310,0.830,0.617,1.900,101.938,21.433,-
'[20:48:49.976]',0.495,0.295,0.855,0.612,1.879,103.550,20.876,-
'[20:48:49.984]',0.475,0.315,0.835,0.608,1.853,104.917,19.000,-
'[20:48:49.992]',0.500,0.295,0.865,0.603,1.827,107.115,18.062,-
'[20:48:50.000]',0.460,0.335,0.870,0.598,1.802,109.850,18.815,-
'[20:48:50.008]',0.465,0.330,0.895,0.592,1.776,112.244,19.557,-
'[20:48:50.016]',0.415,0.375,0.885,0.586,1.752,113.563,18.561,-
'[20:48:50.024]',0.410,0.370,0.915,0.581,1.726,114.246,16.314,-
'[20:48:50.032]',0.375,0.405,0.925,0.575,1.700,115.126,14.995,-
'[20:48:50.040]',0.360,0.400,0.950,0.569,1.675,116.493,16.187,-
'[20:48:50.048]',0.365,0.430,0.965,0.563,1.653,117.617,18.688,-
'[20:48:50.056]',0.325,0.445,0.980,0.557,1.626,117.812,19.997,-
'[20:48:50.064]',0.305,0.440,1.000,0.550,1.596,117.372,19.059,-
'[20:48:50.072]',0.310,0.465,0.985,0.544,1.569,117.177,17.252,-
'[20:48:50.080]',0.285,0.450,1.015,0.537,1.546,117.617,16.431,-
'[20:48:50.088]',0.270,0.490,1.005,0.530,1.528,118.056,16.939,-
'[20:48:50.096]',0.300,0.460,1.030,0.524,1.511,117.568,17.369,-
'[20:48:50.104]',0.265,0.490,1.020,0.518,1.497,116.493,16.998,-
'[20:48:50.112]',0.280,0.475,1.045,0.511,1.484,115.614,16.314,-
'[20:48:50.120]',0.245,0.500,1.015,0.504,1.473,115.321,16.372,-
'[20:48:50.128]',0.265,0.480,1.040,0.497,1.464,114.735,16.871,-
'[20:48:50.136]',0.250,0.500,1.020,0.489,1.460,113.074,16.685,-
'[20:48:50.144]',0.280,0.470,1.030,0.481,1.460,110.485,15.620,-
'[20:48:50.152]',0.260,0.495,1.015,0.473,1.460,107.945,14.809,-
'[20:48:50.160]',0.280,0.475,1.040,0.465,1.461,105.796,15.122,-
'[20:48:50.168]',0.280,0.475,1.015,0.457,1.467,103.452,16.118,-
'[20:48:50.176]',0.300,0.455,1.030,0.449,1.480,100.179,16.245,-
'[20:48:50.184]',0.280,0.475,1.010,0.442,1.499,96.369,15.063,-
'[20:48:50.192]',0.300,0.450,1.020,0.435,1.524,93.097,13.872,-
'[20:48:50.200]',0.300,0.450,1.010,0.429,1.556,90.948,13.872,-
'[20:48:50.208]',0.305,0.445,1.020,0.423,1.595,89.385,14.809,-
'[20:48:50.216]',0.280,0.475,1.000,0.417,1.643,87.626,15.249,-
'[20:48:50.224]',0.315,0.440,1.015,0.410,1.697,85.624,14.555,-
'[20:48:50.232]',0.285,0.470,1.000,0.404,1.753,84.110,13.872,-
'[20:48:50.240]',0.320,0.440,1.010,0.397,1.802,83.475,14.184,-
'[20:48:50.248]',0.290,0.465,1.000,0.391,1.850,83.035,15.249,-
'[20:48:50.256]',0.300,0.450,1.015,0.385,1.907,81.863,15.806,-
'[20:48:50.264]',0.280,0.480,1.020,0.378,1.966,80.153,15.308,-
'[20:48:50.272]',0.275,0.465,1.005,0.372,2.027,78.883,14.497,-
'[20:48:50.280]',0.295,0.455,1.025,0.365,2.088,78.346,14.555,-
'[20:48:50.288]',0.265,0.490,1.010,0.358,2.146,78.053,15.376,-
'[20:48:50.296]',0.295,0.460,1.020,0.350,2.201,76.978,15.620,-
'[20:48:50.304]',0.265,0.485,1.010,0.342,2.254,75.464,14.995,-
'[20:48:50.312]',0.285,0.460,1.025,0.335,2.303,74.341,14.370,-
'[20:48:50.320]',0.255,0.485,1.010,0.327,2.353,74.243,14.868,-
'[20:48:50.328]',0.265,0.470,1.025,0.319,2.399,74.341,15.874,-
'[20:48:50.336]',0.245,0.495,1.010,0.312,2.432,73.852,16.187,-
'[20:48:50.344]',0.270,0.470,1.020,0.304,2.459,72.778,15.308,-
'[20:48:50.352]',0.235,0.505,1.000,0.297,2.492,72.094,14.497,-
'[20:48:50.360]',0.250,0.485,1.025,0.290,2.523,72.240,15.063,-
'[20:48:50.368]',0.235,0.500,1.005,0.284,2.551,72.436,16.314,-
'[20:48:50.376]',0.255,0.485,1.035,0.276,2.573,71.850,16.812,-
'[20:48:50.384]',0.235,0.500,1.000,0.269,2.587,70.677,15.874,-
'[20:48:50.392]',0.260,0.470,1.020,0.261,2.598,69.945,14.682,-
'[20:48:50.400]',0.235,0.500,1.000,0.253,2.603,69.994,14.682,-
'[20:48:50.408]',0.265,0.475,1.020,0.245,2.602,70.189,15.620,-
'[20:48:50.416]',0.230,0.500,1.000,0.238,2.594,69.603,16.187,-
'[20:48:50.424]',0.250,0.475,1.020,0.231,2.581,68.479,15.747,-
'[20:48:50.432]',0.230,0.500,1.000,0.224,2.559,67.747,15.063,-
'[20:48:50.440]',0.255,0.480,1.015,0.217,2.532,67.844,15.181,-
'[20:48:50.448]',0.235,0.500,1.020,0.210,2.500,68.089,15.874,-
'[20:48:50.456]',0.255,0.485,1.000,0.202,2.464,67.698,16.001,-
'[20:48:50.464]',0.265,0.475,1.020,0.194,2.426,66.623,15.308,-
'[20:48:50.472]',0.240,0.500,1.000,0.186,2.389,65.842,14.682,-
'[20:48:50.480]',0.275,0.470,1.010,0.178,2.355,66.037,15.249,-
'[20:48:50.488]',0.245,0.495,0.995,0.170,2.324,66.281,16.314,-
'[20:48:50.496]',0.280,0.465,1.015,0.162,2.293,65.842,16.558,-
'[20:48:50.504]',0.255,0.495,1.000,0.156,2.262,64.816,15.689,-
'[20:48:50.512]',0.295,0.460,1.020,0.149,2.231,64.181,14.809,-
'[20:48:50.520]',0.285,0.475,1.010,0.144,2.200,64.230,15.249,-
'[20:48:50.528]',0.305,0.450,1.020,0.138,2.171,64.572,16.626,-
'[20:48:50.536]',0.290,0.465,0.985,0.133,2.146,64.132,17.252,-
'[20:48:50.544]',0.310,0.440,0.995,0.128,2.122,63.107,16.431,-
'[20:48:50.552]',0.285,0.455,0.965,0.122,2.097,62.423,15.181,-
'[20:48:50.560]',0.335,0.420,0.980,0.117,2.069,62.569,14.995,-
'[20:48:50.568]',0.305,0.450,0.970,0.113,2.040,62.911,15.747,-
'[20:48:50.576]',0.320,0.435,0.985,0.108,2.009,62.569,16.314,-
'[20:48:50.584]',0.275,0.465,0.970,0.105,1.979,61.592,16.060,-
'[20:48:50.592]',0.290,0.455,1.000,0.101,1.950,61.006,15.620,-
'[20:48:50.600]',0.265,0.485,0.990,0.097,1.922,61.251,15.874,-
'[20:48:50.608]',0.260,0.480,1.000,0.093,1.893,61.544,16.558,-
'[20:48:50.616]',0.230,0.510,0.985,0.089,1.865,61.251,16.558,-
'[20:48:50.624]',0.245,0.490,1.005,0.085,1.838,60.225,15.689,-
'[20:48:50.632]',0.225,0.510,0.990,0.081,1.817,59.590,15.063,-
'[20:48:50.640]',0.250,0.490,1.000,0.077,1.800,59.785,15.689,-
'[20:48:50.648]',0.230,0.505,0.990,0.074,1.783,60.176,16.939,-
'[20:48:50.656]',0.220,0.510,1.020,0.070,1.769,59.785,17.252,-
'[20:48:50.664]',0.135,0.560,1.075,0.067,1.757,58.808,16.118,-
'[20:48:50.672]',0.210,0.515,1.085,0.065,1.744,58.027,14.751,-
'[20:48:50.680]',0.390,0.410,0.980,0.062,1.732,58.027,14.624,-
'[20:48:50.688]',0.765,0.165,0.755,0.060,1.718,58.320,15.620,-
'[20:48:50.696]',1.195,-0.100,0.485,0.058,1.701,57.929,16.314,-
'[20:48:50.704]',1.370,-0.190,0.395,0.057,1.682,56.855,16.060,-
'[20:48:50.712]',1.060,-0.015,0.570,0.055,1.662,56.122,15.435,-
'[20:48:50.720]',0.610,0.265,0.780,0.054,1.641,56.171,15.562,-
'[20:48:50.728]',0.315,0.450,0.945,0.053,1.617,56.464,16.314,-
'[20:48:50.736]',0.200,0.525,0.990,0.053,1.591,56.122,16.499,-
'[20:48:50.744]',0.180,0.520,1.030,0.053,1.568,55.194,15.747,-
'[20:48:50.752]',0.140,0.560,1.020,0.053,1.541,54.510,14.868,-
'[20:48:50.760]',0.150,0.545,1.045,0.054,1.510,54.657,14.995,-
'[20:48:50.768]',0.100,0.585,1.030,0.055,1.481,55.096,15.874,-
'[20:48:50.776]',0.125,0.555,1.055,0.057,1.453,54.803,16.245,-
'[20:48:50.784]',0.110,0.580,1.025,0.059,1.426,53.777,15.620,-
'[20:48:50.792]',0.135,0.550,1.050,0.062,1.404,53.094,14.809,-
'[20:48:50.800]',0.090,0.590,1.040,0.064,1.385,53.240,14.995,-
'[20:48:50.808]',0.110,0.570,1.060,0.067,1.369,53.631,15.806,-
'[20:48:50.816]',0.095,0.590,1.035,0.070,1.354,53.289,16.060,-
'[20:48:50.824]',0.110,0.570,1.050,0.072,1.341,52.361,15.249,-
'[20:48:50.832]',0.090,0.585,1.035,0.074,1.334,51.726,14.311,-
'[20:48:50.840]',0.115,0.565,1.055,0.077,1.331,52.117,14.497,-
'[20:48:50.848]',0.095,0.585,1.060,0.079,1.326,52.605,15.493,-
'[20:48:50.856]',0.130,0.560,1.045,0.082,1.320,52.361,15.806,-
'[20:48:50.864]',0.135,0.550,1.060,0.086,1.313,51.433,14.936,-
'[20:48:50.872]',0.110,0.575,1.045,0.090,1.306,50.798,13.813,-
'[20:48:50.880]',0.135,0.555,1.065,0.094,1.299,51.042,13.745,-
'[20:48:50.888]',0.115,0.570,1.040,0.097,1.292,51.482,14.624,-
'[20:48:50.896]',0.135,0.550,1.050,0.101,1.285,51.237,14.995,-
'[20:48:50.904]',0.105,0.580,1.025,0.105,1.277,50.309,14.184,-
'[20:48:50.912]',0.135,0.550,1.040,0.108,1.265,49.968,13.061,-
'[20:48:50.920]',0.115,0.585,1.020,0.112,1.250,51.237,12.690,-
'[20:48:50.928]',0.135,0.555,1.040,0.117,1.233,53.973,13.119,-
'[20:48:50.936]',0.120,0.575,1.015,0.121,1.218,57.978,13.188,-
'[20:48:50.944]',0.165,0.540,1.035,0.126,1.207,63.937,12.250,-
'[20:48:50.952]',0.145,0.565,1.010,0.130,1.196,72.094,11.244,-
'[20:48:50.960]',0.185,0.535,1.030,0.136,1.188,81.423,11.127,-
'[20:48:50.968]',0.170,0.545,1.010,0.141,1.180,89.287,11.996,-
'[20:48:50.976]',0.205,0.515,1.020,0.147,1.172,94.513,12.875,-
'[20:48:50.984]',0.190,0.535,1.000,0.152,1.166,97.932,13.246,-
'[20:48:50.992]',0.230,0.505,1.015,0.157,1.165,101.156,13.432,-
'[20:48:51.000]',0.225,0.515,0.985,0.161,1.166,104.868,13.432,-
'[20:48:51.008]',0.275,0.470,0.995,0.166,1.167,108.287,12.494,-
'[20:48:51.016]',0.270,0.495,0.970,0.171,1.165,111.071,10.120,-
'[20:48:51.024]',0.295,0.470,0.985,0.176,1.161,113.318,7.375,-
'[20:48:51.032]',0.280,0.485,0.965,0.181,1.159,115.809,6.311,-
'[20:48:51.040]',0.315,0.450,0.970,0.187,1.161,118.691,7.932,-
'[20:48:51.048]',0.285,0.475,0.955,0.191,1.162,121.231,11.000,-
'[20:48:51.056]',0.300,0.460,0.950,0.195,1.159,122.843,12.807,-
'[20:48:51.064]',0.305,0.455,0.965,0.199,1.154,123.820,12.064,-
'[20:48:51.072]',0.290,0.475,0.950,0.202,1.149,124.748,10.120,-
'[20:48:51.080]',0.300,0.455,0.970,0.206,1.142,126.067,9.056,-
'[20:48:51.088]',0.260,0.485,0.955,0.209,1.135,127.239,9.495,-
'[20:48:51.096]',0.280,0.455,0.975,0.213,1.126,127.630,10.374,-
'[20:48:51.104]',0.235,0.505,0.940,0.217,1.116,127.239,10.501,-
'[20:48:51.112]',0.265,0.475,0.960,0.220,1.109,127.044,10.189,-
'[20:48:51.120]',0.235,0.505,0.940,0.224,1.103,127.239,10.374,-
'[20:48:51.128]',0.260,0.475,0.955,0.227,1.100,127.288,11.244,-
'[20:48:51.136]',0.220,0.515,0.945,0.230,1.102,126.604,12.123,-
'[20:48:51.144]',0.240,0.490,0.965,0.233,1.107,125.725,12.563,-
'[20:48:51.152]',0.220,0.505,0.950,0.235,1.109,125.383,12.621,-
'[20:48:51.160]',0.235,0.490,0.975,0.237,1.109,125.432,12.436,-
'[20:48:51.168]',0.205,0.515,0.950,0.239,1.111,125.041,11.810,-
'[20:48:51.176]',0.230,0.495,0.965,0.241,1.116,123.869,10.746,-
'[20:48:51.184]',0.210,0.520,0.950,0.244,1.124,122.599,10.062,-
'[20:48:51.192]',0.235,0.485,0.970,0.247,1.139,121.915,10.814,-
'[20:48:51.200]',0.215,0.515,0.945,0.250,1.164,121.573,12.563,-
'[20:48:51.208]',0.230,0.495,0.960,0.253,1.201,120.889,13.618,-
'[20:48:51.216]',0.205,0.515,0.950,0.255,1.250,119.375,12.494,-
'[20:48:51.224]',0.230,0.490,0.965,0.258,1.309,117.372,9.808,-
'[20:48:51.232]',0.210,0.510,0.950,0.261,1.369,115.663,8.001,-
'[20:48:51.240]',0.235,0.485,0.970,0.264,1.432,114.442,8.870,-
'[20:48:51.248]',0.225,0.500,0.955,0.267,1.508,112.879,11.752,-
'[20:48:51.256]',0.215,0.505,0.950,0.271,1.589,110.485,14.370,-
'[20:48:51.264]',0.240,0.485,0.970,0.274,1.671,107.555,15.181,-
'[20:48:51.272]',0.225,0.505,0.950,0.279,1.754,104.819,14.438,-
'[20:48:51.280]',0.245,0.485,0.970,0.283,1.838,102.182,13.119,-
'[20:48:51.288]',0.240,0.500,0.950,0.288,1.921,99.056,11.810,-
'[20:48:51.296]',0.260,0.475,0.970,0.293,2.003,95.099,10.687,-
'[20:48:51.304]',0.230,0.505,0.955,0.298,2.087,91.290,10.247,-
'[20:48:51.312]',0.250,0.485,0.970,0.302,2.168,88.554,10.931,-
'[20:48:51.320]',0.235,0.500,0.945,0.306,2.244,86.991,12.309,-
'[20:48:51.328]',0.255,0.480,0.965,0.310,2.318,85.673,12.875,-
'[20:48:51.336]',0.230,0.500,0.950,0.314,2.378,84.012,11.869,-
'[20:48:51.344]',0.255,0.475,0.960,0.319,2.429,82.498,10.189,-
'[20:48:51.352]',0.230,0.495,0.945,0.324,2.491,81.618,9.564,-
'[20:48:51.360]',0.250,0.475,0.970,0.329,2.557,81.179,10.433,-
'[20:48:51.368]',0.230,0.495,0.945,0.333,2.621,80.251,11.439,-
'[20:48:51.376]',0.260,0.470,0.955,0.338,2.680,78.688,11.371,-
'[20:48:51.384]',0.230,0.500,0.940,0.342,2.739,77.174,10.374,-
'[20:48:51.392]',0.235,0.480,0.965,0.346,2.793,76.343,9.876,-
'[20:48:51.400]',0.215,0.505,0.955,0.350,2.838,76.050,10.560,-
'[20:48:51.408]',0.265,0.470,0.980,0.355,2.873,75.415,11.439,-
'[20:48:51.416]',0.260,0.485,0.960,0.360,2.901,74.243,11.439,-
'[20:48:51.424]',0.275,0.460,0.975,0.366,2.924,73.071,10.501,-
'[20:48:51.432]',0.245,0.485,0.955,0.370,2.935,72.485,9.808,-
'[20:48:51.440]',0.265,0.460,0.950,0.374,2.939,72.485,9.993,-
'[20:48:51.448]',0.270,0.455,0.930,0.378,2.945,72.387,10.247,-
'[20:48:51.456]',0.285,0.460,0.925,0.382,2.950,71.508,9.564,-
'[20:48:51.464]',0.275,0.445,0.935,0.386,2.950,70.287,8.001,-
'[20:48:51.472]',0.280,0.460,0.925,0.389,2.924,69.554,7.375,-
'[20:48:51.480]',0.230,0.455,0.955,0.392,2.881,69.505,8.743,-
'[20:48:51.488]',0.220,0.495,0.940,0.395,2.849,69.603,11.244,-
'[20:48:51.496]',0.245,0.470,0.965,0.397,2.823,69.114,12.807,-
'[20:48:51.504]',0.220,0.505,0.950,0.399,2.800,67.991,12.436,-
'[20:48:51.512]',0.235,0.490,0.975,0.401,2.776,67.258,11.127,-
'[20:48:51.520]',0.170,0.535,0.965,0.403,2.751,67.258,10.746,-
'[20:48:51.528]',0.195,0.505,0.975,0.404,2.724,67.307,11.752,-
'[20:48:51.536]',0.160,0.540,0.960,0.405,2.697,66.672,13.119,-
'[20:48:51.544]',0.170,0.520,0.980,0.406,2.666,65.695,13.930,-
'[20:48:51.552]',0.160,0.535,0.955,0.406,2.630,65.158,14.057,-
'[20:48:51.560]',0.175,0.520,1.005,0.406,2.589,65.353,13.686,-
'[20:48:51.568]',0.060,0.590,1.055,0.406,2.544,65.305,12.807,-
'[20:48:51.576]',0.170,0.525,1.080,0.405,2.495,64.474,11.625,-
'[20:48:51.584]',0.365,0.425,0.940,0.405,2.439,63.448,11.058,-
'[20:48:51.592]',0.805,0.135,0.720,0.403,2.381,63.009,11.937,-
'[20:48:51.600]',1.190,-0.085,0.460,0.402,2.322,63.253,13.930,-
'[20:48:51.608]',1.305,-0.150,0.415,0.401,2.261,63.253,15.376,-
'[20:48:51.616]',0.895,0.090,0.575,0.399,2.204,62.423,14.936,-
'[20:48:51.624]',0.460,0.340,0.820,0.398,2.152,61.348,13.432,-
'[20:48:51.632]',0.185,0.525,0.940,0.396,2.108,61.055,12.563,-
'[20:48:51.640]',0.150,0.540,1.000,0.395,2.067,61.446,13.246,-
'[20:48:51.648]',0.100,0.575,1.005,0.394,2.025,61.495,14.370,-
'[20:48:51.656]',0.085,0.570,1.020,0.394,1.983,60.811,14.682,-
'[20:48:51.664]',0.060,0.595,1.025,0.393,1.945,59.785,14.057,-
'[20:48:51.672]',0.075,0.585,1.010,0.393,1.911,59.541,13.686,-
'[20:48:51.680]',0.045,0.605,1.040,0.393,1.878,59.932,14.126,-
'[20:48:51.688]',0.030,0.615,1.020,0.393,1.844,60.029,14.751,-
'[20:48:51.696]',0.065,0.590,1.040,0.393,1.811,59.297,14.555,-
'[20:48:51.704]',0.045,0.610,1.020,0.393,1.778,58.369,13.745,-
'[20:48:51.712]',0.065,0.590,1.045,0.393,1.743,58.124,13.432,-
'[20:48:51.720]',0.045,0.610,1.020,0.394,1.708,58.564,14.126,-
'[20:48:51.728]',0.085,0.575,1.040,0.394,1.675,58.759,14.809,-
'[20:48:51.736]',0.045,0.605,1.020,0.395,1.649,57.978,14.624,-
'[20:48:51.744]',0.080,0.580,1.040,0.396,1.627,57.050,13.872,-
'[20:48:51.752]',0.040,0.610,1.025,0.397,1.605,56.757,13.872,-
'[20:48:51.760]',0.060,0.585,1.045,0.399,1.584,57.245,14.868,-
'[20:48:51.768]',0.045,0.605,1.035,0.401,1.563,57.441,15.747,-
'[20:48:51.776]',0.075,0.575,1.045,0.403,1.543,56.659,15.435,-
'[20:48:51.784]',0.065,0.595,1.020,0.405,1.524,55.682,14.184,-
'[20:48:51.792]',0.090,0.570,1.045,0.407,1.507,55.438,13.500,-
'[20:48:51.800]',0.065,0.590,1.025,0.408,1.492,55.878,14.126,-
'[20:48:51.808]',0.090,0.570,1.045,0.409,1.477,56.073,15.063,-
'[20:48:51.816]',0.060,0.600,1.025,0.410,1.463,55.438,14.868,-
'[20:48:51.824]',0.080,0.575,1.045,0.412,1.450,54.803,13.618,-
'[20:48:51.832]',0.080,0.590,1.015,0.413,1.439,55.487,12.621,-
'[20:48:51.840]',0.140,0.540,1.020,0.414,1.432,58.222,12.621,-
'[20:48:51.848]',0.110,0.565,1.025,0.415,1.423,62.618,13.002,-
'[20:48:51.856]',0.140,0.570,1.020,0.415,1.413,68.186,12.690,-
