'Time','PLETH','II','ABP'
'[00:25:49.760 1]',0.482,-0.039,66.875
'[00:25:49.768 1]',0.482,-0.016,66.562
'[00:25:49.776 1]',0.482,-0.016,65.938
'[00:25:49.784 1]',0.490,-0.008,65.625
'[00:25:49.792 1]',0.490,0.008,65.000
'[00:25:49.800 1]',0.502,0.024,64.688
'[00:25:49.808 1]',0.502,0.039,64.375
'[00:25:49.816 1]',0.510,0.031,64.062
'[00:25:49.824 1]',0.518,0.039,63.750
'[00:25:49.832 1]',0.525,0.024,63.125
'[00:25:49.840 1]',0.541,0.024,62.812
'[00:25:49.848 1]',0.549,0.039,62.500
'[00:25:49.856 1]',0.557,0.087,61.875
'[00:25:49.864 1]',0.569,0.220,61.562
'[00:25:49.872 1]',0.576,0.362,61.250
'[00:25:49.880 1]',0.584,0.220,60.938
'[00:25:49.888 1]',0.592,-0.024,60.625
'[00:25:49.896 1]',0.600,-0.189,60.000
'[00:25:49.904 1]',0.608,-0.173,59.688
'[00:25:49.912 1]',0.616,-0.134,59.375
'[00:25:49.920 1]',0.616,-0.063,59.062
'[00:25:49.928 1]',0.627,-0.063,58.750
'[00:25:49.936 1]',0.635,-0.047,58.438
'[00:25:49.944 1]',0.635,-0.047,57.812
'[00:25:49.952 1]',0.635,-0.024,57.500
'[00:25:49.960 1]',0.643,-0.016,57.188
'[00:25:49.968 1]',0.643,-0.008,56.562
'[00:25:49.976 1]',0.643,0.008,56.250
'[00:25:49.984 1]',0.643,0.024,55.625
'[00:25:49.992 1]',0.643,0.008,55.312
'[00:25:50.000 1]',0.643,0.016,54.688
'[00:25:50.008 1]',0.635,0.008,54.375
'[00:25:50.016 1]',0.635,0.000,54.062
'[00:25:50.024 1]',0.635,-0.016,53.750
'[00:25:50.032 1]',0.635,-0.031,53.438
'[00:25:50.040 1]',0.627,-0.016,53.125
'[00:25:50.048 1]',0.627,-0.016,52.812
'[00:25:50.056 1]',0.627,-0.008,52.500
'[00:25:50.064 1]',0.616,0.000,52.188
'[00:25:50.072 1]',0.616,0.016,51.875
'[00:25:50.080 1]',0.616,0.008,51.562
'[00:25:50.088 1]',0.608,0.024,51.250
'[00:25:50.096 1]',0.608,0.008,50.938
'[00:25:50.104 1]',0.600,0.039,50.938
'[00:25:50.112 1]',0.600,0.039,50.938
'[00:25:50.120 1]',0.600,0.055,51.875
'[00:25:50.128 1]',0.592,0.055,53.438
'[00:25:50.136 1]',0.592,0.071,56.250
'[00:25:50.144 1]',0.584,0.063,60.625
'[00:25:50.152 1]',0.576,0.063,65.938
'[00:25:50.160 1]',0.576,0.047,71.875
'[00:25:50.168 1]',0.569,0.039,77.812
'[00:25:50.176 1]',0.569,0.024,82.500
'[00:25:50.184 1]',0.557,0.008,86.875
'[00:25:50.192 1]',0.557,-0.008,90.000
'[00:25:50.200 1]',0.549,-0.016,92.500
'[00:25:50.208 1]',0.541,-0.008,94.688
'[00:25:50.216 1]',0.541,-0.016,96.250
'[00:25:50.224 1]',0.533,0.008,97.188
'[00:25:50.232 1]',0.533,0.008,98.125
'[00:25:50.240 1]',0.525,0.016,98.438
'[00:25:50.248 1]',0.518,0.047,98.125
'[00:25:50.256 1]',0.518,0.205,97.812
'[00:25:50.264 1]',0.510,0.394,97.188
'[00:25:50.272 1]',0.510,0.402,95.938
'[00:25:50.280 1]',0.502,0.063,94.375
'[00:25:50.288 1]',0.502,-0.008,92.500
'[00:25:50.296 1]',0.502,-0.063,90.000
'[00:25:50.304 1]',0.490,-0.047,87.188
'[00:25:50.312 1]',0.490,-0.055,84.062
'[00:25:50.320 1]',0.482,-0.055,80.312
'[00:25:50.328 1]',0.482,-0.063,76.562
'[00:25:50.336 1]',0.475,-0.055,72.812
'[00:25:50.344 1]',0.475,-0.055,69.688
'[00:25:50.352 1]',0.475,-0.039,66.875
'[00:25:50.360 1]',0.467,-0.039,65.000
'[00:25:50.368 1]',0.467,-0.024,63.750
'[00:25:50.376 1]',0.475,-0.031,63.125
'[00:25:50.384 1]',0.475,-0.016,62.500
'[00:25:50.392 1]',0.475,-0.016,62.188
'[00:25:50.400 1]',0.482,-0.024,61.562
'[00:25:50.408 1]',0.482,0.000,61.250
'[00:25:50.416 1]',0.490,0.008,60.938
'[00:25:50.424 1]',0.502,0.008,60.312
'[00:25:50.432 1]',0.502,0.008,60.000
'[00:25:50.440 1]',0.510,0.008,59.688
'[00:25:50.448 1]',0.518,-0.016,59.375
'[00:25:50.456 1]',0.525,-0.016,59.062
'[00:25:50.464 1]',0.533,-0.031,58.438
'[00:25:50.472 1]',0.541,-0.016,58.125
'[00:25:50.480 1]',0.549,-0.031,57.812
'[00:25:50.488 1]',0.557,0.000,57.500
'[00:25:50.496 1]',0.569,0.000,57.188
'[00:25:50.504 1]',0.576,0.008,56.875
'[00:25:50.512 1]',0.584,0.024,56.875
'[00:25:50.520 1]',0.584,0.039,56.562
'[00:25:50.528 1]',0.592,0.039,56.562
'[00:25:50.536 1]',0.592,0.055,56.875
'[00:25:50.544 1]',0.600,0.055,57.812
'[00:25:50.552 1]',0.600,0.063,59.062
'[00:25:50.560 1]',0.600,0.063,61.562
'[00:25:50.568 1]',0.608,0.055,64.688
'[00:25:50.576 1]',0.608,0.039,68.125
'[00:25:50.584 1]',0.608,0.055,71.875
'[00:25:50.592 1]',0.608,0.031,75.000
'[00:25:50.600 1]',0.600,0.024,77.812
'[00:25:50.608 1]',0.600,0.008,79.688
'[00:25:50.616 1]',0.600,0.008,81.250
'[00:25:50.624 1]',0.600,0.008,82.188
'[00:25:50.632 1]',0.592,0.000,82.500
'[00:25:50.640 1]',0.592,0.008,81.875
'[00:25:50.648 1]',0.584,0.008,80.938
'[00:25:50.656 1]',0.584,0.055,78.750
'[00:25:50.664 1]',0.576,0.197,76.250
'[00:25:50.672 1]',0.576,0.339,73.125
'[00:25:50.680 1]',0.569,0.205,69.688
'[00:25:50.688 1]',0.569,0.000,66.562
'[00:25:50.696 1]',0.557,-0.102,63.438
'[00:25:50.704 1]',0.549,-0.063,61.250
'[00:25:50.712 1]',0.549,-0.031,59.375
'[00:25:50.720 1]',0.541,0.008,58.125
'[00:25:50.728 1]',0.541,-0.008,57.500
'[00:25:50.736 1]',0.533,0.000,56.875
'[00:25:50.744 1]',0.525,-0.016,56.562
'[00:25:50.752 1]',0.525,-0.016,56.250
'[00:25:50.760 1]',0.525,-0.016,55.938
'[00:25:50.768 1]',0.518,-0.008,55.625
'[00:25:50.776 1]',0.518,-0.016,55.625
'[00:25:50.784 1]',0.518,-0.016,55.625
'[00:25:50.792 1]',0.510,-0.039,55.312
'[00:25:50.800 1]',0.510,-0.016,55.312
'[00:25:50.808 1]',0.510,-0.031,55.000
'[00:25:50.816 1]',0.510,-0.016,54.688
'[00:25:50.824 1]',0.510,-0.016,54.688
'[00:25:50.832 1]',0.518,-0.008,54.375
'[00:25:50.840 1]',0.518,0.008,54.062
'[00:25:50.848 1]',0.518,0.008,53.750
'[00:25:50.856 1]',0.518,0.024,53.438
'[00:25:50.864 1]',0.518,0.008,53.438
'[00:25:50.872 1]',0.525,0.024,53.125
'[00:25:50.880 1]',0.525,0.016,52.812
'[00:25:50.888 1]',0.525,0.031,52.812
'[00:25:50.896 1]',0.525,0.024,52.500
'[00:25:50.904 1]',0.525,0.047,52.500
'[00:25:50.912 1]',0.518,0.039,52.188
'[00:25:50.920 1]',0.518,0.055,52.500
'[00:25:50.928 1]',0.518,0.063,52.812
'[00:25:50.936 1]',0.510,0.063,54.062
'[00:25:50.944 1]',0.510,0.039,55.938
'[00:25:50.952 1]',0.510,0.055,59.375
'[00:25:50.960 1]',0.510,0.024,63.750
'[00:25:50.968 1]',0.502,0.024,68.438
'[00:25:50.976 1]',0.502,0.008,73.125
'[00:25:50.984 1]',0.502,0.016,77.188
'[00:25:50.992 1]',0.490,0.008,80.625
'[00:25:51.000 1]',0.490,0.008,83.438
'[00:25:51.008 1]',0.482,0.008,85.625
'[00:25:51.016 1]',0.482,0.016,87.188
'[00:25:51.024 1]',0.475,0.024,88.125
'[00:25:51.032 1]',0.467,0.008,88.438
'[00:25:51.040 1]',0.467,0.024,88.438
'[00:25:51.048 1]',0.459,0.008,87.812
'[00:25:51.056 1]',0.459,0.024,86.250
'[00:25:51.064 1]',0.451,0.024,84.688
'[00:25:51.072 1]',0.443,0.039,82.500
'[00:25:51.080 1]',0.431,0.024,79.688
'[00:25:51.088 1]',0.431,0.039,76.562
'[00:25:51.096 1]',0.424,0.016,73.438
'[00:25:51.104 1]',0.416,0.024,70.000
'[00:25:51.112 1]',0.408,0.008,66.875
'[00:25:51.120 1]',0.408,0.016,64.062
'[00:25:51.128 1]',0.400,0.008,61.875
'[00:25:51.136 1]',0.392,0.063,60.625
'[00:25:51.144 1]',0.392,0.228,59.688
'[00:25:51.152 1]',0.384,0.378,59.375
'[00:25:51.160 1]',0.384,0.205,58.750
'[00:25:51.168 1]',0.384,-0.031,58.438
'[00:25:51.176 1]',0.376,-0.142,58.125
'[00:25:51.184 1]',0.376,-0.094,57.500
'[00:25:51.192 1]',0.376,-0.063,57.188
'[00:25:51.200 1]',0.376,-0.008,56.875
'[00:25:51.208 1]',0.376,-0.016,56.875
'[00:25:51.216 1]',0.384,-0.016,56.562
'[00:25:51.224 1]',0.384,-0.008,56.250
'[00:25:51.232 1]',0.384,-0.016,55.938
'[00:25:51.240 1]',0.392,0.000,55.625
'[00:25:51.248 1]',0.400,-0.008,55.312
'[00:25:51.256 1]',0.400,0.024,55.000
'[00:25:51.264 1]',0.408,-0.008,54.688
'[00:25:51.272 1]',0.416,0.000,54.688
'[00:25:51.280 1]',0.416,-0.008,54.375
'[00:25:51.288 1]',0.424,0.000,54.375
'[00:25:51.296 1]',0.431,-0.016,54.062
'[00:25:51.304 1]',0.431,-0.016,54.062
'[00:25:51.312 1]',0.431,-0.031,53.750
'[00:25:51.320 1]',0.443,-0.024,53.750
'[00:25:51.328 1]',0.443,-0.039,53.438
'[00:25:51.336 1]',0.443,-0.016,53.125
'[00:25:51.344 1]',0.443,-0.008,52.812
'[00:25:51.352 1]',0.443,0.000,52.500
'[00:25:51.360 1]',0.443,-0.008,52.188
'[00:25:51.368 1]',0.443,0.024,51.875
'[00:25:51.376 1]',0.443,0.008,51.875
'[00:25:51.384 1]',0.443,0.047,51.875
'[00:25:51.392 1]',0.431,0.055,52.188
'[00:25:51.400 1]',0.431,0.071,53.125
'[00:25:51.408 1]',0.431,0.079,55.312
'[00:25:51.416 1]',0.431,0.063,58.750
'[00:25:51.424 1]',0.424,0.071,63.750
'[00:25:51.432 1]',0.424,0.055,69.375
'[00:25:51.440 1]',0.424,0.039,75.312
'[00:25:51.448 1]',0.416,0.016,80.625
'[00:25:51.456 1]',0.416,0.008,85.312
'[00:25:51.464 1]',0.408,-0.016,88.750
'[00:25:51.472 1]',0.408,-0.008,91.562
'[00:25:51.480 1]',0.408,-0.016,93.750
'[00:25:51.488 1]',0.400,0.008,95.000
'[00:25:51.496 1]',0.400,-0.008,95.938
'[00:25:51.504 1]',0.392,0.008,96.250
'[00:25:51.512 1]',0.392,0.016,96.250
'[00:25:51.520 1]',0.384,0.039,95.625
'[00:25:51.528 1]',0.384,0.031,95.000
'[00:25:51.536 1]',0.376,0.047,93.750
'[00:25:51.544 1]',0.376,0.039,92.500
'[00:25:51.552 1]',0.365,0.055,90.625
'[00:25:51.560 1]',0.365,0.039,88.125
'[00:25:51.568 1]',0.365,0.055,85.312
'[00:25:51.576 1]',0.357,0.039,82.188
'[00:25:51.584 1]',0.357,0.039,78.438
'[00:25:51.592 1]',0.349,0.024,75.000
'[00:25:51.600 1]',0.349,0.016,71.250
'[00:25:51.608 1]',0.349,0.008,68.125
'[00:25:51.616 1]',0.349,0.024,65.625
'[00:25:51.624 1]',0.341,0.008,64.062
'[00:25:51.632 1]',0.341,0.008,63.125
'[00:25:51.640 1]',0.341,0.024,62.500
'[00:25:51.648 1]',0.341,0.000,62.188
'[00:25:51.656 1]',0.349,0.008,61.875
'[00:25:51.664 1]',0.357,-0.008,61.250
'[00:25:51.672 1]',0.357,0.008,60.938
'[00:25:51.680 1]',0.365,0.008,60.312
'[00:25:51.688 1]',0.376,0.024,60.000
'[00:25:51.696 1]',0.384,0.024,59.688
'[00:25:51.704 1]',0.392,0.031,59.375
'[00:25:51.712 1]',0.408,0.016,59.062
'[00:25:51.720 1]',0.416,0.039,58.750
'[00:25:51.728 1]',0.424,0.039,58.438
'[00:25:51.736 1]',0.443,0.039,58.438
'[00:25:51.744 1]',0.451,0.016,58.125
'[00:25:51.752 1]',0.459,0.024,57.812
'[00:25:51.760 1]',0.475,0.008,57.812
'[00:25:51.768 1]',0.482,0.024,57.500
'[00:25:51.776 1]',0.482,0.008,57.500
'[00:25:51.784 1]',0.490,0.024,57.500
'[00:25:51.792 1]',0.502,0.063,57.188
'[00:25:51.800 1]',0.502,0.260,57.188
'[00:25:51.808 1]',0.502,0.386,56.875
'[00:25:51.816 1]',0.510,0.244,56.562
'[00:25:51.824 1]',0.510,0.008,56.250
'[00:25:51.832 1]',0.510,-0.126,56.250
'[00:25:51.840 1]',0.510,-0.110,55.938
'[00:25:51.848 1]',0.510,-0.063,55.625
'[00:25:51.856 1]',0.510,-0.039,55.312
'[00:25:51.864 1]',0.510,-0.031,55.000
'[00:25:51.872 1]',0.510,-0.031,54.688
'[00:25:51.880 1]',0.510,-0.039,54.062
'[00:25:51.888 1]',0.510,-0.016,53.750
'[00:25:51.896 1]',0.502,-0.016,53.750
'[00:25:51.904 1]',0.502,0.000,53.438
'[00:25:51.912 1]',0.502,-0.008,53.125
'[00:25:51.920 1]',0.502,0.008,53.125
'[00:25:51.928 1]',0.502,-0.008,52.812
'[00:25:51.936 1]',0.502,0.000,52.500
'[00:25:51.944 1]',0.490,-0.016,52.500
'[00:25:51.952 1]',0.490,-0.008,52.188
'[00:25:51.960 1]',0.482,-0.016,52.188
'[00:25:51.968 1]',0.482,-0.008,51.875
'[00:25:51.976 1]',0.475,-0.008,51.562
'[00:25:51.984 1]',0.475,0.008,51.250
'[00:25:51.992 1]',0.467,-0.008,50.938
'[00:25:52.000 1]',0.467,0.008,50.938
'[00:25:52.008 1]',0.459,-0.008,50.625
'[00:25:52.016 1]',0.459,0.000,50.312
'[00:25:52.024 1]',0.451,0.008,50.000
'[00:25:52.032 1]',0.451,-0.008,50.000
'[00:25:52.040 1]',0.443,0.024,50.312
'[00:25:52.048 1]',0.431,0.039,51.250
'[00:25:52.056 1]',0.431,0.047,53.438
'[00:25:52.064 1]',0.424,0.039,57.188
'[00:25:52.072 1]',0.424,0.063,62.500
'[00:25:52.080 1]',0.416,0.055,68.750
'[00:25:52.088 1]',0.408,0.063,75.625
'[00:25:52.096 1]',0.408,0.039,81.875
'[00:25:52.104 1]',0.400,0.039,87.188
'[00:25:52.112 1]',0.400,0.031,91.562
'[00:25:52.120 1]',0.392,0.039,94.688
'[00:25:52.128 1]',0.392,0.024,97.188
'[00:25:52.136 1]',0.384,0.031,99.062
'[00:25:52.144 1]',0.384,0.008,100.625
'[00:25:52.152 1]',0.376,0.024,101.562
'[00:25:52.160 1]',0.376,0.008,102.188
'[00:25:52.168 1]',0.365,0.024,102.500
'[00:25:52.176 1]',0.365,0.008,102.188
'[00:25:52.184 1]',0.357,0.039,101.875
'[00:25:52.192 1]',0.357,0.024,100.938
'[00:25:52.200 1]',0.349,0.039,99.688
'[00:25:52.208 1]',0.349,0.024,98.438
'[00:25:52.216 1]',0.341,0.047,96.250
'[00:25:52.224 1]',0.341,0.110,94.062
'[00:25:52.232 1]',0.333,0.291,91.250
'[00:25:52.240 1]',0.333,0.386,88.125
'[00:25:52.248 1]',0.325,0.181,84.688
'[00:25:52.256 1]',0.325,-0.024,80.938
'[00:25:52.264 1]',0.325,-0.047,77.188
'[00:25:52.272 1]',0.318,-0.047,73.438
'[00:25:52.280 1]',0.325,-0.047,70.625
'[00:25:52.288 1]',0.325,-0.039,68.438
'[00:25:52.296 1]',0.325,-0.047,66.875
'[00:25:52.304 1]',0.333,-0.031,65.938
'[00:25:52.312 1]',0.341,-0.039,65.312
'[00:25:52.320 1]',0.341,-0.024,65.000
'[00:25:52.328 1]',0.349,-0.031,64.688
'[00:25:52.336 1]',0.365,-0.024,64.375
'[00:25:52.344 1]',0.376,-0.031,64.062
'[00:25:52.352 1]',0.384,-0.024,63.438
'[00:25:52.360 1]',0.400,-0.031,63.125
'[00:25:52.368 1]',0.408,-0.016,62.812
'[00:25:52.376 1]',0.424,-0.031,62.500
'[00:25:52.384 1]',0.443,-0.016,62.188
'[00:25:52.392 1]',0.451,-0.031,61.875
'[00:25:52.400 1]',0.467,-0.024,61.562
'[00:25:52.408 1]',0.482,-0.039,60.938
'[00:25:52.416 1]',0.490,-0.024,60.625
'[00:25:52.424 1]',0.502,-0.016,60.312
'[00:25:52.432 1]',0.502,-0.031,60.000
'[00:25:52.440 1]',0.518,-0.016,59.688
'[00:25:52.448 1]',0.525,-0.016,59.375
'[00:25:52.456 1]',0.525,-0.008,58.750
'[00:25:52.464 1]',0.533,-0.016,58.750
'[00:25:52.472 1]',0.541,0.024,58.438
'[00:25:52.480 1]',0.549,0.031,58.438
'[00:25:52.488 1]',0.549,0.047,58.438
'[00:25:52.496 1]',0.557,0.039,58.750
'[00:25:52.504 1]',0.557,0.063,59.688
'[00:25:52.512 1]',0.557,0.055,61.562
'[00:25:52.520 1]',0.557,0.063,64.688
'[00:25:52.528 1]',0.569,0.039,68.438
'[00:25:52.536 1]',0.569,0.031,73.125
'[00:25:52.544 1]',0.569,0.008,78.125
'[00:25:52.552 1]',0.569,0.008,82.500
'[00:25:52.560 1]',0.557,-0.016,86.250
'[00:25:52.568 1]',0.557,-0.008,89.062
'[00:25:52.576 1]',0.557,-0.016,90.938
'[00:25:52.584 1]',0.557,-0.016,92.500
'[00:25:52.592 1]',0.557,-0.016,93.125
'[00:25:52.600 1]',0.549,-0.016,93.438
'[00:25:52.608 1]',0.549,-0.016,93.125
'[00:25:52.616 1]',0.549,0.000,92.500
'[00:25:52.624 1]',0.549,0.008,90.938
'[00:25:52.632 1]',0.541,0.008,89.062
'[00:25:52.640 1]',0.541,0.016,86.875
'[00:25:52.648 1]',0.533,0.008,83.750
'[00:25:52.656 1]',0.533,0.008,80.625
'[00:25:52.664 1]',0.533,0.024,77.188
'[00:25:52.672 1]',0.525,0.016,73.750
'[00:25:52.680 1]',0.525,0.008,70.625
'[00:25:52.688 1]',0.518,0.024,68.125
'[00:25:52.696 1]',0.518,0.008,66.250
'[00:25:52.704 1]',0.518,0.024,64.688
'[00:25:52.712 1]',0.510,-0.008,63.750
'[00:25:52.720 1]',0.510,0.008,63.125
'[00:25:52.728 1]',0.510,-0.008,62.812
'[00:25:52.736 1]',0.510,0.000,62.500
'[00:25:52.744 1]',0.510,-0.016,62.188
'[00:25:52.752 1]',0.510,0.008,61.875
'[00:25:52.760 1]',0.510,-0.008,61.562
'[00:25:52.768 1]',0.518,0.016,61.250
'[00:25:52.776 1]',0.518,0.024,60.938
'[00:25:52.784 1]',0.525,0.039,60.625
'[00:25:52.792 1]',0.525,0.024,60.312
'[00:25:52.800 1]',0.533,0.047,60.000
'[00:25:52.808 1]',0.541,0.079,59.688
'[00:25:52.816 1]',0.541,0.244,59.375
'[00:25:52.824 1]',0.549,0.354,59.062
'[00:25:52.832 1]',0.557,0.220,58.750
'[00:25:52.840 1]',0.569,-0.047,58.750
'[00:25:52.848 1]',0.569,-0.157,58.438
'[00:25:52.856 1]',0.576,-0.134,58.125
'[00:25:52.864 1]',0.584,-0.079,58.125
'[00:25:52.872 1]',0.584,-0.047,57.812
'[00:25:52.880 1]',0.592,-0.047,57.500
'[00:25:52.888 1]',0.592,-0.055,57.188
'[00:25:52.896 1]',0.592,-0.047,56.875
'[00:25:52.904 1]',0.592,-0.039,56.562
'[00:25:52.912 1]',0.592,-0.039,56.250
'[00:25:52.920 1]',0.592,-0.016,55.938
'[00:25:52.928 1]',0.592,-0.008,55.625
'[00:25:52.936 1]',0.592,0.008,55.312
'[00:25:52.944 1]',0.584,0.008,55.000
'[00:25:52.952 1]',0.584,0.008,54.688
'[00:25:52.960 1]',0.584,-0.008,54.375
'[00:25:52.968 1]',0.584,-0.008,54.062
'[00:25:52.976 1]',0.576,-0.016,54.062
'[00:25:52.984 1]',0.576,-0.016,53.750
'[00:25:52.992 1]',0.576,-0.016,53.438
'[00:25:53.000 1]',0.569,-0.031,53.125
'[00:25:53.008 1]',0.569,-0.031,52.812
'[00:25:53.016 1]',0.569,0.000,52.812
'[00:25:53.024 1]',0.557,-0.008,52.500
'[00:25:53.032 1]',0.557,0.000,52.188
'[00:25:53.040 1]',0.549,-0.008,52.188
'[00:25:53.048 1]',0.549,0.008,51.875
'[00:25:53.056 1]',0.541,0.024,52.188
'[00:25:53.064 1]',0.541,0.039,53.125
'[00:25:53.072 1]',0.533,0.055,55.312
'[00:25:53.080 1]',0.533,0.063,58.750
'[00:25:53.088 1]',0.525,0.063,63.438
'[00:25:53.096 1]',0.525,0.055,69.375
'[00:25:53.104 1]',0.518,0.055,75.938
'[00:25:53.112 1]',0.518,0.047,81.875
'[00:25:53.120 1]',0.510,0.039,87.188
'[00:25:53.128 1]',0.502,0.008,91.250
'[00:25:53.136 1]',0.502,0.016,94.375
'[00:25:53.144 1]',0.502,0.008,97.188
'[00:25:53.152 1]',0.502,0.008,99.062
'[00:25:53.160 1]',0.490,-0.008,100.625
'[00:25:53.168 1]',0.482,0.024,101.875
'[00:25:53.176 1]',0.482,0.016,102.812
'[00:25:53.184 1]',0.475,0.039,103.125
'[00:25:53.192 1]',0.475,0.031,103.125
'[00:25:53.200 1]',0.467,0.047,102.812
'[00:25:53.208 1]',0.467,0.039,102.188
'[00:25:53.216 1]',0.459,0.047,100.938
'[00:25:53.224 1]',0.451,0.039,99.688
'[00:25:53.232 1]',0.451,0.039,97.812
'[00:25:53.240 1]',0.443,0.016,95.625
'[00:25:53.248 1]',0.443,0.008,92.812
'[00:25:53.256 1]',0.431,0.016,89.688
'[00:25:53.264 1]',0.431,0.000,86.250
'[00:25:53.272 1]',0.424,-0.016,82.500
'[00:25:53.280 1]',0.424,-0.016,78.438
'[00:25:53.288 1]',0.424,-0.016,75.000
'[00:25:53.296 1]',0.424,-0.016,72.188
'[00:25:53.304 1]',0.424,-0.016,70.000
'[00:25:53.312 1]',0.424,-0.016,68.438
'[00:25:53.320 1]',0.424,0.039,67.500
'[00:25:53.328 1]',0.431,0.150,66.562
'[00:25:53.336 1]',0.431,0.362,66.250
'[00:25:53.344 1]',0.443,0.386,65.625
'[00:25:53.352 1]',0.451,0.118,65.312
'[00:25:53.360 1]',0.459,-0.087,64.688
'[00:25:53.368 1]',0.467,-0.102,64.375
'[00:25:53.376 1]',0.475,-0.087,64.062
'[00:25:53.384 1]',0.482,-0.039,63.750
'[00:25:53.392 1]',0.502,-0.031,63.438
'[00:25:53.400 1]',0.502,-0.016,63.125
'[00:25:53.408 1]',0.510,-0.024,62.812
'[00:25:53.416 1]',0.525,-0.016,62.500
'[00:25:53.424 1]',0.533,-0.031,62.188
'[00:25:53.432 1]',0.541,-0.031,61.875
'[00:25:53.440 1]',0.549,-0.039,61.250
'[00:25:53.448 1]',0.569,-0.039,60.938
'[00:25:53.456 1]',0.576,-0.031,60.625
'[00:25:53.464 1]',0.576,-0.039,60.312
'[00:25:53.472 1]',0.584,-0.016,60.000
'[00:25:53.480 1]',0.584,-0.031,59.688
'[00:25:53.488 1]',0.592,0.000,59.375
'[00:25:53.496 1]',0.592,0.016,59.062
'[00:25:53.504 1]',0.600,0.024,58.750
'[00:25:53.512 1]',0.608,0.008,58.438
'[00:25:53.520 1]',0.608,0.008,58.125
'[00:25:53.528 1]',0.608,-0.008,57.812
'[00:25:53.536 1]',0.616,0.008,57.500
'[00:25:53.544 1]',0.616,0.000,57.188
'[00:25:53.552 1]',0.616,0.008,56.875
'[00:25:53.560 1]',0.616,0.000,56.562
'[00:25:53.568 1]',0.616,0.008,56.562
'[00:25:53.576 1]',0.616,0.008,56.562
'[00:25:53.584 1]',0.616,0.024,56.875
'[00:25:53.592 1]',0.616,0.016,57.500
'[00:25:53.600 1]',0.608,0.039,59.062
'[00:25:53.608 1]',0.608,0.024,61.875
'[00:25:53.616 1]',0.608,0.016,65.938
'[00:25:53.624 1]',0.600,0.008,70.625
'[00:25:53.632 1]',0.600,0.008,75.938
'[00:25:53.640 1]',0.600,0.016,80.938
'[00:25:53.648 1]',0.592,0.039,85.312
'[00:25:53.656 1]',0.592,0.055,89.062
'[00:25:53.664 1]',0.592,0.039,91.875
'[00:25:53.672 1]',0.584,0.039,94.375
'[00:25:53.680 1]',0.584,0.024,95.938
'[00:25:53.688 1]',0.576,0.008,97.188
'[00:25:53.696 1]',0.576,-0.008,98.125
'[00:25:53.704 1]',0.569,0.008,98.438
'[00:25:53.712 1]',0.569,-0.016,98.438
'[00:25:53.720 1]',0.557,-0.016,98.125
'[00:25:53.728 1]',0.557,-0.016,97.188
'[00:25:53.736 1]',0.549,-0.008,95.938
'[00:25:53.744 1]',0.549,-0.016,94.375
'[00:25:53.752 1]',0.541,-0.016,92.188
'[00:25:53.760 1]',0.533,-0.016,89.688
'[00:25:53.768 1]',0.533,-0.008,86.562
'[00:25:53.776 1]',0.525,-0.016,83.125
'[00:25:53.784 1]',0.525,-0.008,79.375
'[00:25:53.792 1]',0.518,0.000,75.625
'[00:25:53.800 1]',0.518,0.024,72.500
'[00:25:53.808 1]',0.518,0.008,69.688
'[00:25:53.816 1]',0.510,0.024,67.812
'[00:25:53.824 1]',0.510,0.008,66.562
'[00:25:53.832 1]',0.510,0.024,65.625
'[00:25:53.840 1]',0.510,0.016,65.312
'[00:25:53.848 1]',0.510,0.039,65.000
'[00:25:53.856 1]',0.510,0.039,64.375
'[00:25:53.864 1]',0.518,0.024,64.062
'[00:25:53.872 1]',0.518,0.016,63.750
'[00:25:53.880 1]',0.525,0.055,63.750
'[00:25:53.888 1]',0.525,0.126,63.438
'[00:25:53.896 1]',0.533,0.307,63.125
'[00:25:53.904 1]',0.541,0.386,62.812
'[00:25:53.912 1]',0.549,0.165,62.188
'[00:25:53.920 1]',0.549,-0.063,61.875
'[00:25:53.928 1]',0.557,-0.134,61.562
'[00:25:53.936 1]',0.569,-0.094,61.250
'[00:25:53.944 1]',0.576,-0.055,60.938
'[00:25:53.952 1]',0.584,-0.031,60.312
'[00:25:53.960 1]',0.592,-0.039,60.000
'[00:25:53.968 1]',0.600,-0.031,59.688
'[00:25:53.976 1]',0.608,-0.031,59.375
'[00:25:53.984 1]',0.608,-0.016,59.375
'[00:25:53.992 1]',0.616,-0.008,59.062
'[00:25:54.000 1]',0.627,0.008,58.750
'[00:25:54.008 1]',0.627,-0.008,58.438
'[00:25:54.016 1]',0.627,0.008,58.125
'[00:25:54.024 1]',0.635,-0.008,57.812
'[00:25:54.032 1]',0.635,0.000,57.500
'[00:25:54.040 1]',0.635,-0.016,57.188
'[00:25:54.048 1]',0.635,-0.008,56.875
'[00:25:54.056 1]',0.635,0.008,56.562
'[00:25:54.064 1]',0.635,-0.008,56.250
'[00:25:54.072 1]',0.635,-0.008,55.938
'[00:25:54.080 1]',0.627,0.008,55.625
'[00:25:54.088 1]',0.627,0.008,55.625
'[00:25:54.096 1]',0.627,0.000,55.312
'[00:25:54.104 1]',0.616,0.008,55.000
'[00:25:54.112 1]',0.616,-0.008,54.688
'[00:25:54.120 1]',0.616,0.008,54.688
'[00:25:54.128 1]',0.608,0.024,54.375
'[00:25:54.136 1]',0.608,0.039,54.375
'[00:25:54.144 1]',0.600,0.039,55.000
'[00:25:54.152 1]',0.600,0.063,55.938
