'Time','II','AVR','V','RESP','PLETH','ABP','LAP'
'[18:23:23.104]',0.450,0.540,0.475,0.060,1.723,87.919,37.004
'[18:23:23.112]',0.430,0.565,0.490,0.062,1.743,89.092,37.004
'[18:23:23.120]',0.430,0.565,0.465,0.066,1.765,90.215,37.004
'[18:23:23.128]',0.450,0.545,0.495,0.071,1.796,91.290,37.004
'[18:23:23.136]',0.475,0.515,0.490,0.076,1.829,92.120,37.004
'[18:23:23.144]',0.485,0.505,0.525,0.082,1.865,92.608,37.004
'[18:23:23.152]',0.515,0.480,0.515,0.090,1.908,92.853,37.004
'[18:23:23.160]',0.505,0.470,0.535,0.099,1.954,92.853,37.004
'[18:23:23.168]',0.520,0.455,0.490,0.110,2.002,92.608,37.004
'[18:23:23.176]',0.515,0.455,0.500,0.121,2.051,92.071,37.004
'[18:23:23.184]',0.520,0.450,0.440,0.133,2.098,91.241,37.004
'[18:23:23.192]',0.470,0.490,0.450,0.146,2.140,90.313,37.004
'[18:23:23.200]',0.440,0.525,0.425,0.161,2.180,89.238,37.004
'[18:23:23.208]',0.445,0.520,0.465,0.175,2.212,88.115,37.004
'[18:23:23.216]',0.425,0.550,0.470,0.188,2.235,86.991,37.004
'[18:23:23.224]',0.415,0.560,0.445,0.202,2.252,85.917,37.004
'[18:23:23.232]',0.400,0.575,0.475,0.215,2.264,84.842,37.004
'[18:23:23.240]',0.400,0.595,0.455,0.227,2.273,83.865,37.004
'[18:23:23.248]',0.405,0.585,0.500,0.242,2.281,82.937,37.004
'[18:23:23.256]',0.415,0.590,0.480,0.257,2.284,82.009,37.004
'[18:23:23.264]',0.420,0.570,0.520,0.273,2.286,81.130,37.004
'[18:23:23.272]',0.435,0.550,0.505,0.289,2.290,80.300,37.004
'[18:23:23.280]',0.425,0.545,0.540,0.304,2.292,79.567,37.004
'[18:23:23.288]',0.405,0.580,0.505,0.319,2.290,78.883,37.004
'[18:23:23.296]',0.410,0.590,0.595,0.333,2.289,78.199,37.004
'[18:23:23.304]',0.470,0.535,0.580,0.347,2.289,77.564,37.004
'[18:23:23.312]',0.630,0.340,0.490,0.364,2.289,76.929,37.004
'[18:23:23.320]',0.985,0.000,0.305,0.381,2.285,76.343,37.004
'[18:23:23.328]',1.220,-0.140,0.165,0.400,2.281,75.806,37.004
'[18:23:23.336]',0.855,0.230,0.135,0.419,2.279,75.318,37.004
'[18:23:23.344]',0.680,0.520,0.365,0.440,2.274,74.780,37.004
'[18:23:23.352]',0.580,0.600,0.430,0.461,2.265,74.438,37.004
'[18:23:23.360]',0.460,0.630,0.505,0.483,2.255,74.048,37.004
'[18:23:23.368]',0.405,0.605,0.500,0.504,2.243,73.755,37.004
'[18:23:23.376]',0.400,0.590,0.570,0.524,2.232,73.413,37.004
'[18:23:23.384]',0.400,0.575,0.580,0.544,2.219,73.168,37.004
'[18:23:23.392]',0.400,0.560,0.635,0.562,2.206,72.973,37.004
'[18:23:23.400]',0.410,0.545,0.645,0.580,2.195,72.924,37.004
'[18:23:23.408]',0.405,0.555,0.670,0.599,2.182,72.875,37.004
'[18:23:23.416]',0.395,0.565,0.625,0.617,2.166,72.875,37.004
'[18:23:23.424]',0.395,0.565,0.635,0.636,2.149,72.924,37.004
'[18:23:23.432]',0.400,0.550,0.605,0.655,2.134,72.924,37.004
'[18:23:23.440]',0.420,0.535,0.625,0.673,2.124,72.924,37.004
'[18:23:23.448]',0.435,0.525,0.655,0.690,2.119,72.778,37.004
'[18:23:23.456]',0.445,0.520,0.645,0.706,2.116,72.680,37.004
'[18:23:23.464]',0.445,0.515,0.675,0.723,2.115,72.436,37.004
'[18:23:23.472]',0.450,0.520,0.620,0.739,2.114,72.094,37.004
'[18:23:23.480]',0.470,0.495,0.575,0.756,2.108,71.752,37.004
'[18:23:23.488]',0.465,0.490,0.515,0.773,2.098,71.312,37.004
'[18:23:23.496]',0.470,0.495,0.495,0.790,2.090,70.824,37.004
'[18:23:23.504]',0.500,0.485,0.470,0.808,2.079,70.287,37.004
'[18:23:23.512]',0.520,0.465,0.510,0.826,2.071,69.749,37.004
'[18:23:23.520]',0.535,0.445,0.500,0.844,2.065,69.261,37.004
'[18:23:23.528]',0.585,0.400,0.570,0.863,2.055,68.724,37.004
'[18:23:23.536]',0.605,0.380,0.555,0.879,2.047,68.235,37.004
'[18:23:23.544]',0.640,0.345,0.595,0.895,2.043,67.844,37.004
'[18:23:23.552]',0.685,0.305,0.585,0.910,2.041,67.503,37.004
'[18:23:23.560]',0.705,0.300,0.630,0.925,2.040,67.258,37.004
'[18:23:23.568]',0.710,0.295,0.610,0.941,2.039,67.356,37.004
'[18:23:23.576]',0.695,0.320,0.645,0.957,2.039,68.284,37.004
'[18:23:23.584]',0.680,0.325,0.610,0.974,2.039,70.970,37.004
'[18:23:23.592]',0.665,0.335,0.635,0.990,2.035,76.441,37.004
'[18:23:23.600]',0.645,0.360,0.610,0.995,2.027,85.233,37.004
'[18:23:23.608]',0.580,0.425,0.630,1.000,2.014,97.053,37.004
'[18:23:23.616]',0.525,0.475,0.590,1.000,1.998,110.241,37.004
'[18:23:23.624]',0.485,0.510,0.605,1.000,1.983,123.185,37.004
'[18:23:23.632]',0.460,0.530,0.580,1.000,1.970,134.859,37.004
'[18:23:23.640]',0.435,0.545,0.570,1.000,1.957,144.823,37.004
'[18:23:23.648]',0.425,0.555,0.590,1.000,1.944,152.638,37.004
'[18:23:23.656]',0.425,0.550,0.560,1.000,1.932,157.864,37.004
'[18:23:23.664]',0.430,0.550,0.610,1.000,1.916,160.258,37.004
'[18:23:23.672]',0.425,0.560,0.580,1.000,1.898,159.818,37.004
'[18:23:23.680]',0.445,0.540,0.605,1.000,1.884,156.887,37.004
'[18:23:23.688]',0.435,0.550,0.555,1.000,1.874,152.296,37.004
'[18:23:23.696]',0.425,0.545,0.565,1.000,1.862,146.728,37.004
'[18:23:23.704]',0.420,0.565,0.505,1.000,1.850,140.818,37.004
'[18:23:23.712]',0.425,0.555,0.520,1.000,1.838,135.005,37.004
'[18:23:23.720]',0.430,0.565,0.480,1.000,1.825,129.437,37.004
'[18:23:23.728]',0.430,0.560,0.500,1.000,1.812,124.504,37.004
'[18:23:23.736]',0.425,0.565,0.465,1.000,1.801,120.156,37.004
'[18:23:23.744]',0.440,0.555,0.490,1.000,1.788,116.542,37.004
'[18:23:23.752]',0.460,0.540,0.450,1.000,1.772,113.514,37.004
'[18:23:23.760]',0.465,0.540,0.475,1.000,1.759,110.925,37.004
'[18:23:23.768]',0.450,0.550,0.450,1.000,1.746,108.825,37.004
'[18:23:23.776]',0.460,0.540,0.495,1.000,1.733,106.920,37.004
'[18:23:23.784]',0.455,0.540,0.470,1.000,1.723,105.161,37.004
'[18:23:23.792]',0.450,0.550,0.500,1.000,1.716,103.501,37.004
'[18:23:23.800]',0.460,0.540,0.475,1.000,1.712,101.742,37.004
'[18:23:23.808]',0.455,0.530,0.505,1.000,1.713,99.935,37.004
'[18:23:23.816]',0.460,0.525,0.480,1.000,1.714,97.884,37.004
'[18:23:23.824]',0.470,0.520,0.505,1.000,1.717,95.539,37.004
'[18:23:23.832]',0.455,0.540,0.480,1.000,1.724,93.097,37.004
'[18:23:23.840]',0.455,0.540,0.500,1.000,1.728,90.655,37.004
'[18:23:23.848]',0.445,0.560,0.515,1.000,1.727,88.603,37.004
'[18:23:23.856]',0.445,0.540,0.475,1.000,1.727,87.040,37.004
'[18:23:23.864]',0.450,0.535,0.495,1.000,1.723,86.161,37.004
'[18:23:23.872]',0.445,0.550,0.465,1.000,1.721,85.721,37.004
'[18:23:23.880]',0.450,0.545,0.495,1.000,1.720,85.721,37.004
'[18:23:23.888]',0.435,0.555,0.460,1.000,1.720,86.063,37.004
'[18:23:23.896]',0.445,0.560,0.495,1.000,1.726,86.747,37.004
'[18:23:23.904]',0.455,0.535,0.475,1.000,1.739,87.724,37.004
'[18:23:23.912]',0.465,0.530,0.510,1.000,1.758,88.945,37.004
'[18:23:23.920]',0.455,0.535,0.480,1.000,1.782,90.215,37.004
'[18:23:23.928]',0.460,0.540,0.505,1.000,1.816,91.436,37.004
'[18:23:23.936]',0.455,0.545,0.485,1.000,1.852,92.413,37.004
'[18:23:23.944]',0.495,0.500,0.520,1.000,1.889,93.048,37.004
'[18:23:23.952]',0.520,0.475,0.505,1.000,1.932,93.341,37.004
'[18:23:23.960]',0.510,0.475,0.525,1.000,1.978,93.341,37.004
'[18:23:23.968]',0.500,0.480,0.485,1.000,2.027,93.097,37.004
'[18:23:23.976]',0.535,0.450,0.495,1.000,2.073,92.608,37.004
'[18:23:23.984]',0.515,0.475,0.440,1.000,2.115,91.876,37.004
'[18:23:23.992]',0.455,0.520,0.455,1.000,2.155,91.045,37.004
'[18:23:24.000]',0.425,0.540,0.420,1.000,2.188,90.069,37.004
'[18:23:24.008]',0.430,0.535,0.450,1.000,2.216,89.043,37.004
'[18:23:24.016]',0.435,0.545,0.460,1.000,2.242,87.919,37.004
'[18:23:24.024]',0.425,0.560,0.480,1.000,2.266,86.747,37.004
'[18:23:24.032]',0.420,0.570,0.465,1.000,2.283,85.575,37.004
'[18:23:24.040]',0.425,0.575,0.460,1.000,2.295,84.354,37.004
'[18:23:24.048]',0.420,0.565,0.490,1.000,2.307,83.182,37.004
'[18:23:24.056]',0.425,0.585,0.465,1.000,2.320,82.107,37.004
'[18:23:24.064]',0.420,0.590,0.510,1.000,2.332,81.130,37.004
'[18:23:24.072]',0.440,0.555,0.490,1.000,2.345,80.153,37.004
'[18:23:24.080]',0.445,0.560,0.525,1.000,2.358,79.372,37.004
'[18:23:24.088]',0.425,0.565,0.495,1.000,2.370,78.590,37.004
'[18:23:24.096]',0.400,0.585,0.545,1.000,2.382,77.858,37.004
'[18:23:24.104]',0.445,0.570,0.565,1.000,2.388,77.174,37.004
'[18:23:24.112]',0.520,0.465,0.515,1.000,2.385,76.490,37.004
'[18:23:24.120]',0.775,0.195,0.350,1.000,2.377,75.904,37.004
'[18:23:24.128]',1.125,-0.100,0.195,1.000,2.368,75.415,37.004
'[18:23:24.136]',1.180,0.060,0.140,1.000,2.356,74.927,37.004
'[18:23:24.144]',0.755,0.460,0.340,1.000,2.341,74.438,37.004
'[18:23:24.152]',0.685,0.565,0.420,1.000,2.325,73.999,37.004
'[18:23:24.160]',0.535,0.610,0.480,1.000,2.310,73.608,37.004
'[18:23:24.168]',0.460,0.585,0.475,1.000,2.296,73.315,37.004
'[18:23:24.176]',0.430,0.575,0.535,1.000,2.286,72.973,37.004
'[18:23:24.184]',0.400,0.580,0.530,1.000,2.278,72.729,37.004
'[18:23:24.192]',0.410,0.565,0.590,1.000,2.267,72.631,37.004
'[18:23:24.200]',0.415,0.565,0.595,1.000,2.256,72.436,37.004
'[18:23:24.208]',0.380,0.585,0.635,1.000,2.235,72.387,37.004
'[18:23:24.216]',0.385,0.590,0.600,1.000,2.208,72.289,37.004
'[18:23:24.224]',0.405,0.570,0.620,1.000,2.189,72.289,37.004
'[18:23:24.232]',0.405,0.565,0.580,1.000,2.172,72.289,37.004
'[18:23:24.240]',0.425,0.545,0.575,1.000,2.158,72.289,37.004
'[18:23:24.248]',0.420,0.540,0.595,1.000,2.145,72.240,37.004
'[18:23:24.256]',0.430,0.555,0.565,1.000,2.132,72.094,37.004
'[18:23:24.264]',0.445,0.515,0.595,1.000,2.119,71.947,37.004
'[18:23:24.272]',0.465,0.500,0.560,1.000,2.109,71.557,37.004
'[18:23:24.280]',0.470,0.500,0.570,1.000,2.105,71.117,37.004
'[18:23:24.288]',0.470,0.500,0.495,1.000,2.103,70.629,37.004
'[18:23:24.296]',0.500,0.470,0.475,1.000,2.102,70.042,37.004
'[18:23:24.304]',0.510,0.460,0.435,1.000,2.101,69.505,37.004
'[18:23:24.312]',0.520,0.465,0.450,1.000,2.101,68.870,37.004
'[18:23:24.320]',0.540,0.435,0.435,1.000,2.101,68.382,37.004
'[18:23:24.328]',0.560,0.425,0.495,1.000,2.101,67.942,37.004
'[18:23:24.336]',0.590,0.395,0.480,1.000,2.097,67.503,37.004
'[18:23:24.344]',0.630,0.365,0.520,1.000,2.092,67.112,37.004
'[18:23:24.352]',0.660,0.335,0.500,1.000,2.087,66.721,37.004
'[18:23:24.360]',0.695,0.300,0.540,1.000,2.078,66.428,37.004
'[18:23:24.368]',0.720,0.280,0.520,1.000,2.070,66.379,37.004
'[18:23:24.376]',0.735,0.270,0.555,1.000,2.066,66.721,37.004
'[18:23:24.384]',0.710,0.295,0.520,1.000,2.065,68.089,37.004
'[18:23:24.392]',0.670,0.330,0.545,1.000,2.061,71.605,37.004
'[18:23:24.400]',0.645,0.360,0.520,0.999,2.052,78.248,37.004
'[18:23:24.408]',0.600,0.405,0.540,0.998,2.045,88.115,37.004
'[18:23:24.416]',0.555,0.455,0.520,0.996,2.035,100.423,37.004
'[18:23:24.424]',0.520,0.480,0.535,0.994,2.021,113.367,37.004
'[18:23:24.432]',0.485,0.505,0.500,0.992,2.007,125.578,37.004
'[18:23:24.440]',0.455,0.530,0.495,0.990,1.994,136.226,37.004
'[18:23:24.448]',0.440,0.550,0.520,0.987,1.978,145.067,37.004
'[18:23:24.456]',0.425,0.565,0.495,0.984,1.958,151.563,37.004
'[18:23:24.464]',0.435,0.555,0.530,0.980,1.935,155.422,37.004
'[18:23:24.472]',0.445,0.540,0.495,0.976,1.911,156.497,37.004
'[18:23:24.480]',0.440,0.550,0.520,0.970,1.890,154.933,37.004
'[18:23:24.488]',0.425,0.575,0.480,0.965,1.870,151.319,37.004
'[18:23:24.496]',0.420,0.585,0.510,0.959,1.853,146.239,37.004
'[18:23:24.504]',0.425,0.570,0.490,0.953,1.843,140.427,37.004
'[18:23:24.512]',0.450,0.540,0.525,0.946,1.831,134.419,37.004
'[18:23:24.520]',0.465,0.525,0.500,0.939,1.822,128.558,37.004
'[18:23:24.528]',0.470,0.520,0.520,0.931,1.817,123.185,37.004
'[18:23:24.536]',0.435,0.545,0.490,0.923,1.808,118.300,37.004
'[18:23:24.544]',0.430,0.560,0.505,0.913,1.795,114.100,37.004
'[18:23:24.552]',0.445,0.540,0.475,0.904,1.778,110.485,37.004
'[18:23:24.560]',0.445,0.550,0.500,0.894,1.758,107.506,37.004
'[18:23:24.568]',0.430,0.565,0.475,0.884,1.738,104.917,37.004
'[18:23:24.576]',0.435,0.565,0.500,0.873,1.722,102.719,37.004
'[18:23:24.584]',0.430,0.570,0.485,0.863,1.715,100.863,37.004
'[18:23:24.592]',0.460,0.540,0.520,0.852,1.711,99.105,37.004
'[18:23:24.600]',0.455,0.535,0.485,0.841,1.709,97.444,37.004
'[18:23:24.608]',0.465,0.525,0.510,0.830,1.711,95.686,37.004
'[18:23:24.616]',0.485,0.500,0.475,0.819,1.712,93.781,37.004
'[18:23:24.624]',0.470,0.525,0.490,0.808,1.710,91.680,37.004
'[18:23:24.632]',0.445,0.560,0.460,0.797,1.709,89.482,37.004
'[18:23:24.640]',0.445,0.565,0.450,0.787,1.708,87.382,37.004
'[18:23:24.648]',0.445,0.550,0.475,0.777,1.705,85.624,37.004
'[18:23:24.656]',0.445,0.555,0.445,0.768,1.703,84.354,37.004
'[18:23:24.664]',0.450,0.540,0.470,0.760,1.699,83.719,37.004
'[18:23:24.672]',0.460,0.535,0.440,0.752,1.697,83.572,37.004
'[18:23:24.680]',0.455,0.550,0.470,0.745,1.696,83.719,37.004
'[18:23:24.688]',0.460,0.540,0.435,0.740,1.695,84.256,37.004
'[18:23:24.696]',0.450,0.550,0.470,0.734,1.701,84.989,37.004
'[18:23:24.704]',0.445,0.555,0.440,0.731,1.707,85.966,37.004
'[18:23:24.712]',0.455,0.535,0.470,0.727,1.716,87.138,37.004
'[18:23:24.720]',0.475,0.515,0.450,0.724,1.733,88.310,37.004
'[18:23:24.728]',0.505,0.485,0.500,0.721,1.751,89.385,37.004
'[18:23:24.736]',0.515,0.485,0.490,0.718,1.775,90.313,37.004
'[18:23:24.744]',0.525,0.475,0.530,0.716,1.812,90.948,37.004
'[18:23:24.752]',0.520,0.480,0.495,0.714,1.856,91.290,37.004
'[18:23:24.760]',0.515,0.465,0.510,0.713,1.903,91.485,37.004
'[18:23:24.768]',0.540,0.445,0.455,0.712,1.951,91.387,37.004
'[18:23:24.776]',0.490,0.485,0.460,0.711,2.001,91.045,37.004
'[18:23:24.784]',0.445,0.515,0.415,0.710,2.044,90.508,37.004
'[18:23:24.792]',0.445,0.515,0.445,0.710,2.078,89.678,37.004
'[18:23:24.800]',0.435,0.550,0.425,0.710,2.105,88.750,37.004
'[18:23:24.808]',0.420,0.570,0.460,0.710,2.127,87.675,37.004
'[18:23:24.816]',0.410,0.575,0.430,0.710,2.152,86.601,37.004
'[18:23:24.824]',0.405,0.570,0.450,0.709,2.173,85.575,37.004
'[18:23:24.832]',0.400,0.590,0.430,0.708,2.187,84.403,37.004
'[18:23:24.840]',0.410,0.585,0.460,0.707,2.196,83.426,37.004
'[18:23:24.848]',0.430,0.565,0.455,0.705,2.207,82.449,37.004
'[18:23:24.856]',0.425,0.570,0.480,0.704,2.219,81.472,37.004
'[18:23:24.864]',0.420,0.585,0.495,0.703,2.232,80.544,37.004
'[18:23:24.872]',0.425,0.570,0.470,0.702,2.241,79.762,37.004
'[18:23:24.880]',0.420,0.565,0.530,0.701,2.242,78.883,37.004
'[18:23:24.888]',0.450,0.550,0.540,0.700,2.243,78.102,37.004
'[18:23:24.896]',0.555,0.420,0.475,0.699,2.243,77.369,37.004
'[18:23:24.904]',0.845,0.120,0.320,0.698,2.243,76.734,37.004
'[18:23:24.912]',1.170,-0.135,0.145,0.697,2.243,76.099,37.004
'[18:23:24.920]',0.975,0.105,0.105,0.696,2.243,75.562,37.004
'[18:23:24.928]',0.740,0.460,0.320,0.695,2.243,74.976,37.004
'[18:23:24.936]',0.675,0.550,0.420,0.694,2.238,74.487,37.004
'[18:23:24.944]',0.500,0.620,0.465,0.693,2.228,74.048,37.004
'[18:23:24.952]',0.425,0.600,0.445,0.693,2.217,73.657,37.004
'[18:23:24.960]',0.420,0.585,0.495,0.693,2.205,73.364,37.004
'[18:23:24.968]',0.390,0.605,0.495,0.693,2.194,73.120,37.004
'[18:23:24.976]',0.380,0.610,0.550,0.693,2.181,72.924,37.004
'[18:23:24.984]',0.390,0.585,0.540,0.692,2.168,72.778,37.004
'[18:23:24.992]',0.400,0.570,0.570,0.692,2.152,72.729,37.004
'[18:23:25.000]',0.390,0.580,0.530,0.692,2.136,72.680,37.004
'[18:23:25.008]',0.405,0.565,0.550,0.692,2.121,72.631,37.004
'[18:23:25.016]',0.425,0.545,0.515,0.692,2.108,72.631,37.004
'[18:23:25.024]',0.425,0.535,0.510,0.692,2.095,72.533,37.004
'[18:23:25.032]',0.430,0.525,0.530,0.693,2.085,72.485,37.004
'[18:23:25.040]',0.425,0.540,0.560,0.693,2.080,72.289,37.004
'[18:23:25.048]',0.450,0.505,0.575,0.693,2.078,72.094,37.004
'[18:23:25.056]',0.465,0.495,0.550,0.693,2.073,71.801,37.004
'[18:23:25.064]',0.470,0.500,0.565,0.692,2.065,71.410,37.004
'[18:23:25.072]',0.490,0.480,0.495,0.691,2.058,70.970,37.004
'[18:23:25.080]',0.500,0.470,0.440,0.689,2.048,70.482,37.004
'[18:23:25.088]',0.505,0.465,0.405,0.687,2.036,69.945,37.004
'[18:23:25.096]',0.495,0.485,0.410,0.685,2.030,69.359,37.004
'[18:23:25.104]',0.525,0.460,0.370,0.682,2.027,68.821,37.004
'[18:23:25.112]',0.565,0.410,0.420,0.679,2.026,68.284,37.004
'[18:23:25.120]',0.610,0.365,0.410,0.677,2.025,67.844,37.004
'[18:23:25.128]',0.660,0.330,0.475,0.674,2.025,67.405,37.004
'[18:23:25.136]',0.680,0.325,0.470,0.671,2.019,67.112,37.004
'[18:23:25.144]',0.685,0.310,0.510,0.668,2.006,66.819,37.004
'[18:23:25.152]',0.710,0.290,0.495,0.665,1.993,66.672,37.004
'[18:23:25.160]',0.715,0.295,0.540,0.662,1.984,67.112,37.004
'[18:23:25.168]',0.700,0.305,0.510,0.659,1.979,68.724,37.004
'[18:23:25.176]',0.675,0.325,0.540,0.656,1.978,72.533,37.004
'[18:23:25.184]',0.645,0.350,0.510,0.653,1.977,79.469,37.004
'[18:23:25.192]',0.610,0.395,0.540,0.649,1.976,89.678,37.004
'[18:23:25.200]',0.565,0.435,0.515,0.646,1.976,101.889,37.004
'[18:23:25.208]',0.520,0.480,0.540,0.643,1.969,114.491,37.004
'[18:23:25.216]',0.495,0.495,0.500,0.640,1.956,126.311,37.004
'[18:23:25.224]',0.465,0.530,0.515,0.636,1.943,136.666,37.004
'[18:23:25.232]',0.440,0.550,0.480,0.632,1.931,145.165,37.004
'[18:23:25.240]',0.425,0.565,0.500,0.628,1.915,151.514,37.004
'[18:23:25.248]',0.425,0.565,0.490,0.623,1.898,155.129,37.004
'[18:23:25.256]',0.430,0.560,0.485,0.617,1.881,155.862,37.004
'[18:23:25.264]',0.455,0.535,0.510,0.610,1.859,154.054,37.004
'[18:23:25.272]',0.465,0.540,0.480,0.602,1.843,150.196,37.004
'[18:23:25.280]',0.440,0.560,0.505,0.593,1.834,145.018,37.004
'[18:23:25.288]',0.430,0.570,0.480,0.584,1.823,139.157,37.004
'[18:23:25.296]',0.435,0.565,0.520,0.575,1.811,133.296,37.004
'[18:23:25.304]',0.445,0.560,0.500,0.565,1.800,127.532,37.004
'[18:23:25.312]',0.455,0.540,0.530,0.556,1.781,122.159,37.004
'[18:23:25.320]',0.465,0.535,0.500,0.546,1.760,117.372,37.004
'[18:23:25.328]',0.470,0.520,0.515,0.534,1.739,113.172,37.004
'[18:23:25.336]',0.465,0.535,0.475,0.522,1.723,109.606,37.004
'[18:23:25.344]',0.460,0.540,0.495,0.507,1.709,106.627,37.004
'[18:23:25.352]',0.470,0.525,0.465,0.493,1.699,104.184,37.004
'[18:23:25.360]',0.465,0.540,0.500,0.479,1.690,102.035,37.004
'[18:23:25.368]',0.460,0.535,0.490,0.465,1.686,100.228,37.004
'[18:23:25.376]',0.485,0.515,0.540,0.452,1.687,98.616,37.004
'[18:23:25.384]',0.460,0.535,0.500,0.439,1.688,97.004,37.004
'[18:23:25.392]',0.465,0.550,0.550,0.425,1.685,95.295,37.004
'[18:23:25.400]',0.445,0.565,0.520,0.411,1.677,93.341,37.004
'[18:23:25.408]',0.440,0.555,0.540,0.396,1.668,91.241,37.004
'[18:23:25.416]',0.465,0.535,0.510,0.381,1.663,89.043,37.004
'[18:23:25.424]',0.480,0.525,0.535,0.367,1.660,86.991,37.004
'[18:23:25.432]',0.460,0.540,0.500,0.353,1.659,85.428,37.004
'[18:23:25.440]',0.450,0.535,0.495,0.339,1.664,84.354,37.004
'[18:23:25.448]',0.440,0.560,0.500,0.326,1.670,83.865,37.004
'[18:23:25.456]',0.450,0.565,0.470,0.314,1.673,83.816,37.004
'[18:23:25.464]',0.455,0.545,0.500,0.303,1.674,84.061,37.004
'[18:23:25.472]',0.450,0.540,0.470,0.294,1.675,84.598,37.004
'[18:23:25.480]',0.465,0.530,0.500,0.285,1.678,85.379,37.004
'[18:23:25.488]',0.470,0.525,0.475,0.278,1.686,86.308,37.004
'[18:23:25.496]',0.445,0.565,0.510,0.270,1.697,87.431,37.004
'[18:23:25.504]',0.455,0.550,0.490,0.264,1.711,88.603,37.004
'[18:23:25.512]',0.450,0.545,0.520,0.258,1.730,89.727,37.004
'[18:23:25.520]',0.465,0.525,0.495,0.254,1.759,90.655,37.004
'[18:23:25.528]',0.490,0.500,0.530,0.249,1.792,91.387,37.004
'[18:23:25.536]',0.520,0.465,0.515,0.246,1.827,91.729,37.004
'[18:23:25.544]',0.520,0.460,0.545,0.243,1.870,91.729,37.004
'[18:23:25.552]',0.540,0.440,0.520,0.240,1.916,91.534,37.004
'[18:23:25.560]',0.525,0.460,0.530,0.238,1.961,91.045,37.004
'[18:23:25.568]',0.510,0.470,0.450,0.236,2.002,90.362,37.004
'[18:23:25.576]',0.470,0.500,0.460,0.234,2.042,89.482,37.004
'[18:23:25.584]',0.445,0.520,0.420,0.232,2.080,88.506,37.004
'[18:23:25.592]',0.445,0.520,0.445,0.231,2.112,87.382,37.004
'[18:23:25.600]',0.440,0.545,0.425,0.229,2.138,86.161,37.004
'[18:23:25.608]',0.420,0.565,0.470,0.227,2.159,85.038,37.004
'[18:23:25.616]',0.400,0.585,0.435,0.226,2.177,83.914,37.004
'[18:23:25.624]',0.410,0.575,0.465,0.225,2.192,82.840,37.004
'[18:23:25.632]',0.415,0.580,0.445,0.224,2.202,81.814,37.004
'[18:23:25.640]',0.420,0.585,0.475,0.223,2.204,80.788,37.004
'[18:23:25.648]',0.425,0.565,0.470,0.222,2.205,79.860,37.004
'[18:23:25.656]',0.435,0.555,0.495,0.221,2.206,78.981,37.004
'[18:23:25.664]',0.430,0.575,0.510,0.219,2.206,78.248,37.004
'[18:23:25.672]',0.445,0.545,0.490,0.218,2.206,77.564,37.004
'[18:23:25.680]',0.415,0.575,0.545,0.217,2.203,76.929,37.004
'[18:23:25.688]',0.445,0.590,0.555,0.217,2.202,76.294,37.004
'[18:23:25.696]',0.555,0.420,0.480,0.216,2.198,75.660,37.004
'[18:23:25.704]',0.845,0.120,0.315,0.216,2.190,75.171,37.004
'[18:23:25.712]',1.150,-0.135,0.135,0.215,2.179,74.683,37.004
'[18:23:25.720]',0.930,0.115,0.085,0.215,2.167,74.243,37.004
'[18:23:25.728]',0.685,0.510,0.290,0.215,2.155,73.803,37.004
'[18:23:25.736]',0.615,0.595,0.385,0.215,2.144,73.364,37.004
'[18:23:25.744]',0.485,0.620,0.455,0.215,2.131,72.973,37.004
'[18:23:25.752]',0.430,0.605,0.450,0.215,2.118,72.631,37.004
'[18:23:25.760]',0.420,0.580,0.510,0.216,2.109,72.387,37.004
'[18:23:25.768]',0.400,0.575,0.505,0.216,2.105,72.094,37.004
'[18:23:25.776]',0.420,0.555,0.580,0.216,2.103,71.996,37.004
'[18:23:25.784]',0.400,0.560,0.565,0.216,2.102,71.850,37.004
'[18:23:25.792]',0.395,0.575,0.605,0.217,2.101,71.801,37.004
'[18:23:25.800]',0.400,0.570,0.555,0.217,2.101,71.801,37.004
'[18:23:25.808]',0.410,0.565,0.575,0.218,2.097,71.801,37.004
'[18:23:25.816]',0.425,0.545,0.535,0.218,2.089,71.801,37.004
'[18:23:25.824]',0.435,0.530,0.555,0.218,2.079,71.850,37.004
'[18:23:25.832]',0.435,0.535,0.540,0.219,2.071,71.801,37.004
'[18:23:25.840]',0.430,0.550,0.580,0.219,2.067,71.654,37.004
'[18:23:25.848]',0.425,0.545,0.585,0.220,2.065,71.508,37.004
'[18:23:25.856]',0.470,0.510,0.560,0.220,2.058,71.166,37.004
'[18:23:25.864]',0.475,0.505,0.570,0.221,2.048,70.824,37.004
'[18:23:25.872]',0.470,0.510,0.490,0.221,2.043,70.384,37.004
'[18:23:25.880]',0.480,0.500,0.435,0.221,2.040,69.847,37.004
'[18:23:25.888]',0.505,0.470,0.410,0.222,2.039,69.261,37.004
'[18:23:25.896]',0.520,0.450,0.430,0.222,2.032,68.675,37.004
'[18:23:25.904]',0.545,0.425,0.400,0.223,2.022,68.089,37.004
'[18:23:25.912]',0.580,0.400,0.470,0.223,2.012,67.551,37.004
'[18:23:25.920]',0.620,0.365,0.465,0.223,2.000,67.063,37.004
'[18:23:25.928]',0.640,0.355,0.520,0.224,1.994,66.623,37.004
'[18:23:25.936]',0.670,0.325,0.500,0.224,1.984,66.233,37.004
'[18:23:25.944]',0.700,0.305,0.525,0.224,1.974,65.940,37.004
'[18:23:25.952]',0.710,0.295,0.500,0.223,1.968,65.940,37.004
'[18:23:25.960]',0.700,0.305,0.530,0.223,1.959,66.623,37.004
