'Time','I','II','AVR','V','RESP','PLETH','ABP','PAP','CVP'
'[15:29:26.784]',-,-0.055,0.810,1.015,-0.282,1.128,79.245,17.875,9.622
'[15:29:26.792]',-,0.155,0.620,1.085,-0.282,1.101,78.717,17.738,9.437
'[15:29:26.800]',-,0.495,0.435,0.775,-0.281,1.077,78.190,17.557,9.124
'[15:29:26.808]',-,0.595,0.420,0.320,-0.280,1.055,77.662,17.375,8.743
'[15:29:26.816]',-,0.270,0.795,0.260,-0.279,1.033,77.193,17.193,8.626
'[15:29:26.824]',-,0.060,0.965,0.240,-0.277,1.011,76.724,16.989,8.811
'[15:29:26.832]',-,-0.055,0.985,0.435,-0.276,0.986,76.255,16.807,9.124
'[15:29:26.840]',-,-0.075,0.945,0.655,-0.274,0.961,75.845,16.557,9.495
'[15:29:26.848]',-,-0.061,0.935,0.795,-0.272,0.935,75.435,16.171,9.749
'[15:29:26.856]',-,-0.095,0.940,0.850,-0.271,0.911,75.024,15.558,9.935
'[15:29:26.864]',-,-0.090,0.935,0.880,-0.269,0.888,74.673,14.877,10.062
'[15:29:26.872]',-,-0.115,0.950,0.875,-0.267,0.871,74.321,14.127,10.247
'[15:29:26.880]',-,-0.090,0.930,0.890,-0.265,0.857,73.969,13.628,10.560
'[15:29:26.888]',-,-0.100,0.940,0.890,-0.263,0.840,73.676,13.559,10.931
'[15:29:26.896]',-,-0.090,0.920,0.895,-0.261,0.821,73.325,13.809,11.312
'[15:29:26.904]',-,-0.100,0.940,0.885,-0.260,0.804,72.973,14.377,11.556
'[15:29:26.912]',-,-0.086,0.925,0.880,-0.258,0.785,72.680,15.058,11.683
'[15:29:26.920]',-,-0.095,0.930,0.895,-0.256,0.766,72.387,15.626,11.625
'[15:29:26.928]',-,-0.075,0.915,0.890,-0.254,0.748,71.977,15.921,11.556
'[15:29:26.936]',-,-0.095,0.930,0.895,-0.252,0.728,71.684,16.058,11.498
'[15:29:26.944]',-,-0.075,0.910,0.895,-0.250,0.708,71.332,16.126,11.439
'[15:29:26.952]',-,-0.086,0.915,0.900,-0.249,0.686,71.097,16.626,11.439
'[15:29:26.960]',-,-0.061,0.900,0.890,-0.247,0.667,70.922,17.988,11.371
'[15:29:26.968]',-,-0.070,0.895,0.895,-0.245,0.650,70.687,20.237,11.185
'[15:29:26.976]',-,-0.050,0.900,0.885,-0.243,0.640,70.511,22.122,11.000
'[15:29:26.984]',-,-0.045,0.885,0.895,-0.241,0.634,70.160,22.190,11.000
'[15:29:26.992]',-,-0.055,0.895,0.890,-0.238,0.624,69.867,20.373,11.185
'[15:29:27.000]',-,-0.045,0.880,0.900,-0.236,0.612,69.456,17.988,11.556
'[15:29:27.008]',-,-0.055,0.895,0.895,-0.233,0.598,68.987,16.557,12.064
'[15:29:27.016]',-,-0.030,0.875,0.905,-0.230,0.586,68.518,16.694,12.309
'[15:29:27.024]',-,-0.030,0.880,0.895,-0.227,0.575,68.050,18.443,12.377
'[15:29:27.032]',-,-0.025,0.870,0.910,-0.224,0.566,67.815,21.372,12.250
'[15:29:27.040]',-,-0.030,0.865,0.895,-0.221,0.558,67.991,24.938,11.869
'[15:29:27.048]',-,-0.010,0.850,0.905,-0.218,0.550,69.222,28.504,11.498
'[15:29:27.056]',-,-0.005,0.855,0.895,-0.215,0.543,72.094,31.820,11.244
'[15:29:27.064]',-,-0.000,0.840,0.910,-0.213,0.536,77.135,34.568,11.127
'[15:29:27.072]',-,-0.010,0.845,0.895,-0.210,0.534,84.168,36.613,10.873
'[15:29:27.080]',-,0.020,0.820,0.900,-0.208,0.535,92.491,37.816,10.560
'[15:29:27.088]',-,0.010,0.825,0.895,-0.205,0.532,100.873,38.248,10.247
'[15:29:27.096]',-,0.024,0.815,0.890,-0.203,0.528,108.434,38.112,9.808
'[15:29:27.104]',-,0.020,0.820,0.875,-0.200,0.525,114.647,38.066,9.310
'[15:29:27.112]',-,0.020,0.820,0.870,-0.197,0.523,119.863,38.566,8.870
'[15:29:27.120]',-,0.010,0.835,0.860,-0.194,0.524,124.142,39.633,8.557
'[15:29:27.128]',-,0.010,0.835,0.850,-0.191,0.528,127.717,40.883,8.430
'[15:29:27.136]',-,-0.010,0.855,0.845,-0.188,0.533,130.531,41.814,8.313
'[15:29:27.144]',-,-0.021,0.865,0.840,-0.186,0.540,132.641,42.245,8.245
'[15:29:27.152]',-,-0.041,0.890,0.825,-0.183,0.548,134.048,42.313,8.186
'[15:29:27.160]',-,-0.045,0.900,0.820,-0.181,0.558,135.103,42.064,8.059
'[15:29:27.168]',-,-0.075,0.925,0.825,-0.180,0.568,135.923,41.814,7.932
'[15:29:27.176]',-,-0.075,0.940,0.810,-0.178,0.581,136.685,41.496,7.932
'[15:29:27.184]',-,-0.106,0.950,0.825,-0.176,0.595,137.330,41.178,8.001
'[15:29:27.192]',-,-0.110,0.965,0.815,-0.175,0.608,137.799,40.928,8.118
'[15:29:27.200]',-,-0.126,0.970,0.825,-0.173,0.621,138.092,40.633,8.245
'[15:29:27.208]',-,-0.126,0.980,0.820,-0.172,0.633,138.385,40.315,8.313
'[15:29:27.216]',-,-0.140,0.975,0.840,-0.171,0.648,138.502,40.065,8.313
'[15:29:27.224]',-,-0.146,0.995,0.825,-0.170,0.664,138.561,39.883,8.430
'[15:29:27.232]',-,-0.126,0.985,0.845,-0.169,0.679,138.619,39.747,8.557
'[15:29:27.240]',-,-0.146,0.995,0.835,-0.167,0.696,138.619,39.497,8.870
'[15:29:27.248]',-,-0.126,0.985,0.850,-0.166,0.713,138.561,39.111,9.183
'[15:29:27.256]',-,-0.155,1.005,0.845,-0.166,0.727,138.385,38.611,9.437
'[15:29:27.264]',-,-0.146,0.990,0.850,-0.165,0.741,137.975,38.112,9.495
'[15:29:27.272]',-,-0.155,1.000,0.850,-0.164,0.758,137.506,37.566,9.310
'[15:29:27.280]',-,-0.146,0.990,0.855,-0.164,0.781,136.744,36.999,8.938
'[15:29:27.288]',-,-0.155,0.995,0.850,-0.163,0.816,135.806,36.363,8.626
'[15:29:27.296]',-,-0.135,0.985,0.855,-0.162,0.873,134.634,35.749,8.557
'[15:29:27.304]',-,-0.146,0.990,0.850,-0.162,0.961,133.227,35.182,8.811
'[15:29:27.312]',-,-0.126,0.975,0.845,-0.161,1.085,131.527,34.500,9.124
'[15:29:27.320]',-,-0.146,0.990,0.855,-0.161,1.246,129.534,33.683,9.310
'[15:29:27.328]',-,-0.126,0.970,0.845,-0.160,1.439,127.190,32.751,9.310
'[15:29:27.336]',-,-0.130,0.980,0.850,-0.159,1.652,124.435,31.616,9.124
'[15:29:27.344]',-,-0.120,0.965,0.845,-0.159,1.872,121.153,30.253,8.870
'[15:29:27.352]',-,-0.130,0.975,0.850,-0.158,2.086,117.577,28.504,8.684
'[15:29:27.360]',-,-0.106,0.960,0.845,-0.158,2.283,113.533,26.006,8.626
'[15:29:27.368]',-,-0.120,0.965,0.850,-0.156,2.453,109.196,22.803,8.811
'[15:29:27.376]',-,-0.100,0.960,0.835,-0.155,2.579,104.741,19.487,9.056
'[15:29:27.384]',-,-0.095,0.955,0.845,-0.153,2.674,100.638,17.625,9.310
'[15:29:27.392]',-,-0.110,0.965,0.835,-0.151,2.759,97.356,18.125,9.368
'[15:29:27.400]',-,-0.095,0.945,0.845,-0.150,2.829,95.480,20.441,9.251
'[15:29:27.408]',-,-0.106,0.960,0.840,-0.148,2.885,95.129,22.985,9.056
'[15:29:27.416]',-,-0.090,0.940,0.850,-0.146,2.927,95.598,24.870,8.938
'[15:29:27.424]',-,-0.100,0.955,0.840,-0.144,2.957,96.301,26.188,8.938
'[15:29:27.432]',-,-0.086,0.945,0.850,-0.142,2.978,96.535,27.437,8.997
'[15:29:27.440]',-,-0.100,0.955,0.840,-0.141,2.989,96.301,28.618,9.056
'[15:29:27.448]',-,-0.086,0.940,0.850,-0.138,2.992,95.715,29.617,9.124
'[15:29:27.456]',-,-0.095,0.955,0.840,-0.136,2.986,95.129,30.185,9.124
'[15:29:27.464]',-,-0.075,0.935,0.850,-0.133,2.976,94.543,30.503,8.938
'[15:29:27.472]',-,-0.100,0.945,0.850,-0.130,2.959,94.015,30.503,8.684
'[15:29:27.480]',-,-0.081,0.935,0.850,-0.127,2.938,93.429,29.753,8.430
'[15:29:27.488]',-,-0.100,0.950,0.850,-0.124,2.916,92.726,28.186,8.245
'[15:29:27.496]',-,-0.086,0.940,0.845,-0.120,2.891,92.022,26.256,8.059
'[15:29:27.504]',-,-0.106,0.950,0.850,-0.117,2.863,91.377,24.302,7.805
'[15:29:27.512]',-,-0.075,0.930,0.845,-0.113,2.833,90.791,22.485,7.434
'[15:29:27.520]',-,-0.090,0.940,0.850,-0.109,2.802,90.322,20.941,7.063
'[15:29:27.528]',-,-0.070,0.920,0.860,-0.106,2.767,89.854,19.805,6.682
'[15:29:27.536]',-,-0.075,0.915,0.875,-0.101,2.730,89.443,19.192,6.555
'[15:29:27.544]',-,-0.050,0.890,0.905,-0.097,2.689,88.916,18.942,6.750
'[15:29:27.552]',-,-0.050,0.885,0.925,-0.093,2.644,88.388,18.874,7.063
'[15:29:27.560]',-,-0.035,0.870,0.950,-0.088,2.594,87.743,18.988,7.434
'[15:29:27.568]',-,-0.055,0.885,0.960,-0.083,2.539,87.040,19.306,7.688
'[15:29:27.576]',-,-0.035,0.880,0.915,-0.078,2.483,86.395,19.624,7.688
'[15:29:27.584]',-,-0.055,0.910,0.840,-0.072,2.424,85.751,19.942,7.561
'[15:29:27.592]',-,-0.065,0.925,0.810,-0.068,2.354,85.106,20.191,7.434
'[15:29:27.600]',-,-0.050,0.915,0.815,-0.063,2.274,84.403,20.237,7.434
'[15:29:27.608]',-,-0.065,0.925,0.810,-0.059,2.186,83.816,20.305,7.747
'[15:29:27.616]',-,-0.050,0.910,0.835,-0.054,2.093,83.172,20.305,8.118
'[15:29:27.624]',-,-0.075,0.925,0.830,-0.050,2.001,82.586,20.237,8.499
'[15:29:27.632]',-,-0.070,0.920,0.835,-0.046,1.914,82.058,20.123,8.684
'[15:29:27.640]',-,-0.090,0.940,0.830,-0.042,1.836,81.472,19.942,8.684
'[15:29:27.648]',-,-0.081,0.935,0.840,-0.037,1.769,80.944,19.805,8.557
'[15:29:27.656]',-,-0.095,0.940,0.830,-0.034,1.717,80.358,19.555,8.499
'[15:29:27.664]',-,-0.106,0.895,0.955,-0.030,1.677,79.772,19.306,8.430
'[15:29:27.672]',-,-0.010,0.775,1.040,-0.026,1.652,79.303,19.124,8.499
'[15:29:27.680]',-,0.275,0.575,1.100,-0.023,1.635,78.776,18.988,8.684
'[15:29:27.688]',-,0.605,0.445,0.600,-0.019,1.622,78.365,18.942,8.811
'[15:29:27.696]',-,0.610,0.640,0.315,-0.015,1.611,77.897,18.942,8.870
'[15:29:27.704]',-,0.170,0.890,0.310,-0.012,1.602,77.486,18.942,8.938
'[15:29:27.712]',-,-0.000,0.985,0.375,-0.007,1.594,77.076,18.942,9.056
'[15:29:27.720]',-,-0.100,1.000,0.550,-0.003,1.587,76.607,18.738,9.251
'[15:29:27.728]',-,-0.075,0.940,0.735,0.002,1.580,76.197,18.488,9.564
'[15:29:27.736]',-,-0.106,0.950,0.835,0.007,1.574,75.786,18.238,9.935
'[15:29:27.744]',-,-0.100,0.940,0.870,0.012,1.569,75.493,18.056,10.247
'[15:29:27.752]',-,-0.120,0.945,0.885,0.016,1.565,75.083,17.943,10.501
'[15:29:27.760]',-,-0.100,0.935,0.890,0.020,1.561,74.790,17.738,10.619
'[15:29:27.768]',-,-0.110,0.940,0.895,0.024,1.556,74.438,17.557,10.687
'[15:29:27.776]',-,-0.095,0.925,0.900,0.029,1.553,74.087,17.193,10.746
'[15:29:27.784]',-,-0.110,0.930,0.905,0.033,1.550,73.794,16.626,10.873
'[15:29:27.792]',-,-0.086,0.920,0.895,0.038,1.546,73.501,16.058,11.058
'[15:29:27.800]',-,-0.090,0.915,0.905,0.043,1.540,73.149,15.740,11.185
'[15:29:27.808]',-,-0.075,0.920,0.900,0.048,1.532,72.914,15.740,11.185
'[15:29:27.816]',-,-0.081,0.895,0.910,0.052,1.522,72.621,15.990,11.000
'[15:29:27.824]',-,-0.065,0.905,0.895,0.056,1.511,72.387,16.626,10.746
'[15:29:27.832]',-,-0.055,0.890,0.915,0.060,1.499,72.094,17.943,10.501
'[15:29:27.840]',-,-0.065,0.895,0.900,0.064,1.486,71.918,20.237,10.501
'[15:29:27.848]',-,-0.041,0.870,0.915,0.068,1.471,71.742,23.553,10.873
'[15:29:27.856]',-,-0.050,0.880,0.900,0.072,1.456,71.566,27.119,11.371
'[15:29:27.864]',-,-0.025,0.865,0.910,0.076,1.440,71.273,29.549,11.869
'[15:29:27.872]',-,-0.035,0.870,0.905,0.081,1.428,70.980,30.049,12.250
'[15:29:27.880]',-,-0.021,0.855,0.910,0.085,1.417,70.570,29.435,12.309
'[15:29:27.888]',-,-0.025,0.855,0.900,0.089,1.405,70.101,28.504,12.309
'[15:29:27.896]',-,-0.000,0.840,0.910,0.093,1.392,69.632,27.550,12.250
'[15:29:27.904]',-,-0.010,0.845,0.915,0.098,1.379,69.105,26.801,12.309
'[15:29:27.912]',-,0.020,0.825,0.905,0.102,1.368,68.694,26.801,12.563
'[15:29:27.920]',-,0.010,0.830,0.920,0.106,1.357,68.518,28.005,12.875
'[15:29:27.928]',-,0.030,0.810,0.910,0.110,1.345,69.105,30.367,13.188
'[15:29:27.936]',-,0.020,0.820,0.920,0.114,1.333,70.922,33.569,13.373
'[15:29:27.944]',-,0.044,0.800,0.910,0.117,1.322,74.731,37.112,13.373
'[15:29:27.952]',-,0.040,0.800,0.920,0.120,1.311,80.886,40.565,13.305
'[15:29:27.960]',-,0.065,0.780,0.910,0.122,1.302,88.857,43.381,13.188
'[15:29:27.968]',-,0.060,0.775,0.920,0.124,1.297,97.649,45.380,13.002
'[15:29:27.976]',-,0.080,0.770,0.910,0.125,1.294,106.031,46.674,12.748
'[15:29:27.984]',-,0.070,0.770,0.920,0.127,1.290,113.299,47.378,12.436
'[15:29:27.992]',-,0.080,0.775,0.905,0.128,1.288,119.219,47.560,11.996
'[15:29:28.000]',-,0.065,0.765,0.895,0.129,1.287,124.142,47.446,11.556
'[15:29:28.008]',-,0.070,0.785,0.885,0.130,1.286,128.128,47.174,11.185
'[15:29:28.016]',-,0.050,0.780,0.880,0.130,1.286,131.293,46.924,11.058
'[15:29:28.024]',-,0.040,0.805,0.865,0.130,1.286,133.696,46.674,11.185
'[15:29:28.032]',-,0.044,0.815,0.860,0.131,1.289,135.337,46.493,11.439
'[15:29:28.040]',-,0.010,0.845,0.835,0.129,1.294,136.451,46.493,11.810
'[15:29:28.048]',-,-0.000,0.850,0.840,0.128,1.300,137.213,46.561,11.996
'[15:29:28.056]',-,-0.021,0.875,0.825,0.125,1.308,137.916,46.674,12.064
'[15:29:28.064]',-,-0.030,0.880,0.830,0.122,1.318,138.502,46.879,11.996
'[15:29:28.072]',-,-0.050,0.905,0.825,0.119,1.329,138.912,47.060,11.869
'[15:29:28.080]',-,-0.045,0.895,0.830,0.115,1.341,139.206,47.128,11.869
'[15:29:28.088]',-,-0.070,0.915,0.825,0.112,1.354,139.381,46.992,11.996
'[15:29:28.096]',-,-0.061,0.910,0.830,0.109,1.368,139.499,46.810,12.182
'[15:29:28.104]',-,-0.075,0.925,0.835,0.103,1.380,139.557,46.629,12.250
'[15:29:28.112]',-,-0.070,0.920,0.830,0.098,1.392,139.616,46.424,12.064
'[15:29:28.120]',-,-0.090,0.935,0.840,0.092,1.401,139.616,46.243,11.752
'[15:29:28.128]',-,-0.075,0.925,0.835,0.085,1.408,139.557,46.129,11.312
'[15:29:28.136]',-,-0.090,0.935,0.845,0.078,1.411,139.381,46.129,11.000
'[15:29:28.144]',-,-0.075,0.920,0.840,0.071,1.412,139.030,46.061,10.746
'[15:29:28.152]',-,-0.086,0.935,0.850,0.065,1.413,138.561,46.061,10.619
'[15:29:28.160]',-,-0.075,0.920,0.845,0.059,1.417,137.857,45.993,10.560
'[15:29:28.168]',-,-0.081,0.930,0.850,0.053,1.431,136.978,45.879,10.433
'[15:29:28.176]',-,-0.070,0.920,0.845,0.046,1.457,135.923,45.561,10.374
'[15:29:28.184]',-,-0.075,0.915,0.850,0.038,1.506,134.634,45.175,10.374
'[15:29:28.192]',-,-0.061,0.920,0.845,0.032,1.584,133.110,44.630,10.433
'[15:29:28.200]',-,-0.065,0.910,0.850,0.024,1.692,131.293,43.812,10.619
'[15:29:28.208]',-,-0.045,0.900,0.835,0.016,1.829,129.183,42.813,10.873
'[15:29:28.216]',-,-0.041,0.895,0.845,0.009,1.987,126.662,41.677,10.931
'[15:29:28.224]',-,-0.050,0.905,0.835,0.001,2.158,123.790,40.383,10.746
'[15:29:28.232]',-,-0.025,0.890,0.845,-0.007,2.331,120.449,38.861,10.374
'[15:29:28.240]',-,-0.035,0.895,0.830,-0.013,2.497,116.640,37.180,9.935
'[15:29:28.248]',-,-0.021,0.870,0.835,-0.020,2.644,112.361,35.432,9.564
'[15:29:28.256]',-,-0.030,0.885,0.825,-0.026,2.771,107.848,33.615,9.437
'[15:29:28.264]',-,-0.015,0.870,0.835,-0.031,2.877,103.334,31.684,9.495
'[15:29:28.272]',-,-0.025,0.880,0.830,-0.037,2.950,99.466,29.799,9.749
'[15:29:28.280]',-,-0.015,0.870,0.835,-0.042,3.001,96.711,29.254,10.062
'[15:29:28.288]',-,-0.025,0.880,0.830,-0.048,3.047,95.422,30.934,10.306
'[15:29:28.296]',-,-0.005,0.870,0.845,-0.052,3.083,95.422,33.751,10.433
'[15:29:28.304]',-,-0.025,0.880,0.835,-0.056,3.109,96.066,35.749,10.433
'[15:29:28.312]',-,-0.010,0.870,0.845,-0.060,3.126,96.653,36.113,10.501
'[15:29:28.320]',-,-0.025,0.875,0.850,-0.063,3.135,96.770,35.182,10.619
'[15:29:28.328]',-,-0.005,0.860,0.840,-0.066,3.137,96.418,33.569,10.814
'[15:29:28.336]',-,-0.015,0.870,0.850,-0.069,3.133,95.832,32.070,10.931
'[15:29:28.344]',-,-0.000,0.860,0.840,-0.072,3.123,95.305,31.752,10.931
'[15:29:28.352]',-,-0.021,0.870,0.850,-0.075,3.109,94.660,32.820,10.931
'[15:29:28.360]',-,-0.005,0.860,0.850,-0.078,3.090,94.074,34.432,10.746
'[15:29:28.368]',-,-0.021,0.870,0.855,-0.081,3.067,93.429,35.250,10.501
'[15:29:28.376]',-,-0.005,0.865,0.850,-0.084,3.041,92.726,35.000,10.306
'[15:29:28.384]',-,-0.021,0.870,0.860,-0.087,3.013,92.022,34.001,10.189
'[15:29:28.392]',-,-0.005,0.865,0.845,-0.090,2.981,91.377,32.502,10.120
'[15:29:28.400]',-,-0.000,0.870,0.855,-0.093,2.948,90.674,30.866,9.993
'[15:29:28.408]',-,-0.015,0.880,0.850,-0.095,2.912,90.029,29.254,9.876
'[15:29:28.416]',-,-0.010,0.870,0.860,-0.098,2.873,89.385,27.755,9.749
'[15:29:28.424]',-,-0.021,0.875,0.850,-0.101,2.829,88.740,26.505,9.622
'[15:29:28.432]',-,-0.000,0.865,0.860,-0.103,2.782,88.037,25.438,9.564
'[15:29:28.440]',-,-0.015,0.875,0.850,-0.106,2.731,87.333,24.620,9.681
'[15:29:28.448]',-,-0.000,0.860,0.870,-0.108,2.675,86.688,24.053,9.935
'[15:29:28.456]',-,-0.005,0.865,0.880,-0.111,2.613,85.985,23.735,10.247
'[15:29:28.464]',-,0.020,0.820,0.910,-0.112,2.543,85.340,23.689,10.560
'[15:29:28.472]',-,0.024,0.825,0.925,-0.114,2.476,84.696,23.871,10.746
'[15:29:28.480]',-,0.044,0.800,0.955,-0.116,2.406,84.051,24.007,10.746
'[15:29:28.488]',-,0.024,0.815,0.965,-0.117,2.322,83.406,24.121,10.619
'[15:29:28.496]',-,0.040,0.805,0.935,-0.119,2.229,82.820,24.189,10.501
'[15:29:28.504]',-,0.010,0.845,0.850,-0.120,2.131,82.175,24.189,10.560
'[15:29:28.512]',-,0.020,0.845,0.820,-0.121,2.032,81.648,24.121,10.619
'[15:29:28.520]',-,0.015,0.850,0.825,-0.122,1.939,81.120,24.007,10.619
'[15:29:28.528]',-,0.020,0.840,0.815,-0.123,1.855,80.593,23.803,10.560
'[15:29:28.536]',-,0.010,0.845,0.835,-0.125,1.784,80.124,23.553,10.374
'[15:29:28.544]',-,0.015,0.850,0.830,-0.126,1.727,79.596,23.371,10.189
'[15:29:28.552]',-,-0.015,0.870,0.850,-0.128,1.685,79.127,23.189,10.120
'[15:29:28.560]',-,-0.025,0.875,0.840,-0.129,1.655,78.658,22.985,10.189
'[15:29:28.568]',-,-0.021,0.870,0.850,-0.130,1.635,78.190,22.735,10.306
'[15:29:28.576]',-,-0.015,0.880,0.840,-0.130,1.622,77.662,22.485,10.374
'[15:29:28.584]',-,-0.050,0.850,0.975,-0.131,1.608,77.252,22.236,10.374
'[15:29:28.592]',-,0.044,0.725,1.085,-0.131,1.594,76.783,22.054,10.247
'[15:29:28.600]',-,0.305,0.530,1.140,-0.132,1.581,76.431,21.872,10.189
'[15:29:28.608]',-,0.660,0.360,0.520,-0.133,1.566,75.962,21.736,10.189
'[15:29:28.616]',-,0.685,0.530,0.230,-0.133,1.551,75.611,21.736,10.374
'[15:29:28.624]',-,0.265,0.800,0.185,-0.133,1.537,75.259,21.736,10.746
'[15:29:28.632]',-,0.090,0.905,0.285,-0.133,1.522,74.849,21.804,11.058
'[15:29:28.640]',-,-0.000,0.930,0.515,-0.133,1.509,74.556,21.804,11.244
'[15:29:28.648]',-,-0.010,0.875,0.750,-0.133,1.498,74.145,21.736,11.312
'[15:29:28.656]',-,-0.030,0.890,0.850,-0.133,1.488,73.852,21.622,11.312
'[15:29:28.664]',-,-0.041,0.885,0.900,-0.133,1.478,73.501,21.304,11.439
'[15:29:28.672]',-,-0.061,0.895,0.910,-0.133,1.472,73.149,20.737,11.683
'[15:29:28.680]',-,-0.050,0.890,0.920,-0.134,1.467,72.856,20.305,12.064
'[15:29:28.688]',-,-0.065,0.895,0.920,-0.134,1.461,72.621,20.237,12.563
'[15:29:28.696]',-,-0.055,0.890,0.930,-0.136,1.455,72.270,20.441,13.061
'[15:29:28.704]',-,-0.070,0.895,0.925,-0.136,1.447,72.035,20.555,13.432
'[15:29:28.712]',-,-0.050,0.880,0.920,-0.137,1.439,71.742,20.441,13.559
'[15:29:28.720]',-,-0.061,0.895,0.935,-0.137,1.431,71.449,20.191,13.618
'[15:29:28.728]',-,-0.041,0.875,0.925,-0.138,1.424,71.097,19.692,13.559
'[15:29:28.736]',-,-0.050,0.885,0.935,-0.139,1.417,70.863,19.192,13.373
'[15:29:28.744]',-,-0.041,0.870,0.930,-0.139,1.412,70.570,18.806,13.246
'[15:29:28.752]',-,-0.050,0.875,0.935,-0.140,1.408,70.335,18.738,13.188
'[15:29:28.760]',-,-0.030,0.865,0.920,-0.141,1.404,70.160,19.374,13.188
'[15:29:28.768]',-,-0.041,0.870,0.935,-0.142,1.402,69.984,20.941,13.188
'[15:29:28.776]',-,-0.025,0.860,0.925,-0.143,1.402,69.867,23.371,13.061
'[15:29:28.784]',-,-0.035,0.865,0.940,-0.144,1.400,69.691,25.506,13.002
'[15:29:28.792]',-,-0.015,0.850,0.930,-0.144,1.397,69.456,26.301,13.002
'[15:29:28.800]',-,-0.025,0.845,0.940,-0.145,1.394,69.280,25.938,13.061
'[15:29:28.808]',-,-0.005,0.850,0.935,-0.145,1.389,68.987,25.256,13.002
'[15:29:28.816]',-,-0.010,0.835,0.945,-0.146,1.384,68.753,25.120,12.934
'[15:29:28.824]',-,0.004,0.840,0.935,-0.147,1.379,68.401,25.552,12.875
'[15:29:28.832]',-,0.015,0.820,0.950,-0.148,1.374,68.284,26.437,13.002
'[15:29:28.840]',-,0.010,0.825,0.940,-0.150,1.370,68.753,27.618,13.119
'[15:29:28.848]',-,0.030,0.805,0.950,-0.151,1.365,70.218,29.367,13.373
'[15:29:28.856]',-,0.020,0.800,0.945,-0.152,1.360,73.676,31.616,13.432
'[15:29:28.864]',-,0.044,0.790,0.950,-0.153,1.356,79.479,34.114,13.188
'[15:29:28.872]',-,0.040,0.795,0.945,-0.155,1.355,87.509,36.681,12.690
'[15:29:28.880]',-,0.065,0.775,0.955,-0.155,1.356,96.594,39.111,12.064
'[15:29:28.888]',-,0.055,0.775,0.945,-0.156,1.356,105.503,41.314,11.439
'[15:29:28.896]',-,0.080,0.755,0.940,-0.156,1.355,113.123,43.245,10.873
'[15:29:28.904]',-,0.070,0.765,0.945,-0.157,1.353,119.277,44.744,10.433
'[15:29:28.912]',-,0.085,0.750,0.930,-0.157,1.352,124.377,45.675,10.120
'[15:29:28.920]',-,0.065,0.770,0.920,-0.157,1.350,128.538,46.129,9.876
'[15:29:28.928]',-,0.070,0.765,0.915,-0.157,1.349,132.055,46.061,9.681
'[15:29:28.936]',-,0.050,0.780,0.895,-0.158,1.348,134.810,45.811,9.495
'[15:29:28.944]',-,0.050,0.785,0.890,-0.158,1.348,136.861,45.629,9.310
'[15:29:28.952]',-,0.020,0.810,0.870,-0.159,1.348,138.444,45.561,9.124
'[15:29:28.960]',-,0.020,0.820,0.860,-0.159,1.348,139.557,45.675,8.938
'[15:29:28.968]',-,-0.010,0.845,0.845,-0.161,1.351,140.495,45.811,8.626
'[15:29:28.976]',-,-0.015,0.855,0.840,-0.162,1.355,141.316,46.061,8.430
'[15:29:28.984]',-,-0.035,0.875,0.845,-0.163,1.359,142.019,46.424,8.499
'[15:29:28.992]',-,-0.045,0.885,0.830,-0.164,1.365,142.546,46.810,8.870
'[15:29:29.000]',-,-0.065,0.900,0.840,-0.166,1.371,142.898,46.992,9.368
'[15:29:29.008]',-,-0.061,0.910,0.830,-0.167,1.381,143.250,47.128,9.749
'[15:29:29.016]',-,-0.075,0.900,0.840,-0.168,1.393,143.543,46.992,10.120
'[15:29:29.024]',-,-0.081,0.925,0.830,-0.169,1.406,143.777,46.674,10.433
'[15:29:29.032]',-,-0.075,0.915,0.845,-0.170,1.418,144.070,46.175,10.501
'[15:29:29.040]',-,-0.090,0.930,0.835,-0.172,1.431,144.246,45.675,10.374
'[15:29:29.048]',-,-0.086,0.920,0.850,-0.173,1.442,144.363,45.311,10.120
'[15:29:29.056]',-,-0.095,0.940,0.845,-0.174,1.451,144.363,45.175,9.876
'[15:29:29.064]',-,-0.086,0.930,0.855,-0.175,1.458,144.188,45.243,9.564
'[15:29:29.072]',-,-0.100,0.940,0.845,-0.177,1.468,143.836,45.130,9.183
'[15:29:29.080]',-,-0.086,0.930,0.850,-0.178,1.482,143.367,44.676,8.870
'[15:29:29.088]',-,-0.106,0.945,0.855,-0.179,1.506,142.664,44.176,8.870
'[15:29:29.096]',-,-0.090,0.935,0.865,-0.180,1.551,141.726,43.631,9.310
'[15:29:29.104]',-,-0.095,0.940,0.860,-0.181,1.624,140.612,42.995,9.808
'[15:29:29.112]',-,-0.081,0.935,0.870,-0.183,1.726,139.323,42.382,10.247
'[15:29:29.120]',-,-0.095,0.940,0.865,-0.184,1.859,137.740,41.677,10.560
'[15:29:29.128]',-,-0.081,0.930,0.860,-0.185,2.017,135.982,40.814,10.746
'[15:29:29.136]',-,-0.095,0.940,0.870,-0.186,2.190,133.872,39.679,10.746
'[15:29:29.144]',-,-0.081,0.925,0.860,-0.186,2.366,131.351,38.248,10.687
'[15:29:29.152]',-,-0.086,0.935,0.875,-0.187,2.535,128.479,36.249,10.687
'[15:29:29.160]',-,-0.070,0.915,0.865,-0.188,2.689,125.197,33.569,10.619
'[15:29:29.168]',-,-0.075,0.925,0.875,-0.188,2.806,121.387,30.367,10.501
